status,id,candidate_release,arm,comparator,role,weighting,clause,threshold,estimate,bootstrap_se,lower,upper,passed_upper_bound,exact_zero_same_law_on_all_anchors,anchor_estimate_0,anchor_estimate_1,anchor_estimate_2
EXPLORATORY_POST_HOC_NOT_REGISTERED,posthoc|posthoc_RD_TASK|D17|attack:AB/RAC1P|U,RD_TASK,U,D17,attack:AB/RAC1P,U,guard,0.001,0.0,0.0,0.0,0.0,True,False,0.0,0.0,0.0
EXPLORATORY_POST_HOC_NOT_REGISTERED,posthoc|posthoc_RD_TASK|D17|attack:AB/RAC1P|PWGTP,RD_TASK,U,D17,attack:AB/RAC1P,PWGTP,guard,0.001,0.0,0.0,0.0,0.0,True,False,0.0,0.0,0.0
EXPLORATORY_POST_HOC_NOT_REGISTERED,posthoc|posthoc_NM1_P|D17|utility:A/same_residence|U,NM1_P,P,D17,utility:A/same_residence,U,task,0.001,0.002530477570203808,0.0007453472789265852,0.00012507909791043166,0.004935876042497184,False,False,0.006300831917889885,0.0,0.0012906007927215384
EXPLORATORY_POST_HOC_NOT_REGISTERED,posthoc|posthoc_NM1_P|D17|utility:A/same_residence|PWGTP,NM1_P,P,D17,utility:A/same_residence,PWGTP,task,0.001,0.0032089383281409534,0.000840524840393192,0.0004963810757443029,0.005921495580537604,False,False,0.008299873852099498,0.0,0.0013269411323233622
EXPLORATORY_POST_HOC_NOT_REGISTERED,posthoc|posthoc_NM1_P|D17|attack:A/SEX|U,NM1_P,P,D17,attack:A/SEX,U,guard,0.001,-0.0005428116688697403,0.0007352849961410946,-0.0029157369567505294,0.001830113619011049,False,False,-0.00161356140352443,0.0,-1.4873603084790958e-05
EXPLORATORY_POST_HOC_NOT_REGISTERED,posthoc|posthoc_NM1_P|D17|attack:A/SEX|PWGTP,NM1_P,P,D17,attack:A/SEX,PWGTP,guard,0.001,-0.0005108232754391584,0.0007701673303363226,-0.002996321474975392,0.001974674924097075,False,False,-0.0015166822228639132,0.0,-1.578760345356196e-05
EXPLORATORY_POST_HOC_NOT_REGISTERED,posthoc|posthoc_NM1_P|D17|attack:A/RAC1P|U,NM1_P,P,D17,attack:A/RAC1P,U,guard,0.001,0.0,0.0,0.0,0.0,True,False,0.0,0.0,0.0
EXPLORATORY_POST_HOC_NOT_REGISTERED,posthoc|posthoc_NM1_P|D17|attack:A/RAC1P|PWGTP,NM1_P,P,D17,attack:A/RAC1P,PWGTP,guard,0.001,0.0,0.0,0.0,0.0,True,False,0.0,0.0,0.0
EXPLORATORY_POST_HOC_NOT_REGISTERED,posthoc|posthoc_NM1_P|D17|attack:AB/SEX|U,NM1_P,P,D17,attack:AB/SEX,U,target,-0.002,-0.0001877865894259062,0.0008637883487918315,-0.0029754202647791946,0.002599847085927382,False,False,-0.0003864501822548312,0.0,-0.00017690958602288736
EXPLORATORY_POST_HOC_NOT_REGISTERED,posthoc|posthoc_NM1_P|D17|attack:AB/SEX|PWGTP,NM1_P,P,D17,attack:AB/SEX,PWGTP,target,-0.002,-2.64279239500714e-05,0.0010055032330003437,-0.0032714064848543053,0.0032185506369541627,False,False,0.00031782749812089617,0.0,-0.00039711126997111037
EXPLORATORY_POST_HOC_NOT_REGISTERED,posthoc|posthoc_NM1_P|D17|attack:AB/RAC1P|U,NM1_P,P,D17,attack:AB/RAC1P,U,guard,0.001,-0.0005894106148178539,0.0007189399988497587,-0.0029095870262677258,0.0017307657966320177,False,False,-0.0017682318444535616,0.0,0.0
EXPLORATORY_POST_HOC_NOT_REGISTERED,posthoc|posthoc_NM1_P|D17|attack:AB/RAC1P|PWGTP,NM1_P,P,D17,attack:AB/RAC1P,PWGTP,guard,0.001,-0.0012730328065486522,0.0009331556333165543,-0.004284529860679155,0.0017384642475818505,False,False,-0.0038190984196459564,0.0,0.0
