adjusted_high,adjusted_low,bootstrap_se,candidate_wide_alpha,candidate_wide_better,candidate_wide_critical_value,candidate_wide_high,candidate_wide_level,candidate_wide_low,candidate_wide_worse,comparison_family,critical_value,degenerate,endpoint,estimate,family_size,left,percentile_estimable,right,significantly_better,significantly_worse,unadjusted_high,unadjusted_low,weight
0.00328606847075813,-0.0022178893217453255,0.0010825743881654052,0.05,False,4.363146328176401,0.005257520041208109,1.2820512820512822e-05,-0.004189340892195304,False,N_gamma_vs_1,2.5420690959772236,False,utility/same_residence,0.0005340895745064023,3900,N_A0_g000_L1_b100,False,N_A0_g100_L1_b100,False,False,0.002592414048402077,-0.0016090511497743561,unweighted
0.009176531656531576,-0.001378230490842106,0.002076017950117169,0.05,False,4.363146328176401,0.012957120679126754,1.2820512820512822e-05,-0.005158819513437284,False,N_gamma_vs_1,2.5420690959772236,False,recovery/A/SEX,0.003899150582844735,3900,N_A0_g000_L1_b100,False,N_A0_g100_L1_b100,False,False,0.007817085955249591,-9.979586860441434e-05,unweighted
0.008593234645818255,-0.0001502334182099654,0.0017197542108246767,0.05,False,4.363146328176401,0.011725039884129738,1.2820512820512822e-05,-0.0032820386565214485,False,N_gamma_vs_1,2.5420690959772236,False,recovery/AB/SEX,0.004221500613804144,3900,N_A0_g000_L1_b100,False,N_A0_g100_L1_b100,False,False,0.007552563978464691,0.0007799722351414704,unweighted
0.004807172496472209,-0.0073998726770876985,0.0024010057777102372,0.05,False,4.363146328176401,0.009179589452638998,1.2820512820512822e-05,-0.011772289633254485,False,N_gamma_vs_1,2.5420690959772236,False,recovery/A/RAC1P,-0.0012963500903077447,3900,N_A0_g000_L1_b100,False,N_A0_g100_L1_b100,False,False,0.0032728433404884175,-0.0059709153969838835,unweighted
0.0013999984762387034,-0.011881983652948507,0.0026124353091357146,0.05,False,4.363146328176401,0.006157444938298975,1.2820512820512822e-05,-0.016639430115008777,False,N_gamma_vs_1,2.5420690959772236,False,recovery/AB/RAC1P,-0.005240992588354901,3900,N_A0_g000_L1_b100,False,N_A0_g100_L1_b100,False,False,-0.00024850721297759267,-0.010351584967330177,unweighted
0.002702025571160227,-0.00320279366320166,0.0011482998440647564,0.05,False,4.363146328176401,0.004759816202255961,1.2820512820512822e-05,-0.005260584294297395,False,N_gamma_vs_1,2.5711138361997787,False,utility/same_residence,-0.0002503840460207166,3900,N_A0_g000_L1_b100,False,N_A0_g100_L1_b100,False,False,0.002020464769601999,-0.002561083485198645,person_weighted
0.006850284646156148,-0.0057162761704040044,0.0024437970500625697,0.05,False,4.363146328176401,0.0112296483636649,1.2820512820512822e-05,-0.010095639887912759,False,N_gamma_vs_1,2.5711138361997787,False,recovery/A/SEX,0.0005670042378760711,3900,N_A0_g000_L1_b100,False,N_A0_g100_L1_b100,False,False,0.005158828219693763,-0.004439183354937783,person_weighted
0.008794183282321602,-0.0014377178986434975,0.0019897798838981605,0.05,False,4.363146328176401,0.012359933486148576,1.2820512820512822e-05,-0.00500346810247047,False,N_gamma_vs_1,2.5711138361997787,False,recovery/AB/SEX,0.0036782326918390527,3900,N_A0_g000_L1_b100,False,N_A0_g100_L1_b100,False,False,0.007513786102188074,-0.00029635645775635176,person_weighted
0.004206673999190907,-0.010710669182580158,0.0029009495751886986,0.05,False,4.363146328176401,0.009405269895514826,1.2820512820512822e-05,-0.01590926507890408,False,N_gamma_vs_1,2.5711138361997787,False,recovery/A/RAC1P,-0.003251997591694626,3900,N_A0_g000_L1_b100,False,N_A0_g100_L1_b100,False,False,0.002315787806603294,-0.00878835833176865,person_weighted
0.0013855708775041796,-0.014403022969417475,0.0030703801645472653,0.05,False,4.363146328176401,0.006887791895093403,1.2820512820512822e-05,-0.019905243987006698,False,N_gamma_vs_1,2.5711138361997787,False,recovery/AB/RAC1P,-0.006508726045956648,3900,N_A0_g000_L1_b100,False,N_A0_g100_L1_b100,False,False,-0.0005910306865057575,-0.012718323489808175,person_weighted
