condition,group,increment/A/RAC1P,increment/A/SEX,increment/AB/RAC1P,increment/AB/SEX,residence_gain_vs_H,source_allowance_all_anchors,weight
N_A0_g100_L1_b100,"Track N, A0 init",0.033805123684710704,0.022543068807763505,0.03492966668453564,0.0225757578142957,0.029818410690589308,True,unweighted
N_A0_g100_L1_b300,"Track N, A0 init",0.019504677360525042,0.01358481431074284,0.020335512172091025,0.017452321661128756,0.02569090618499757,True,unweighted
N_A0_g100_L2_b100,"Track N, A0 init",0.02217326351041608,0.014225916108865292,0.023390868285280957,0.019771332095461818,0.026105323416264054,True,unweighted
N_A0_g100_L2_b300,"Track N, A0 init",0.011815866195552896,0.010436599282366473,0.016494575916355208,0.017309958194139236,0.017315809140786526,True,unweighted
N_A0_g100_C1_b100,"Track N, A0 init",0.020108831272951006,0.011370977652254921,0.018200538237093777,0.016206412968233403,0.02264848203242298,True,unweighted
N_A0_g100_C1_b300,"Track N, A0 init",0.01869226204240726,0.016568762230775413,0.017779330370618556,0.01623123851460595,0.024075275189095247,True,unweighted
N_A0_g100_none,"Track N, A0 init",0.05254060140960459,0.03174940968080938,0.04688888058751776,0.029388847504132027,0.03179846526103447,True,unweighted
N_J_g000_L1_b100,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g000_L1_b300,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g000_L2_b100,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g000_L2_b300,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g000_C1_b100,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g000_C1_b300,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g000_none,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g001_L1_b100,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g001_L1_b300,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g001_L2_b100,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g001_L2_b300,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g001_C1_b100,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g001_C1_b300,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g001_none,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g010_L1_b100,"Track N, J init",0.0014502029400027538,0.008774443810984689,0.0029787758564115605,0.00856364468437909,0.017751365400259195,True,unweighted
N_J_g010_L1_b300,"Track N, J init",0.0034332771879358828,0.012273148076814159,0.008841669871499333,0.01401454368847869,0.015117958928501393,True,unweighted
N_J_g010_L2_b100,"Track N, J init",0.0007354340202324986,0.007820657862220859,0.001710876095213291,0.011523709177723496,0.014757576124214097,True,unweighted
N_J_g010_L2_b300,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g010_C1_b100,"Track N, J init",0.004061620170363526,0.009418291611770657,0.009412442993975034,0.01089287993402118,0.015428603307732472,True,unweighted
N_J_g010_C1_b300,"Track N, J init",1.2598698217643664e-05,0.0015340499585895968,0.0,0.008034073367082247,0.02152847136006301,True,unweighted
N_J_g010_none,"Track N, J init",0.0033274551103648817,0.006692748694461237,0.009747953933483341,0.008903955053360465,0.020340336825215004,True,unweighted
N_J_g100_L1_b100,"Track N, J init",0.004266208520045038,0.013283345079408685,0.012196075987045715,0.016671874102038742,0.02257237543748684,True,unweighted
N_J_g100_L1_b300,"Track N, J init",0.005432119867024632,0.011226960527305726,0.010581808112435734,0.010080288186594566,0.01908092898514624,True,unweighted
N_J_g100_L2_b100,"Track N, J init",0.0035789667175632664,0.009406643176139151,0.009800824981984091,0.013593678229262274,0.020960834524050287,True,unweighted
N_J_g100_L2_b300,"Track N, J init",0.011436298771559642,0.007889349211191296,0.013617743026683948,0.013326974918917137,0.01799573040179736,True,unweighted
N_J_g100_C1_b100,"Track N, J init",0.013684646915559298,0.010161098790512932,0.014639479440469541,0.011313155150518858,0.020886638799099872,True,unweighted
N_J_g100_C1_b300,"Track N, J init",0.004601067443600411,0.01474452567599501,0.013050829129185981,0.01198796267779693,0.018850722287339455,True,unweighted
N_J_g100_none,"Track N, J init",0.046941919726915415,0.027877305066908182,0.04266519123605524,0.02638692527895244,0.030489773121712787,True,unweighted
E_A0_L_k1,Track E local L / LX,0.0435680848765149,0.01916689665945855,0.04287992753099205,0.02670019741910079,0.029911596495626875,True,unweighted
E_A0_L_k2,Track E local L / LX,0.04248020741428286,0.01117045413044615,0.043566997940684825,0.015013625196873473,0.02909480891313045,True,unweighted
E_A0_L_k4,Track E local L / LX,0.015344733737227076,0.01056621791244805,0.012747179458322266,0.01421682094948636,0.025365037589200463,True,unweighted
E_A0_L_k6,Track E local L / LX,0.011591881264355989,0.004686968596187928,0.018994327779926046,0.009502743738054672,0.021266724519274822,True,unweighted
E_A0_L_k8,Track E local L / LX,0.002492055314414839,0.002003806375206548,0.006314204593249754,0.0067989145935331745,0.017500182854626067,True,unweighted
E_A0_C_k1,Track E coalition C,0.04823527361650622,0.01516432307146968,0.04533190736000144,0.017712437189242758,0.03098891823212868,True,unweighted
E_A0_C_k2,Track E coalition C,0.022285195193797975,0.01632190061315264,0.018316819594872413,0.020117672393953605,0.03091452937051044,True,unweighted
E_A0_C_k4,Track E coalition C,0.014127103102896813,0.010245566922822044,0.014207903546985165,0.010924423081467016,0.024970080526714844,True,unweighted
E_A0_C_k6,Track E coalition C,0.011794369234767288,6.204319511819249e-05,0.018854855180057067,0.007590220191671142,0.022629224316522107,True,unweighted
E_A0_C_k8,Track E coalition C,0.002520700809914992,0.00413679698505635,0.002542731345843633,0.004137760813734366,0.01868387205151008,True,unweighted
E_A0_LX_k1,Track E local L / LX,0.044180357478195896,0.017796444569802044,0.0456317295103558,0.026366415199914044,0.03049706759444093,True,unweighted
E_A0_LX_k2,Track E local L / LX,0.04043925581879004,0.011411848477450729,0.03998129083777968,0.018527754477815628,0.029552928626660462,True,unweighted
E_A0_LX_k4,Track E local L / LX,0.017511007303186776,0.010833054356152968,0.012672633241132214,0.01152395799966451,0.025706796340925837,True,unweighted
E_A0_LX_k6,Track E local L / LX,0.012277752015300866,0.005416774550562331,0.018519953060648204,0.009080314271163403,0.02167593955820805,True,unweighted
E_A0_LX_k8,Track E local L / LX,0.0032192935224557573,0.0016308347045401368,0.007110599259976406,0.0068329162008867,0.018544025589528095,True,unweighted
E_A0_marginal_k1,Controls: marginal / PCA / random,0.05527732709889621,0.010521364183023333,0.04569183818567198,0.01857379668248697,0.03224145835628981,True,unweighted
E_A0_marginal_k2,Controls: marginal / PCA / random,0.045803218671119104,0.019141461498546675,0.03907797752904729,0.016502107461603188,0.03101436426640919,True,unweighted
E_A0_marginal_k4,Controls: marginal / PCA / random,0.017920524021974787,0.014279011215825458,0.017281974510945153,0.01226751109247474,0.028791350568615093,True,unweighted
E_A0_marginal_k6,Controls: marginal / PCA / random,0.01773354575169887,0.010622211605142836,0.014156564214065229,0.007288625450177981,0.026306548731450996,True,unweighted
E_A0_marginal_k8,Controls: marginal / PCA / random,0.0187071660558397,0.010482734104106162,0.020146374953754487,0.00907985720662774,0.02627518099029939,True,unweighted
E_A0_pca_k1,Controls: marginal / PCA / random,0.053217234823810765,0.02578731411258391,0.04662823716817973,0.029239291038739863,0.031804306469620035,True,unweighted
E_A0_pca_k2,Controls: marginal / PCA / random,0.05257065372509014,0.0294845056838758,0.047831250549461725,0.02838485412898306,0.031474316863222794,True,unweighted
E_A0_pca_k4,Controls: marginal / PCA / random,0.05177890250907365,0.029859113668650832,0.043120747368725544,0.030812494869757717,0.03133553925225278,True,unweighted
E_A0_pca_k6,Controls: marginal / PCA / random,0.04485760057261149,0.028404496586398726,0.041028794398811165,0.03012008391230725,0.028151814084497944,True,unweighted
E_A0_pca_k8,Controls: marginal / PCA / random,0.04338993557506458,0.02308685541285871,0.03947911126390206,0.026881610824021258,0.023475017609765152,True,unweighted
E_A0_rand_k1,Controls: marginal / PCA / random,0.05094677473215289,0.030473499810137916,0.046122126545835286,0.029018755263317136,0.032019798824356925,True,unweighted
E_A0_rand_k2,Controls: marginal / PCA / random,0.05202717881330902,0.028513498415490852,0.045072651229957884,0.026152936238813502,0.031423717872131364,True,unweighted
E_A0_rand_k4,Controls: marginal / PCA / random,0.044303357603369564,0.02300579505234938,0.03837241665311349,0.024552944777095798,0.027801615411345643,True,unweighted
E_A0_rand_k6,Controls: marginal / PCA / random,0.04090083785543808,0.02823980981963618,0.03569594337023966,0.027413924032516968,0.0197667613294585,True,unweighted
E_A0_rand_k8,Controls: marginal / PCA / random,0.03582352911190815,0.02100988455229384,0.03163431777538698,0.021671576006014548,0.0236294268792408,True,unweighted
E_A0_L_full,Track E local L / LX,-0.001077733015505844,0.0,0.0003425759192920245,0.0021361418263227496,-0.000507196509092811,True,unweighted
E_A0_C_full,Track E coalition C,-0.001077733015505844,0.0,0.0003425759192920245,0.0021361418263227496,-0.000507196509092811,True,unweighted
E_A0_LX_full,Track E local L / LX,-0.001077733015505844,0.0,0.0003425759192920245,0.0021361418263227496,-0.000507196509092811,True,unweighted
E_J_L_k1,Track E local L / LX,-0.00048210409794887293,0.003040620132035987,0.0014876647320335075,0.00691828032880859,0.02184274654663576,True,unweighted
E_J_L_k2,Track E local L / LX,-0.000762480882386285,-0.00017594861088247407,0.0,0.0064354747627194024,0.02169019556954414,True,unweighted
E_J_L_k4,Track E local L / LX,-0.001972659676365618,-0.0010763365047743445,-0.0016584578569233492,0.005388934915736628,0.017850426925831348,True,unweighted
E_J_L_k6,Track E local L / LX,0.0003852318918238969,-0.0008088006538514344,0.0,0.003850309212806935,0.015221393920149984,True,unweighted
E_J_L_k8,Track E local L / LX,0.0,2.0675089998256624e-05,0.0,0.00021482788200003858,0.015297516110694334,True,unweighted
E_J_C_k1,Track E coalition C,-0.0007603258568919339,-0.00044803915391999904,0.0,0.005760678564552202,0.02151346142670583,True,unweighted
E_J_C_k2,Track E coalition C,-0.0007932725397516253,-0.00036933337048698317,0.0,0.00553841536998149,0.021875554601862673,True,unweighted
E_J_C_k4,Track E coalition C,-0.0007433159074210494,0.000853253992187164,-0.001100761746595828,0.000877249561054431,0.01848601617895836,True,unweighted
E_J_C_k6,Track E coalition C,-0.0023924085077204893,-0.00040710701795232396,-0.0016697079264256232,0.0028245047580209848,0.01659956559061493,True,unweighted
E_J_C_k8,Track E coalition C,-0.001066944676750244,-0.0007211192531247171,-4.173494679175308e-05,-0.0010809300423608725,0.011434064903010799,True,unweighted
E_J_LX_k1,Track E local L / LX,-3.143980280465956e-05,0.004484797782412804,0.000759906788346291,0.00645184072937488,0.02164886352341655,True,unweighted
E_J_LX_k2,Track E local L / LX,-0.0008941117575309576,-0.002461070926924269,0.0,0.0032814084790111497,0.02141492592500749,True,unweighted
E_J_LX_k4,Track E local L / LX,-0.0011687595261793415,-0.0013774908224853573,-0.0016728814140499388,0.006160017840401433,0.018784622146924928,True,unweighted
E_J_LX_k6,Track E local L / LX,0.0,-0.0009274722507042199,0.0,0.002823550661479879,0.015414467624367156,True,unweighted
E_J_LX_k8,Track E local L / LX,0.0,0.0005599008345560744,0.0,0.00028344572576610716,0.01340098716371437,True,unweighted
