seed,condition,view,target,scope,split,loss120,loss360,loss360_minus120,candidate120,candidate360
0,F_I,B,SEX,expanded_independent,development_evaluation_person_weighted,0.6887048785564566,0.6887048785564566,0.0,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,expanded_catchup,validation,0.672554793523666,0.672554793523666,0.0,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,expanded_catchup,development_evaluation,0.6880969078012455,0.6880969078012455,0.0,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,expanded_catchup,validation_person_weighted,0.6694027611590001,0.6694027611590001,0.0,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,expanded_catchup,development_evaluation_person_weighted,0.6887048785564566,0.6887048785564566,0.0,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,standard_independent,validation,1.2577856993429524,1.2577856993429524,0.0,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,standard_independent,development_evaluation,1.2601915485481556,1.2601915485481556,0.0,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,standard_independent,validation_person_weighted,1.2595394636705761,1.2595394636705761,0.0,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,standard_independent,development_evaluation_person_weighted,1.2273456019284428,1.2273456019284428,0.0,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,expanded_independent,validation,1.2577856993429524,1.2577856993429524,0.0,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,expanded_independent,development_evaluation,1.2601915485481556,1.2601915485481556,0.0,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,expanded_independent,validation_person_weighted,1.2595394636705761,1.2595394636705761,0.0,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,expanded_independent,development_evaluation_person_weighted,1.2273456019284428,1.2273456019284428,0.0,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,expanded_catchup,validation,1.2504435653866361,1.2504435653866361,0.0,catchup,catchup
0,F_I,B,RAC1P,expanded_catchup,development_evaluation,1.243541725373023,1.243541725373023,0.0,catchup,catchup
0,F_I,B,RAC1P,expanded_catchup,validation_person_weighted,1.2509729944430263,1.2509729944430263,0.0,catchup,catchup
0,F_I,B,RAC1P,expanded_catchup,development_evaluation_person_weighted,1.2123997099977155,1.2123997099977155,0.0,catchup,catchup
0,F_I,AB,SEX,standard_independent,validation,0.665453479393302,0.665453479393302,0.0,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,standard_independent,development_evaluation,0.6762687595639445,0.6762687595639445,0.0,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,standard_independent,validation_person_weighted,0.6618884118152917,0.6618884118152917,0.0,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,standard_independent,development_evaluation_person_weighted,0.6758139783984796,0.6758139783984796,0.0,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,expanded_independent,validation,0.665453479393302,0.665453479393302,0.0,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,expanded_independent,development_evaluation,0.6762687595639445,0.6762687595639445,0.0,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,expanded_independent,validation_person_weighted,0.6618884118152917,0.6618884118152917,0.0,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,expanded_independent,development_evaluation_person_weighted,0.6758139783984796,0.6758139783984796,0.0,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,expanded_catchup,validation,0.6635229331818594,0.6635229331818594,0.0,catchup,catchup
0,F_I,AB,SEX,expanded_catchup,development_evaluation,0.6754537767528169,0.6754537767528169,0.0,catchup,catchup
0,F_I,AB,SEX,expanded_catchup,validation_person_weighted,0.6619940801253944,0.6619940801253944,0.0,catchup,catchup
0,F_I,AB,SEX,expanded_catchup,development_evaluation_person_weighted,0.6775782788436937,0.6775782788436937,0.0,catchup,catchup
0,F_I,AB,RAC1P,standard_independent,validation,1.2511755778801308,1.2511755778801308,0.0,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,standard_independent,development_evaluation,1.256072933304159,1.256072933304159,0.0,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,standard_independent,validation_person_weighted,1.2521333393523777,1.2521333393523777,0.0,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,standard_independent,development_evaluation_person_weighted,1.225812313396382,1.225812313396382,0.0,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,expanded_independent,validation,1.2511755778801308,1.2511755778801308,0.0,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,expanded_independent,development_evaluation,1.256072933304159,1.256072933304159,0.0,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,expanded_independent,validation_person_weighted,1.2521333393523777,1.2521333393523777,0.0,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,expanded_independent,development_evaluation_person_weighted,1.225812313396382,1.225812313396382,0.0,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,expanded_catchup,validation,1.238176917029811,1.238176917029811,0.0,catchup,catchup
0,F_I,AB,RAC1P,expanded_catchup,development_evaluation,1.2409037034081578,1.2409037034081578,0.0,catchup,catchup
0,F_I,AB,RAC1P,expanded_catchup,validation_person_weighted,1.2434887661974359,1.2434887661974359,0.0,catchup,catchup
0,F_I,AB,RAC1P,expanded_catchup,development_evaluation_person_weighted,1.2118864971860543,1.2118864971860543,0.0,catchup,catchup
0,F_Iplus,A,public_coverage,standard_independent,validation,0.5065206593203433,0.5065206593203433,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,standard_independent,development_evaluation,0.5294694999486249,0.5294694999486249,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,standard_independent,validation_person_weighted,0.5149282698565576,0.5149282698565576,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,standard_independent,development_evaluation_person_weighted,0.5363968533919586,0.5363968533919586,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,expanded_independent,validation,0.5065206593203433,0.5065206593203433,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,expanded_independent,development_evaluation,0.5294694999486249,0.5294694999486249,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,expanded_independent,validation_person_weighted,0.5149282698565576,0.5149282698565576,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,expanded_independent,development_evaluation_person_weighted,0.5363968533919586,0.5363968533919586,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,expanded_catchup,validation,0.5003831065243617,0.5003831065243617,0.0,catchup,catchup
0,F_Iplus,A,public_coverage,expanded_catchup,development_evaluation,0.5297671808813476,0.5297671808813476,0.0,catchup,catchup
0,F_Iplus,A,public_coverage,expanded_catchup,validation_person_weighted,0.505854376177148,0.505854376177148,0.0,catchup,catchup
0,F_Iplus,A,public_coverage,expanded_catchup,development_evaluation_person_weighted,0.5345069464312742,0.5345069464312742,0.0,catchup,catchup
0,F_Iplus,A,commute_over20,standard_independent,validation,0.6861230096451745,0.6861230096451745,0.0,wire__logistic,wire__logistic
0,F_Iplus,A,commute_over20,standard_independent,development_evaluation,0.692672406873698,0.692672406873698,0.0,wire__logistic,wire__logistic
0,F_Iplus,A,commute_over20,standard_independent,validation_person_weighted,0.6904777306800886,0.6904777306800886,0.0,wire__logistic,wire__logistic
0,F_Iplus,A,commute_over20,standard_independent,development_evaluation_person_weighted,0.6902491848869124,0.6902491848869124,0.0,wire__logistic,wire__logistic
0,F_Iplus,A,commute_over20,expanded_independent,validation,0.6861230096451745,0.6861230096451745,0.0,wire__logistic,wire__logistic
0,F_Iplus,A,commute_over20,expanded_independent,development_evaluation,0.692672406873698,0.692672406873698,0.0,wire__logistic,wire__logistic
0,F_Iplus,A,commute_over20,expanded_independent,validation_person_weighted,0.6904777306800886,0.6904777306800886,0.0,wire__logistic,wire__logistic
0,F_Iplus,A,commute_over20,expanded_independent,development_evaluation_person_weighted,0.6902491848869124,0.6902491848869124,0.0,wire__logistic,wire__logistic
0,F_Iplus,A,commute_over20,expanded_catchup,validation,0.6861230096451745,0.6861230096451745,0.0,wire__logistic,wire__logistic
0,F_Iplus,A,commute_over20,expanded_catchup,development_evaluation,0.692672406873698,0.692672406873698,0.0,wire__logistic,wire__logistic
0,F_Iplus,A,commute_over20,expanded_catchup,validation_person_weighted,0.6904777306800886,0.6904777306800886,0.0,wire__logistic,wire__logistic
0,F_Iplus,A,commute_over20,expanded_catchup,development_evaluation_person_weighted,0.6902491848869124,0.6902491848869124,0.0,wire__logistic,wire__logistic
0,F_Iplus,A,SEX,standard_independent,validation,0.6833097274447192,0.6833097274447192,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,SEX,standard_independent,development_evaluation,0.688394871092113,0.688394871092113,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,SEX,standard_independent,validation_person_weighted,0.6861443953926676,0.6861443953926676,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,SEX,standard_independent,development_evaluation_person_weighted,0.6900243062301328,0.6900243062301328,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,SEX,expanded_independent,validation,0.6833097274447192,0.6833097274447192,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,SEX,expanded_independent,development_evaluation,0.688394871092113,0.688394871092113,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,SEX,expanded_independent,validation_person_weighted,0.6861443953926676,0.6861443953926676,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,SEX,expanded_independent,development_evaluation_person_weighted,0.6900243062301328,0.6900243062301328,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,SEX,expanded_catchup,validation,0.6827419358887521,0.6827419358887521,0.0,catchup,catchup
0,F_Iplus,A,SEX,expanded_catchup,development_evaluation,0.6866675554871079,0.6866675554871079,0.0,catchup,catchup
0,F_Iplus,A,SEX,expanded_catchup,validation_person_weighted,0.684696530313152,0.684696530313152,0.0,catchup,catchup
0,F_Iplus,A,SEX,expanded_catchup,development_evaluation_person_weighted,0.6836243455917588,0.6836243455917588,0.0,catchup,catchup
0,F_Iplus,A,RAC1P,standard_independent,validation,1.2625047137776826,1.2625047137776826,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,RAC1P,standard_independent,development_evaluation,1.2756297184742662,1.2756297184742662,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,RAC1P,standard_independent,validation_person_weighted,1.2726356867289825,1.2726356867289825,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,RAC1P,standard_independent,development_evaluation_person_weighted,1.246461529094944,1.246461529094944,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,RAC1P,expanded_independent,validation,1.2625047137776826,1.2625047137776826,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,RAC1P,expanded_independent,development_evaluation,1.2756297184742662,1.2756297184742662,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,RAC1P,expanded_independent,validation_person_weighted,1.2726356867289825,1.2726356867289825,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,RAC1P,expanded_independent,development_evaluation_person_weighted,1.246461529094944,1.246461529094944,0.0,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,RAC1P,expanded_catchup,validation,1.2584926633531588,1.2584926633531588,0.0,catchup,catchup
0,F_Iplus,A,RAC1P,expanded_catchup,development_evaluation,1.275068901013951,1.275068901013951,0.0,catchup,catchup
0,F_Iplus,A,RAC1P,expanded_catchup,validation_person_weighted,1.271382995422954,1.271382995422954,0.0,catchup,catchup
0,F_Iplus,A,RAC1P,expanded_catchup,development_evaluation_person_weighted,1.244452877142552,1.244452877142552,0.0,catchup,catchup
0,F_Iplus,B,income_binary,standard_independent,validation,0.37474365072409904,0.37474365072409904,0.0,wire__mlp_1,wire__mlp_1
0,F_Iplus,B,income_binary,standard_independent,development_evaluation,0.3578883057033096,0.3578883057033096,0.0,wire__mlp_1,wire__mlp_1
0,F_Iplus,B,income_binary,standard_independent,validation_person_weighted,0.37908536339816257,0.37908536339816257,0.0,wire__mlp_1,wire__mlp_1
0,F_Iplus,B,income_binary,standard_independent,development_evaluation_person_weighted,0.3708615975824162,0.3708615975824162,0.0,wire__mlp_1,wire__mlp_1
0,F_Iplus,B,income_binary,expanded_independent,validation,0.37474365072409904,0.37474365072409904,0.0,wire__mlp_1,wire__mlp_1
0,F_Iplus,B,income_binary,expanded_independent,development_evaluation,0.3578883057033096,0.3578883057033096,0.0,wire__mlp_1,wire__mlp_1
0,F_Iplus,B,income_binary,expanded_independent,validation_person_weighted,0.37908536339816257,0.37908536339816257,0.0,wire__mlp_1,wire__mlp_1
0,F_Iplus,B,income_binary,expanded_independent,development_evaluation_person_weighted,0.3708615975824162,0.3708615975824162,0.0,wire__mlp_1,wire__mlp_1
0,F_Iplus,B,income_binary,expanded_catchup,validation,0.37052543848467473,0.37052543848467473,0.0,catchup,catchup
0,F_Iplus,B,income_binary,expanded_catchup,development_evaluation,0.36459751509441957,0.36459751509441957,0.0,catchup,catchup
0,F_Iplus,B,income_binary,expanded_catchup,validation_person_weighted,0.3762727764233428,0.3762727764233428,0.0,catchup,catchup
0,F_Iplus,B,income_binary,expanded_catchup,development_evaluation_person_weighted,0.376136060787814,0.376136060787814,0.0,catchup,catchup
0,F_Iplus,B,civilian_at_work,standard_independent,validation,0.48274408768203864,0.48274408768203864,0.0,wire__hist_gb_5,wire__hist_gb_5
0,F_Iplus,B,civilian_at_work,standard_independent,development_evaluation,0.47176027534678444,0.47176027534678444,0.0,wire__hist_gb_5,wire__hist_gb_5
0,F_Iplus,B,civilian_at_work,standard_independent,validation_person_weighted,0.4695248094588217,0.4695248094588217,0.0,wire__hist_gb_5,wire__hist_gb_5
0,F_Iplus,B,civilian_at_work,standard_independent,development_evaluation_person_weighted,0.45110060187146106,0.45110060187146106,0.0,wire__hist_gb_5,wire__hist_gb_5
0,F_Iplus,B,civilian_at_work,expanded_independent,validation,0.48274408768203864,0.48274408768203864,0.0,wire__hist_gb_5,wire__hist_gb_5
0,F_Iplus,B,civilian_at_work,expanded_independent,development_evaluation,0.47176027534678444,0.47176027534678444,0.0,wire__hist_gb_5,wire__hist_gb_5
0,F_Iplus,B,civilian_at_work,expanded_independent,validation_person_weighted,0.4695248094588217,0.4695248094588217,0.0,wire__hist_gb_5,wire__hist_gb_5
0,F_Iplus,B,civilian_at_work,expanded_independent,development_evaluation_person_weighted,0.45110060187146106,0.45110060187146106,0.0,wire__hist_gb_5,wire__hist_gb_5
0,F_Iplus,B,civilian_at_work,expanded_catchup,validation,0.48274408768203864,0.48274408768203864,0.0,wire__hist_gb_5,wire__hist_gb_5
0,F_Iplus,B,civilian_at_work,expanded_catchup,development_evaluation,0.47176027534678444,0.47176027534678444,0.0,wire__hist_gb_5,wire__hist_gb_5
0,F_Iplus,B,civilian_at_work,expanded_catchup,validation_person_weighted,0.4695248094588217,0.4695248094588217,0.0,wire__hist_gb_5,wire__hist_gb_5
0,F_Iplus,B,civilian_at_work,expanded_catchup,development_evaluation_person_weighted,0.45110060187146106,0.45110060187146106,0.0,wire__hist_gb_5,wire__hist_gb_5
0,F_Iplus,B,same_residence,standard_independent,validation,0.5113891048431879,0.5113891048431879,0.0,wire__mlp_0,wire__mlp_0
