seed,condition,view,target,audit_budget,left_scope,right_scope,split,left_minus_right,metric,left_candidate,right_candidate
0,F_I,A,commute_over20,120,expanded_catchup,expanded_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,A,commute_over20,120,expanded_catchup,expanded_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,A,commute_over20,120,expanded_catchup,expanded_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,A,commute_over20,120,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,A,commute_over20,360,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,A,commute_over20,360,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,A,commute_over20,360,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,A,commute_over20,360,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,A,commute_over20,360,expanded_catchup,expanded_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,A,commute_over20,360,expanded_catchup,expanded_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,A,commute_over20,360,expanded_catchup,expanded_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,A,commute_over20,360,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,A,SEX,120,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,120,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,120,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,120,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,120,expanded_catchup,expanded_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,120,expanded_catchup,expanded_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,120,expanded_catchup,expanded_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,120,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,360,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,360,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,360,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,360,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,360,expanded_catchup,expanded_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,360,expanded_catchup,expanded_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,360,expanded_catchup,expanded_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,SEX,360,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,RAC1P,120,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,RAC1P,120,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,RAC1P,120,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,RAC1P,120,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,RAC1P,120,expanded_catchup,expanded_independent,validation,0.019203037503923825,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,A,RAC1P,120,expanded_catchup,expanded_independent,development_evaluation,0.0024823344368853917,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,A,RAC1P,120,expanded_catchup,expanded_independent,validation_person_weighted,0.01008332315671634,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,A,RAC1P,120,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.008796620907312702,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,A,RAC1P,360,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,RAC1P,360,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,RAC1P,360,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,RAC1P,360,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,A,RAC1P,360,expanded_catchup,expanded_independent,validation,0.019203037503923825,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,A,RAC1P,360,expanded_catchup,expanded_independent,development_evaluation,0.0024823344368853917,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,A,RAC1P,360,expanded_catchup,expanded_independent,validation_person_weighted,0.01008332315671634,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,A,RAC1P,360,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.008796620907312702,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,B,income_binary,120,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,120,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,120,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,120,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,120,expanded_catchup,expanded_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,120,expanded_catchup,expanded_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,120,expanded_catchup,expanded_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,120,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,360,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,360,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,360,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,360,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,360,expanded_catchup,expanded_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,360,expanded_catchup,expanded_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,360,expanded_catchup,expanded_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,income_binary,360,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,B,civilian_at_work,120,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,120,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,120,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,120,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,120,expanded_catchup,expanded_independent,validation,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,120,expanded_catchup,expanded_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,120,expanded_catchup,expanded_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,120,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,360,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,360,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,360,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,360,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,360,expanded_catchup,expanded_independent,validation,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,360,expanded_catchup,expanded_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,360,expanded_catchup,expanded_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,civilian_at_work,360,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__hist_gb_20,wire__hist_gb_20
0,F_I,B,same_residence,120,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,120,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,120,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,120,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,120,expanded_catchup,expanded_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,120,expanded_catchup,expanded_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,120,expanded_catchup,expanded_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,120,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,360,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,360,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,360,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,360,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,360,expanded_catchup,expanded_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,360,expanded_catchup,expanded_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,360,expanded_catchup,expanded_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,same_residence,360,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,120,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,120,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,120,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,120,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,120,expanded_catchup,expanded_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,120,expanded_catchup,expanded_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,120,expanded_catchup,expanded_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,120,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,360,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,360,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,360,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,360,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,360,expanded_catchup,expanded_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,360,expanded_catchup,expanded_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,360,expanded_catchup,expanded_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,SEX,360,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,120,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,120,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,120,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,120,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,120,expanded_catchup,expanded_independent,validation,0.007342133956316221,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,B,RAC1P,120,expanded_catchup,expanded_independent,development_evaluation,0.01664982317513264,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,B,RAC1P,120,expanded_catchup,expanded_independent,validation_person_weighted,0.008566469227549778,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,B,RAC1P,120,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.014945891930727262,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,B,RAC1P,360,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,360,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,360,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,360,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,B,RAC1P,360,expanded_catchup,expanded_independent,validation,0.007342133956316221,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,B,RAC1P,360,expanded_catchup,expanded_independent,development_evaluation,0.01664982317513264,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,B,RAC1P,360,expanded_catchup,expanded_independent,validation_person_weighted,0.008566469227549778,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,B,RAC1P,360,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.014945891930727262,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,AB,SEX,120,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,120,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,120,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,120,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,120,expanded_catchup,expanded_independent,validation,0.0019305462114426186,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,AB,SEX,120,expanded_catchup,expanded_independent,development_evaluation,0.0008149828111275736,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,AB,SEX,120,expanded_catchup,expanded_independent,validation_person_weighted,-0.00010566831010272448,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,AB,SEX,120,expanded_catchup,expanded_independent,development_evaluation_person_weighted,-0.0017643004452141398,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,AB,SEX,360,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,360,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,360,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,360,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_I,AB,SEX,360,expanded_catchup,expanded_independent,validation,0.0019305462114426186,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,AB,SEX,360,expanded_catchup,expanded_independent,development_evaluation,0.0008149828111275736,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,AB,SEX,360,expanded_catchup,expanded_independent,validation_person_weighted,-0.00010566831010272448,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,AB,SEX,360,expanded_catchup,expanded_independent,development_evaluation_person_weighted,-0.0017643004452141398,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_I,AB,RAC1P,120,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,120,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,120,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,120,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,120,expanded_catchup,expanded_independent,validation,0.012998660850319865,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,AB,RAC1P,120,expanded_catchup,expanded_independent,development_evaluation,0.015169229896001113,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,AB,RAC1P,120,expanded_catchup,expanded_independent,validation_person_weighted,0.008644573154941826,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,AB,RAC1P,120,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.013925816210327735,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,AB,RAC1P,360,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,360,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,360,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,360,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_1,wire__mlp_1
0,F_I,AB,RAC1P,360,expanded_catchup,expanded_independent,validation,0.012998660850319865,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,AB,RAC1P,360,expanded_catchup,expanded_independent,development_evaluation,0.015169229896001113,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,AB,RAC1P,360,expanded_catchup,expanded_independent,validation_person_weighted,0.008644573154941826,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_I,AB,RAC1P,360,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.013925816210327735,signed_gain_left_minus_right,catchup,wire__mlp_1
0,F_Iplus,A,public_coverage,120,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,120,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,120,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,120,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,120,expanded_catchup,expanded_independent,validation,0.0061375527959816045,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_Iplus,A,public_coverage,120,expanded_catchup,expanded_independent,development_evaluation,-0.00029768093272264373,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_Iplus,A,public_coverage,120,expanded_catchup,expanded_independent,validation_person_weighted,0.009073893679409584,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_Iplus,A,public_coverage,120,expanded_catchup,expanded_independent,development_evaluation_person_weighted,0.0018899069606844732,signed_gain_left_minus_right,catchup,wire__mlp_0
0,F_Iplus,A,public_coverage,360,expanded_independent,standard_independent,validation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,360,expanded_independent,standard_independent,development_evaluation,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,360,expanded_independent,standard_independent,validation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,360,expanded_independent,standard_independent,development_evaluation_person_weighted,0.0,signed_gain_left_minus_right,wire__mlp_0,wire__mlp_0
0,F_Iplus,A,public_coverage,360,expanded_catchup,expanded_independent,validation,0.0061375527959816045,signed_gain_left_minus_right,catchup,wire__mlp_0
