seed,condition,view,target,audit_budget,scope,split,n_classes,class_schema,complete,limitations,fit_support,validation_support,evaluation_support,exposed_primary_recall,candidate_id,opposing_task_threshold,limitation_census_codes
0,F_I,A,public_coverage,120,standard_independent,validation,2,"[0,1]",True,{},"[2285,708]","[2258,727]","[2258,727]","[1.0,1.0]",wire__mlp_1,,
0,F_I,A,commute_over20,120,standard_independent,validation,2,"[0,1]",True,{},"[1019,954]","[996,991]","[996,991]","[1.0,1.0]",wire__mlp_1,,
0,F_I,A,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,F_I,A,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_I,B,income_binary,120,standard_independent,validation,2,"[0,1]",True,{},"[2413,580]","[2442,543]","[2442,543]","[1.0,1.0]",wire__mlp_0,,
0,F_I,B,civilian_at_work,120,standard_independent,validation,2,"[0,1]",True,{},"[956,2037]","[960,2025]","[960,2025]","[1.0,1.0]",wire__hist_gb_20,,
0,F_I,B,same_residence,120,standard_independent,validation,2,"[0,1]",True,{},"[702,2291]","[717,2268]","[717,2268]","[1.0,1.0]",wire__mlp_1,,
0,F_I,B,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_1,original descriptive references,{}
0,F_I,B,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_1,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_I,AB,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,F_I,AB,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_1,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_Iplus,A,public_coverage,120,standard_independent,validation,2,"[0,1]",True,{},"[2285,708]","[2258,727]","[2258,727]","[1.0,1.0]",wire__mlp_0,,
0,F_Iplus,A,commute_over20,120,standard_independent,validation,2,"[0,1]",True,{},"[1019,954]","[996,991]","[996,991]","[1.0,1.0]",wire__logistic,,
0,F_Iplus,A,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,F_Iplus,A,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_Iplus,B,income_binary,120,standard_independent,validation,2,"[0,1]",True,{},"[2413,580]","[2442,543]","[2442,543]","[1.0,1.0]",wire__mlp_1,,
0,F_Iplus,B,civilian_at_work,120,standard_independent,validation,2,"[0,1]",True,{},"[956,2037]","[960,2025]","[960,2025]","[1.0,1.0]",wire__hist_gb_5,,
0,F_Iplus,B,same_residence,120,standard_independent,validation,2,"[0,1]",True,{},"[702,2291]","[717,2268]","[717,2268]","[1.0,1.0]",wire__mlp_0,,
0,F_Iplus,B,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_1,original descriptive references,{}
0,F_Iplus,B,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_Iplus,AB,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,F_Iplus,AB,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_J,A,public_coverage,120,standard_independent,validation,2,"[0,1]",True,{},"[2285,708]","[2258,727]","[2258,727]","[1.0,1.0]",wire__mlp_1,,
0,F_J,A,commute_over20,120,standard_independent,validation,2,"[0,1]",True,{},"[1019,954]","[996,991]","[996,991]","[1.0,1.0]",wire__logistic,,
0,F_J,A,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,F_J,A,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_J,B,income_binary,120,standard_independent,validation,2,"[0,1]",True,{},"[2413,580]","[2442,543]","[2442,543]","[1.0,1.0]",wire__hist_gb_5,,
0,F_J,B,civilian_at_work,120,standard_independent,validation,2,"[0,1]",True,{},"[956,2037]","[960,2025]","[960,2025]","[1.0,1.0]",wire__mlp_0,,
0,F_J,B,same_residence,120,standard_independent,validation,2,"[0,1]",True,{},"[702,2291]","[717,2268]","[717,2268]","[1.0,1.0]",wire__mlp_1,,
0,F_J,B,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,F_J,B,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_1,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_J,AB,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,F_J,AB,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",inherited_B__wire__mlp_1,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,P_I,A,public_coverage,120,standard_independent,validation,2,"[0,1]",True,{},"[2285,708]","[2258,727]","[2258,727]","[1.0,1.0]",wire__mlp_0,,
0,P_I,A,commute_over20,120,standard_independent,validation,2,"[0,1]",True,{},"[1019,954]","[996,991]","[996,991]","[1.0,1.0]",wire__mlp_0,,
0,P_I,A,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,P_I,A,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,P_I,B,income_binary,120,standard_independent,validation,2,"[0,1]",True,{},"[2413,580]","[2442,543]","[2442,543]","[1.0,1.0]",wire__mlp_0,,
0,P_I,B,civilian_at_work,120,standard_independent,validation,2,"[0,1]",True,{},"[956,2037]","[960,2025]","[960,2025]","[1.0,1.0]",wire__mlp_1,,
0,P_I,B,same_residence,120,standard_independent,validation,2,"[0,1]",True,{},"[702,2291]","[717,2268]","[717,2268]","[1.0,1.0]",wire__mlp_0,,
0,P_I,B,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_1,original descriptive references,{}
0,P_I,B,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,P_I,AB,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,P_I,AB,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",inherited_B__wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,P_Iplus,A,public_coverage,120,standard_independent,validation,2,"[0,1]",True,{},"[2285,708]","[2258,727]","[2258,727]","[1.0,1.0]",wire__mlp_0,,
0,P_Iplus,A,commute_over20,120,standard_independent,validation,2,"[0,1]",True,{},"[1019,954]","[996,991]","[996,991]","[1.0,1.0]",wire__mlp_0,,
0,P_Iplus,A,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_1,original descriptive references,{}
0,P_Iplus,A,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_1,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,P_Iplus,B,income_binary,120,standard_independent,validation,2,"[0,1]",True,{},"[2413,580]","[2442,543]","[2442,543]","[1.0,1.0]",wire__mlp_0,,
0,P_Iplus,B,civilian_at_work,120,standard_independent,validation,2,"[0,1]",True,{},"[956,2037]","[960,2025]","[960,2025]","[1.0,1.0]",wire__hist_gb_5,,
0,P_Iplus,B,same_residence,120,standard_independent,validation,2,"[0,1]",True,{},"[702,2291]","[717,2268]","[717,2268]","[1.0,1.0]",wire__mlp_0,,
0,P_Iplus,B,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_1,original descriptive references,{}
0,P_Iplus,B,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,P_Iplus,AB,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,P_Iplus,AB,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_1,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,P_J,A,public_coverage,120,standard_independent,validation,2,"[0,1]",True,{},"[2285,708]","[2258,727]","[2258,727]","[1.0,1.0]",wire__mlp_0,,
0,P_J,A,commute_over20,120,standard_independent,validation,2,"[0,1]",True,{},"[1019,954]","[996,991]","[996,991]","[1.0,1.0]",wire__mlp_0,,
0,P_J,A,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_1,original descriptive references,{}
0,P_J,A,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,P_J,B,income_binary,120,standard_independent,validation,2,"[0,1]",True,{},"[2413,580]","[2442,543]","[2442,543]","[1.0,1.0]",wire__mlp_0,,
0,P_J,B,civilian_at_work,120,standard_independent,validation,2,"[0,1]",True,{},"[956,2037]","[960,2025]","[960,2025]","[1.0,1.0]",wire__hist_gb_20,,
0,P_J,B,same_residence,120,standard_independent,validation,2,"[0,1]",True,{},"[702,2291]","[717,2268]","[717,2268]","[1.0,1.0]",wire__mlp_0,,
0,P_J,B,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_1,original descriptive references,{}
0,P_J,B,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,P_J,AB,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,P_J,AB,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",inherited_B__wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,E,A,public_coverage,120,standard_independent,validation,2,"[0,1]",True,{},"[2285,708]","[2258,727]","[2258,727]","[1.0,1.0]",wire__mlp_1,,
0,E,A,commute_over20,120,standard_independent,validation,2,"[0,1]",True,{},"[1019,954]","[996,991]","[996,991]","[1.0,1.0]",wire__mlp_0,,
0,E,A,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,E,A,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,E,B,income_binary,120,standard_independent,validation,2,"[0,1]",True,{},"[2413,580]","[2442,543]","[2442,543]","[1.0,1.0]",wire__mlp_0,,
0,E,B,civilian_at_work,120,standard_independent,validation,2,"[0,1]",True,{},"[956,2037]","[960,2025]","[960,2025]","[1.0,1.0]",wire__mlp_1,,
0,E,B,same_residence,120,standard_independent,validation,2,"[0,1]",True,{},"[702,2291]","[717,2268]","[717,2268]","[1.0,1.0]",wire__mlp_0,,
0,E,B,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_1,original descriptive references,{}
0,E,B,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_1,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,E,AB,SEX,120,standard_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",inherited_A__wire__mlp_0,original descriptive references,{}
0,E,AB,RAC1P,120,standard_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",inherited_A__wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_I,A,public_coverage,120,expanded_independent,validation,2,"[0,1]",True,{},"[2285,708]","[2258,727]","[2258,727]","[1.0,1.0]",wire__mlp_1,,
0,F_I,A,commute_over20,120,expanded_independent,validation,2,"[0,1]",True,{},"[1019,954]","[996,991]","[996,991]","[1.0,1.0]",wire__mlp_1,,
0,F_I,A,SEX,120,expanded_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,F_I,A,RAC1P,120,expanded_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_I,B,income_binary,120,expanded_independent,validation,2,"[0,1]",True,{},"[2413,580]","[2442,543]","[2442,543]","[1.0,1.0]",wire__mlp_0,,
0,F_I,B,civilian_at_work,120,expanded_independent,validation,2,"[0,1]",True,{},"[956,2037]","[960,2025]","[960,2025]","[1.0,1.0]",wire__hist_gb_20,,
0,F_I,B,same_residence,120,expanded_independent,validation,2,"[0,1]",True,{},"[702,2291]","[717,2268]","[717,2268]","[1.0,1.0]",wire__mlp_1,,
0,F_I,B,SEX,120,expanded_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_1,original descriptive references,{}
0,F_I,B,RAC1P,120,expanded_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_1,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_I,AB,SEX,120,expanded_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,F_I,AB,RAC1P,120,expanded_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_1,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_Iplus,A,public_coverage,120,expanded_independent,validation,2,"[0,1]",True,{},"[2285,708]","[2258,727]","[2258,727]","[1.0,1.0]",wire__mlp_0,,
0,F_Iplus,A,commute_over20,120,expanded_independent,validation,2,"[0,1]",True,{},"[1019,954]","[996,991]","[996,991]","[1.0,1.0]",wire__logistic,,
0,F_Iplus,A,SEX,120,expanded_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,F_Iplus,A,RAC1P,120,expanded_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_Iplus,B,income_binary,120,expanded_independent,validation,2,"[0,1]",True,{},"[2413,580]","[2442,543]","[2442,543]","[1.0,1.0]",wire__mlp_1,,
0,F_Iplus,B,civilian_at_work,120,expanded_independent,validation,2,"[0,1]",True,{},"[956,2037]","[960,2025]","[960,2025]","[1.0,1.0]",wire__hist_gb_5,,
0,F_Iplus,B,same_residence,120,expanded_independent,validation,2,"[0,1]",True,{},"[702,2291]","[717,2268]","[717,2268]","[1.0,1.0]",wire__mlp_0,,
0,F_Iplus,B,SEX,120,expanded_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_1,original descriptive references,{}
0,F_Iplus,B,RAC1P,120,expanded_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_Iplus,AB,SEX,120,expanded_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,F_Iplus,AB,RAC1P,120,expanded_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",wire__mlp_0,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_J,A,public_coverage,120,expanded_independent,validation,2,"[0,1]",True,{},"[2285,708]","[2258,727]","[2258,727]","[1.0,1.0]",wire__mlp_1,,
0,F_J,A,commute_over20,120,expanded_independent,validation,2,"[0,1]",True,{},"[1019,954]","[996,991]","[996,991]","[1.0,1.0]",wire__logistic,,
0,F_J,A,SEX,120,expanded_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
0,F_J,A,RAC1P,120,expanded_independent,validation,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1704,173,17,0,4,461,22,424,188]","[1737,144,18,0,11,468,16,409,182]","[1737,144,18,0,11,468,16,409,182]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",derived__mlp_1,original descriptive references,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
0,F_J,B,income_binary,120,expanded_independent,validation,2,"[0,1]",True,{},"[2413,580]","[2442,543]","[2442,543]","[1.0,1.0]",wire__hist_gb_5,,
0,F_J,B,civilian_at_work,120,expanded_independent,validation,2,"[0,1]",True,{},"[956,2037]","[960,2025]","[960,2025]","[1.0,1.0]",wire__mlp_0,,
0,F_J,B,same_residence,120,expanded_independent,validation,2,"[0,1]",True,{},"[702,2291]","[717,2268]","[717,2268]","[1.0,1.0]",wire__mlp_1,,
0,F_J,B,SEX,120,expanded_independent,validation,2,"[0,1]",True,{},"[1512,1481]","[1541,1444]","[1541,1444]","[1.0,1.0]",wire__mlp_0,original descriptive references,{}
