seed,condition,target,report_audit_budget,actual_fitting_budget,evaluation_split,weighting,log_loss,selected_candidate,origin_metrics,reused
0,exposed,commute_over20,120,120,development_evaluation,person_weighted,8.798890548477565e-05,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_0/controls/metrics.json,True
0,prior,commute_over20,360,,validation,unweighted,0.6936062072448311,prior,results/redesign_20260908_acs_coalition_v1/seed_0/controls/metrics.json,True
0,exposed,commute_over20,360,360,validation,unweighted,8.144092845029662e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_0/controls/metrics.json,True
0,prior,commute_over20,360,,validation,person_weighted,0.6928428459653628,prior,results/redesign_20260908_acs_coalition_v1/seed_0/controls/metrics.json,True
0,exposed,commute_over20,360,360,validation,person_weighted,8.329756739797144e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_0/controls/metrics.json,True
0,prior,commute_over20,360,,development_evaluation,unweighted,0.6945743578591163,prior,results/redesign_20260908_acs_coalition_v1/seed_0/controls/metrics.json,True
0,exposed,commute_over20,360,360,development_evaluation,unweighted,7.908620312423717e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_0/controls/metrics.json,True
0,prior,commute_over20,360,,development_evaluation,person_weighted,0.694638164578084,prior,results/redesign_20260908_acs_coalition_v1/seed_0/controls/metrics.json,True
0,exposed,commute_over20,360,360,development_evaluation,person_weighted,7.893101312083357e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_0/controls/metrics.json,True
1,prior,SEX,120,,validation,unweighted,0.6921583845766495,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,SEX,120,120,validation,unweighted,6.072880574273593e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,SEX,120,,validation,person_weighted,0.6920456545680279,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,SEX,120,120,validation,person_weighted,6.074143504586769e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,SEX,120,,development_evaluation,unweighted,0.6920366859273556,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,SEX,120,120,development_evaluation,unweighted,6.074243981543275e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,SEX,120,,development_evaluation,person_weighted,0.691280146336365,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,SEX,120,120,development_evaluation,person_weighted,6.0827196021367695e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,SEX,360,,validation,unweighted,0.6921583845766495,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,SEX,360,360,validation,unweighted,3.985281605890426e-07,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,SEX,360,,validation,person_weighted,0.6920456545680279,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,SEX,360,360,validation,person_weighted,3.986140487993291e-07,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,SEX,360,,development_evaluation,unweighted,0.6920366859273556,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,SEX,360,360,development_evaluation,unweighted,3.9862088194434065e-07,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,SEX,360,,development_evaluation,person_weighted,0.691280146336365,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,SEX,360,360,development_evaluation,person_weighted,3.9919728420204967e-07,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,RAC1P,120,,validation,unweighted,1.28873968481168,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,RAC1P,120,120,validation,unweighted,0.00010860864400636987,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,RAC1P,120,,validation,person_weighted,1.288733452158564,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,RAC1P,120,120,validation,person_weighted,0.00010412025046548994,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,RAC1P,120,,development_evaluation,unweighted,1.316936485275418,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,RAC1P,120,120,development_evaluation,unweighted,0.00011292294785733819,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,RAC1P,120,,development_evaluation,person_weighted,1.3321808566111741,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,RAC1P,120,120,development_evaluation,person_weighted,0.00011637035228743056,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,RAC1P,360,,validation,unweighted,1.28873968481168,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,RAC1P,360,360,validation,unweighted,7.4242208923442545e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,RAC1P,360,,validation,person_weighted,1.288733452158564,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,RAC1P,360,360,validation,person_weighted,7.097899992534949e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,RAC1P,360,,development_evaluation,unweighted,1.316936485275418,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,RAC1P,360,360,development_evaluation,unweighted,7.783634556104815e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,RAC1P,360,,development_evaluation,person_weighted,1.3321808566111741,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,RAC1P,360,360,development_evaluation,person_weighted,8.06053710324211e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,income_binary,120,,validation,unweighted,0.48418495717114896,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,income_binary,120,120,validation,unweighted,5.502597372587804e-05,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,income_binary,120,,validation,person_weighted,0.4940332238321274,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,income_binary,120,120,validation,person_weighted,5.5099243338098155e-05,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,income_binary,120,,development_evaluation,unweighted,0.4829118487347244,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,income_binary,120,120,development_evaluation,unweighted,5.501650199195145e-05,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,income_binary,120,,development_evaluation,person_weighted,0.4881877321128816,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,income_binary,120,120,development_evaluation,person_weighted,5.505575376513583e-05,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,income_binary,360,,validation,unweighted,0.48418495717114896,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,income_binary,360,360,validation,unweighted,3.555547524980225e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,income_binary,360,,validation,person_weighted,0.4940332238321274,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,income_binary,360,360,validation,person_weighted,3.5611946483535735e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
