seed,condition,interface,arm,reused,training_record,training_record_sha256,forward_alias,unique_forward_counted_here,new_interface_forward_steps,new_unique_forward_steps,new_live_forward_parameter_transitions,new_guarded_parameter_transitions,new_disposable_candidate_adam_calculations,new_live_source_only_adam_step_calls,T_interface_forward_alias_not_a_second_transition,new_observer_steps,inherited_source_warmup_epochs,inherited_observer_warmup_passes,new_interface_source_epochs,new_unique_forward_epochs,new_observer_passes,source_exposure_per_row,observer_exposure_per_row,shared_T,source_valid_label_exposures,observer_valid_label_exposures
2,F_T,F,T,False,results/redesign_20260909_acs_source_guard_v1/seed_2/training/F_T/training.json,1659853084d82cf8c03cdee7dbf132fe8863a85bf7a1de7f3e6be945674a2868,seed_2/T_shared,True,3360,3360,3360,0,0,3360,False,10080,60,20,80,80,240,140,260,"{""forward_alias"":""seed_2/T_shared"",""unique_new_forward_continuations"":1,""interface_systems"":2,""same_pre_step_forward_for_both_observer_sets"":true,""isolated_interface_rng"":true,""new_forward_optimizer_steps"":3360,""initial_forward_state_sha256"":""27b51318226099e761dbfa7ba65fc5190af8dd5d3cb58151764ba577285b941b"",""final_forward_state_sha256"":""66405896abe9b000a4798fe6640f5c56c2047356c064ec8c7f848749ebda5d6b"",""source_only_no_float64_roundtrip"":true,""runtime_seconds"":34.67860033304896,""all_step_diagnostics"":{""path"":""/Users/nathansamson/PCRL/results/redesign_20260909_acs_source_guard_v1/seed_2/training/T_shared_step_diagnostics.jsonl.gz"",""sha256"":""24817741215cbedca646c09b3ba844284c461095eb68288330a5646ea9f7a505"",""rows"":3360,""format"":""gzip JSONL; one actual shared source-only step per row""}}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,P_T,P,T,False,results/redesign_20260909_acs_source_guard_v1/seed_2/training/P_T/training.json,57a30ec65bb947c902cd0af99207a39fecd8b7eff14f23493b5ee6b5935eca86,seed_2/T_shared,False,3360,0,0,0,0,0,True,10080,60,20,80,0,240,140,260,"{""forward_alias"":""seed_2/T_shared"",""unique_new_forward_continuations"":1,""interface_systems"":2,""same_pre_step_forward_for_both_observer_sets"":true,""isolated_interface_rng"":true,""new_forward_optimizer_steps"":3360,""initial_forward_state_sha256"":""27b51318226099e761dbfa7ba65fc5190af8dd5d3cb58151764ba577285b941b"",""final_forward_state_sha256"":""66405896abe9b000a4798fe6640f5c56c2047356c064ec8c7f848749ebda5d6b"",""source_only_no_float64_roundtrip"":true,""runtime_seconds"":34.67860033304896,""all_step_diagnostics"":{""path"":""/Users/nathansamson/PCRL/results/redesign_20260909_acs_source_guard_v1/seed_2/training/T_shared_step_diagnostics.jsonl.gz"",""sha256"":""24817741215cbedca646c09b3ba844284c461095eb68288330a5646ea9f7a505"",""rows"":3360,""format"":""gzip JSONL; one actual shared source-only step per row""}}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,F_G_J,F,G_J,False,results/redesign_20260909_acs_source_guard_v1/seed_2/training/F_G_J/training.json,362f39c36c8c5a498fa59662e1db64ea4c98731ed87bf24b0c3b7d4c79e70ffc,seed_2/F_G_J,True,3360,3360,3360,3360,6720,0,False,10080,60,20,80,80,240,140,260,,"{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,F_G_L025,F,G_L025,False,results/redesign_20260909_acs_source_guard_v1/seed_2/training/F_G_L025/training.json,720ff0751f10ce1622ca7f84d14ed4942b3b2786e7204854212053d3b2bc4255,seed_2/F_G_L025,True,3360,3360,3360,3360,6720,0,False,10080,60,20,80,80,240,140,260,,"{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,F_G_L20,F,G_L20,False,results/redesign_20260909_acs_source_guard_v1/seed_2/training/F_G_L20/training.json,d4f851e6ec2698e81a337ed123587f1511a172b4580e2ee2f1be8cdfc5aa39b9,seed_2/F_G_L20,True,3360,3360,3360,3360,6720,0,False,10080,60,20,80,80,240,140,260,,"{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,P_G_J,P,G_J,False,results/redesign_20260909_acs_source_guard_v1/seed_2/training/P_G_J/training.json,42bfc9d2f5c4b4105b9ec5ab7247ae49b26127f08737f847a862d47af028ce55,seed_2/P_G_J,True,3360,3360,3360,3360,6720,0,False,10080,60,20,80,80,240,140,260,,"{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,P_G_L025,P,G_L025,False,results/redesign_20260909_acs_source_guard_v1/seed_2/training/P_G_L025/training.json,2e79b96409dd6f6808144b11a1879ac22a5bd405b39722b1c82bcddb9b5319ca,seed_2/P_G_L025,True,3360,3360,3360,3360,6720,0,False,10080,60,20,80,80,240,140,260,,"{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,P_G_L20,P,G_L20,False,results/redesign_20260909_acs_source_guard_v1/seed_2/training/P_G_L20/training.json,db855fbe52e490e4d9194e3342110d71dc807d8efac394124f3cb36ceebc4888,seed_2/P_G_L20,True,3360,3360,3360,3360,6720,0,False,10080,60,20,80,80,240,140,260,,"{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,F_J_b0p1,F,U_J,True,results/redesign_20260908_acs_coalition_v1/seed_2/training/training.json,9f1de5efa5e24902042afbdbc27708f1c23e19ba3ba88991a2c1eeab64c9623d,historical/2/F_J_b0p1,False,0,0,0,0,0,0,False,0,60,20,0,0,0,140,260,,"{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,F_Iplus_b0p025,F,U_L025,True,results/redesign_20260909_acs_coalition_strength_v1/seed_2/training/F_Iplus_b0p025/training.json,1763cf96d3082f7e036d22ca1340dcf37de9f7764e59670b877726328c3b8b57,historical/2/F_Iplus_b0p025,False,0,0,0,0,0,0,False,0,60,20,0,0,0,140,260,,"{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,F_Iplus_b0p2,F,U_L20,True,results/redesign_20260909_acs_coalition_strength_v1/seed_2/training/F_Iplus_b0p2/training.json,8a67d55578c20f9556490841b4ac16f704405751661b05386fe64671ca8d12ad,historical/2/F_Iplus_b0p2,False,0,0,0,0,0,0,False,0,60,20,0,0,0,140,260,,"{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,F_I,F,I,True,results/redesign_20260908_acs_coalition_v1/seed_2/training/training.json,9f1de5efa5e24902042afbdbc27708f1c23e19ba3ba88991a2c1eeab64c9623d,historical/2/F_I,False,0,0,0,0,0,0,False,0,60,20,0,0,0,140,260,,"{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,P_J_b0p1,P,U_J,True,results/redesign_20260908_acs_coalition_v1/seed_2/training/training.json,9f1de5efa5e24902042afbdbc27708f1c23e19ba3ba88991a2c1eeab64c9623d,historical/2/P_J_b0p1,False,0,0,0,0,0,0,False,0,60,20,0,0,0,140,260,,"{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,P_Iplus_b0p025,P,U_L025,True,results/redesign_20260909_acs_coalition_strength_v1/seed_2/training/P_Iplus_b0p025/training.json,2bd70b88f3b1fe2e1ebbe50771914343e620fe9d3596133827b8a47c67d511c8,historical/2/P_Iplus_b0p025,False,0,0,0,0,0,0,False,0,60,20,0,0,0,140,260,,"{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,P_Iplus_b0p2,P,U_L20,True,results/redesign_20260909_acs_coalition_strength_v1/seed_2/training/P_Iplus_b0p2/training.json,ccd01dd88d2de030dea17b2c487401a59e4cb7403215ecb9958c60390ec90c70,historical/2/P_Iplus_b0p2,False,0,0,0,0,0,0,False,0,60,20,0,0,0,140,260,,"{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
2,P_I,P,I,True,results/redesign_20260908_acs_coalition_v1/seed_2/training/training.json,9f1de5efa5e24902042afbdbc27708f1c23e19ba3ba88991a2c1eeab64c9623d,historical/2/P_I,False,0,0,0,0,0,0,False,0,60,20,0,0,0,140,260,,"{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}"
