seed,interface,J_beta,Iplus_beta,J_condition,Iplus_condition,attribute,weighting,scope,panel,delta,close120,close360,directional120,directional360,gain_difference120,gain_difference360
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,standard_independent,source_only,0.002,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,standard_independent,residential_transfer,0.001,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,standard_independent,residential_transfer,0.002,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,standard_independent,source_commute,0.001,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,standard_independent,source_commute,0.002,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,standard_independent,full_authorized,0.001,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,standard_independent,full_authorized,0.002,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,expanded_independent,source_only,0.001,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,expanded_independent,source_only,0.002,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,expanded_independent,residential_transfer,0.001,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,expanded_independent,residential_transfer,0.002,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,expanded_independent,source_commute,0.001,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,expanded_independent,source_commute,0.002,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,expanded_independent,full_authorized,0.001,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.1,0.025,P_J_b0p1,P_Iplus_b0p025,RAC1P,unweighted,expanded_independent,full_authorized,0.002,False,True,False,True,0.0002535399348055911,-0.0003732786858841042
0,P,0.2,0.1,P_J_b0p2,P_Iplus_b0p1,RAC1P,person_weighted,standard_independent,source_only,0.002,False,True,False,True,0.0001534305522239432,-0.0003736730290035961
0,P,0.2,0.1,P_J_b0p2,P_Iplus_b0p1,RAC1P,person_weighted,standard_independent,residential_transfer,0.002,False,True,False,True,0.0001534305522239432,-0.0003736730290035961
0,P,0.2,0.1,P_J_b0p2,P_Iplus_b0p1,RAC1P,person_weighted,standard_independent,source_commute,0.002,False,True,False,True,0.0001534305522239432,-0.0003736730290035961
0,P,0.2,0.1,P_J_b0p2,P_Iplus_b0p1,RAC1P,person_weighted,standard_independent,full_authorized,0.002,False,True,False,True,0.0001534305522239432,-0.0003736730290035961
0,P,0.2,0.1,P_J_b0p2,P_Iplus_b0p1,RAC1P,person_weighted,expanded_independent,source_only,0.002,False,True,False,True,0.0001534305522239432,-0.0003736730290035961
0,P,0.2,0.1,P_J_b0p2,P_Iplus_b0p1,RAC1P,person_weighted,expanded_independent,residential_transfer,0.002,False,True,False,True,0.0001534305522239432,-0.0003736730290035961
0,P,0.2,0.1,P_J_b0p2,P_Iplus_b0p1,RAC1P,person_weighted,expanded_independent,source_commute,0.002,False,True,False,True,0.0001534305522239432,-0.0003736730290035961
0,P,0.2,0.1,P_J_b0p2,P_Iplus_b0p1,RAC1P,person_weighted,expanded_independent,full_authorized,0.002,False,True,False,True,0.0001534305522239432,-0.0003736730290035961
