seed,condition,interface,family,beta,reused,training_record,training_record_sha256,loaded_base_epochs,loaded_observer_warmup_epochs,new_source_epochs,new_observer_passes,final_inherited_source_exposure_per_row,final_observer_exposure_per_row,forward_parameters,counts,source_valid_label_exposures,observer_valid_label_exposures,selected_epoch,new_warmup_epochs,new_continuation_optimizer_steps,new_observer_optimizer_steps
2,F_J_b0p05,F,J,0.05,False,results/redesign_20260909_acs_coalition_strength_v1/seed_2/training/F_J_b0p05/training.json,0b11cd4503286e54cd252d6e9f72a25a19847ecca93240d12306e3dbf089e858,60,20,80,240,140,260,6355,"{""mapper_optimizer_steps"":5880,""adversary_optimizer_steps"":10920}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}",80,0,3360,10080
2,F_Iplus_b0p1,F,Iplus,0.1,True,results/redesign_20260908_acs_coalition_v1/seed_2/training/training.json,9f1de5efa5e24902042afbdbc27708f1c23e19ba3ba88991a2c1eeab64c9623d,60,20,0,0,140,260,6355,"{""mapper_optimizer_steps"":5880,""adversary_optimizer_steps"":10920}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}",80,0,0,0
2,F_J_b0p1,F,J,0.1,True,results/redesign_20260908_acs_coalition_v1/seed_2/training/training.json,9f1de5efa5e24902042afbdbc27708f1c23e19ba3ba88991a2c1eeab64c9623d,60,20,0,0,140,260,6355,"{""mapper_optimizer_steps"":5880,""adversary_optimizer_steps"":10920}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}",80,0,0,0
2,F_Iplus_b0p2,F,Iplus,0.2,False,results/redesign_20260909_acs_coalition_strength_v1/seed_2/training/F_Iplus_b0p2/training.json,8a67d55578c20f9556490841b4ac16f704405751661b05386fe64671ca8d12ad,60,20,80,240,140,260,6355,"{""mapper_optimizer_steps"":5880,""adversary_optimizer_steps"":10920}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}",80,0,3360,10080
2,F_J_b0p2,F,J,0.2,False,results/redesign_20260909_acs_coalition_strength_v1/seed_2/training/F_J_b0p2/training.json,397a961ed18aaf877a9d15547f3a41e1293a7bc641f2f697b69b1202033e90a6,60,20,80,240,140,260,6355,"{""mapper_optimizer_steps"":5880,""adversary_optimizer_steps"":10920}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}",80,0,3360,10080
2,P_I,P,I,0.0,True,results/redesign_20260908_acs_coalition_v1/seed_2/training/training.json,9f1de5efa5e24902042afbdbc27708f1c23e19ba3ba88991a2c1eeab64c9623d,60,20,0,0,140,260,6355,"{""mapper_optimizer_steps"":5880,""adversary_optimizer_steps"":10920}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}",80,0,0,0
2,P_Iplus_b0p025,P,Iplus,0.025,False,results/redesign_20260909_acs_coalition_strength_v1/seed_2/training/P_Iplus_b0p025/training.json,2bd70b88f3b1fe2e1ebbe50771914343e620fe9d3596133827b8a47c67d511c8,60,20,80,240,140,260,6355,"{""mapper_optimizer_steps"":5880,""adversary_optimizer_steps"":10920}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}",80,0,3360,10080
2,P_J_b0p025,P,J,0.025,False,results/redesign_20260909_acs_coalition_strength_v1/seed_2/training/P_J_b0p025/training.json,f3c1897dc03a32d30ea12a49c2c69b33fbae84fdb73a14d5a12d98844b32a827,60,20,80,240,140,260,6355,"{""mapper_optimizer_steps"":5880,""adversary_optimizer_steps"":10920}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}",80,0,3360,10080
2,P_Iplus_b0p05,P,Iplus,0.05,False,results/redesign_20260909_acs_coalition_strength_v1/seed_2/training/P_Iplus_b0p05/training.json,9c5a41d1573c990eba6d0568654ce6f9b6a235d80a03df5973f8612a0620bf93,60,20,80,240,140,260,6355,"{""mapper_optimizer_steps"":5880,""adversary_optimizer_steps"":10920}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}",80,0,3360,10080
2,P_J_b0p05,P,J,0.05,False,results/redesign_20260909_acs_coalition_strength_v1/seed_2/training/P_J_b0p05/training.json,bc502ed4280031ad668f51135052818b25081c9ad059a73266ca01a3441e7f82,60,20,80,240,140,260,6355,"{""mapper_optimizer_steps"":5880,""adversary_optimizer_steps"":10920}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}",80,0,3360,10080
2,P_Iplus_b0p1,P,Iplus,0.1,True,results/redesign_20260908_acs_coalition_v1/seed_2/training/training.json,9f1de5efa5e24902042afbdbc27708f1c23e19ba3ba88991a2c1eeab64c9623d,60,20,0,0,140,260,6355,"{""mapper_optimizer_steps"":5880,""adversary_optimizer_steps"":10920}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}",80,0,0,0
2,P_J_b0p1,P,J,0.1,True,results/redesign_20260908_acs_coalition_v1/seed_2/training/training.json,9f1de5efa5e24902042afbdbc27708f1c23e19ba3ba88991a2c1eeab64c9623d,60,20,0,0,140,260,6355,"{""mapper_optimizer_steps"":5880,""adversary_optimizer_steps"":10920}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}",80,0,0,0
2,P_Iplus_b0p2,P,Iplus,0.2,False,results/redesign_20260909_acs_coalition_strength_v1/seed_2/training/P_Iplus_b0p2/training.json,ccd01dd88d2de030dea17b2c487401a59e4cb7403215ecb9958c60390ec90c70,60,20,80,240,140,260,6355,"{""mapper_optimizer_steps"":5880,""adversary_optimizer_steps"":10920}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}",80,0,3360,10080
2,P_J_b0p2,P,J,0.2,False,results/redesign_20260909_acs_coalition_strength_v1/seed_2/training/P_J_b0p2/training.json,c77553d099fd1a785bf358d47bd2fd24ccc048ef62cb95fd1f2142380a4641df,60,20,80,240,140,260,6355,"{""mapper_optimizer_steps"":5880,""adversary_optimizer_steps"":10920}","{""income_binary"":1477140,""civilian_at_work"":1477140,""public_coverage"":1477140}","{""A__public_coverage"":2743260,""A__SEX"":2743260,""A__RAC1P"":2743260,""B__income_binary"":2743260,""B__civilian_at_work"":2743260,""B__SEX"":2743260,""B__RAC1P"":2743260,""AB__SEX"":2743260,""AB__RAC1P"":2743260}",80,0,3360,10080
