seed,condition,interface,regime,beta,stage,parameter_group,source_coefficient,individual_coefficient,extra_local_coefficient,coalition_coefficient,source_loss,individual_loss,extra_local_loss,coalition_loss,source_raw_l2,individual_raw_l2,extra_local_raw_l2,coalition_raw_l2,source_individual_raw_dot,source_individual_raw_cosine,source_coalition_raw_dot,source_coalition_raw_cosine,source_extra_local_raw_dot,source_extra_local_raw_cosine,individual_extra_local_raw_dot,individual_extra_local_raw_cosine,extra_local_coalition_raw_dot,extra_local_coalition_raw_cosine,individual_coalition_raw_dot,individual_coalition_raw_cosine,source_applied_l2,individual_applied_l2,extra_local_applied_l2,coalition_applied_l2,source_individual_applied_dot,source_individual_applied_cosine,source_coalition_applied_dot,source_coalition_applied_cosine,source_extra_local_applied_dot,source_extra_local_applied_cosine,individual_extra_local_applied_dot,individual_extra_local_applied_cosine,extra_local_coalition_applied_dot,extra_local_coalition_applied_cosine,individual_coalition_applied_dot,individual_coalition_applied_cosine,combined_protection_l2,objective_l2,training_json_sha256
0,F_Iplus_b0p05,F,Iplus,0.05,fork,A_mapper,1.0,-0.1,-0.05,0.0,0.34904277324676514,0.8265097141265869,1.870192050933838,0.9213253259658813,0.10149084776639938,0.13422918319702148,0.3122413158416748,0.19352421164512634,0.00040420121513307095,0.029670426358090134,-0.00034462797339074314,-0.01754641265929902,0.00030809827148914337,0.009722367051597154,0.03682047128677368,0.8785207568858204,0.040881261229515076,0.6765479934786138,0.014845098368823528,0.5714797226899728,0.10149084776639938,0.013422917574644089,0.01561206765472889,0.0,-4.042012369609438e-05,-0.02967042960726624,0.0,,-1.540491939522326e-05,-0.009722369565248882,0.0001841023622546345,0.8785207286109649,0.0,,0.0,,0.028144560754299164,0.10478958487510681,0e20321762475fb9e7b07a4ac21445fbb1ae880e931e53de250a7b349211b16b
0,F_Iplus_b0p05,F,Iplus,0.05,fork,B_mapper,1.0,-0.1,-0.05,0.0,0.34904277324676514,0.8265097141265869,1.870192050933838,0.9213253259658813,0.17017880082130432,0.197823166847229,0.3881152868270874,0.1721191108226776,0.0005398899083957076,0.01603698048470438,0.0031122711952775717,0.10625341088163351,0.005645449738949537,0.08547366718455054,0.0374639555811882,0.487950459266738,0.025170661509037018,0.3767947012112586,0.007170339580625296,0.21058793217147506,0.17017880082130432,0.01978231966495514,0.01940576359629631,0.0,-5.398900611908175e-05,-0.016036982607363283,0.0,,-0.0002822725218720734,-0.08547368104155748,0.0001873197907116264,0.487950437848167,0.0,,0.0,,0.03380182385444641,0.17155423760414124,0e20321762475fb9e7b07a4ac21445fbb1ae880e931e53de250a7b349211b16b
0,F_Iplus_b0p05,F,Iplus,0.05,fork,A_heads,1.0,-0.1,-0.05,0.0,0.34904277324676514,0.8265097141265869,1.870192050933838,0.9213253259658813,0.0360996387898922,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0360996387898922,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0360996387898922,0e20321762475fb9e7b07a4ac21445fbb1ae880e931e53de250a7b349211b16b
0,F_Iplus_b0p05,F,Iplus,0.05,fork,B_heads,1.0,-0.1,-0.05,0.0,0.34904277324676514,0.8265097141265869,1.870192050933838,0.9213253259658813,0.03671559318900108,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.03671559318900108,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.03671559318900108,0e20321762475fb9e7b07a4ac21445fbb1ae880e931e53de250a7b349211b16b
0,F_Iplus_b0p05,F,Iplus,0.05,fork,all_mappers,1.0,-0.1,-0.05,0.0,0.34904277324676514,0.8265097141265869,1.870192050933838,0.9213253259658813,0.19814445078372955,0.23906376957893372,0.49812453985214233,0.2589915096759796,0.0009440911235287786,0.019930501975795743,0.0027676429599523544,0.05393151521108338,0.005953548476099968,0.06031926522814511,0.07428441941738129,0.6238009511653348,0.06605193018913269,0.5119906718774176,0.022015437483787537,0.3555723890023369,0.19814445078372955,0.02390637807548046,0.024906231090426445,0.0,-9.440913709113374e-05,-0.01993050626651391,0.0,,-0.0002976774121634662,-0.06031925294486532,0.0003714221529662609,0.623800913218674,0.0,,0.0,,0.043984998017549515,0.20102669298648834,0e20321762475fb9e7b07a4ac21445fbb1ae880e931e53de250a7b349211b16b
0,F_Iplus_b0p05,F,Iplus,0.05,final,A_mapper,1.0,-0.1,-0.05,0.0,0.32556241750717163,0.9092245101928711,1.9569144248962402,0.9222540855407715,0.16007483005523682,0.13241152465343475,0.26461344957351685,0.40120837092399597,0.00046180066419765353,0.02178741558804727,0.004139376804232597,0.06445282041779737,-0.0018729056464508176,-0.044216151043499595,0.024233557283878326,0.6916389916144465,0.015027627348899841,0.14154955778221334,0.006364527624100447,0.1198037476939612,0.16007483005523682,0.01324115414172411,0.013230673968791962,0.0,-4.618007369572297e-05,-0.02178741626242017,0.0,,9.364527795696631e-05,0.0442161440023401,0.00012116778816562146,0.6916388361215491,0.0,,0.0,,0.024345729500055313,0.16220849752426147,0e20321762475fb9e7b07a4ac21445fbb1ae880e931e53de250a7b349211b16b
0,F_Iplus_b0p05,F,Iplus,0.05,final,B_mapper,1.0,-0.1,-0.05,0.0,0.32556241750717163,0.9092245101928711,1.9569144248962402,0.9222540855407715,0.27993080019950867,0.3084788918495178,0.34700900316238403,0.4805266261100769,0.020270340144634247,0.23473881003667496,0.010290548205375671,0.07650157365253978,0.009709724225103855,0.09995751872092737,0.009282432496547699,0.08671527482094551,0.056347623467445374,0.33792272920614413,-0.0022089164704084396,-0.014901719500981995,0.27993080019950867,0.030847890302538872,0.0173504501581192,0.0,-0.0020270340610295534,-0.23473880692487872,0.0,,-0.0004854862345382571,-0.09995752351471407,4.641216219170019e-05,0.08671527113557263,0.0,,0.0,,0.0366804413497448,0.27327948808670044,0e20321762475fb9e7b07a4ac21445fbb1ae880e931e53de250a7b349211b16b
0,F_Iplus_b0p05,F,Iplus,0.05,final,A_heads,1.0,-0.1,-0.05,0.0,0.32556241750717163,0.9092245101928711,1.9569144248962402,0.9222540855407715,0.05260521546006203,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.05260521546006203,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.05260521546006203,0e20321762475fb9e7b07a4ac21445fbb1ae880e931e53de250a7b349211b16b
0,F_Iplus_b0p05,F,Iplus,0.05,final,B_heads,1.0,-0.1,-0.05,0.0,0.32556241750717163,0.9092245101928711,1.9569144248962402,0.9222540855407715,0.034642867743968964,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.034642867743968964,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.034642867743968964,0e20321762475fb9e7b07a4ac21445fbb1ae880e931e53de250a7b349211b16b
0,F_Iplus_b0p05,F,Iplus,0.05,final,all_mappers,1.0,-0.1,-0.05,0.0,0.32556241750717163,0.9092245101928711,1.9569144248962402,0.9222540855407715,0.3224674165248871,0.33569636940956116,0.4363892376422882,0.6259984374046326,0.02073214389383793,0.19151894110394332,0.014429924078285694,0.07148336014122769,0.007836819626390934,0.05569035438165503,0.033515989780426025,0.22878701582594477,0.07137525826692581,0.2612765376059022,0.0041556102223694324,0.019774928069420664,0.3224674165248871,0.03356963396072388,0.02181946113705635,0.0,-0.002073214389383793,-0.19151895810653927,0.0,,-0.00039184093475341797,-0.05569034966507937,0.00016757994308136404,0.22878703600263703,0.0,,0.0,,0.04402463883161545,0.3177943229675293,0e20321762475fb9e7b07a4ac21445fbb1ae880e931e53de250a7b349211b16b
