dataset,attribute,needed_by,forbidden_by,num_classes,task_accuracy,entropy_a_bits,mi_lower_bits,sr_min_leak,min_reps
har,activity,activity_recognition,health_monitoring,6,0.91,2.585,1.9395,0.6393,2
