attribute,needed_by,forbidden_by,num_classes,task_acc,entropy_a_bits,mi_lower_bits,single_rep_min_leak,laftr_actual_leak,pcrl_leak,majority_baseline
activity,activity_recognition,health_monitoring,6,0.9754,2.584963,2.361301,0.856389,0.8013,0.9152,0.1922
