seed,role,release,target,candidate_id,family,selected,independent_selected,selected_within_family,auc_selected,diagnostic_only,fit_rows,fit_support,fit_coverage_complete,epoch,optimizer_steps,validation_log_loss,checkpoint_selected,validation_auroc,validation_coverage_complete
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,10,120,0.669914860237147,False,0.6561737710340265,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,15,180,0.6692463243188701,True,0.6568811219106203,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,20,240,0.6718361765099572,False,0.6556547175000584,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,25,300,0.6732880078026019,False,0.6563193756617371,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,30,360,0.6765064744941514,False,0.6551857717314906,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,35,420,0.6814346003198535,False,0.6529466511834421,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,40,480,0.685354494503199,False,0.6524644482034005,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,45,540,0.6903731098962242,False,0.6521934618129395,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,50,600,0.6966196739896042,False,0.6500066960152867,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,55,660,0.7005855862897755,False,0.6487016471298811,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,60,720,0.7050782356034695,False,0.6502925125067185,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,65,780,0.7109957277122094,False,0.6485209895362403,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,70,840,0.7163008828479274,False,0.6472343659277981,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,75,900,0.7251708281194813,False,0.6454354297403744,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,80,960,0.7293499776476562,False,0.6432217001227752,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,85,1020,0.7367768958140899,False,0.6438000740606253,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,90,1080,0.7423984414558601,False,0.6414479301673016,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,95,1140,0.7481132372848183,False,0.6419099102823831,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,100,1200,0.7541758373783763,False,0.6414946674552087,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,105,1260,0.7605139920664815,False,0.6403437617404966,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,110,1320,0.76697559102339,False,0.6390917417009856,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,115,1380,0.7717613100951676,False,0.6380334117680896,True
0,audit,C_init,SEX,catchup,catchup,False,False,True,True,False,2993,"[1512,1481]",True,120,1440,0.777276602470646,False,0.6373934704413617,True
0,audit,C_init,RAC1P,mlp_0,mlp,False,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,0,0,2.1224735885934165,False,,
