seed,role,release,target,candidate_id,family,selected,independent_selected,selected_within_family,auc_selected,diagnostic_only,fit_rows,fit_support,fit_coverage_complete,split,class_index,support,weighted_support,prevalence,predicted_support,predicted_weight,precision,recall,f1,auroc,recall_defined,auroc_defined,original_census_code,fit_class_support,schema_coverage_complete
0,transfer,W,same_residence,mlp,mlp,True,True,True,True,False,2048,"[500,1548]",True,validation,1,2284,2284.0,0.7654155495978552,2727,2727.0,0.7887788778877888,0.941768826619965,0.8585112751945719,0.6848114210657993,True,True,,1548,True
0,transfer,W,same_residence,mlp,mlp,True,True,True,True,False,2048,"[500,1548]",True,development_evaluation,0,660,660.0,0.22132796780684105,212,212.0,0.44339622641509435,0.14242424242424243,0.21559633027522937,0.6762136872601989,True,True,,500,True
0,transfer,W,same_residence,mlp,mlp,True,True,True,True,False,2048,"[500,1548]",True,development_evaluation,1,2322,2322.0,0.778672032193159,2770,2770.0,0.7956678700361011,0.9491817398794143,0.8656716417910447,0.6762136872601989,True,True,,1548,True
0,transfer,W,same_residence,mlp,mlp,True,True,True,True,False,2048,"[500,1548]",True,validation_person_weighted,0,700,71960.0,0.20655013060076352,257,22081.0,0.5006113853539242,0.15361311839911063,0.23508895056411566,0.7009755433753678,True,True,,500,True
0,transfer,W,same_residence,mlp,mlp,True,True,True,True,False,2048,"[500,1548]",True,validation_person_weighted,1,2284,276430.0,0.7934498693992365,2727,326309.0,0.8133486970938589,0.9601092500813949,0.8806564698816569,0.7009755433753678,True,True,,1548,True
0,transfer,W,same_residence,mlp,mlp,True,True,True,True,False,2048,"[500,1548]",True,development_evaluation_person_weighted,0,660,69119.0,0.20685578842464708,212,17808.0,0.46950808625336926,0.12096529174322546,0.1923683090409194,0.6727922954273454,True,True,,500,True
0,transfer,W,same_residence,mlp,mlp,True,True,True,True,False,2048,"[500,1548]",True,development_evaluation_person_weighted,1,2322,265022.0,0.793144211575353,2770,316333.0,0.8079302507168079,0.9643539026948706,0.8792390191879317,0.6727922954273453,True,True,,1548,True
0,transfer,W,commute_over20,logistic,logistic,True,True,True,False,False,2048,"[997,1051]",True,validation,0,1009,1009.0,0.5085685483870968,828,828.0,0.5905797101449275,0.4846382556987116,0.5323897659227,0.6012904373459378,True,True,,997,True
0,transfer,W,commute_over20,logistic,logistic,True,True,True,False,False,2048,"[997,1051]",True,validation,1,975,975.0,0.49143145161290325,1156,1156.0,0.5501730103806228,0.6523076923076923,0.5969028625058658,0.6012904373459378,True,True,,1051,True
0,transfer,W,commute_over20,logistic,logistic,True,True,True,False,False,2048,"[997,1051]",True,development_evaluation,0,959,959.0,0.4865550481988838,731,731.0,0.5581395348837209,0.4254431699687174,0.48284023668639053,0.5659108425690463,True,True,,997,True
0,transfer,W,commute_over20,logistic,logistic,True,True,True,False,False,2048,"[997,1051]",True,development_evaluation,1,1012,1012.0,0.5134449518011162,1240,1240.0,0.5556451612903226,0.6808300395256917,0.6119005328596803,0.5659108425690463,True,True,,1051,True
0,transfer,W,commute_over20,logistic,logistic,True,True,True,False,False,2048,"[997,1051]",True,validation_person_weighted,0,1009,118499.0,0.5069931416298362,828,96542.0,0.5885521327505128,0.4794977172803146,0.5284573639445501,0.600612513229267,True,True,,997,True
0,transfer,W,commute_over20,logistic,logistic,True,True,True,False,False,2048,"[997,1051]",True,validation_person_weighted,1,975,115230.0,0.4930068583701637,1156,137187.0,0.5504020060209787,0.6552807428621019,0.5982798305977807,0.600612513229267,True,True,,1051,True
0,transfer,W,commute_over20,logistic,logistic,True,True,True,False,False,2048,"[997,1051]",True,development_evaluation_person_weighted,0,959,110010.0,0.48558602698730086,731,82175.0,0.5642348646181928,0.421470775384056,0.482514244087728,0.5666748830434667,True,True,,997,True
0,transfer,W,commute_over20,logistic,logistic,True,True,True,False,False,2048,"[997,1051]",True,development_evaluation_person_weighted,1,1012,116541.0,0.5144139730126991,1240,144376.0,0.5591788108826952,0.6927347457118096,0.6188328089009149,0.5666748830434667,True,True,,1051,True
0,transfer,W,commute_over20,mlp,mlp,False,False,True,True,False,2048,"[997,1051]",True,validation,0,1009,1009.0,0.5085685483870968,825,825.0,0.5890909090909091,0.48166501486620417,0.529989094874591,0.6033285049935199,True,True,,997,True
0,transfer,W,commute_over20,mlp,mlp,False,False,True,True,False,2048,"[997,1051]",True,validation,1,975,975.0,0.49143145161290325,1159,1159.0,0.548748921484038,0.6523076923076923,0.5960637300843487,0.6033285049935199,True,True,,1051,True
0,transfer,W,commute_over20,mlp,mlp,False,False,True,True,False,2048,"[997,1051]",True,development_evaluation,0,959,959.0,0.4865550481988838,735,735.0,0.5564625850340136,0.4264859228362878,0.48288075560802834,0.566957716989453,True,True,,997,True
0,transfer,W,commute_over20,mlp,mlp,False,False,True,True,False,2048,"[997,1051]",True,development_evaluation,1,1012,1012.0,0.5134449518011162,1236,1236.0,0.5550161812297735,0.6778656126482213,0.6103202846975089,0.5669556562130348,True,True,,1051,True
