seed,role,release,target,candidate_id,family,selected,independent_selected,selected_within_family,auc_selected,diagnostic_only,fit_rows,fit_support,fit_coverage_complete,split,n,n_classes,class_schema,weighted,weight_sum,support,weighted_support,prevalence,coverage_complete,raw_coverage_complete,valid_class_mask,log_loss,log_loss_probability_floor,accuracy,balanced_accuracy,observed_balanced_accuracy,auroc,macro_auroc,observed_macro_auroc
0,transfer,I,public_coverage,mlp,mlp,True,True,True,True,False,2048,"[1531,517]",True,validation,2984,2,"[0,1]",False,2984.0,"[2275,709]","[2275.0,709.0]","[0.7623994638069705,0.23760053619302948]",True,True,"[true,true]",0.4924349287885092,1e-12,0.7751340482573726,0.5986431903780282,0.5986431903780282,0.719602597684403,0.7196025976844029,0.7196025976844029
0,transfer,I,public_coverage,mlp,mlp,True,True,True,True,False,2048,"[1531,517]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[2199,783]","[2199.0,783.0]","[0.7374245472837022,0.2625754527162978]",True,True,"[true,true]",0.5153072572411478,1e-12,0.750167672702884,0.5921125764236269,0.5921125764236269,0.724356014605501,0.7243558694100476,0.7243558694100476
0,transfer,I,public_coverage,mlp,mlp,True,True,True,True,False,2048,"[1531,517]",True,validation_person_weighted,2984,2,"[0,1]",True,348390.0,"[2275,709]","[263229.0,85161.0]","[0.7555584259020064,0.24444157409799364]",True,True,"[true,true]",0.5050255239035807,1e-12,0.7664341686041505,0.591775473155236,0.591775473155236,0.7085058517964623,0.7085058517964622,0.7085058517964622
0,transfer,I,public_coverage,mlp,mlp,True,True,True,True,False,2048,"[1531,517]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[2199,783]","[244261.0,89880.0]","[0.7310117585091324,0.26898824149086764]",True,True,"[true,true]",0.5227835939600485,1e-12,0.7408788505451291,0.5841567910569634,0.5841567910569634,0.7251877661906686,0.7251877428010438,0.7251877428010438
0,transfer,W,same_residence,logistic,logistic,False,False,True,False,False,2048,"[500,1548]",True,validation,2984,2,"[0,1]",False,2984.0,"[700,2284]","[700.0,2284.0]","[0.23458445040214476,0.7654155495978552]",True,True,"[true,true]",0.5207535338815036,1e-12,0.7546916890080428,0.528166124593445,0.528166124593445,0.6605938829121841,0.6605938829121842,0.6605938829121842
0,transfer,W,same_residence,logistic,logistic,False,False,True,False,False,2048,"[500,1548]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[660,2322]","[660.0,2322.0]","[0.22132796780684105,0.778672032193159]",True,True,"[true,true]",0.5176594446552699,1e-12,0.7635814889336016,0.5217602380393078,0.5217602380393078,0.6303591470258137,0.6303591470258137,0.6303591470258137
0,transfer,W,same_residence,logistic,logistic,False,False,True,False,False,2048,"[500,1548]",True,validation_person_weighted,2984,2,"[0,1]",True,348390.0,"[700,2284]","[71960.0,276430.0]","[0.20655013060076352,0.7934498693992365]",True,True,"[true,true]",0.4842898183138943,1e-12,0.7821120009185109,0.5160551654213794,0.5160551654213794,0.6719784822194084,0.6719784822194084,0.6719784822194084
0,transfer,W,same_residence,logistic,logistic,False,False,True,False,False,2048,"[500,1548]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[660,2322]","[69119.0,265022.0]","[0.20685578842464708,0.793144211575353]",True,True,"[true,true]",0.49933431249763943,1e-12,0.7850338629500719,0.5175008011322438,0.5175008011322438,0.6239977616274972,0.6239977616274972,0.6239977616274972
0,transfer,W,same_residence,mlp,mlp,True,True,True,True,False,2048,"[500,1548]",True,validation,2984,2,"[0,1]",False,2984.0,"[700,2284]","[700.0,2284.0]","[0.23458445040214476,0.7654155495978552]",True,True,"[true,true]",0.5113823930641552,1e-12,0.7623994638069705,0.5594558418814111,0.5594558418814111,0.6848114210657993,0.6848114210657994,0.6848114210657994
0,transfer,W,same_residence,mlp,mlp,True,True,True,True,False,2048,"[500,1548]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[660,2322]","[660.0,2322.0]","[0.22132796780684105,0.778672032193159]",True,True,"[true,true]",0.49993977892189057,1e-12,0.7706237424547284,0.5458029911518284,0.5458029911518284,0.6762136872601989,0.6762136872601989,0.6762136872601989
0,transfer,W,same_residence,mlp,mlp,True,True,True,True,False,2048,"[500,1548]",True,validation_person_weighted,2984,2,"[0,1]",True,348390.0,"[700,2284]","[71960.0,276430.0]","[0.20655013060076352,0.7934498693992365]",True,True,"[true,true]",0.4708177517840232,1e-12,0.7935273687534086,0.5568611842402528,0.5568611842402528,0.7009755433753678,0.7009755433753678,0.7009755433753678
0,transfer,W,same_residence,mlp,mlp,True,True,True,True,False,2048,"[500,1548]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[660,2322]","[69119.0,265022.0]","[0.20685578842464708,0.793144211575353]",True,True,"[true,true]",0.48107597592669976,1e-12,0.7898940866281001,0.542659597219048,0.542659597219048,0.6727922954273453,0.6727922954273453,0.6727922954273453
0,transfer,W,commute_over20,logistic,logistic,True,True,True,False,False,2048,"[997,1051]",True,validation,1984,2,"[0,1]",False,1984.0,"[1009,975]","[1009.0,975.0]","[0.5085685483870968,0.49143145161290325]",True,True,"[true,true]",0.6741174911895543,1e-12,0.5670362903225806,0.568472974003202,0.568472974003202,0.6012904373459378,0.6012904373459378,0.6012904373459378
0,transfer,W,commute_over20,logistic,logistic,True,True,True,False,False,2048,"[997,1051]",True,development_evaluation,1971,2,"[0,1]",False,1971.0,"[959,1012]","[959.0,1012.0]","[0.4865550481988838,0.5134449518011162]",True,True,"[true,true]",0.6890228210217564,1e-12,0.556570268899036,0.5531366047472045,0.5531366047472045,0.5659108425690463,0.5659108425690463,0.5659108425690463
0,transfer,W,commute_over20,logistic,logistic,True,True,True,False,False,2048,"[997,1051]",True,validation_person_weighted,1984,2,"[0,1]",True,233729.0,"[1009,975]","[118499.0,115230.0]","[0.5069931416298362,0.4930068583701637]",True,True,"[true,true]",0.6756655553129451,1e-12,0.5661599544771937,0.5673892300712082,0.5673892300712082,0.600612513229267,0.600612513229267,0.600612513229267
0,transfer,W,commute_over20,logistic,logistic,True,True,True,False,False,2048,"[997,1051]",True,development_evaluation_person_weighted,1971,2,"[0,1]",True,226551.0,"[959,1012]","[110010.0,116541.0]","[0.48558602698730086,0.5144139730126991]",True,True,"[true,true]",0.6881838362628848,1e-12,0.5610127520955547,0.5571027605479328,0.5571027605479328,0.5666748830434667,0.5666748830434667,0.5666748830434667
0,transfer,W,commute_over20,mlp,mlp,False,False,True,True,False,2048,"[997,1051]",True,validation,1984,2,"[0,1]",False,1984.0,"[1009,975]","[1009.0,975.0]","[0.5085685483870968,0.49143145161290325]",True,True,"[true,true]",0.6746667497361162,1e-12,0.5655241935483871,0.5669863535869482,0.5669863535869482,0.6033285049935199,0.6033285049935199,0.6033285049935199
0,transfer,W,commute_over20,mlp,mlp,False,False,True,True,False,2048,"[997,1051]",True,development_evaluation,1971,2,"[0,1]",False,1971.0,"[959,1012]","[959.0,1012.0]","[0.4865550481988838,0.5134449518011162]",True,True,"[true,true]",0.6889905853330042,1e-12,0.5555555555555556,0.5521757677422545,0.5521757677422545,0.5669556562130348,0.5669566866012439,0.5669566866012439
0,transfer,W,commute_over20,mlp,mlp,False,False,True,True,False,2048,"[997,1051]",True,validation_person_weighted,1984,2,"[0,1]",True,233729.0,"[1009,975]","[118499.0,115230.0]","[0.5069931416298362,0.4930068583701637]",True,True,"[true,true]",0.6735928418444908,1e-12,0.5732365260622345,0.5744224173333867,0.5744224173333867,0.6067241222797926,0.6067241222797926,0.6067241222797926
0,transfer,W,commute_over20,mlp,mlp,False,False,True,True,False,2048,"[997,1051]",True,development_evaluation_person_weighted,1971,2,"[0,1]",True,226551.0,"[959,1012]","[110010.0,116541.0]","[0.48558602698730086,0.5144139730126991]",True,True,"[true,true]",0.6883836144304759,1e-12,0.5582054371863289,0.5547936075155654,0.5547936075155654,0.567456086192264,0.5674572214678665,0.5674572214678665
0,transfer,W,income_binary,logistic,logistic,True,True,True,True,False,2048,"[1652,396]",True,validation,2984,2,"[0,1]",False,2984.0,"[2434,550]","[2434.0,550.0]","[0.8156836461126006,0.18431635388739948]",True,True,"[true,true]",0.2906022109827783,1e-12,0.8652815013404825,0.7485396279973109,0.7485396279973109,0.9042690670053037,0.9042690670053037,0.9042690670053037
