source,p,seed,weight,kind,endpoint,value
E,0.0,2,person_weighted,absolute_recovery,A/public_coverage,0.04502606175609225
E,0.0,2,person_weighted,absolute_recovery,A/commute_over20,0.005581780728486696
E,0.0,2,person_weighted,absolute_recovery,A/SEX,0.004978281193924072
E,0.0,2,person_weighted,absolute_recovery,A/RAC1P,0.011857472369953381
E,0.0,2,person_weighted,absolute_recovery,B/income_binary,0.10516489378960114
E,0.0,2,person_weighted,absolute_recovery,B/civilian_at_work,0.08280504157387136
E,0.0,2,person_weighted,absolute_recovery,B/same_residence,0.01238458682861654
E,0.0,2,person_weighted,absolute_recovery,B/SEX,0.0016645803047902197
E,0.0,2,person_weighted,absolute_recovery,B/RAC1P,0.01970970668058314
E,0.0,2,person_weighted,absolute_recovery,AB/SEX,0.004685612057510058
E,0.0,2,person_weighted,absolute_recovery,AB/RAC1P,0.028227040529410052
E,0.25,2,unweighted,utility_loss,income_binary,0.3016650639095225
E,0.25,2,unweighted,utility_loss,civilian_at_work,0.2953235249118732
E,0.25,2,unweighted,utility_loss,same_residence,0.5263476194574757
E,0.25,2,unweighted,utility_loss,public_coverage,0.5055431529173257
E,0.25,2,unweighted,utility_loss,commute_over20,0.6915424887295023
E,0.25,2,unweighted,absolute_recovery,A/public_coverage,0.04986789994396387
E,0.25,2,unweighted,absolute_recovery,A/commute_over20,0.010806580598874238
E,0.25,2,unweighted,absolute_recovery,A/SEX,0.008088756402324732
E,0.25,2,unweighted,absolute_recovery,A/RAC1P,0.030642217672840644
E,0.25,2,unweighted,absolute_recovery,B/income_binary,0.10383477896154042
E,0.25,2,unweighted,absolute_recovery,B/civilian_at_work,0.09672140498671344
E,0.25,2,unweighted,absolute_recovery,B/same_residence,0.009971921946028472
E,0.25,2,unweighted,absolute_recovery,B/SEX,0.0018720087635709648
E,0.25,2,unweighted,absolute_recovery,B/RAC1P,0.020722892435778073
E,0.25,2,unweighted,absolute_recovery,AB/SEX,0.008374794147442854
E,0.25,2,unweighted,absolute_recovery,AB/RAC1P,0.04280508939828731
E,0.25,2,person_weighted,utility_loss,income_binary,0.31681031054881914
E,0.25,2,person_weighted,utility_loss,civilian_at_work,0.29221532656522503
E,0.25,2,person_weighted,utility_loss,same_residence,0.4998448886555311
E,0.25,2,person_weighted,utility_loss,public_coverage,0.5192636079469974
E,0.25,2,person_weighted,utility_loss,commute_over20,0.6913511610488051
E,0.25,2,person_weighted,absolute_recovery,A/public_coverage,0.04473337787851944
