seed,objective,index,eigenvalue,above_tolerance,tolerance,dimension
0,L2,34,2.3453199957122677e-17,0,6.855499862231469e-11,128
0,L2,35,1.6746666501410042e-17,0,6.855499862231469e-11,128
0,L2,36,1.4766509147872555e-17,0,6.855499862231469e-11,128
0,L2,37,1.2122524866281102e-17,0,6.855499862231469e-11,128
0,L2,38,9.086520117034616e-18,0,6.855499862231469e-11,128
0,L2,39,8.169061489091666e-18,0,6.855499862231469e-11,128
0,L2,40,8.075031265824633e-18,0,6.855499862231469e-11,128
0,L2,41,7.270913623218006e-18,0,6.855499862231469e-11,128
0,L2,42,7.141674962027026e-18,0,6.855499862231469e-11,128
0,L2,43,6.5602071071060175e-18,0,6.855499862231469e-11,128
0,L2,44,4.516729975480517e-18,0,6.855499862231469e-11,128
0,L2,45,4.4124896975354106e-18,0,6.855499862231469e-11,128
