seed,role,release,target,candidate_id,family,selected,independent_selected,selected_within_family,auc_selected,fit_rows,fit_support,fit_coverage_complete,epoch,optimizer_steps,validation_log_loss,checkpoint_selected
1,transfer,PCA16,same_residence,mlp,mlp,False,False,True,False,2048,"[495,1553]",True,25,200,0.5111782868506786,False
1,transfer,PCA16,same_residence,mlp,mlp,False,False,True,False,2048,"[495,1553]",True,30,240,0.5144374682229889,False
1,transfer,PCA16,same_residence,mlp,mlp,False,False,True,False,2048,"[495,1553]",True,35,280,0.5173010493744702,False
1,transfer,PCA16,same_residence,mlp,mlp,False,False,True,False,2048,"[495,1553]",True,40,320,0.5215667116414997,False
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,0,0,0.6960589519683853,False
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,5,40,0.6844195572197913,False
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,10,80,0.6799872239122773,True
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,15,120,0.6802248105416874,False
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,20,160,0.682615299969485,False
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,25,200,0.6864910645268637,False
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,30,240,0.6936200341801487,False
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,35,280,0.6971167651304193,False
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,40,320,0.7012340406805866,False
1,transfer,PCA16,income_binary,mlp,mlp,True,True,True,False,2048,"[1658,390]",True,0,0,0.7672053816036919,False
1,transfer,PCA16,income_binary,mlp,mlp,True,True,True,False,2048,"[1658,390]",True,5,40,0.4292293001953682,False
1,transfer,PCA16,income_binary,mlp,mlp,True,True,True,False,2048,"[1658,390]",True,10,80,0.3574996037600348,False
1,transfer,PCA16,income_binary,mlp,mlp,True,True,True,False,2048,"[1658,390]",True,15,120,0.32001527508666633,False
1,transfer,PCA16,income_binary,mlp,mlp,True,True,True,False,2048,"[1658,390]",True,20,160,0.3093578976927397,False
1,transfer,PCA16,income_binary,mlp,mlp,True,True,True,False,2048,"[1658,390]",True,25,200,0.3093726408423542,False
1,transfer,PCA16,income_binary,mlp,mlp,True,True,True,False,2048,"[1658,390]",True,30,240,0.3089031963856191,True
1,transfer,PCA16,income_binary,mlp,mlp,True,True,True,False,2048,"[1658,390]",True,35,280,0.31064946075744754,False
