seed,role,release,target,candidate_id,family,selected,independent_selected,selected_within_family,auc_selected,fit_rows,fit_support,fit_coverage_complete,split,class_index,support,weighted_support,prevalence,predicted_support,predicted_weight,precision,recall,f1,auroc,recall_defined,auroc_defined,original_census_code,fit_class_support,schema_coverage_complete
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,5,468,468.0,0.15678391959798996,296,296.0,0.4391891891891892,0.2777777777777778,0.3403141361256545,0.7038013304401862,True,True,6,461,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,6,16,16.0,0.005360134003350084,10,10.0,0.0,0.0,0.0,0.6475454698551701,True,True,7,22,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,7,409,409.0,0.13701842546063653,164,164.0,0.24390243902439024,0.097799511002445,0.13961605584642234,0.5909343725796898,True,True,8,424,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,8,182,182.0,0.060971524288107204,48,48.0,0.041666666666666664,0.01098901098901099,0.017391304347826087,0.5359769556166274,True,True,9,188,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,0,1685,1685.0,0.5650570087189806,2325,2325.0,0.5935483870967742,0.8189910979228486,0.6882793017456359,0.5686766310751358,True,True,1,1704,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,1,130,130.0,0.043594902749832326,90,90.0,0.1111111111111111,0.07692307692307693,0.09090909090909091,0.6533714532312008,True,True,2,173,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,2,22,22.0,0.007377598926894702,5,5.0,0.0,0.0,0.0,0.5265356265356265,True,True,3,17,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,3,0,0.0,0.0,0,0.0,,,,,False,False,4,0,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,4,9,9.0,0.0030181086519114686,2,2.0,0.0,0.0,0.0,0.5341032253242142,True,True,5,4,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,5,486,486.0,0.16297786720321933,334,334.0,0.44011976047904194,0.30246913580246915,0.35853658536585364,0.7282075188614541,True,True,6,461,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,6,7,7.0,0.002347417840375587,1,1.0,0.0,0.0,0.0,0.5526770708283313,True,True,7,22,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,7,465,465.0,0.15593561368209255,182,182.0,0.21428571428571427,0.08387096774193549,0.1205564142194745,0.5944583285273047,True,True,8,424,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,8,178,178.0,0.059691482226693494,43,43.0,0.11627906976744186,0.028089887640449437,0.04524886877828054,0.5860438138133325,True,True,9,188,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,0,1737,196465.0,0.5786347089523226,2361,267036.0,0.6074312077772286,0.8256228844832413,0.6999165050345091,0.5614184047094976,True,True,1,1704,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,1,144,19737.0,0.05813001425491559,92,12615.0,0.16734046769718589,0.10695647768151188,0.13050197823936696,0.6019902046342399,True,True,2,173,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,2,18,1880.0,0.005537033328228267,13,1304.0,0.13420245398773006,0.09308510638297872,0.1099246231155779,0.3941228620188329,True,True,3,17,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,3,0,0.0,0.0,0,0.0,,,,,False,False,4,0,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,4,11,982.0,0.002892216344851148,1,84.0,0.0,0.0,0.0,0.3645704861483967,True,True,5,4,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,5,468,48456.0,0.14271408880458986,296,33385.0,0.4299835255354201,0.2962481426448737,0.3508021651739348,0.725011846668618,True,True,6,461,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,6,16,1692.0,0.00498332999540544,10,1363.0,0.0,0.0,0.0,0.5901848943769596,True,True,7,22,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,7,409,49569.0,0.14599213034412073,164,19374.0,0.26256839062661297,0.10262462426113095,0.14757118199092004,0.5843354942894863,True,True,8,424,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,8,182,20751.0,0.061116477975566366,48,4371.0,0.04140928849233585,0.008722471206206929,0.01440968075790144,0.5456090448472443,True,True,9,188,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,0,1685,192470.0,0.5760143173091599,2325,259366.0,0.6005104755442117,0.8092274120642178,0.6894182845103091,0.5661550661370904,True,True,1,1704,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,1,130,16914.0,0.05061934931660586,90,10607.0,0.11831809182615254,0.07419888849473809,0.0912030812833836,0.6399966550813825,True,True,2,173,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,2,22,1406.0,0.004207804489721405,5,651.0,0.0,0.0,0.0,0.5202574973428655,True,True,3,17,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,3,0,0.0,0.0,0,0.0,,,,,False,False,4,0,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,4,9,1091.0,0.0032650886901038783,2,217.0,0.0,0.0,0.0,0.4753713773114112,True,True,5,4,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,5,486,48866.0,0.14624365163209543,334,36843.0,0.4024916537741226,0.3034625301845864,0.34603133859921364,0.7258679021793453,True,True,6,461,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,6,7,581.0,0.0017387869192945493,1,87.0,0.0,0.0,0.0,0.5644034707001648,True,True,7,22,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,7,465,56173.0,0.16811166543465184,182,22507.0,0.23210556715688452,0.09299841560892244,0.1327910523640061,0.5830478572947377,True,True,8,424,False
0,audit,PCA16,RAC1P,hist_gb_20,histgb,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,8,178,16640.0,0.04979933620836713,43,3863.0,0.07895418068858401,0.018329326923076924,0.02975174364727113,0.581152730469898,True,True,9,188,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,0,1737,1737.0,0.5819095477386935,2385,2385.0,0.610062893081761,0.8376511226252159,0.7059679767103348,0.5683760683760684,True,True,1,1704,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,1,144,144.0,0.04824120603015075,87,87.0,0.12643678160919541,0.0763888888888889,0.09523809523809523,0.6127867241581603,True,True,2,173,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,2,18,18.0,0.006030150753768844,13,13.0,0.07692307692307693,0.05555555555555555,0.06451612903225806,0.4250645994832041,True,True,3,17,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,3,0,0.0,0.0,0,0.0,,,,,False,False,4,0,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,4,11,11.0,0.0036850921273031824,1,1.0,0.0,0.0,0.0,0.556917527663997,True,True,5,4,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,5,468,468.0,0.15678391959798996,281,281.0,0.45195729537366547,0.27136752136752135,0.3391188251001335,0.7047563746014283,True,True,6,461,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,6,16,16.0,0.005360134003350084,8,8.0,0.0,0.0,0.0,0.6408512967329068,True,True,7,22,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,7,409,409.0,0.13701842546063653,165,165.0,0.24242424242424243,0.097799511002445,0.13937282229965156,0.5887684323224346,True,True,8,424,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,8,182,182.0,0.060971524288107204,45,45.0,0.044444444444444446,0.01098901098901099,0.01762114537444934,0.5535287937178768,True,True,9,188,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,0,1685,1685.0,0.5650570087189806,2337,2337.0,0.5905006418485238,0.8189910979228486,0.6862257583291894,0.5679808917634623,True,True,1,1704,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,1,130,130.0,0.043594902749832326,87,87.0,0.11494252873563218,0.07692307692307693,0.09216589861751152,0.6440149962239724,True,True,2,173,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,2,22,22.0,0.007377598926894702,5,5.0,0.0,0.0,0.0,0.5237714987714988,True,True,3,17,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,3,0,0.0,0.0,0,0.0,,,,,False,False,4,0,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,4,9,9.0,0.0030181086519114686,2,2.0,0.0,0.0,0.0,0.5181821579399783,True,True,5,4,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,5,486,486.0,0.16297786720321933,337,337.0,0.44510385756676557,0.30864197530864196,0.3645200486026732,0.7204391223488446,True,True,6,461,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,6,7,7.0,0.002347417840375587,1,1.0,0.0,0.0,0.0,0.5410084033613445,True,True,7,22,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,7,465,465.0,0.15593561368209255,169,169.0,0.20118343195266272,0.07311827956989247,0.10725552050473186,0.5939038196179955,True,True,8,424,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,8,178,178.0,0.059691482226693494,44,44.0,0.18181818181818182,0.0449438202247191,0.07207207207207207,0.5826537931366106,True,True,9,188,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,0,1737,196465.0,0.5786347089523226,2385,269689.0,0.6085416906140035,0.8353498078538162,0.7041321108474882,0.5627702623345784,True,True,1,1704,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,1,144,19737.0,0.05813001425491559,87,11596.0,0.12694032424974128,0.07458073668743984,0.0939584463664507,0.6080793538551393,True,True,2,173,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,2,18,1880.0,0.005537033328228267,13,1304.0,0.13420245398773006,0.09308510638297872,0.1099246231155779,0.385617305750526,True,True,3,17,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,3,0,0.0,0.0,0,0.0,,,,,False,False,4,0,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,4,11,982.0,0.002892216344851148,1,84.0,0.0,0.0,0.0,0.3236579626603332,True,True,5,4,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,5,468,48456.0,0.14271408880458986,281,31682.0,0.44877217347389686,0.29342083539706126,0.3548379046145399,0.7274483113182239,True,True,6,461,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,6,16,1692.0,0.00498332999540544,8,1228.0,0.0,0.0,0.0,0.5319671612494116,True,True,7,22,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,7,409,49569.0,0.14599213034412073,165,19898.0,0.2638456126243844,0.10591296979967318,0.1511509061856709,0.5779589529921448,True,True,8,424,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,8,182,20751.0,0.061116477975566366,45,4051.0,0.044680325845470256,0.008722471206206929,0.01459559712926377,0.5555101794073755,True,True,9,188,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,0,1685,192470.0,0.5760143173091599,2337,259297.0,0.5981904919840955,0.8058866316828597,0.6866769817184523,0.5672951315704308,True,True,1,1704,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,1,130,16914.0,0.05061934931660586,87,9945.0,0.12096530920060332,0.07112451223838241,0.08957891209650397,0.6251095924441332,True,True,2,173,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,2,22,1406.0,0.004207804489721405,5,651.0,0.0,0.0,0.0,0.5085013616511339,True,True,3,17,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,3,0,0.0,0.0,0,0.0,,,,,False,False,4,0,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,4,9,1091.0,0.0032650886901038783,2,217.0,0.0,0.0,0.0,0.44980249894353375,True,True,5,4,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,5,486,48866.0,0.14624365163209543,337,38271.0,0.4000679365577069,0.3133262391028527,0.3514236202761169,0.7179629688658017,True,True,6,461,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,6,7,581.0,0.0017387869192945493,1,87.0,0.0,0.0,0.0,0.541369509009261,True,True,7,22,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,7,465,56173.0,0.16811166543465184,169,21359.0,0.22683646238119762,0.08625140191907144,0.12498065314966723,0.5911659111111393,True,True,8,424,False
0,audit,PCA16,RAC1P,hist_gb_5,histgb,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,8,178,16640.0,0.04979933620836713,44,4314.0,0.1404728789986092,0.03641826923076923,0.05784098501479431,0.5825995286083896,True,True,9,188,False
1,transfer,PCA16,same_residence,logistic,logistic,True,True,True,False,2048,"[495,1553]",True,validation,0,670,670.0,0.22032226241367972,135,135.0,0.4148148148148148,0.08358208955223881,0.1391304347826087,0.6746630617473577,True,True,,495,True
1,transfer,PCA16,same_residence,logistic,logistic,True,True,True,False,2048,"[495,1553]",True,validation,1,2371,2371.0,0.7796777375863203,2906,2906.0,0.7887130075705437,0.9666807254323071,0.8686753837407618,0.6746630617473577,True,True,,1553,True
1,transfer,PCA16,same_residence,logistic,logistic,True,True,True,False,2048,"[495,1553]",True,development_evaluation,0,694,694.0,0.23018242122719734,112,112.0,0.4642857142857143,0.07492795389048991,0.12903225806451613,0.7068750799305179,True,True,,495,True
1,transfer,PCA16,same_residence,logistic,logistic,True,True,True,False,2048,"[495,1553]",True,development_evaluation,1,2321,2321.0,0.7698175787728027,2903,2903.0,0.7788494660695832,0.97414907367514,0.8656202143950995,0.7068750799305178,True,True,,1553,True
1,transfer,PCA16,same_residence,logistic,logistic,True,True,True,False,2048,"[495,1553]",True,validation_person_weighted,0,670,67120.0,0.19976487745353352,135,14562.0,0.4545392116467518,0.09861442193087008,0.1620675301780074,0.674424981146336,True,True,,495,True
1,transfer,PCA16,same_residence,logistic,logistic,True,True,True,False,2048,"[495,1553]",True,validation_person_weighted,1,2371,268875.0,0.8002351225464664,2906,321433.0,0.8117772599577517,0.9704583914458391,0.8840537482127974,0.674424981146336,True,True,,1553,True
1,transfer,PCA16,same_residence,logistic,logistic,True,True,True,False,2048,"[495,1553]",True,development_evaluation_person_weighted,0,694,71369.0,0.2014519875914902,112,12686.0,0.4008355667665143,0.07124942201796299,0.12099220748319553,0.6971010867927127,True,True,,495,True
1,transfer,PCA16,same_residence,logistic,logistic,True,True,True,False,2048,"[495,1553]",True,development_evaluation_person_weighted,1,2321,282904.0,0.7985480124085098,2903,341587.0,0.8059528026534968,0.9731322286005146,0.8816876464192438,0.6971010867927127,True,True,,1553,True
1,transfer,PCA16,same_residence,mlp,mlp,False,False,True,False,2048,"[495,1553]",True,validation,0,670,670.0,0.22032226241367972,0,0.0,,0.0,0.0,0.6597093612494256,True,True,,495,True
1,transfer,PCA16,same_residence,mlp,mlp,False,False,True,False,2048,"[495,1553]",True,validation,1,2371,2371.0,0.7796777375863203,3041,3041.0,0.7796777375863203,1.0,0.8762010347376201,0.6597093612494256,True,True,,1553,True
1,transfer,PCA16,same_residence,mlp,mlp,False,False,True,False,2048,"[495,1553]",True,development_evaluation,0,694,694.0,0.23018242122719734,0,0.0,,0.0,0.0,0.6934864853790786,True,True,,495,True
1,transfer,PCA16,same_residence,mlp,mlp,False,False,True,False,2048,"[495,1553]",True,development_evaluation,1,2321,2321.0,0.7698175787728027,3015,3015.0,0.7698175787728027,1.0,0.8699400299850075,0.6934864853790785,True,True,,1553,True
1,transfer,PCA16,same_residence,mlp,mlp,False,False,True,False,2048,"[495,1553]",True,validation_person_weighted,0,670,67120.0,0.19976487745353352,0,0.0,,0.0,0.0,0.6595543928067384,True,True,,495,True
1,transfer,PCA16,same_residence,mlp,mlp,False,False,True,False,2048,"[495,1553]",True,validation_person_weighted,1,2371,268875.0,0.8002351225464664,3041,335995.0,0.8002351225464664,1.0,0.8890340073073553,0.6595543928067384,True,True,,1553,True
1,transfer,PCA16,same_residence,mlp,mlp,False,False,True,False,2048,"[495,1553]",True,development_evaluation_person_weighted,0,694,71369.0,0.2014519875914902,0,0.0,,0.0,0.0,0.6821394459587049,True,True,,495,True
1,transfer,PCA16,same_residence,mlp,mlp,False,False,True,False,2048,"[495,1553]",True,development_evaluation_person_weighted,1,2321,282904.0,0.7985480124085098,3015,354273.0,0.7985480124085098,1.0,0.8879918766684924,0.6821394459587049,True,True,,1553,True
1,transfer,PCA16,commute_over20,logistic,logistic,True,True,True,False,2048,"[990,1058]",True,validation,0,995,995.0,0.4930624380574827,878,878.0,0.5751708428246014,0.507537688442211,0.5392418579818473,0.5992003025882099,True,True,,990,True
1,transfer,PCA16,commute_over20,logistic,logistic,True,True,True,False,2048,"[990,1058]",True,validation,1,1023,1023.0,0.5069375619425174,1140,1140.0,0.5701754385964912,0.635386119257087,0.6010171058714748,0.5992003025882099,True,True,,1058,True
1,transfer,PCA16,commute_over20,logistic,logistic,True,True,True,False,2048,"[990,1058]",True,development_evaluation,0,997,997.0,0.4930761622156281,862,862.0,0.5696055684454756,0.49247743229689067,0.5282409897794513,0.5846510262494802,True,True,,990,True
1,transfer,PCA16,commute_over20,logistic,logistic,True,True,True,False,2048,"[990,1058]",True,development_evaluation,1,1025,1025.0,0.5069238377843719,1160,1160.0,0.5637931034482758,0.6380487804878049,0.5986270022883295,0.5846510262494802,True,True,,1058,True
1,transfer,PCA16,commute_over20,logistic,logistic,True,True,True,False,2048,"[990,1058]",True,validation_person_weighted,0,995,110348.0,0.4879222140175717,878,100354.0,0.5831755585228292,0.5303585021930619,0.555514423213828,0.6152779659126751,True,True,,990,True
1,transfer,PCA16,commute_over20,logistic,logistic,True,True,True,False,2048,"[990,1058]",True,validation_person_weighted,1,1023,115811.0,0.5120777859824283,1140,125805.0,0.5880608878820397,0.6388080579564981,0.6123849413946096,0.6152779659126751,True,True,,1058,True
1,transfer,PCA16,commute_over20,logistic,logistic,True,True,True,False,2048,"[990,1058]",True,development_evaluation_person_weighted,0,997,117360.0,0.48839967539898876,862,103278.0,0.5570499041422181,0.49020961145194275,0.5214967503331248,0.5745283051816971,True,True,,990,True
1,transfer,PCA16,commute_over20,logistic,logistic,True,True,True,False,2048,"[990,1058]",True,development_evaluation_person_weighted,1,1025,122935.0,0.5116003246010112,1160,137017.0,0.5633461541268602,0.6278765201122545,0.593863482489075,0.5745283051816971,True,True,,1058,True
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,validation,0,995,995.0,0.4930624380574827,821,821.0,0.582216808769793,0.48040201005025124,0.526431718061674,0.5950475741365675,True,True,,990,True
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,validation,1,1023,1023.0,0.5069375619425174,1197,1197.0,0.5680868838763575,0.6647116324535679,0.6126126126126126,0.5950475741365675,True,True,,1058,True
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,development_evaluation,0,997,997.0,0.4930761622156281,796,796.0,0.5753768844221105,0.4593781344032096,0.5108756274400447,0.5905291484208723,True,True,,990,True
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,development_evaluation,1,1025,1025.0,0.5069238377843719,1226,1226.0,0.5603588907014682,0.6702439024390244,0.6103953798311862,0.5905296376935685,True,True,,1058,True
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,validation_person_weighted,0,995,110348.0,0.4879222140175717,821,94360.0,0.587568885120814,0.5024377424149056,0.5416788791840085,0.6090279904382592,True,True,,990,True
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,validation_person_weighted,1,1023,115811.0,0.5120777859824283,1197,131799.0,0.5834186905818709,0.6639611090483633,0.6210896167359962,0.6090279904382592,True,True,,1058,True
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,development_evaluation_person_weighted,0,997,117360.0,0.48839967539898876,796,93040.0,0.5477536543422185,0.43424505794137697,0.48443916349809885,0.5769421338466476,True,True,,990,True
1,transfer,PCA16,commute_over20,mlp,mlp,False,False,True,False,2048,"[990,1058]",True,development_evaluation_person_weighted,1,1025,122935.0,0.5116003246010112,1226,147255.0,0.5491018980679773,0.6577296945540326,0.5985269625078649,0.5769422835591622,True,True,,1058,True
1,transfer,PCA16,income_binary,logistic,logistic,False,False,True,False,2048,"[1658,390]",True,validation,0,2488,2488.0,0.8181519237093061,2577,2577.0,0.8983313930927435,0.9304662379421221,0.914116485686081,0.8866123395917038,True,True,,1658,True
1,transfer,PCA16,income_binary,logistic,logistic,False,False,True,False,2048,"[1658,390]",True,validation,1,553,553.0,0.18184807629069386,464,464.0,0.6271551724137931,0.5262206148282098,0.5722713864306784,0.8866123395917038,True,True,,390,True
1,transfer,PCA16,income_binary,logistic,logistic,False,False,True,False,2048,"[1658,390]",True,development_evaluation,0,2449,2449.0,0.8122719734660033,2589,2589.0,0.8988026264967168,0.9501837484687627,0.9237792774910679,0.9064664743812647,True,True,,1658,True
1,transfer,PCA16,income_binary,logistic,logistic,False,False,True,False,2048,"[1658,390]",True,development_evaluation,1,566,566.0,0.18772802653399667,426,426.0,0.7136150234741784,0.5371024734982333,0.6129032258064516,0.9064664743812647,True,True,,390,True
1,transfer,PCA16,income_binary,logistic,logistic,False,False,True,False,2048,"[1658,390]",True,validation_person_weighted,0,2488,276042.0,0.821565797110076,2577,288455.0,0.896389384826056,0.9366980387042552,0.9161005284350493,0.8833733765888376,True,True,,1658,True
1,transfer,PCA16,income_binary,logistic,logistic,False,False,True,False,2048,"[1658,390]",True,validation_person_weighted,1,553,59953.0,0.17843420288992395,464,47540.0,0.6324358435002103,0.5014928360549097,0.5594038681588569,0.8833733765888376,True,True,,390,True
1,transfer,PCA16,income_binary,logistic,logistic,False,False,True,False,2048,"[1658,390]",True,development_evaluation_person_weighted,0,2449,286491.0,0.8086729725381274,2589,305625.0,0.8945963190184049,0.9543441155219535,0.9235048537786514,0.9007208362955572,True,True,,1658,True
1,transfer,PCA16,income_binary,logistic,logistic,False,False,True,False,2048,"[1658,390]",True,development_evaluation_person_weighted,1,566,67782.0,0.19132702746187263,426,48648.0,0.7311297483966452,0.5247410817031071,0.6109765524349394,0.9007208362955571,True,True,,390,True
