seed,role,release,target,candidate_id,family,selected,independent_selected,selected_within_family,auc_selected,fit_rows,fit_support,fit_coverage_complete,split,n,n_classes,class_schema,weighted,weight_sum,support,weighted_support,prevalence,coverage_complete,raw_coverage_complete,valid_class_mask,log_loss,log_loss_probability_floor,accuracy,balanced_accuracy,observed_balanced_accuracy,auroc,macro_auroc,observed_macro_auroc
0,transfer,PCA16,commute_over20,logistic,logistic,False,False,True,False,2048,"[997,1051]",True,validation_person_weighted,1984,2,"[0,1]",True,233729.0,"[1009,975]","[118499.0,115230.0]","[0.5069931416298362,0.4930068583701637]",True,True,"[true,true]",0.6810246496793274,1e-12,0.5566874457170484,0.5574142704388605,0.5574142704388605,0.5935605637364976,0.5935605637364976,0.5935605637364976
0,transfer,PCA16,commute_over20,logistic,logistic,False,False,True,False,2048,"[997,1051]",True,development_evaluation_person_weighted,1971,2,"[0,1]",True,226551.0,"[959,1012]","[110010.0,116541.0]","[0.48558602698730086,0.5144139730126991]",True,True,"[true,true]",0.6905520867529548,1e-12,0.554210751662981,0.5516319258409491,0.5516319258409491,0.5597460845863502,0.5597460845863502,0.5597460845863502
0,transfer,PCA16,commute_over20,mlp,mlp,True,True,True,False,2048,"[997,1051]",True,validation,1984,2,"[0,1]",False,1984.0,"[1009,975]","[1009.0,975.0]","[0.5085685483870968,0.49143145161290325]",True,True,"[true,true]",0.6808750837797333,1e-12,0.5680443548387096,0.5685827552031715,0.5685827552031715,0.5911793855302279,0.5911793855302279,0.5911793855302279
0,transfer,PCA16,commute_over20,mlp,mlp,True,True,True,False,2048,"[997,1051]",True,development_evaluation,1971,2,"[0,1]",False,1971.0,"[959,1012]","[959.0,1012.0]","[0.4865550481988838,0.5134449518011162]",True,True,"[true,true]",0.6895052149021278,1e-12,0.5484525621511923,0.5471155312475529,0.5471155312475529,0.5731039826565056,0.5731039826565056,0.5731039826565056
0,transfer,PCA16,commute_over20,mlp,mlp,True,True,True,False,2048,"[997,1051]",True,validation_person_weighted,1984,2,"[0,1]",True,233729.0,"[1009,975]","[118499.0,115230.0]","[0.5069931416298362,0.4930068583701637]",True,True,"[true,true]",0.6784161595436801,1e-12,0.570292946104249,0.570690736061798,0.570690736061798,0.59710751706634,0.59710751706634,0.59710751706634
0,transfer,PCA16,commute_over20,mlp,mlp,True,True,True,False,2048,"[997,1051]",True,development_evaluation_person_weighted,1971,2,"[0,1]",True,226551.0,"[959,1012]","[110010.0,116541.0]","[0.48558602698730086,0.5144139730126991]",True,True,"[true,true]",0.6884639604822912,1e-12,0.5486976442390455,0.5473975679569911,0.5473975679569911,0.5731507974040504,0.5731507974040504,0.5731507974040504
0,transfer,PCA16,income_binary,logistic,logistic,False,False,True,False,2048,"[1652,396]",True,validation,2984,2,"[0,1]",False,2984.0,"[2434,550]","[2434.0,550.0]","[0.8156836461126006,0.18431635388739948]",True,True,"[true,true]",0.3108546994950225,1e-12,0.8619302949061662,0.7274863673713303,0.7274863673713303,0.8882834092776574,0.8882834092776574,0.8882834092776574
0,transfer,PCA16,income_binary,logistic,logistic,False,False,True,False,2048,"[1652,396]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[2439,543]","[2439.0,543.0]","[0.817907444668008,0.18209255533199195]",True,True,"[true,true]",0.30293194475114804,1e-12,0.8621730382293763,0.7181810768383927,0.7181810768383927,0.8919137073507015,0.8919137073507015,0.8919137073507015
0,transfer,PCA16,income_binary,logistic,logistic,False,False,True,False,2048,"[1652,396]",True,validation_person_weighted,2984,2,"[0,1]",True,348390.0,"[2434,550]","[288007.0,60383.0]","[0.8266798702603404,0.17332012973965957]",True,True,"[true,true]",0.29682052411676646,1e-12,0.8697321966761388,0.7192629254915492,0.7192629254915492,0.8920225016214204,0.8920225016214204,0.8920225016214204
0,transfer,PCA16,income_binary,logistic,logistic,False,False,True,False,2048,"[1652,396]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[2439,543]","[273575.0,60566.0]","[0.8187411900963965,0.18125880990360357]",True,True,"[true,true]",0.31071905528766225,1e-12,0.859304904217082,0.7037220769903227,0.7037220769903227,0.8832637595848737,0.8832637595848736,0.8832637595848736
0,transfer,PCA16,income_binary,mlp,mlp,True,True,True,False,2048,"[1652,396]",True,validation,2984,2,"[0,1]",False,2984.0,"[2434,550]","[2434.0,550.0]","[0.8156836461126006,0.18431635388739948]",True,True,"[true,true]",0.3078152144203694,1e-12,0.8565683646112601,0.7361619481586614,0.7361619481586614,0.892385149772167,0.8923851497721671,0.8923851497721671
0,transfer,PCA16,income_binary,mlp,mlp,True,True,True,False,2048,"[1652,396]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[2439,543]","[2439.0,543.0]","[0.817907444668008,0.18209255533199195]",True,True,"[true,true]",0.29962468072045756,1e-12,0.8655264922870557,0.748863427860798,0.748863427860798,0.8948728345478667,0.8948728345478667,0.8948728345478667
0,transfer,PCA16,income_binary,mlp,mlp,True,True,True,False,2048,"[1652,396]",True,validation_person_weighted,2984,2,"[0,1]",True,348390.0,"[2434,550]","[288007.0,60383.0]","[0.8266798702603404,0.17332012973965957]",True,True,"[true,true]",0.2948212454325566,1e-12,0.8632021585005311,0.7267660816214514,0.7267660816214514,0.8950269288635024,0.8950269288635024,0.8950269288635024
0,transfer,PCA16,income_binary,mlp,mlp,True,True,True,False,2048,"[1652,396]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[2439,543]","[273575.0,60566.0]","[0.8187411900963965,0.18125880990360357]",True,True,"[true,true]",0.30781779619611227,1e-12,0.8615315091533216,0.7301759990375478,0.7301759990375478,0.8873349633234864,0.8873349633234864,0.8873349633234864
0,transfer,PCA16,civilian_at_work,logistic,logistic,False,False,True,False,2048,"[665,1383]",True,validation,2984,2,"[0,1]",False,2984.0,"[981,2003]","[981.0,2003.0]","[0.32875335120643434,0.6712466487935657]",True,True,"[true,true]",0.32098638179454353,1e-12,0.8887399463806971,0.8404070754215263,0.8404070754215263,0.8663521028345351,0.8663521028345351,0.8663521028345351
0,transfer,PCA16,civilian_at_work,logistic,logistic,False,False,True,False,2048,"[665,1383]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[972,2010]","[972.0,2010.0]","[0.32595573440643866,0.6740442655935613]",True,True,"[true,true]",0.2911958050866327,1e-12,0.9014084507042254,0.8570004913703089,0.8570004913703089,0.8875847101938865,0.8875847101938865,0.8875847101938865
0,transfer,PCA16,civilian_at_work,logistic,logistic,False,False,True,False,2048,"[665,1383]",True,validation_person_weighted,2984,2,"[0,1]",True,348390.0,"[981,2003]","[112512.0,235878.0]","[0.3229484198742788,0.6770515801257212]",True,True,"[true,true]",0.31167141107997903,1e-12,0.8973305778007405,0.8464451338244228,0.8464451338244228,0.8648275267177414,0.8648275267177414,0.8648275267177414
0,transfer,PCA16,civilian_at_work,logistic,logistic,False,False,True,False,2048,"[665,1383]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[972,2010]","[100734.0,233407.0]","[0.3014715344719744,0.6985284655280256]",True,True,"[true,true]",0.27231717883134887,1e-12,0.9160144968740741,0.8664207154715551,0.8664207154715551,0.885619654836662,0.885619654836662,0.885619654836662
0,transfer,PCA16,civilian_at_work,mlp,mlp,True,True,True,False,2048,"[665,1383]",True,validation,2984,2,"[0,1]",False,2984.0,"[981,2003]","[981.0,2003.0]","[0.32875335120643434,0.6712466487935657]",True,True,"[true,true]",0.31112292820032783,1e-12,0.8857238605898123,0.8366000947610185,0.8366000947610185,0.8864590474125713,0.8864590474125713,0.8864590474125713
0,transfer,PCA16,civilian_at_work,mlp,mlp,True,True,True,False,2048,"[665,1383]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[972,2010]","[972.0,2010.0]","[0.32595573440643866,0.6740442655935613]",True,True,"[true,true]",0.28652439759109327,1e-12,0.9004024144869215,0.8565198697868681,0.8565198697868681,0.8990326147042564,0.8990326147042564,0.8990326147042564
0,transfer,PCA16,civilian_at_work,mlp,mlp,True,True,True,False,2048,"[665,1383]",True,validation_person_weighted,2984,2,"[0,1]",True,348390.0,"[981,2003]","[112512.0,235878.0]","[0.3229484198742788,0.6770515801257212]",True,True,"[true,true]",0.3031995058657975,1e-12,0.8937455150836706,0.8423519073269192,0.8423519073269192,0.8837770464865151,0.883777046486515,0.883777046486515
0,transfer,PCA16,civilian_at_work,mlp,mlp,True,True,True,False,2048,"[665,1383]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[972,2010]","[100734.0,233407.0]","[0.3014715344719744,0.6985284655280256]",True,True,"[true,true]",0.27051575469752315,1e-12,0.9147725062174351,0.8660508455613118,0.8660508455613118,0.8958260823774542,0.8958260823774542,0.8958260823774542
0,transfer,PCA16,public_coverage,logistic,logistic,False,False,True,False,2048,"[1531,517]",True,validation,2984,2,"[0,1]",False,2984.0,"[2275,709]","[2275.0,709.0]","[0.7623994638069705,0.23760053619302948]",True,True,"[true,true]",0.4999366394033584,1e-12,0.774798927613941,0.5828893814225267,0.5828893814225267,0.7005967234458066,0.7005967234458066,0.7005967234458066
0,transfer,PCA16,public_coverage,logistic,logistic,False,False,True,False,2048,"[1531,517]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[2199,783]","[2199.0,783.0]","[0.7374245472837022,0.2625754527162978]",True,True,"[true,true]",0.5206554715729156,1e-12,0.7464788732394366,0.5678181827685521,0.5678181827685521,0.708688844401002,0.708688844401002,0.708688844401002
0,transfer,PCA16,public_coverage,logistic,logistic,False,False,True,False,2048,"[1531,517]",True,validation_person_weighted,2984,2,"[0,1]",True,348390.0,"[2275,709]","[263229.0,85161.0]","[0.7555584259020064,0.24444157409799364]",True,True,"[true,true]",0.5119351591303037,1e-12,0.7669192571543385,0.5776909659310896,0.5776909659310896,0.6881308687571843,0.6881308687571843,0.6881308687571843
0,transfer,PCA16,public_coverage,logistic,logistic,False,False,True,False,2048,"[1531,517]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[2199,783]","[244261.0,89880.0]","[0.7310117585091324,0.26898824149086764]",True,True,"[true,true]",0.5290315667848025,1e-12,0.7404149745167459,0.5640832038859948,0.5640832038859948,0.7068235047953069,0.7068235047953069,0.7068235047953069
0,transfer,PCA16,public_coverage,mlp,mlp,True,True,True,False,2048,"[1531,517]",True,validation,2984,2,"[0,1]",False,2984.0,"[2275,709]","[2275.0,709.0]","[0.7623994638069705,0.23760053619302948]",True,True,"[true,true]",0.4924349259488831,1e-12,0.7751340482573726,0.5986431903780282,0.5986431903780282,0.719602597684403,0.7196025976844029,0.7196025976844029
0,transfer,PCA16,public_coverage,mlp,mlp,True,True,True,False,2048,"[1531,517]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[2199,783]","[2199.0,783.0]","[0.7374245472837022,0.2625754527162978]",True,True,"[true,true]",0.5153072565155891,1e-12,0.750167672702884,0.5921125764236269,0.5921125764236269,0.724356014605501,0.724356014605501,0.724356014605501
0,transfer,PCA16,public_coverage,mlp,mlp,True,True,True,False,2048,"[1531,517]",True,validation_person_weighted,2984,2,"[0,1]",True,348390.0,"[2275,709]","[263229.0,85161.0]","[0.7555584259020064,0.24444157409799364]",True,True,"[true,true]",0.5050255211137411,1e-12,0.7664341686041505,0.591775473155236,0.591775473155236,0.7085058517964623,0.7085058517964622,0.7085058517964622
0,transfer,PCA16,public_coverage,mlp,mlp,True,True,True,False,2048,"[1531,517]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[2199,783]","[244261.0,89880.0]","[0.7310117585091324,0.26898824149086764]",True,True,"[true,true]",0.5227835931454338,1e-12,0.7408788505451291,0.5841567910569634,0.5841567910569634,0.7251877661906686,0.7251877661906685,0.7251877661906685
0,audit,PCA16,SEX,logistic,logistic,False,False,True,False,2993,"[1512,1481]",True,validation,2985,2,"[0,1]",False,2985.0,"[1541,1444]","[1541.0,1444.0]","[0.5162479061976549,0.4837520938023451]",True,True,"[true,true]",0.6672877213092863,1e-12,0.5738693467336683,0.5727432181498865,0.5727432181498865,0.6233282431633235,0.6233282431633234,0.6233282431633234
0,audit,PCA16,SEX,logistic,logistic,False,False,True,False,2993,"[1512,1481]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[1534,1448]","[1534.0,1448.0]","[0.5144198524480215,0.48558014755197854]",True,True,"[true,true]",0.6728506311683976,1e-12,0.573775989268947,0.572695243000281,0.572695243000281,0.61381251485662,0.61381251485662,0.61381251485662
0,audit,PCA16,SEX,logistic,logistic,False,False,True,False,2993,"[1512,1481]",True,validation_person_weighted,2985,2,"[0,1]",True,339532.0,"[1541,1444]","[181421.0,158111.0]","[0.5343266614045216,0.4656733385954785]",True,True,"[true,true]",0.6611006332812635,1e-12,0.5876824570290871,0.5839784665916931,0.5839784665916931,0.6339914131284576,0.6339914131284576,0.6339914131284576
0,audit,PCA16,SEX,logistic,logistic,False,False,True,False,2993,"[1512,1481]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[1534,1448]","[173797.0,160344.0]","[0.520130723257547,0.47986927674245305]",True,True,"[true,true]",0.6701816973087192,1e-12,0.580691983324405,0.5783261420153497,0.5783261420153497,0.6169544291023917,0.6169544291023916,0.6169544291023916
0,audit,PCA16,SEX,mlp_0,mlp,False,False,False,False,2993,"[1512,1481]",True,validation,2985,2,"[0,1]",False,2985.0,"[1541,1444]","[1541.0,1444.0]","[0.5162479061976549,0.4837520938023451]",True,True,"[true,true]",0.6534532383008056,1e-12,0.6120603015075377,0.6102770802137691,0.6102770802137691,0.6562443263628862,0.6562443263628863,0.6562443263628863
0,audit,PCA16,SEX,mlp_0,mlp,False,False,False,False,2993,"[1512,1481]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[1534,1448]","[1534.0,1448.0]","[0.5144198524480215,0.48558014755197854]",True,True,"[true,true]",0.6604373023494798,1e-12,0.6032863849765259,0.6020559761429694,0.6020559761429694,0.6431836026133245,0.6431836026133245,0.6431836026133245
0,audit,PCA16,SEX,mlp_0,mlp,False,False,False,False,2993,"[1512,1481]",True,validation_person_weighted,2985,2,"[0,1]",True,339532.0,"[1541,1444]","[181421.0,158111.0]","[0.5343266614045216,0.4656733385954785]",True,True,"[true,true]",0.652081048198434,1e-12,0.6108172425574026,0.6063205871843204,0.6063205871843204,0.6514806662575385,0.6514806662575385,0.6514806662575385
0,audit,PCA16,SEX,mlp_0,mlp,False,False,False,False,2993,"[1512,1481]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[1534,1448]","[173797.0,160344.0]","[0.520130723257547,0.47986927674245305]",True,True,"[true,true]",0.6579969717352463,1e-12,0.599414618379666,0.5967827656624036,0.5967827656624036,0.641877322898188,0.641877322898188,0.641877322898188
0,audit,PCA16,SEX,mlp_1,mlp,True,True,True,True,2993,"[1512,1481]",True,validation,2985,2,"[0,1]",False,2985.0,"[1541,1444]","[1541.0,1444.0]","[0.5162479061976549,0.4837520938023451]",True,True,"[true,true]",0.6509224668633202,1e-12,0.616750418760469,0.6155388449778088,0.6155388449778088,0.6609589502805137,0.6609589502805137,0.6609589502805137
0,audit,PCA16,SEX,mlp_1,mlp,True,True,True,True,2993,"[1512,1481]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[1534,1448]","[1534.0,1448.0]","[0.5144198524480215,0.48558014755197854]",True,True,"[true,true]",0.6634489941526499,1e-12,0.596244131455399,0.5954627882184301,0.5954627882184301,0.6384754046403077,0.6384754046403077,0.6384754046403077
0,audit,PCA16,SEX,mlp_1,mlp,True,True,True,True,2993,"[1512,1481]",True,validation_person_weighted,2985,2,"[0,1]",True,339532.0,"[1541,1444]","[181421.0,158111.0]","[0.5343266614045216,0.4656733385954785]",True,True,"[true,true]",0.6455853903267473,1e-12,0.62230953194397,0.6190984332716933,0.6190984332716933,0.6629173114826532,0.6629173114826532,0.6629173114826532
0,audit,PCA16,SEX,mlp_1,mlp,True,True,True,True,2993,"[1512,1481]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[1534,1448]","[173797.0,160344.0]","[0.520130723257547,0.47986927674245305]",True,True,"[true,true]",0.661590074472383,1e-12,0.5984838735743294,0.5968448582805265,0.5968448582805265,0.6388882923654968,0.6388882923654968,0.6388882923654968
0,audit,PCA16,SEX,hist_gb_20,histgb,False,False,False,False,2993,"[1512,1481]",True,validation,2985,2,"[0,1]",False,2985.0,"[1541,1444]","[1541.0,1444.0]","[0.5162479061976549,0.4837520938023451]",True,True,"[true,true]",0.6860905177729452,1e-12,0.5896147403685092,0.5892572096760567,0.5892572096760567,0.6327231121281465,0.6327231121281465,0.6327231121281465
0,audit,PCA16,SEX,hist_gb_20,histgb,False,False,False,False,2993,"[1512,1481]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[1534,1448]","[1534.0,1448.0]","[0.5144198524480215,0.48558014755197854]",True,True,"[true,true]",0.6905447111045179,1e-12,0.5724346076458753,0.5726884899911401,0.5726884899911401,0.6225529345876524,0.6225529345876524,0.6225529345876524
0,audit,PCA16,SEX,hist_gb_20,histgb,False,False,False,False,2993,"[1512,1481]",True,validation_person_weighted,2985,2,"[0,1]",True,339532.0,"[1541,1444]","[181421.0,158111.0]","[0.5343266614045216,0.4656733385954785]",True,True,"[true,true]",0.6907501605045717,1e-12,0.5837770813943899,0.5826107230368139,0.5826107230368139,0.6239614019894684,0.6239614019894684,0.6239614019894684
0,audit,PCA16,SEX,hist_gb_20,histgb,False,False,False,False,2993,"[1512,1481]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[1534,1448]","[173797.0,160344.0]","[0.520130723257547,0.47986927674245305]",True,True,"[true,true]",0.6856870665309155,1e-12,0.5673114044669765,0.567433545609725,0.567433545609725,0.620017171675551,0.6200171716755511,0.6200171716755511
0,audit,PCA16,SEX,hist_gb_5,histgb,False,False,True,False,2993,"[1512,1481]",True,validation,2985,2,"[0,1]",False,2985.0,"[1541,1444]","[1541.0,1444.0]","[0.5162479061976549,0.4837520938023451]",True,True,"[true,true]",0.6796536419721805,1e-12,0.5932998324958124,0.5925429758350246,0.5925429758350246,0.6352161419806903,0.6352161419806903,0.6352161419806903
0,audit,PCA16,SEX,hist_gb_5,histgb,False,False,True,False,2993,"[1512,1481]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[1534,1448]","[1534.0,1448.0]","[0.5144198524480215,0.48558014755197854]",True,True,"[true,true]",0.6902388589372357,1e-12,0.5731052984574111,0.5732242287163161,0.5732242287163161,0.6191894858348881,0.6191894858348881,0.6191894858348881
0,audit,PCA16,SEX,hist_gb_5,histgb,False,False,True,False,2993,"[1512,1481]",True,validation_person_weighted,2985,2,"[0,1]",True,339532.0,"[1541,1444]","[181421.0,158111.0]","[0.5343266614045216,0.4656733385954785]",True,True,"[true,true]",0.6853623424382654,1e-12,0.5917674917239023,0.5902206716639502,0.5902206716639502,0.6255988040012082,0.6255988040012082,0.6255988040012082
0,audit,PCA16,SEX,hist_gb_5,histgb,False,False,True,False,2993,"[1512,1481]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[1534,1448]","[173797.0,160344.0]","[0.520130723257547,0.47986927674245305]",True,True,"[true,true]",0.683768918066568,1e-12,0.5715401581966895,0.57146821965831,0.57146821965831,0.6188869156576168,0.6188869156576168,0.6188869156576168
0,audit,PCA16,RAC1P,logistic,logistic,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,2985,9,"[0,1,2,3,4,5,6,7,8]",False,2985.0,"[1737,144,18,0,11,468,16,409,182]","[1737.0,144.0,18.0,0.0,11.0,468.0,16.0,409.0,182.0]","[0.5819095477386935,0.04824120603015075,0.006030150753768844,0.0,0.0036850921273031824,0.15678391959798996,0.005360134003350084,0.13701842546063653,0.060971524288107204]",False,False,"[true,true,true,false,true,true,true,true,true]",1.222340829711252,1e-12,0.6010050251256281,,0.1567465087177603,,,0.6005288908640735
0,audit,PCA16,RAC1P,logistic,logistic,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,2982,9,"[0,1,2,3,4,5,6,7,8]",False,2982.0,"[1685,130,22,0,9,486,7,465,178]","[1685.0,130.0,22.0,0.0,9.0,486.0,7.0,465.0,178.0]","[0.5650570087189806,0.043594902749832326,0.007377598926894702,0.0,0.0030181086519114686,0.16297786720321933,0.002347417840375587,0.15593561368209255,0.059691482226693494]",False,False,"[true,true,true,false,true,true,true,true,true]",1.2121034248646023,1e-12,0.5838363514419852,,0.1562873800382176,,,0.6167387986138118
0,audit,PCA16,RAC1P,logistic,logistic,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation_person_weighted,2985,9,"[0,1,2,3,4,5,6,7,8]",True,339532.0,"[1737,144,18,0,11,468,16,409,182]","[196465.0,19737.0,1880.0,0.0,982.0,48456.0,1692.0,49569.0,20751.0]","[0.5786347089523226,0.05813001425491559,0.005537033328228267,0.0,0.002892216344851148,0.14271408880458986,0.00498332999540544,0.14599213034412073,0.061116477975566366]",False,False,"[true,true,true,false,true,true,true,true,true]",1.2307657243070595,1e-12,0.6000789321772322,,0.1615528980478753,,,0.5533138783235108
0,audit,PCA16,RAC1P,logistic,logistic,False,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation_person_weighted,2982,9,"[0,1,2,3,4,5,6,7,8]",True,334141.0,"[1685,130,22,0,9,486,7,465,178]","[192470.0,16914.0,1406.0,0.0,1091.0,48866.0,581.0,56173.0,16640.0]","[0.5760143173091599,0.05061934931660586,0.004207804489721405,0.0,0.0032650886901038783,0.14624365163209543,0.0017387869192945493,0.16811166543465184,0.04979933620836713]",False,False,"[true,true,true,false,true,true,true,true,true]",1.1918562534142572,1e-12,0.5881499127613792,,0.15913148452942602,,,0.6013546692700094
0,audit,PCA16,RAC1P,mlp_0,mlp,True,True,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,2985,9,"[0,1,2,3,4,5,6,7,8]",False,2985.0,"[1737,144,18,0,11,468,16,409,182]","[1737.0,144.0,18.0,0.0,11.0,468.0,16.0,409.0,182.0]","[0.5819095477386935,0.04824120603015075,0.006030150753768844,0.0,0.0036850921273031824,0.15678391959798996,0.005360134003350084,0.13701842546063653,0.060971524288107204]",False,False,"[true,true,true,false,true,true,true,true,true]",1.221820051398217,1e-12,0.6003350083752094,,0.1590081263008724,,,0.57819634361609
0,audit,PCA16,RAC1P,mlp_0,mlp,True,True,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,development_evaluation,2982,9,"[0,1,2,3,4,5,6,7,8]",False,2982.0,"[1685,130,22,0,9,486,7,465,178]","[1685.0,130.0,22.0,0.0,9.0,486.0,7.0,465.0,178.0]","[0.5650570087189806,0.043594902749832326,0.007377598926894702,0.0,0.0030181086519114686,0.16297786720321933,0.002347417840375587,0.15593561368209255,0.059691482226693494]",False,False,"[true,true,true,false,true,true,true,true,true]",1.2139651347628213,1e-12,0.5838363514419852,,0.15862014751315773,,,0.6563592859787716
