left,right,comparison_family,weight,endpoint,estimate,bootstrap_se,critical_value,adjusted_low,adjusted_high,unadjusted_low,unadjusted_high,degenerate,significantly_better,significantly_worse,family_size,candidate_wide_alpha,candidate_wide_level,candidate_wide_critical_value,candidate_wide_low,candidate_wide_high,candidate_wide_better,candidate_wide_worse,percentile_estimable
dax16_C1_b100,dax16_L2_b100,coalition_vs_local,unweighted,recovery/A/SEX,-0.0028549384566103715,0.0019496580784353693,2.5659034660764446,-0.007857572877731627,0.0021476959645108833,-0.006709969018427608,0.0008883581935681256,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.010687653111484119,0.004977776198263375,False,False,False
dax16_C1_b100,dax16_L2_b100,coalition_vs_local,unweighted,recovery/AB/SEX,-0.0035649191272283387,0.0016329093747344731,2.5659034660764446,-0.007754806951648243,0.0006249686971915658,-0.006578262544526054,-0.00023169599834061086,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.010125101823379714,0.002995263568923037,False,False,False
dax16_C1_b100,dax16_L2_b100,coalition_vs_local,unweighted,recovery/A/RAC1P,-0.0020644322374650708,0.002109255055460994,2.5659034660764446,-0.007476577095111698,0.0033477126201815564,-0.0060280439801548204,0.0020769834922792557,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.010538324745342349,0.006409460270412206,False,False,False
dax16_C1_b100,dax16_L2_b100,coalition_vs_local,unweighted,recovery/AB/RAC1P,-0.005190330048187104,0.0017560156449667266,2.5659034660764446,-0.009696096678091692,-0.0006845634182825171,-0.00855877827349966,-0.0017606760160973815,False,True,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.012245089869230476,0.0018644297728562667,False,False,False
dax16_C1_b100,dax16_L2_b100,coalition_vs_local,person_weighted,utility/same_residence,0.004263649455979013,0.0015643417336907459,2.5452423131002058,0.00028202068324079295,0.008245278228717233,0.0013680465499877773,0.007558446806895679,False,False,True,850,0.05,5.882352941176471e-05,4.017481188886016,-0.0020210640321129004,0.010548362944070926,False,False,False
dax16_C1_b100,dax16_L2_b100,coalition_vs_local,person_weighted,recovery/A/SEX,-0.004329976847615898,0.002208503854841997,2.5452423131002058,-0.009951154307604662,0.001291200612372867,-0.00889613023238972,-0.00020744857800415766,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.013202599540025877,0.004542645844794081,False,False,False
dax16_C1_b100,dax16_L2_b100,coalition_vs_local,person_weighted,recovery/AB/SEX,-0.004362366968295728,0.0019288536849396522,2.5452423131002058,-0.009271766982983383,0.0005470330463919282,-0.00808462700276917,-0.0004573107134383065,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.012111500363654257,0.003386766427062801,False,False,False
dax16_C1_b100,dax16_L2_b100,coalition_vs_local,person_weighted,recovery/A/RAC1P,-0.0030262736234059804,0.0023428204009249337,2.5452423131002058,-0.00898931923983451,0.0029367719930225495,-0.007642166444696534,0.0015871362250511483,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.012438510513060285,0.0063859632662483234,False,False,False
dax16_C1_b100,dax16_L2_b100,coalition_vs_local,person_weighted,recovery/AB/RAC1P,-0.007242679525717295,0.002066006092805735,2.5452423131002058,-0.012501165652249282,-0.0019841933991853085,-0.011221076120878574,-0.003137256748960858,False,True,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.015542820139688232,0.0010574610882536405,False,False,False
dax16_C1_b300,dax16_L1_b300,coalition_vs_local,unweighted,utility/same_residence,0.0016156309959023583,0.0013189217609562605,2.5474952600932887,-0.0017443159385676088,0.004975577930372325,-0.0009158278872586661,0.00427793967822502,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.003683112368351837,0.006914374360156553,False,False,False
dax16_C1_b300,dax16_L1_b300,coalition_vs_local,unweighted,recovery/A/SEX,0.0029839479200326484,0.0020447030711808786,2.5474952600932887,-0.0022249234620988303,0.008192819302164128,-0.0009051955116801238,0.00713018373109429,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.005230608205293988,0.011198504045359284,False,False,False
dax16_C1_b300,dax16_L1_b300,coalition_vs_local,unweighted,recovery/AB/SEX,-0.0012210831465228424,0.0034534410224724846,2.5474952600932887,-0.010018707782283217,0.007576541489237533,-0.008664574454014891,0.0047233655598615575,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.015095217491233335,0.01265305119818765,False,False,False
dax16_C1_b300,dax16_L1_b300,coalition_vs_local,unweighted,recovery/A/RAC1P,-0.0008124153181177838,0.002734072108453335,2.5474952600932887,-0.007777451055155919,0.006152620418920351,-0.006116793770566663,0.0046271028215806,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.01179649858288698,0.010171667946651412,False,False,False
dax16_C1_b300,dax16_L1_b300,coalition_vs_local,unweighted,recovery/AB/RAC1P,-0.0025561818014725457,0.0022484577188264013,2.5474952600932887,-0.008284117182702971,0.00317175357975788,-0.007021979412418485,0.002108578959927197,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.011589318390863178,0.006476954787918087,False,False,False
dax16_C1_b300,dax16_L1_b300,coalition_vs_local,person_weighted,utility/same_residence,0.0021754995306756584,0.0015426909649615638,2.583239292203914,-0.0018096403857410241,0.006160639447092341,-0.0007529157191666807,0.00520297629622306,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.004022232401321843,0.008373231462673159,False,False,False
dax16_C1_b300,dax16_L1_b300,coalition_vs_local,person_weighted,recovery/A/SEX,0.004812199171164044,0.002379094377514053,2.583239292203914,-0.0013335709046916689,0.010957969247019757,0.00013624638637348236,0.009415940567215822,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.004745767737083148,0.014370166079411236,False,False,False
dax16_C1_b300,dax16_L1_b300,coalition_vs_local,person_weighted,recovery/AB/SEX,0.0010062345906885297,0.0025187290978670213,2.583239292203914,-0.005500245381338876,0.0075127145627159365,-0.003982577537095713,0.005803449157240285,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.009112712179892086,0.011125181361269144,False,False,False
dax16_C1_b300,dax16_L1_b300,coalition_vs_local,person_weighted,recovery/A/RAC1P,-0.0015660621535114054,0.003172806551128461,2.583239292203914,-0.009762180702948431,0.006630056395925621,-0.0077742748991740575,0.004783925681801992,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.014312752788644315,0.011180628481621505,False,False,False
dax16_C1_b300,dax16_L1_b300,coalition_vs_local,person_weighted,recovery/AB/RAC1P,-0.004131559812787196,0.002601097124435049,2.583239292203914,-0.010850816107466427,0.0025876964818920363,-0.009270289392345586,0.0008456790673892258,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.01458141858067051,0.006318298955096119,False,False,False
dax16_C1_b300,dax16_L2_b300,coalition_vs_local,unweighted,utility/same_residence,-0.006759466048308719,0.0017259043028556708,2.5776166307514377,-0.011208185682434962,-0.0023107464141824754,-0.010172623486856196,-0.003241085355326273,False,True,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.013693254118848804,0.00017432202223136798,False,False,False
dax16_C1_b300,dax16_L2_b300,coalition_vs_local,unweighted,recovery/A/SEX,0.0061321629484090145,0.002124376791469831,2.5776166307514377,0.0006563340007339994,0.01160799189608403,0.002077965481756652,0.010252501249035602,False,False,True,850,0.05,5.882352941176471e-05,4.017481188886016,-0.00240248084942706,0.01466680674624509,False,False,False
dax16_C1_b300,dax16_L2_b300,coalition_vs_local,unweighted,recovery/AB/SEX,-0.0010787196795332874,0.003389244937182791,2.5776166307514377,-0.009814893795305762,0.0076574544362391864,-0.008308311440694438,0.0047299619657922,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.014694947459192314,0.012537508100125739,False,False,False
dax16_C1_b300,dax16_L2_b300,coalition_vs_local,unweighted,recovery/A/RAC1P,0.006876395846854363,0.002361583559119803,2.5776166307514377,0.0007891387899579879,0.012963652903750738,0.0022445413462396186,0.011682835304828222,False,False,True,850,0.05,5.882352941176471e-05,4.017481188886016,-0.0026112216778919305,0.016364013371600657,False,False,False
dax16_C1_b300,dax16_L2_b300,coalition_vs_local,unweighted,recovery/AB/RAC1P,0.0012847544542633482,0.0020883336137940264,2.5776166307514377,-0.004098168999209384,0.00666767790773608,-0.0030205235620047914,0.005271653570718835,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.007105086555272507,0.009674595463799203,False,False,False
dax16_C1_b300,dax16_L2_b300,coalition_vs_local,person_weighted,utility/same_residence,-0.006728295182405086,0.0020646623911061367,2.491647322140648,-0.011872705700329198,-0.0015838846644809735,-0.010756013493214964,-0.002596061157816295,False,True,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.015023037500074415,0.0015664471352642428,False,False,False
dax16_C1_b300,dax16_L2_b300,coalition_vs_local,person_weighted,recovery/A/SEX,0.004832422150921352,0.0023841784418051916,2.491647322140648,-0.0011081096791080158,0.01077295398095072,8.520709457264057e-05,0.009359844104553133,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.0047459698899785805,0.014410814191821286,False,False,False
dax16_C1_b300,dax16_L2_b300,coalition_vs_local,person_weighted,recovery/AB/SEX,0.0017230010589025513,0.002495791764750155,2.491647322140648,-0.004495631808357854,0.007941633926162955,-0.003296401297325497,0.006418611206820255,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.008303795407357829,0.011749797525162932,False,False,False
dax16_C1_b300,dax16_L2_b300,coalition_vs_local,person_weighted,recovery/A/RAC1P,0.007507331215132732,0.0026469936767592396,2.491647322140648,0.000911956508712345,0.014102705921553119,0.002582825416520612,0.012938102871787592,False,False,True,850,0.05,5.882352941176471e-05,4.017481188886016,-0.003126916088347748,0.018141578518613213,False,False,False
dax16_C1_b300,dax16_L2_b300,coalition_vs_local,person_weighted,recovery/AB/RAC1P,0.003762120637096726,0.0024910717934149076,2.491647322140648,-0.00244475172622563,0.009968993000419082,-0.0011729529791290217,0.00856664643559985,False,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,-0.006245713433112208,0.01376995470730566,False,False,False
dax8_C1_b010,dax8_L1_b010,coalition_vs_local,unweighted,utility/same_residence,0.0,0.0,nan,0.0,0.0,0.0,0.0,True,False,False,850,0.05,5.882352941176471e-05,4.017481188886016,0.0,0.0,False,False,False
