seed,condition,weight,endpoint,recovery_budget_120,recovery_budget_360,catchup_gain
0,dax8_L2_b300,unweighted,AB/SEX,0.01693969528116812,0.01693969528116812,0.0
0,dax8_L2_b300,unweighted,A/RAC1P,0.017035674699698244,0.019686413052045104,0.0026507383523468597
0,dax8_L2_b300,unweighted,AB/RAC1P,0.03999977218151152,0.03999977218151152,0.0
0,dax8_L2_b300,person_weighted,A/SEX,0.012310544923438083,0.012310544923438083,0.0
0,dax8_L2_b300,person_weighted,AB/SEX,0.0167299668046772,0.0167299668046772,0.0
0,dax8_L2_b300,person_weighted,A/RAC1P,0.018724007365358064,0.01945925749108146,0.0007352501257233968
0,dax8_L2_b300,person_weighted,AB/RAC1P,0.04468590489667901,0.04468590489667901,0.0
0,dax8_C1_b010,unweighted,A/SEX,0.03417008030214963,0.03417008030214963,0.0
0,dax8_C1_b010,unweighted,AB/SEX,0.03147958318545585,0.03147958318545585,0.0
0,dax8_C1_b010,unweighted,A/RAC1P,0.06675981364833716,0.06675981364833716,0.0
0,dax8_C1_b010,unweighted,AB/RAC1P,0.07208986717569488,0.07208986717569488,0.0
0,dax8_C1_b010,person_weighted,A/SEX,0.03749110566671898,0.03749110566671898,0.0
0,dax8_C1_b010,person_weighted,AB/SEX,0.035701764704784145,0.035701764704784145,0.0
0,dax8_C1_b010,person_weighted,A/RAC1P,0.057809521564137656,0.057809521564137656,0.0
0,dax8_C1_b010,person_weighted,AB/RAC1P,0.06944704693618897,0.06944704693618897,0.0
0,dax8_C1_b030,unweighted,A/SEX,0.03417008030214963,0.03417008030214963,0.0
0,dax8_C1_b030,unweighted,AB/SEX,0.03147958318545585,0.03147958318545585,0.0
0,dax8_C1_b030,unweighted,A/RAC1P,0.06675981364833716,0.06675981364833716,0.0
0,dax8_C1_b030,unweighted,AB/RAC1P,0.07208986717569488,0.07208986717569488,0.0
0,dax8_C1_b030,person_weighted,A/SEX,0.03749110566671898,0.03749110566671898,0.0
0,dax8_C1_b030,person_weighted,AB/SEX,0.035701764704784145,0.035701764704784145,0.0
0,dax8_C1_b030,person_weighted,A/RAC1P,0.057809521564137656,0.057809521564137656,0.0
0,dax8_C1_b030,person_weighted,AB/RAC1P,0.06944704693618897,0.06944704693618897,0.0
0,dax8_C1_b100,unweighted,A/SEX,0.018633295045484277,0.018633295045484277,0.0
0,dax8_C1_b100,unweighted,AB/SEX,0.02489575607208938,0.02489575607208938,0.0
0,dax8_C1_b100,unweighted,A/RAC1P,0.017035674699698244,0.019686413052045104,0.0026507383523468597
0,dax8_C1_b100,unweighted,AB/RAC1P,0.03999977218151152,0.03999977218151152,0.0
0,dax8_C1_b100,person_weighted,A/SEX,0.01969132580962829,0.01969132580962829,0.0
0,dax8_C1_b100,person_weighted,AB/SEX,0.027347854055196463,0.027347854055196463,0.0
0,dax8_C1_b100,person_weighted,A/RAC1P,0.018724007365358064,0.01945925749108146,0.0007352501257233968
0,dax8_C1_b100,person_weighted,AB/RAC1P,0.04468590489667901,0.04468590489667901,0.0
0,dax8_C1_b300,unweighted,A/SEX,0.014333300164416918,0.014333300164416918,0.0
0,dax8_C1_b300,unweighted,AB/SEX,0.018553677557411663,0.018553677557411663,0.0
0,dax8_C1_b300,unweighted,A/RAC1P,0.017035674699698244,0.019686413052045104,0.0026507383523468597
0,dax8_C1_b300,unweighted,AB/RAC1P,0.03999977218151152,0.03999977218151152,0.0
0,dax8_C1_b300,person_weighted,A/SEX,0.012074621525475893,0.012074621525475893,0.0
0,dax8_C1_b300,person_weighted,AB/SEX,0.017193939089443444,0.017193939089443444,0.0
0,dax8_C1_b300,person_weighted,A/RAC1P,0.018724007365358064,0.01945925749108146,0.0007352501257233968
0,dax8_C1_b300,person_weighted,AB/RAC1P,0.04468590489667901,0.04468590489667901,0.0
0,dax16_none,unweighted,A/SEX,0.03788864977694284,0.03788864977694284,0.0
0,dax16_none,unweighted,AB/SEX,0.03788864977694284,0.03788864977694284,0.0
0,dax16_none,unweighted,A/RAC1P,0.07448182730967678,0.07448182730967678,0.0
0,dax16_none,unweighted,AB/RAC1P,0.07587741389045788,0.07587741389045788,0.0
0,dax16_none,person_weighted,A/SEX,0.040952200387776694,0.040952200387776694,0.0
0,dax16_none,person_weighted,AB/SEX,0.040952200387776694,0.040952200387776694,0.0
0,dax16_none,person_weighted,A/RAC1P,0.06889020721397987,0.06889020721397987,0.0
0,dax16_none,person_weighted,AB/RAC1P,0.0685784752818297,0.0685784752818297,0.0
0,dax8_none,unweighted,A/SEX,0.03417008030214963,0.03417008030214963,0.0
0,dax8_none,unweighted,AB/SEX,0.03147958318545585,0.03147958318545585,0.0
0,dax8_none,unweighted,A/RAC1P,0.06675981364833716,0.06675981364833716,0.0
0,dax8_none,unweighted,AB/RAC1P,0.07208986717569488,0.07208986717569488,0.0
0,dax8_none,person_weighted,A/SEX,0.03749110566671898,0.03749110566671898,0.0
0,dax8_none,person_weighted,AB/SEX,0.035701764704784145,0.035701764704784145,0.0
0,dax8_none,person_weighted,A/RAC1P,0.057809521564137656,0.057809521564137656,0.0
0,dax8_none,person_weighted,AB/RAC1P,0.06944704693618897,0.06944704693618897,0.0
0,dax16_L2_b030_single,unweighted,A/SEX,0.03788864977694284,0.03788864977694284,0.0
0,dax16_L2_b030_single,unweighted,AB/SEX,0.03788864977694284,0.03788864977694284,0.0
0,dax16_L2_b030_single,unweighted,A/RAC1P,0.07448182730967678,0.07448182730967678,0.0
0,dax16_L2_b030_single,unweighted,AB/RAC1P,0.07587741389045788,0.07587741389045788,0.0
0,dax16_L2_b030_single,person_weighted,A/SEX,0.040952200387776694,0.040952200387776694,0.0
0,dax16_L2_b030_single,person_weighted,AB/SEX,0.040952200387776694,0.040952200387776694,0.0
0,dax16_L2_b030_single,person_weighted,A/RAC1P,0.06889020721397987,0.06889020721397987,0.0
0,dax16_L2_b030_single,person_weighted,AB/RAC1P,0.0685784752818297,0.0685784752818297,0.0
0,dax16_L2_b100_single,unweighted,A/SEX,0.010647059283089733,0.010647059283089733,0.0
0,dax16_L2_b100_single,unweighted,AB/SEX,0.010647059283089733,0.010647059283089733,0.0
0,dax16_L2_b100_single,unweighted,A/RAC1P,0.017788712132684292,0.017788712132684292,0.0
0,dax16_L2_b100_single,unweighted,AB/RAC1P,0.04553422661001316,0.04553422661001316,0.0
0,dax16_L2_b100_single,person_weighted,A/SEX,0.013927213909394665,0.013927213909394665,0.0
0,dax16_L2_b100_single,person_weighted,AB/SEX,0.013927213909394665,0.013927213909394665,0.0
0,dax16_L2_b100_single,person_weighted,A/RAC1P,0.024340235679835676,0.024340235679835676,0.0
0,dax16_L2_b100_single,person_weighted,AB/RAC1P,0.051349334312496886,0.051349334312496886,0.0
0,dax16_C1_b030_single,unweighted,A/SEX,0.03788864977694284,0.03788864977694284,0.0
0,dax16_C1_b030_single,unweighted,AB/SEX,0.03788864977694284,0.03788864977694284,0.0
0,dax16_C1_b030_single,unweighted,A/RAC1P,0.07448182730967678,0.07448182730967678,0.0
0,dax16_C1_b030_single,unweighted,AB/RAC1P,0.07587741389045788,0.07587741389045788,0.0
0,dax16_C1_b030_single,person_weighted,A/SEX,0.040952200387776694,0.040952200387776694,0.0
0,dax16_C1_b030_single,person_weighted,AB/SEX,0.040952200387776694,0.040952200387776694,0.0
0,dax16_C1_b030_single,person_weighted,A/RAC1P,0.06889020721397987,0.06889020721397987,0.0
0,dax16_C1_b030_single,person_weighted,AB/RAC1P,0.0685784752818297,0.0685784752818297,0.0
0,dax16_C1_b100_single,unweighted,A/SEX,0.010199131248087245,0.010199131248087245,0.0
0,dax16_C1_b100_single,unweighted,AB/SEX,0.010199131248087245,0.010199131248087245,0.0
0,dax16_C1_b100_single,unweighted,A/RAC1P,0.03178880430006559,0.03178880430006559,0.0
0,dax16_C1_b100_single,unweighted,AB/RAC1P,0.05158286365843989,0.05158286365843989,0.0
0,dax16_C1_b100_single,person_weighted,A/SEX,0.01580850894521335,0.01580850894521335,0.0
0,dax16_C1_b100_single,person_weighted,AB/SEX,0.01580850894521335,0.01580850894521335,0.0
0,dax16_C1_b100_single,person_weighted,A/RAC1P,0.038129540857511524,0.038129540857511524,0.0
0,dax16_C1_b100_single,person_weighted,AB/RAC1P,0.05536836528497169,0.05536836528497169,0.0
0,dax16_L2_b030_r1,unweighted,A/SEX,0.03788864977694284,0.03788864977694284,0.0
0,dax16_L2_b030_r1,unweighted,AB/SEX,0.03788864977694284,0.03788864977694284,0.0
0,dax16_L2_b030_r1,unweighted,A/RAC1P,0.07448182730967678,0.07448182730967678,0.0
0,dax16_L2_b030_r1,unweighted,AB/RAC1P,0.07587741389045788,0.07587741389045788,0.0
0,dax16_L2_b030_r1,person_weighted,A/SEX,0.040952200387776694,0.040952200387776694,0.0
0,dax16_L2_b030_r1,person_weighted,AB/SEX,0.040952200387776694,0.040952200387776694,0.0
0,dax16_L2_b030_r1,person_weighted,A/RAC1P,0.06889020721397987,0.06889020721397987,0.0
0,dax16_L2_b030_r1,person_weighted,AB/RAC1P,0.0685784752818297,0.0685784752818297,0.0
0,dax16_L2_b030_r2,unweighted,A/SEX,0.03788864977694284,0.03788864977694284,0.0
0,dax16_L2_b030_r2,unweighted,AB/SEX,0.03788864977694284,0.03788864977694284,0.0
0,dax16_L2_b030_r2,unweighted,A/RAC1P,0.07448182730967678,0.07448182730967678,0.0
0,dax16_L2_b030_r2,unweighted,AB/RAC1P,0.07587741389045788,0.07587741389045788,0.0
0,dax16_L2_b030_r2,person_weighted,A/SEX,0.040952200387776694,0.040952200387776694,0.0
0,dax16_L2_b030_r2,person_weighted,AB/SEX,0.040952200387776694,0.040952200387776694,0.0
0,dax16_L2_b030_r2,person_weighted,A/RAC1P,0.06889020721397987,0.06889020721397987,0.0
0,dax16_L2_b030_r2,person_weighted,AB/RAC1P,0.0685784752818297,0.0685784752818297,0.0
0,dax16_L2_b100_r1,unweighted,A/SEX,0.02296605540704222,0.02296605540704222,0.0
0,dax16_L2_b100_r1,unweighted,AB/SEX,0.02296605540704222,0.02296605540704222,0.0
0,dax16_L2_b100_r1,unweighted,A/RAC1P,0.029861052437078373,0.029861052437078373,0.0
0,dax16_L2_b100_r1,unweighted,AB/RAC1P,0.04809177632202277,0.04809177632202277,0.0
0,dax16_L2_b100_r1,person_weighted,A/SEX,0.02640560679807258,0.02640560679807258,0.0
0,dax16_L2_b100_r1,person_weighted,AB/SEX,0.02640560679807258,0.02640560679807258,0.0
0,dax16_L2_b100_r1,person_weighted,A/RAC1P,0.028566637552968066,0.028566637552968066,0.0
0,dax16_L2_b100_r1,person_weighted,AB/RAC1P,0.05338140434182881,0.05338140434182881,0.0
0,dax16_L2_b100_r2,unweighted,A/SEX,0.015515288068985944,0.015515288068985944,0.0
0,dax16_L2_b100_r2,unweighted,AB/SEX,0.015515288068985944,0.015515288068985944,0.0
0,dax16_L2_b100_r2,unweighted,A/RAC1P,0.034135925129689326,0.034135925129689326,0.0
0,dax16_L2_b100_r2,unweighted,AB/RAC1P,0.052226377881909425,0.052226377881909425,0.0
0,dax16_L2_b100_r2,person_weighted,A/SEX,0.020356696165565902,0.020356696165565902,0.0
0,dax16_L2_b100_r2,person_weighted,AB/SEX,0.020356696165565902,0.020356696165565902,0.0
0,dax16_L2_b100_r2,person_weighted,A/RAC1P,0.033896714623571134,0.033896714623571134,0.0
0,dax16_L2_b100_r2,person_weighted,AB/RAC1P,0.05385654669768325,0.05385654669768325,0.0
0,dax16_C1_b030_r1,unweighted,A/SEX,0.03788864977694284,0.03788864977694284,0.0
0,dax16_C1_b030_r1,unweighted,AB/SEX,0.03788864977694284,0.03788864977694284,0.0
0,dax16_C1_b030_r1,unweighted,A/RAC1P,0.07448182730967678,0.07448182730967678,0.0
0,dax16_C1_b030_r1,unweighted,AB/RAC1P,0.07587741389045788,0.07587741389045788,0.0
0,dax16_C1_b030_r1,person_weighted,A/SEX,0.040952200387776694,0.040952200387776694,0.0
0,dax16_C1_b030_r1,person_weighted,AB/SEX,0.040952200387776694,0.040952200387776694,0.0
0,dax16_C1_b030_r1,person_weighted,A/RAC1P,0.06889020721397987,0.06889020721397987,0.0
0,dax16_C1_b030_r1,person_weighted,AB/RAC1P,0.0685784752818297,0.0685784752818297,0.0
0,dax16_C1_b030_r2,unweighted,A/SEX,0.03788864977694284,0.03788864977694284,0.0
0,dax16_C1_b030_r2,unweighted,AB/SEX,0.03788864977694284,0.03788864977694284,0.0
0,dax16_C1_b030_r2,unweighted,A/RAC1P,0.07448182730967678,0.07448182730967678,0.0
0,dax16_C1_b030_r2,unweighted,AB/RAC1P,0.07587741389045788,0.07587741389045788,0.0
0,dax16_C1_b030_r2,person_weighted,A/SEX,0.040952200387776694,0.040952200387776694,0.0
0,dax16_C1_b030_r2,person_weighted,AB/SEX,0.040952200387776694,0.040952200387776694,0.0
0,dax16_C1_b030_r2,person_weighted,A/RAC1P,0.06889020721397987,0.06889020721397987,0.0
0,dax16_C1_b030_r2,person_weighted,AB/RAC1P,0.0685784752818297,0.0685784752818297,0.0
0,dax16_C1_b100_r1,unweighted,A/SEX,0.015649624316608768,0.015649624316608768,0.0
0,dax16_C1_b100_r1,unweighted,AB/SEX,0.015649624316608768,0.015649624316608768,0.0
0,dax16_C1_b100_r1,unweighted,A/RAC1P,0.047052910217431965,0.047052910217431965,0.0
0,dax16_C1_b100_r1,unweighted,AB/RAC1P,0.056584174408389254,0.056584174408389254,0.0
0,dax16_C1_b100_r1,person_weighted,A/SEX,0.020966614963026542,0.020966614963026542,0.0
0,dax16_C1_b100_r1,person_weighted,AB/SEX,0.020966614963026542,0.020966614963026542,0.0
0,dax16_C1_b100_r1,person_weighted,A/RAC1P,0.04191783883973277,0.04191783883973277,0.0
0,dax16_C1_b100_r1,person_weighted,AB/RAC1P,0.0561455034321896,0.0561455034321896,0.0
0,dax16_C1_b100_r2,unweighted,A/SEX,0.01793008649678096,0.01793008649678096,0.0
0,dax16_C1_b100_r2,unweighted,AB/SEX,0.01793008649678096,0.01793008649678096,0.0
0,dax16_C1_b100_r2,unweighted,A/RAC1P,0.032482182478478006,0.032482182478478006,0.0
0,dax16_C1_b100_r2,unweighted,AB/RAC1P,0.050887338962712025,0.050887338962712025,0.0
0,dax16_C1_b100_r2,person_weighted,A/SEX,0.022002738636283437,0.022002738636283437,0.0
0,dax16_C1_b100_r2,person_weighted,AB/SEX,0.022002738636283437,0.022002738636283437,0.0
0,dax16_C1_b100_r2,person_weighted,A/RAC1P,0.037271523288813446,0.037271523288813446,0.0
0,dax16_C1_b100_r2,person_weighted,AB/RAC1P,0.05309481431330165,0.05309481431330165,0.0
0,leace_dax16_none,unweighted,A/SEX,0.009689927865194736,0.009689927865194736,0.0
0,leace_dax16_none,unweighted,AB/SEX,0.009689927865194736,0.009689927865194736,0.0
0,leace_dax16_none,unweighted,A/RAC1P,0.017035674699698244,0.019686413052045104,0.0026507383523468597
0,leace_dax16_none,unweighted,AB/RAC1P,0.03999977218151152,0.03999977218151152,0.0
0,leace_dax16_none,person_weighted,A/SEX,0.00882230431265807,0.00882230431265807,0.0
0,leace_dax16_none,person_weighted,AB/SEX,0.00882230431265807,0.00882230431265807,0.0
0,leace_dax16_none,person_weighted,A/RAC1P,0.018724007365358064,0.01945925749108146,0.0007352501257233968
0,leace_dax16_none,person_weighted,AB/RAC1P,0.04468590489667901,0.04468590489667901,0.0
0,splince_dax16_none,unweighted,A/SEX,-0.0011529799218552572,-0.0011529799218552572,0.0
0,splince_dax16_none,unweighted,AB/SEX,0.006542192555564208,0.006542192555564208,0.0
0,splince_dax16_none,unweighted,A/RAC1P,0.017035674699698244,0.019686413052045104,0.0026507383523468597
0,splince_dax16_none,unweighted,AB/RAC1P,0.03999977218151152,0.03999977218151152,0.0
0,splince_dax16_none,person_weighted,A/SEX,-0.0004950715215966683,-0.0004950715215966683,0.0
0,splince_dax16_none,person_weighted,AB/SEX,0.006375280641869541,0.006375280641869541,0.0
0,splince_dax16_none,person_weighted,A/RAC1P,0.018724007365358064,0.01945925749108146,0.0007352501257233968
0,splince_dax16_none,person_weighted,AB/RAC1P,0.04468590489667901,0.04468590489667901,0.0
0,leace_dax8_none,unweighted,A/SEX,0.003099341535045097,0.0038572222479579255,0.0007578807129128284
0,leace_dax8_none,unweighted,AB/SEX,0.006522608943295705,0.006522608943295705,0.0
0,leace_dax8_none,unweighted,A/RAC1P,0.017035674699698244,0.019686413052045104,0.0026507383523468597
0,leace_dax8_none,unweighted,AB/RAC1P,0.03999977218151152,0.03999977218151152,0.0
0,leace_dax8_none,person_weighted,A/SEX,0.0031861432749544782,0.004318133977544436,0.0011319907025899578
0,leace_dax8_none,person_weighted,AB/SEX,0.0081272979207766,0.0081272979207766,0.0
0,leace_dax8_none,person_weighted,A/RAC1P,0.018724007365358064,0.01945925749108146,0.0007352501257233968
0,leace_dax8_none,person_weighted,AB/RAC1P,0.04468590489667901,0.04468590489667901,0.0
1,H,unweighted,A/SEX,0.0003522245909788335,0.00014049162681362137,-0.00021173296416521215
1,H,unweighted,AB/SEX,0.005975264202495945,0.00014049162681362137,-0.005834772575682323
1,H,unweighted,A/RAC1P,0.012553508872378272,0.012553508872378272,0.0
1,H,unweighted,AB/RAC1P,0.022130245871152088,0.022130245871152088,0.0
1,H,person_weighted,A/SEX,0.00024299846765818423,-0.00047129449720539895,-0.0007142929648635832
1,H,person_weighted,AB/SEX,0.006120121945161094,-0.00047129449720539895,-0.006591416442366493
1,H,person_weighted,A/RAC1P,0.009728409231783752,0.009728409231783752,0.0
1,H,person_weighted,AB/RAC1P,0.01638163930680636,0.01638163930680636,0.0
1,E,unweighted,A/SEX,0.019979317672330632,0.019979317672330632,0.0
1,E,unweighted,AB/SEX,0.020709230933750877,0.020709230933750877,0.0
1,E,unweighted,A/RAC1P,0.042832661478863,0.042832661478863,0.0
1,E,unweighted,AB/RAC1P,0.055339546319351784,0.055339546319351784,0.0
1,E,person_weighted,A/SEX,0.015707486706531437,0.015707486706531437,0.0
1,E,person_weighted,AB/SEX,0.01439963075428019,0.01439963075428019,0.0
1,E,person_weighted,A/RAC1P,0.03579152803440633,0.03579152803440633,0.0
1,E,person_weighted,AB/RAC1P,0.04443693247677816,0.04443693247677816,0.0
1,A0,unweighted,A/SEX,0.03634842578806219,0.03634842578806219,0.0
1,A0,unweighted,AB/SEX,0.03634842578806219,0.03634842578806219,0.0
1,A0,unweighted,A/RAC1P,0.05482150024377952,0.05482150024377952,0.0
1,A0,unweighted,AB/RAC1P,0.07593347454068988,0.07593347454068988,0.0
1,A0,person_weighted,A/SEX,0.02970061881184327,0.02970061881184327,0.0
1,A0,person_weighted,AB/SEX,0.02970061881184327,0.02970061881184327,0.0
1,A0,person_weighted,A/RAC1P,0.043505957392827144,0.043505957392827144,0.0
1,A0,person_weighted,AB/RAC1P,0.06179254387500932,0.06179254387500932,0.0
1,L025,unweighted,A/SEX,0.011846484168068883,0.011846484168068883,0.0
1,L025,unweighted,AB/SEX,0.018208842302964268,0.018208842302964268,0.0
1,L025,unweighted,A/RAC1P,0.014253258619493003,0.014253258619493003,0.0
1,L025,unweighted,AB/RAC1P,0.021582731107928854,0.021582731107928854,0.0
1,L025,person_weighted,A/SEX,0.006582666433997408,0.006582666433997408,0.0
1,L025,person_weighted,AB/SEX,0.014532605702494816,0.014532605702494816,0.0
1,L025,person_weighted,A/RAC1P,0.011896297771191833,0.011896297771191833,0.0
1,L025,person_weighted,AB/RAC1P,0.015990873413243456,0.015990873413243456,0.0
1,L20,unweighted,A/SEX,0.014536414286839383,0.014536414286839383,0.0
1,L20,unweighted,AB/SEX,0.014536414286839383,0.014536414286839383,0.0
1,L20,unweighted,A/RAC1P,0.012577165454133121,0.012577165454133121,0.0
1,L20,unweighted,AB/RAC1P,0.022130245871152088,0.022130245871152088,0.0
1,L20,person_weighted,A/SEX,0.011599602584623114,0.011599602584623114,0.0
1,L20,person_weighted,AB/SEX,0.011599602584623114,0.011599602584623114,0.0
1,L20,person_weighted,A/RAC1P,0.009783343554528035,0.009783343554528035,0.0
1,L20,person_weighted,AB/RAC1P,0.01638163930680636,0.01638163930680636,0.0
1,J,unweighted,A/SEX,0.010455947959936984,0.010455947959936984,0.0
1,J,unweighted,AB/SEX,0.01506245085034319,0.01506245085034319,0.0
1,J,unweighted,A/RAC1P,0.013057901518365389,0.013057901518365389,0.0
1,J,unweighted,AB/RAC1P,0.020182680761584804,0.020182680761584804,0.0
1,J,person_weighted,A/SEX,0.008980085335364096,0.008980085335364096,0.0
1,J,person_weighted,AB/SEX,0.012992655791885133,0.012992655791885133,0.0
1,J,person_weighted,A/RAC1P,0.008878361580093808,0.008878361580093808,0.0
1,J,person_weighted,AB/RAC1P,0.013288098802498816,0.013288098802498816,0.0
1,spectral_S0,unweighted,A/SEX,0.04219127119783406,0.04219127119783406,0.0
1,spectral_S0,unweighted,AB/SEX,0.03929599612574275,0.03929599612574275,0.0
1,spectral_S0,unweighted,A/RAC1P,0.0849372747577084,0.0849372747577084,0.0
1,spectral_S0,unweighted,AB/RAC1P,0.0849372747577084,0.0849372747577084,0.0
1,spectral_S0,person_weighted,A/SEX,0.03505145571394641,0.03505145571394641,0.0
1,spectral_S0,person_weighted,AB/SEX,0.03023558680490468,0.03023558680490468,0.0
1,spectral_S0,person_weighted,A/RAC1P,0.07413680385336274,0.07413680385336274,0.0
1,spectral_S0,person_weighted,AB/RAC1P,0.07413680385336274,0.07413680385336274,0.0
1,spectral_M025,unweighted,A/SEX,0.033895028235998104,0.033895028235998104,0.0
1,spectral_M025,unweighted,AB/SEX,0.03482452999389085,0.03482452999389085,0.0
1,spectral_M025,unweighted,A/RAC1P,0.06260245533924613,0.06260245533924613,0.0
1,spectral_M025,unweighted,AB/RAC1P,0.0643028403020689,0.0643028403020689,0.0
1,spectral_M025,person_weighted,A/SEX,0.030567783518791525,0.030567783518791525,0.0
1,spectral_M025,person_weighted,AB/SEX,0.02930179927715726,0.02930179927715726,0.0
1,spectral_M025,person_weighted,A/RAC1P,0.0547768454065416,0.0547768454065416,0.0
1,spectral_M025,person_weighted,AB/RAC1P,0.04649278970816639,0.04649278970816639,0.0
1,spectral_M1,unweighted,A/SEX,0.03538478774066345,0.03538478774066345,0.0
1,spectral_M1,unweighted,AB/SEX,0.033354082552317754,0.033354082552317754,0.0
1,spectral_M1,unweighted,A/RAC1P,0.05910327834881701,0.05910327834881701,0.0
1,spectral_M1,unweighted,AB/RAC1P,0.06487408041022036,0.06487408041022036,0.0
1,spectral_M1,person_weighted,A/SEX,0.028522418754896472,0.028522418754896472,0.0
1,spectral_M1,person_weighted,AB/SEX,0.026832224477838063,0.026832224477838063,0.0
1,spectral_M1,person_weighted,A/RAC1P,0.0481051220575921,0.0481051220575921,0.0
1,spectral_M1,person_weighted,AB/RAC1P,0.04636640033969974,0.04636640033969974,0.0
1,spectral_L025,unweighted,A/SEX,0.03511773570785448,0.03511773570785448,0.0
1,spectral_L025,unweighted,AB/SEX,0.03614803041792891,0.03614803041792891,0.0
1,spectral_L025,unweighted,A/RAC1P,0.07329309899252445,0.07329309899252445,0.0
1,spectral_L025,unweighted,AB/RAC1P,0.08310455856013399,0.08310455856013399,0.0
1,spectral_L025,person_weighted,A/SEX,0.03131339430444646,0.03131339430444646,0.0
1,spectral_L025,person_weighted,AB/SEX,0.02925175134306668,0.02925175134306668,0.0
1,spectral_L025,person_weighted,A/RAC1P,0.06432006925816647,0.06432006925816647,0.0
1,spectral_L025,person_weighted,AB/RAC1P,0.06977607070729186,0.06977607070729186,0.0
1,spectral_L1,unweighted,A/SEX,0.026349541038997448,0.026349541038997448,0.0
1,spectral_L1,unweighted,AB/SEX,0.030102093334525182,0.030102093334525182,0.0
1,spectral_L1,unweighted,A/RAC1P,0.05250203953710364,0.05250203953710364,0.0
1,spectral_L1,unweighted,AB/RAC1P,0.07222540412036937,0.07222540412036937,0.0
1,spectral_L1,person_weighted,A/SEX,0.024142414543677826,0.024142414543677826,0.0
1,spectral_L1,person_weighted,AB/SEX,0.02506699355403008,0.02506699355403008,0.0
1,spectral_L1,person_weighted,A/RAC1P,0.04023243582756608,0.04023243582756608,0.0
1,spectral_L1,person_weighted,AB/RAC1P,0.05763020381972339,0.05763020381972339,0.0
1,spectral_C025,unweighted,A/SEX,0.030841841086695965,0.030841841086695965,0.0
1,spectral_C025,unweighted,AB/SEX,0.03079166728863547,0.03079166728863547,0.0
1,spectral_C025,unweighted,A/RAC1P,0.06619616093273284,0.06619616093273284,0.0
1,spectral_C025,unweighted,AB/RAC1P,0.07775136876870015,0.07775136876870015,0.0
1,spectral_C025,person_weighted,A/SEX,0.02764357675114637,0.02764357675114637,0.0
1,spectral_C025,person_weighted,AB/SEX,0.025693674989182735,0.025693674989182735,0.0
1,spectral_C025,person_weighted,A/RAC1P,0.057146207521296066,0.057146207521296066,0.0
1,spectral_C025,person_weighted,AB/RAC1P,0.06154999958648588,0.06154999958648588,0.0
1,spectral_C1,unweighted,A/SEX,0.024355395701736726,0.024355395701736726,0.0
1,spectral_C1,unweighted,AB/SEX,0.02516293490860333,0.02516293490860333,0.0
1,spectral_C1,unweighted,A/RAC1P,0.03813767365722964,0.03813767365722964,0.0
1,spectral_C1,unweighted,AB/RAC1P,0.04729910670912907,0.04729910670912907,0.0
1,spectral_C1,person_weighted,A/SEX,0.020574541830246318,0.020574541830246318,0.0
1,spectral_C1,person_weighted,AB/SEX,0.020258415928481655,0.020258415928481655,0.0
1,spectral_C1,person_weighted,A/RAC1P,0.021665344668154063,0.021665344668154063,0.0
1,spectral_C1,person_weighted,AB/RAC1P,0.0282671339746301,0.0282671339746301,0.0
1,spectral_L2,unweighted,A/SEX,0.02392688433176715,0.02392688433176715,0.0
1,spectral_L2,unweighted,AB/SEX,0.025759898385079194,0.025759898385079194,0.0
1,spectral_L2,unweighted,A/RAC1P,0.045956206572194125,0.045956206572194125,0.0
1,spectral_L2,unweighted,AB/RAC1P,0.04438561179381906,0.04438561179381906,0.0
1,spectral_L2,person_weighted,A/SEX,0.01928007730575365,0.01928007730575365,0.0
1,spectral_L2,person_weighted,AB/SEX,0.019879403151581876,0.019879403151581876,0.0
1,spectral_L2,person_weighted,A/RAC1P,0.03251374077835134,0.03251374077835134,0.0
1,spectral_L2,person_weighted,AB/RAC1P,0.0289163052893473,0.0289163052893473,0.0
1,leace_A0,unweighted,A/SEX,0.0059573795625526005,0.0059573795625526005,0.0
1,leace_A0,unweighted,AB/SEX,0.00827050903670501,0.00827050903670501,0.0
1,leace_A0,unweighted,A/RAC1P,0.02781887624432544,0.02781887624432544,0.0
1,leace_A0,unweighted,AB/RAC1P,0.038338242353173735,0.038338242353173735,0.0
1,leace_A0,person_weighted,A/SEX,0.0031221282819203777,0.0031221282819203777,0.0
1,leace_A0,person_weighted,AB/SEX,0.008785234995583702,0.008785234995583702,0.0
1,leace_A0,person_weighted,A/RAC1P,0.022929638754773274,0.022929638754773274,0.0
1,leace_A0,person_weighted,AB/RAC1P,0.03144757791396202,0.03144757791396202,0.0
1,splince_A0,unweighted,A/SEX,0.0045957175073598755,0.0045957175073598755,0.0
1,splince_A0,unweighted,AB/SEX,0.007230594571395521,0.007230594571395521,0.0
1,splince_A0,unweighted,A/RAC1P,0.030448375014816342,0.030448375014816342,0.0
1,splince_A0,unweighted,AB/RAC1P,0.03691030675831475,0.03691030675831475,0.0
1,splince_A0,person_weighted,A/SEX,0.0017421285400012199,0.0017421285400012199,0.0
1,splince_A0,person_weighted,AB/SEX,0.007518158765343119,0.007518158765343119,0.0
1,splince_A0,person_weighted,A/RAC1P,0.030220623888201015,0.030220623888201015,0.0
1,splince_A0,person_weighted,AB/RAC1P,0.03213263507916886,0.03213263507916886,0.0
