left,right,family,weight,endpoint,seed,estimate,sign
dax16_C1_b010,leace_A0,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.011118163363746436,-1
dax16_C1_b010,leace_A0,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.011194783216505966,-1
dax16_C1_b010,leace_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.028198721911748104,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.030391046225509588,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.02500886735219443,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.028198721911748104,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.02807791675135718,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.020592567517500382,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,0.05479541425763168,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,0.02700262399945408,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,0.04668542972515444,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,0.03587764170894614,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,0.037595232187515926,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.03842420675691183,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,utility/same_residence,0,-0.009180265592197034,-1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,utility/same_residence,1,-0.0061791546006859654,-1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.008017321838959812,-1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.032129896075118625,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.026578490529923005,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.020853459133252317,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.032129896075118625,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,0.02091538381625968,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.016854029632748846,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,0.04943094972289841,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,0.020576318638054092,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,0.05034982400067478,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,0.02389257038515069,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.0303449659610473,1
dax16_C1_b010,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.04579058851077522,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,utility/same_residence,0,-0.009131100996363106,-1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.020174919430164417,-1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.015973901561216863,-1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.0390416296987981,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.03175270828070231,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.02500886735219443,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.03134645722137874,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.029117831216666334,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.020592567517500382,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,0.05479541425763168,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,0.024373125228963177,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,0.05408814550380159,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,0.03587764170894614,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,0.03902316778237491,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.04394499504682203,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,utility/same_residence,0,-0.009074108184767837,-1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,utility/same_residence,1,-0.017366420359463564,-1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.012291683051435076,-1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.04144727190937347,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.02795849027184205,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.020853459133252317,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.034576919745907264,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,0.022182460046500263,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.016854029632748846,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,0.04943094972289841,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,0.013285333504626351,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,0.058736181367184725,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,0.02389257038515069,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.02965990879584046,1
dax16_C1_b010,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.04946480665438968,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,utility/same_residence,0,-0.012893891685767545,-1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.012954324795725392,-1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.018492948982083812,-1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.03229468089655896,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.02256741976666088,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.019308124584348052,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.033959995213684535,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.02256741976666088,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.017724218160828253,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,0.05422795558454396,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,0.03825994872027905,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,0.04719806640221358,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,0.03587764170894614,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,0.03532387824233574,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.03451711075992536,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,utility/same_residence,0,-0.010255732175801113,-1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,utility/same_residence,1,-0.009629663314173531,-1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.01429921329696543,-1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.03305705353338395,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.016446339354052597,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.01801373846090004,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.03520482808249059,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,0.016446339354052597,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.016569645314175707,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,0.05209175788234499,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,0.03411539918822437,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,0.05170312580893843,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,0.02389257038515069,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.035072244428494326,1
dax16_C1_b010,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.04122359476522597,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,utility/same_residence,0,-0.007028048278099608,-1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.011118163363746436,-1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.011194783216505966,-1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.028198721911748104,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.030391046225509588,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.02500886735219443,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.028198721911748104,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.02807791675135718,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.020592567517500382,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,0.05479541425763168,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,0.02700262399945408,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,0.04668542972515444,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,0.03587764170894614,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,0.037595232187515926,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.03842420675691183,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,utility/same_residence,0,-0.009180265592197034,-1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,utility/same_residence,1,-0.0061791546006859654,-1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.008017321838959812,-1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.032129896075118625,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.026578490529923005,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.020853459133252317,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.032129896075118625,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,0.02091538381625968,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.016854029632748846,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,0.04943094972289841,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,0.020576318638054092,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,0.05034982400067478,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,0.02389257038515069,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.0303449659610473,1
dax16_C1_b010,leace_dax16_none,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.04579058851077522,1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,utility/same_residence,0,-0.010064037218408373,-1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.0016395273563712398,-1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.019106417128134823,-1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.03510093785159418,1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.025892477828125204,1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.029652663486940067,1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.02888837412889156,1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.021285974937719,1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.013889973344538897,1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,0.05479541425763168,1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,0.04176359872541413,1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,0.061024995151114814,1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,0.03587764170894614,1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,0.05575079377910486,1
dax16_C1_b030,J,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.05098577138406912,1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,utility/same_residence,0,-0.010765604260969952,-1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,utility/same_residence,1,-0.00015251592953052784,-1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.015453351791667791,-1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.04073817176613226,1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.020720533476479286,1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.024673942001111504,1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.03138380614711689,1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,0.01670796301995825,1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.01281158871439203,1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,0.04943094972289841,1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,0.03462759581273356,1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,0.06613614002667023,1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,0.02389257038515069,1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.048504445072510505,1
dax16_C1_b030,J,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.058947727964054675,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,utility/same_residence,0,-0.007028048278099608,-1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.011118163363746436,-1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.011194783216505966,-1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.028198721911748104,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.030391046225509588,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.02500886735219443,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.028198721911748104,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.02807791675135718,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.020592567517500382,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,0.05479541425763168,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,0.02700262399945408,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,0.04668542972515444,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,0.03587764170894614,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,0.037595232187515926,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.03842420675691183,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,utility/same_residence,0,-0.009180265592197034,-1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,utility/same_residence,1,-0.0061791546006859654,-1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.008017321838959812,-1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.032129896075118625,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.026578490529923005,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.020853459133252317,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.032129896075118625,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,0.02091538381625968,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.016854029632748846,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,0.04943094972289841,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,0.020576318638054092,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,0.05034982400067478,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,0.02389257038515069,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.0303449659610473,1
dax16_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.04579058851077522,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,utility/same_residence,0,-0.009131100996363106,-1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.020174919430164417,-1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.015973901561216863,-1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.0390416296987981,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.03175270828070231,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.02500886735219443,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.03134645722137874,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.029117831216666334,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.020592567517500382,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,0.05479541425763168,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,0.024373125228963177,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,0.05408814550380159,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,0.03587764170894614,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,0.03902316778237491,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.04394499504682203,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,utility/same_residence,0,-0.009074108184767837,-1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,utility/same_residence,1,-0.017366420359463564,-1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.012291683051435076,-1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.04144727190937347,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.02795849027184205,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.020853459133252317,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.034576919745907264,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,0.022182460046500263,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.016854029632748846,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,0.04943094972289841,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,0.013285333504626351,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,0.058736181367184725,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,0.02389257038515069,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.02965990879584046,1
dax16_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.04946480665438968,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,utility/same_residence,0,-0.012893891685767545,-1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.012954324795725392,-1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.018492948982083812,-1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.03229468089655896,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.02256741976666088,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.019308124584348052,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.033959995213684535,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.02256741976666088,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.017724218160828253,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,0.05422795558454396,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,0.03825994872027905,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,0.04719806640221358,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,0.03587764170894614,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,0.03532387824233574,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.03451711075992536,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,utility/same_residence,0,-0.010255732175801113,-1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,utility/same_residence,1,-0.009629663314173531,-1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.01429921329696543,-1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.03305705353338395,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.016446339354052597,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.01801373846090004,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.03520482808249059,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,0.016446339354052597,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.016569645314175707,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,0.05209175788234499,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,0.03411539918822437,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,0.05170312580893843,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,0.02389257038515069,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.035072244428494326,1
dax16_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.04122359476522597,1
dax16_C1_b030,leace_dax16_none,frontier_vs_comparator,unweighted,utility/same_residence,0,-0.007028048278099608,-1
dax16_C1_b030,leace_dax16_none,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.011118163363746436,-1
dax16_C1_b030,leace_dax16_none,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.011194783216505966,-1
dax16_C1_b030,leace_dax16_none,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.028198721911748104,1
dax16_C1_b030,leace_dax16_none,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.030391046225509588,1
