left,right,family,weight,endpoint,seed,estimate,sign
dax8_C1_b030,J,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.04440291016726383,1
dax8_C1_b030,J,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.04711945843089449,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,utility/same_residence,0,0.0011524843200678703,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.004572964971292004,-1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.009014439214427183,-1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.024480152436954894,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.02727426061392213,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.022581544874004433,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.021789655320261114,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.027163311281437896,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.019592473381957243,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,0.04707340059629206,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,0.03139602618386905,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,0.03680990777458426,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,0.03209009499418336,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,0.03014401436589731,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.02854868480634165,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,utility/same_residence,0,0.0010790744363053384,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,utility/same_residence,1,0.002341139835583428,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.008382368376272487,-1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.028668801354060913,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.02644627964678259,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.020171873318500566,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.026879460392125964,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,0.02296269998691247,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.018673909864018623,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,0.038350264073056195,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,0.02390348574789347,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,0.038521554467514596,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,0.024761142039509965,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.026243431055800626,1
dax8_C1_b030,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.033962318977615036,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,utility/same_residence,0,-0.0009505683981956281,-1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.013629721037709985,-1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.013793557559138081,-1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.03532306022400489,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.028635922669114855,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.022581544874004433,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.024937390629891754,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.02820322574674705,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.019592473381957243,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,0.04707340059629206,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,0.02876652741337815,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,0.04421262355323141,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,0.03209009499418336,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,0.031571949960756296,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.03406947309625186,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,utility/same_residence,0,0.0011852318437345355,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,utility/same_residence,1,-0.00884612592319417,-1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.01265672958874775,-1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.03798617718831576,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.027826279388701636,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.020171873318500566,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.029326484062914604,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,0.024229776217153054,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.018673909864018623,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,0.038350264073056195,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,0.01661250061446573,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,0.04690791183402454,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,0.024761142039509965,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.02555837389059379,1
dax8_C1_b030,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.037636537121229496,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,utility/same_residence,0,-0.004713359087600066,-1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.006409126403270959,-1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.01631260498000503,-1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.02857611142176575,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.01945063415507342,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.016880802106158055,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.027550928622197546,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.021652814296741596,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.016724124025285114,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,0.04650594192320434,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,0.04265335090469402,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,0.0373225444516434,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,0.03209009499418336,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,0.02787266042071712,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.024641588809355186,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,utility/same_residence,0,3.6078527012595174e-06,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,utility/same_residence,1,-0.0011093688779041377,-1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.014664259834278104,-1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.02959595881232624,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.01631412847091218,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.01733215264614829,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.02995439239949793,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,0.018493655524705388,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.018389525545445484,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,0.04101107223250278,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,0.03744256629806375,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,0.03987485627577825,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,0.024761142039509965,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.030970709523247653,1
dax8_C1_b030,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.029395325232065783,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,utility/same_residence,0,-0.020057242993665514,-1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.02438623349616309,-1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.03565454636388682,-1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.030312858054191705,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.033091148549661,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.022581544874004433,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.024956974242160146,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.02652546618693641,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.01869838863218265,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,0.04707340059629206,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,0.04632994249691391,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,0.05068287664921067,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,0.03209009499418336,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,0.04851346871413753,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.04215523860753789,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,utility/same_residence,0,-0.017664546363098554,-1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,utility/same_residence,1,-0.016449743527535032,-1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.033819348300385244,-1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.03317297168917477,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.030039702425908366,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.020171873318500566,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.027574466784007656,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,0.022996464724877486,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.019052960113202566,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,0.038350264073056195,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,0.03662828698039555,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,0.05439692612984537,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,0.024761142039509965,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.04346388430037784,1
dax8_C1_b030,leace_dax8_none,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.048827791795012176,1
dax8_C1_b100,J,frontier_vs_comparator,unweighted,utility/same_residence,0,-0.00030527941570823725,-1
dax8_C1_b100,J,frontier_vs_comparator,unweighted,utility/same_residence,1,0.010870343532248694,1
dax8_C1_b100,J,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.014589946493233086,-1
dax8_C1_b100,J,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.01584558312013573,1
dax8_C1_b100,J,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.0043379125811009445,1
dax8_C1_b100,J,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.014755647612273881,1
dax8_C1_b100,J,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.015895480424037878,1
dax8_C1_b100,J,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.002046513036112363,1
dax8_C1_b100,J,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.005022941558323724,1
dax8_C1_b100,J,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,-0.0,0
dax8_C1_b100,J,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,0.007990512117241444,1
dax8_C1_b100,J,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,0.009377629692991496,1
dax8_C1_b100,J,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,-0.0,0
dax8_C1_b100,J,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,0.01463219991166187,1
dax8_C1_b100,J,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.017767795099796313,1
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,utility/same_residence,0,0.00022975206987624341,1
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,utility/same_residence,1,0.012013527352357778,1
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.012689884516004335,-1
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.019477297187983744,1
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.0015325372815604421,1
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.01420961746757654,1
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.017779459814536547,1
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,-0.0008280760132601817,-1
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.005137914613543515,1
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,-0.0,0
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,0.009143852495536287,1
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,0.012225769521031715,1
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,-0.0,0
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.015280116309816849,1
dax8_C1_b100,J,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.019211198606165825,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,utility/same_residence,0,0.0027307095246005275,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,utility/same_residence,1,0.0013917075248734978,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.006678312581604229,-1
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.008943367180289652,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.008836480978485328,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.010111851477528244,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.015205828206894423,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.008838454849750543,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.011725535731285208,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,-0.0,0
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,-0.006770462608718608,-1
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,-0.004961935732968881,-1
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,-0.0,0
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,-0.0035233616799270617,-1
dax8_C1_b100,leace_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.005206230472639017,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,utility/same_residence,0,0.001815090738649161,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,utility/same_residence,1,0.00598688868120234,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.005253854563296356,-1
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.01086902149697011,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.007390494335004161,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.010389134599717353,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.018525549742538283,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,0.0033793447830412493,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.00918035553190033,1
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,-0.0,0
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,-0.00490742467914318,-1
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,-0.0035605465049637353,-1
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,-0.0,0
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,-0.002879362801646357,-1
dax8_C1_b100,leace_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.006054059152886371,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,utility/same_residence,0,0.0006276568063370291,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.0076650485415444836,-1
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.011457430926315126,-1
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.019786274967339645,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.010198143033678053,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.010111851477528244,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.018353563516525062,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.009878369315059699,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.011725535731285208,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,-0.0,0
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,-0.00939996137920951,-1
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,0.0024407800456782702,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,-0.0,0
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,-0.002095426085068075,-1
dax8_C1_b100,splince_A0,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.010727018762549223,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,utility/same_residence,0,0.0019212481460783581,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,utility/same_residence,1,-0.005200377077575258,-1
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.00952821577577162,-1
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.02018639733122496,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,0.008770494076923208,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.010389134599717353,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.020972573413326923,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,0.004646421013281832,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.00918035553190033,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,-0.0,0
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,-0.01219840981257092,-1
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,0.004825810861546209,1
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,-0.0,0
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,-0.003564419966853194,-1
dax8_C1_b100,splince_A0,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.009728277296500831,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,utility/same_residence,0,-0.003135133883067409,-1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.0004444539071054576,-1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.013976478347182075,-1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/SEX,0,0.013039326165100507,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/SEX,1,0.001012854519636619,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/SEX,2,0.004411108709681866,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/SEX,0,0.020967101508830854,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/SEX,1,0.003327957865054243,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/SEX,2,0.00885718637461308,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/RAC1P,0,-0.0005674586730877174,-1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/RAC1P,1,0.00448686211210636,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,recovery/A/RAC1P,2,-0.004449299055909739,-1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,0,-0.0,0
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,1,-0.00579471562510725,-1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,unweighted,recovery/AB/RAC1P,2,0.0012991344756525525,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,utility/same_residence,0,0.0007396241550450822,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,utility/same_residence,1,0.0025363799677147747,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,utility/same_residence,2,-0.011535746021301974,-1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/SEX,0,0.011796178955235437,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/SEX,1,-0.0027416568408662467,-1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/SEX,2,0.0075494139273650784,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/SEX,0,0.02160048174991025,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/SEX,1,-0.0010896996791658342,-1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/SEX,2,0.008895971213327192,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,0,0.0026608081594465816,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,1,0.0086316558710271,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/A/RAC1P,2,-0.0022072446967000836,-1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,0,-0.0,0
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,1,0.0018479156658006701,1
dax8_C1_b100,optnet16_C1,frontier_vs_comparator,person_weighted,recovery/AB/RAC1P,2,0.0014870654073371181,1
dax8_C1_b100,leace_dax8_none,frontier_vs_comparator,unweighted,utility/same_residence,0,-0.018479017789132857,-1
dax8_C1_b100,leace_dax8_none,frontier_vs_comparator,unweighted,utility/same_residence,1,-0.018421560999997588,-1
dax8_C1_b100,leace_dax8_none,frontier_vs_comparator,unweighted,utility/same_residence,2,-0.033318419731063864,-1
