case,S,history,probability,numerator,denominator
coordinated/cached/k4,1,++/--/--/++,0,0,1
coordinated/cached/k4,1,++/--/-+/--,0,0,1
coordinated/cached/k4,1,++/--/-+/-+,0,0,1
coordinated/cached/k4,1,++/--/-+/+-,0,0,1
coordinated/cached/k4,1,++/--/-+/++,0,0,1
coordinated/cached/k4,1,++/--/+-/--,0,0,1
coordinated/cached/k4,1,++/--/+-/-+,0,0,1
coordinated/cached/k4,1,++/--/+-/+-,0,0,1
coordinated/cached/k4,1,++/--/+-/++,0,0,1
coordinated/cached/k4,1,++/--/++/--,0,0,1
coordinated/cached/k4,1,++/--/++/-+,0,0,1
coordinated/cached/k4,1,++/--/++/+-,0,0,1
coordinated/cached/k4,1,++/--/++/++,0,0,1
coordinated/cached/k4,1,++/-+/--/--,0,0,1
coordinated/cached/k4,1,++/-+/--/-+,0,0,1
coordinated/cached/k4,1,++/-+/--/+-,0,0,1
coordinated/cached/k4,1,++/-+/--/++,0,0,1
coordinated/cached/k4,1,++/-+/-+/--,0,0,1
coordinated/cached/k4,1,++/-+/-+/-+,0,0,1
coordinated/cached/k4,1,++/-+/-+/+-,0,0,1
coordinated/cached/k4,1,++/-+/-+/++,0,0,1
coordinated/cached/k4,1,++/-+/+-/--,0,0,1
coordinated/cached/k4,1,++/-+/+-/-+,0,0,1
coordinated/cached/k4,1,++/-+/+-/+-,0,0,1
coordinated/cached/k4,1,++/-+/+-/++,0,0,1
coordinated/cached/k4,1,++/-+/++/--,0,0,1
coordinated/cached/k4,1,++/-+/++/-+,0,0,1
coordinated/cached/k4,1,++/-+/++/+-,0,0,1
coordinated/cached/k4,1,++/-+/++/++,0,0,1
coordinated/cached/k4,1,++/+-/--/--,0,0,1
coordinated/cached/k4,1,++/+-/--/-+,0,0,1
coordinated/cached/k4,1,++/+-/--/+-,0,0,1
coordinated/cached/k4,1,++/+-/--/++,0,0,1
coordinated/cached/k4,1,++/+-/-+/--,0,0,1
coordinated/cached/k4,1,++/+-/-+/-+,0,0,1
coordinated/cached/k4,1,++/+-/-+/+-,0,0,1
coordinated/cached/k4,1,++/+-/-+/++,0,0,1
coordinated/cached/k4,1,++/+-/+-/--,0,0,1
coordinated/cached/k4,1,++/+-/+-/-+,0,0,1
coordinated/cached/k4,1,++/+-/+-/+-,0,0,1
coordinated/cached/k4,1,++/+-/+-/++,0,0,1
coordinated/cached/k4,1,++/+-/++/--,0,0,1
coordinated/cached/k4,1,++/+-/++/-+,0,0,1
coordinated/cached/k4,1,++/+-/++/+-,0,0,1
coordinated/cached/k4,1,++/+-/++/++,0,0,1
coordinated/cached/k4,1,++/++/--/--,0,0,1
coordinated/cached/k4,1,++/++/--/-+,0,0,1
coordinated/cached/k4,1,++/++/--/+-,0,0,1
coordinated/cached/k4,1,++/++/--/++,0,0,1
coordinated/cached/k4,1,++/++/-+/--,0,0,1
coordinated/cached/k4,1,++/++/-+/-+,0,0,1
coordinated/cached/k4,1,++/++/-+/+-,0,0,1
coordinated/cached/k4,1,++/++/-+/++,0,0,1
coordinated/cached/k4,1,++/++/+-/--,0,0,1
coordinated/cached/k4,1,++/++/+-/-+,0,0,1
coordinated/cached/k4,1,++/++/+-/+-,0,0,1
coordinated/cached/k4,1,++/++/+-/++,0,0,1
coordinated/cached/k4,1,++/++/++/--,0,0,1
coordinated/cached/k4,1,++/++/++/-+,0,0,1
coordinated/cached/k4,1,++/++/++/+-,0,0,1
coordinated/cached/k4,1,++/++/++/++,1/8,1,8
noiseless/fresh/k1,-1,--,0,0,1
noiseless/fresh/k1,-1,-+,1/4,1,4
noiseless/fresh/k1,-1,+-,1/4,1,4
noiseless/fresh/k1,-1,++,0,0,1
noiseless/fresh/k1,1,--,1/4,1,4
noiseless/fresh/k1,1,-+,0,0,1
noiseless/fresh/k1,1,+-,0,0,1
noiseless/fresh/k1,1,++,1/4,1,4
noiseless/fresh/k2,-1,--/--,0,0,1
noiseless/fresh/k2,-1,--/-+,0,0,1
noiseless/fresh/k2,-1,--/+-,0,0,1
noiseless/fresh/k2,-1,--/++,0,0,1
noiseless/fresh/k2,-1,-+/--,0,0,1
noiseless/fresh/k2,-1,-+/-+,1/4,1,4
noiseless/fresh/k2,-1,-+/+-,0,0,1
noiseless/fresh/k2,-1,-+/++,0,0,1
noiseless/fresh/k2,-1,+-/--,0,0,1
noiseless/fresh/k2,-1,+-/-+,0,0,1
noiseless/fresh/k2,-1,+-/+-,1/4,1,4
noiseless/fresh/k2,-1,+-/++,0,0,1
noiseless/fresh/k2,-1,++/--,0,0,1
noiseless/fresh/k2,-1,++/-+,0,0,1
noiseless/fresh/k2,-1,++/+-,0,0,1
noiseless/fresh/k2,-1,++/++,0,0,1
noiseless/fresh/k2,1,--/--,1/4,1,4
noiseless/fresh/k2,1,--/-+,0,0,1
noiseless/fresh/k2,1,--/+-,0,0,1
noiseless/fresh/k2,1,--/++,0,0,1
noiseless/fresh/k2,1,-+/--,0,0,1
noiseless/fresh/k2,1,-+/-+,0,0,1
noiseless/fresh/k2,1,-+/+-,0,0,1
noiseless/fresh/k2,1,-+/++,0,0,1
noiseless/fresh/k2,1,+-/--,0,0,1
noiseless/fresh/k2,1,+-/-+,0,0,1
noiseless/fresh/k2,1,+-/+-,0,0,1
noiseless/fresh/k2,1,+-/++,0,0,1
noiseless/fresh/k2,1,++/--,0,0,1
noiseless/fresh/k2,1,++/-+,0,0,1
noiseless/fresh/k2,1,++/+-,0,0,1
noiseless/fresh/k2,1,++/++,1/4,1,4
noiseless/fresh/k4,-1,--/--/--/--,0,0,1
noiseless/fresh/k4,-1,--/--/--/-+,0,0,1
noiseless/fresh/k4,-1,--/--/--/+-,0,0,1
noiseless/fresh/k4,-1,--/--/--/++,0,0,1
noiseless/fresh/k4,-1,--/--/-+/--,0,0,1
noiseless/fresh/k4,-1,--/--/-+/-+,0,0,1
noiseless/fresh/k4,-1,--/--/-+/+-,0,0,1
noiseless/fresh/k4,-1,--/--/-+/++,0,0,1
noiseless/fresh/k4,-1,--/--/+-/--,0,0,1
noiseless/fresh/k4,-1,--/--/+-/-+,0,0,1
noiseless/fresh/k4,-1,--/--/+-/+-,0,0,1
noiseless/fresh/k4,-1,--/--/+-/++,0,0,1
noiseless/fresh/k4,-1,--/--/++/--,0,0,1
noiseless/fresh/k4,-1,--/--/++/-+,0,0,1
noiseless/fresh/k4,-1,--/--/++/+-,0,0,1
noiseless/fresh/k4,-1,--/--/++/++,0,0,1
noiseless/fresh/k4,-1,--/-+/--/--,0,0,1
noiseless/fresh/k4,-1,--/-+/--/-+,0,0,1
noiseless/fresh/k4,-1,--/-+/--/+-,0,0,1
noiseless/fresh/k4,-1,--/-+/--/++,0,0,1
noiseless/fresh/k4,-1,--/-+/-+/--,0,0,1
noiseless/fresh/k4,-1,--/-+/-+/-+,0,0,1
noiseless/fresh/k4,-1,--/-+/-+/+-,0,0,1
noiseless/fresh/k4,-1,--/-+/-+/++,0,0,1
noiseless/fresh/k4,-1,--/-+/+-/--,0,0,1
noiseless/fresh/k4,-1,--/-+/+-/-+,0,0,1
noiseless/fresh/k4,-1,--/-+/+-/+-,0,0,1
noiseless/fresh/k4,-1,--/-+/+-/++,0,0,1
noiseless/fresh/k4,-1,--/-+/++/--,0,0,1
noiseless/fresh/k4,-1,--/-+/++/-+,0,0,1
noiseless/fresh/k4,-1,--/-+/++/+-,0,0,1
noiseless/fresh/k4,-1,--/-+/++/++,0,0,1
noiseless/fresh/k4,-1,--/+-/--/--,0,0,1
noiseless/fresh/k4,-1,--/+-/--/-+,0,0,1
noiseless/fresh/k4,-1,--/+-/--/+-,0,0,1
noiseless/fresh/k4,-1,--/+-/--/++,0,0,1
noiseless/fresh/k4,-1,--/+-/-+/--,0,0,1
noiseless/fresh/k4,-1,--/+-/-+/-+,0,0,1
noiseless/fresh/k4,-1,--/+-/-+/+-,0,0,1
noiseless/fresh/k4,-1,--/+-/-+/++,0,0,1
noiseless/fresh/k4,-1,--/+-/+-/--,0,0,1
noiseless/fresh/k4,-1,--/+-/+-/-+,0,0,1
noiseless/fresh/k4,-1,--/+-/+-/+-,0,0,1
noiseless/fresh/k4,-1,--/+-/+-/++,0,0,1
noiseless/fresh/k4,-1,--/+-/++/--,0,0,1
noiseless/fresh/k4,-1,--/+-/++/-+,0,0,1
noiseless/fresh/k4,-1,--/+-/++/+-,0,0,1
noiseless/fresh/k4,-1,--/+-/++/++,0,0,1
noiseless/fresh/k4,-1,--/++/--/--,0,0,1
noiseless/fresh/k4,-1,--/++/--/-+,0,0,1
noiseless/fresh/k4,-1,--/++/--/+-,0,0,1
noiseless/fresh/k4,-1,--/++/--/++,0,0,1
noiseless/fresh/k4,-1,--/++/-+/--,0,0,1
noiseless/fresh/k4,-1,--/++/-+/-+,0,0,1
noiseless/fresh/k4,-1,--/++/-+/+-,0,0,1
noiseless/fresh/k4,-1,--/++/-+/++,0,0,1
noiseless/fresh/k4,-1,--/++/+-/--,0,0,1
noiseless/fresh/k4,-1,--/++/+-/-+,0,0,1
noiseless/fresh/k4,-1,--/++/+-/+-,0,0,1
noiseless/fresh/k4,-1,--/++/+-/++,0,0,1
noiseless/fresh/k4,-1,--/++/++/--,0,0,1
noiseless/fresh/k4,-1,--/++/++/-+,0,0,1
noiseless/fresh/k4,-1,--/++/++/+-,0,0,1
noiseless/fresh/k4,-1,--/++/++/++,0,0,1
noiseless/fresh/k4,-1,-+/--/--/--,0,0,1
noiseless/fresh/k4,-1,-+/--/--/-+,0,0,1
noiseless/fresh/k4,-1,-+/--/--/+-,0,0,1
noiseless/fresh/k4,-1,-+/--/--/++,0,0,1
noiseless/fresh/k4,-1,-+/--/-+/--,0,0,1
noiseless/fresh/k4,-1,-+/--/-+/-+,0,0,1
noiseless/fresh/k4,-1,-+/--/-+/+-,0,0,1
noiseless/fresh/k4,-1,-+/--/-+/++,0,0,1
noiseless/fresh/k4,-1,-+/--/+-/--,0,0,1
noiseless/fresh/k4,-1,-+/--/+-/-+,0,0,1
noiseless/fresh/k4,-1,-+/--/+-/+-,0,0,1
noiseless/fresh/k4,-1,-+/--/+-/++,0,0,1
noiseless/fresh/k4,-1,-+/--/++/--,0,0,1
noiseless/fresh/k4,-1,-+/--/++/-+,0,0,1
noiseless/fresh/k4,-1,-+/--/++/+-,0,0,1
noiseless/fresh/k4,-1,-+/--/++/++,0,0,1
noiseless/fresh/k4,-1,-+/-+/--/--,0,0,1
noiseless/fresh/k4,-1,-+/-+/--/-+,0,0,1
noiseless/fresh/k4,-1,-+/-+/--/+-,0,0,1
noiseless/fresh/k4,-1,-+/-+/--/++,0,0,1
noiseless/fresh/k4,-1,-+/-+/-+/--,0,0,1
noiseless/fresh/k4,-1,-+/-+/-+/-+,1/4,1,4
noiseless/fresh/k4,-1,-+/-+/-+/+-,0,0,1
noiseless/fresh/k4,-1,-+/-+/-+/++,0,0,1
noiseless/fresh/k4,-1,-+/-+/+-/--,0,0,1
noiseless/fresh/k4,-1,-+/-+/+-/-+,0,0,1
noiseless/fresh/k4,-1,-+/-+/+-/+-,0,0,1
noiseless/fresh/k4,-1,-+/-+/+-/++,0,0,1
noiseless/fresh/k4,-1,-+/-+/++/--,0,0,1
noiseless/fresh/k4,-1,-+/-+/++/-+,0,0,1
noiseless/fresh/k4,-1,-+/-+/++/+-,0,0,1
noiseless/fresh/k4,-1,-+/-+/++/++,0,0,1
noiseless/fresh/k4,-1,-+/+-/--/--,0,0,1
noiseless/fresh/k4,-1,-+/+-/--/-+,0,0,1
noiseless/fresh/k4,-1,-+/+-/--/+-,0,0,1
noiseless/fresh/k4,-1,-+/+-/--/++,0,0,1
noiseless/fresh/k4,-1,-+/+-/-+/--,0,0,1
noiseless/fresh/k4,-1,-+/+-/-+/-+,0,0,1
noiseless/fresh/k4,-1,-+/+-/-+/+-,0,0,1
noiseless/fresh/k4,-1,-+/+-/-+/++,0,0,1
noiseless/fresh/k4,-1,-+/+-/+-/--,0,0,1
noiseless/fresh/k4,-1,-+/+-/+-/-+,0,0,1
noiseless/fresh/k4,-1,-+/+-/+-/+-,0,0,1
noiseless/fresh/k4,-1,-+/+-/+-/++,0,0,1
noiseless/fresh/k4,-1,-+/+-/++/--,0,0,1
noiseless/fresh/k4,-1,-+/+-/++/-+,0,0,1
noiseless/fresh/k4,-1,-+/+-/++/+-,0,0,1
noiseless/fresh/k4,-1,-+/+-/++/++,0,0,1
noiseless/fresh/k4,-1,-+/++/--/--,0,0,1
noiseless/fresh/k4,-1,-+/++/--/-+,0,0,1
noiseless/fresh/k4,-1,-+/++/--/+-,0,0,1
noiseless/fresh/k4,-1,-+/++/--/++,0,0,1
noiseless/fresh/k4,-1,-+/++/-+/--,0,0,1
noiseless/fresh/k4,-1,-+/++/-+/-+,0,0,1
noiseless/fresh/k4,-1,-+/++/-+/+-,0,0,1
noiseless/fresh/k4,-1,-+/++/-+/++,0,0,1
noiseless/fresh/k4,-1,-+/++/+-/--,0,0,1
noiseless/fresh/k4,-1,-+/++/+-/-+,0,0,1
noiseless/fresh/k4,-1,-+/++/+-/+-,0,0,1
noiseless/fresh/k4,-1,-+/++/+-/++,0,0,1
noiseless/fresh/k4,-1,-+/++/++/--,0,0,1
noiseless/fresh/k4,-1,-+/++/++/-+,0,0,1
noiseless/fresh/k4,-1,-+/++/++/+-,0,0,1
noiseless/fresh/k4,-1,-+/++/++/++,0,0,1
noiseless/fresh/k4,-1,+-/--/--/--,0,0,1
noiseless/fresh/k4,-1,+-/--/--/-+,0,0,1
noiseless/fresh/k4,-1,+-/--/--/+-,0,0,1
noiseless/fresh/k4,-1,+-/--/--/++,0,0,1
noiseless/fresh/k4,-1,+-/--/-+/--,0,0,1
noiseless/fresh/k4,-1,+-/--/-+/-+,0,0,1
noiseless/fresh/k4,-1,+-/--/-+/+-,0,0,1
noiseless/fresh/k4,-1,+-/--/-+/++,0,0,1
noiseless/fresh/k4,-1,+-/--/+-/--,0,0,1
noiseless/fresh/k4,-1,+-/--/+-/-+,0,0,1
noiseless/fresh/k4,-1,+-/--/+-/+-,0,0,1
noiseless/fresh/k4,-1,+-/--/+-/++,0,0,1
noiseless/fresh/k4,-1,+-/--/++/--,0,0,1
noiseless/fresh/k4,-1,+-/--/++/-+,0,0,1
noiseless/fresh/k4,-1,+-/--/++/+-,0,0,1
noiseless/fresh/k4,-1,+-/--/++/++,0,0,1
noiseless/fresh/k4,-1,+-/-+/--/--,0,0,1
noiseless/fresh/k4,-1,+-/-+/--/-+,0,0,1
noiseless/fresh/k4,-1,+-/-+/--/+-,0,0,1
noiseless/fresh/k4,-1,+-/-+/--/++,0,0,1
noiseless/fresh/k4,-1,+-/-+/-+/--,0,0,1
noiseless/fresh/k4,-1,+-/-+/-+/-+,0,0,1
noiseless/fresh/k4,-1,+-/-+/-+/+-,0,0,1
noiseless/fresh/k4,-1,+-/-+/-+/++,0,0,1
noiseless/fresh/k4,-1,+-/-+/+-/--,0,0,1
noiseless/fresh/k4,-1,+-/-+/+-/-+,0,0,1
noiseless/fresh/k4,-1,+-/-+/+-/+-,0,0,1
noiseless/fresh/k4,-1,+-/-+/+-/++,0,0,1
noiseless/fresh/k4,-1,+-/-+/++/--,0,0,1
noiseless/fresh/k4,-1,+-/-+/++/-+,0,0,1
noiseless/fresh/k4,-1,+-/-+/++/+-,0,0,1
noiseless/fresh/k4,-1,+-/-+/++/++,0,0,1
noiseless/fresh/k4,-1,+-/+-/--/--,0,0,1
noiseless/fresh/k4,-1,+-/+-/--/-+,0,0,1
noiseless/fresh/k4,-1,+-/+-/--/+-,0,0,1
noiseless/fresh/k4,-1,+-/+-/--/++,0,0,1
noiseless/fresh/k4,-1,+-/+-/-+/--,0,0,1
noiseless/fresh/k4,-1,+-/+-/-+/-+,0,0,1
noiseless/fresh/k4,-1,+-/+-/-+/+-,0,0,1
noiseless/fresh/k4,-1,+-/+-/-+/++,0,0,1
noiseless/fresh/k4,-1,+-/+-/+-/--,0,0,1
noiseless/fresh/k4,-1,+-/+-/+-/-+,0,0,1
noiseless/fresh/k4,-1,+-/+-/+-/+-,1/4,1,4
noiseless/fresh/k4,-1,+-/+-/+-/++,0,0,1
noiseless/fresh/k4,-1,+-/+-/++/--,0,0,1
noiseless/fresh/k4,-1,+-/+-/++/-+,0,0,1
noiseless/fresh/k4,-1,+-/+-/++/+-,0,0,1
noiseless/fresh/k4,-1,+-/+-/++/++,0,0,1
noiseless/fresh/k4,-1,+-/++/--/--,0,0,1
noiseless/fresh/k4,-1,+-/++/--/-+,0,0,1
noiseless/fresh/k4,-1,+-/++/--/+-,0,0,1
noiseless/fresh/k4,-1,+-/++/--/++,0,0,1
noiseless/fresh/k4,-1,+-/++/-+/--,0,0,1
noiseless/fresh/k4,-1,+-/++/-+/-+,0,0,1
noiseless/fresh/k4,-1,+-/++/-+/+-,0,0,1
noiseless/fresh/k4,-1,+-/++/-+/++,0,0,1
noiseless/fresh/k4,-1,+-/++/+-/--,0,0,1
noiseless/fresh/k4,-1,+-/++/+-/-+,0,0,1
noiseless/fresh/k4,-1,+-/++/+-/+-,0,0,1
noiseless/fresh/k4,-1,+-/++/+-/++,0,0,1
noiseless/fresh/k4,-1,+-/++/++/--,0,0,1
noiseless/fresh/k4,-1,+-/++/++/-+,0,0,1
noiseless/fresh/k4,-1,+-/++/++/+-,0,0,1
noiseless/fresh/k4,-1,+-/++/++/++,0,0,1
noiseless/fresh/k4,-1,++/--/--/--,0,0,1
noiseless/fresh/k4,-1,++/--/--/-+,0,0,1
noiseless/fresh/k4,-1,++/--/--/+-,0,0,1
noiseless/fresh/k4,-1,++/--/--/++,0,0,1
noiseless/fresh/k4,-1,++/--/-+/--,0,0,1
noiseless/fresh/k4,-1,++/--/-+/-+,0,0,1
noiseless/fresh/k4,-1,++/--/-+/+-,0,0,1
noiseless/fresh/k4,-1,++/--/-+/++,0,0,1
noiseless/fresh/k4,-1,++/--/+-/--,0,0,1
noiseless/fresh/k4,-1,++/--/+-/-+,0,0,1
noiseless/fresh/k4,-1,++/--/+-/+-,0,0,1
noiseless/fresh/k4,-1,++/--/+-/++,0,0,1
noiseless/fresh/k4,-1,++/--/++/--,0,0,1
noiseless/fresh/k4,-1,++/--/++/-+,0,0,1
noiseless/fresh/k4,-1,++/--/++/+-,0,0,1
noiseless/fresh/k4,-1,++/--/++/++,0,0,1
noiseless/fresh/k4,-1,++/-+/--/--,0,0,1
noiseless/fresh/k4,-1,++/-+/--/-+,0,0,1
noiseless/fresh/k4,-1,++/-+/--/+-,0,0,1
noiseless/fresh/k4,-1,++/-+/--/++,0,0,1
noiseless/fresh/k4,-1,++/-+/-+/--,0,0,1
noiseless/fresh/k4,-1,++/-+/-+/-+,0,0,1
noiseless/fresh/k4,-1,++/-+/-+/+-,0,0,1
noiseless/fresh/k4,-1,++/-+/-+/++,0,0,1
noiseless/fresh/k4,-1,++/-+/+-/--,0,0,1
noiseless/fresh/k4,-1,++/-+/+-/-+,0,0,1
noiseless/fresh/k4,-1,++/-+/+-/+-,0,0,1
noiseless/fresh/k4,-1,++/-+/+-/++,0,0,1
noiseless/fresh/k4,-1,++/-+/++/--,0,0,1
noiseless/fresh/k4,-1,++/-+/++/-+,0,0,1
noiseless/fresh/k4,-1,++/-+/++/+-,0,0,1
noiseless/fresh/k4,-1,++/-+/++/++,0,0,1
noiseless/fresh/k4,-1,++/+-/--/--,0,0,1
noiseless/fresh/k4,-1,++/+-/--/-+,0,0,1
noiseless/fresh/k4,-1,++/+-/--/+-,0,0,1
noiseless/fresh/k4,-1,++/+-/--/++,0,0,1
noiseless/fresh/k4,-1,++/+-/-+/--,0,0,1
noiseless/fresh/k4,-1,++/+-/-+/-+,0,0,1
noiseless/fresh/k4,-1,++/+-/-+/+-,0,0,1
noiseless/fresh/k4,-1,++/+-/-+/++,0,0,1
noiseless/fresh/k4,-1,++/+-/+-/--,0,0,1
noiseless/fresh/k4,-1,++/+-/+-/-+,0,0,1
noiseless/fresh/k4,-1,++/+-/+-/+-,0,0,1
noiseless/fresh/k4,-1,++/+-/+-/++,0,0,1
noiseless/fresh/k4,-1,++/+-/++/--,0,0,1
noiseless/fresh/k4,-1,++/+-/++/-+,0,0,1
noiseless/fresh/k4,-1,++/+-/++/+-,0,0,1
noiseless/fresh/k4,-1,++/+-/++/++,0,0,1
noiseless/fresh/k4,-1,++/++/--/--,0,0,1
noiseless/fresh/k4,-1,++/++/--/-+,0,0,1
noiseless/fresh/k4,-1,++/++/--/+-,0,0,1
noiseless/fresh/k4,-1,++/++/--/++,0,0,1
noiseless/fresh/k4,-1,++/++/-+/--,0,0,1
noiseless/fresh/k4,-1,++/++/-+/-+,0,0,1
noiseless/fresh/k4,-1,++/++/-+/+-,0,0,1
noiseless/fresh/k4,-1,++/++/-+/++,0,0,1
noiseless/fresh/k4,-1,++/++/+-/--,0,0,1
noiseless/fresh/k4,-1,++/++/+-/-+,0,0,1
noiseless/fresh/k4,-1,++/++/+-/+-,0,0,1
noiseless/fresh/k4,-1,++/++/+-/++,0,0,1
noiseless/fresh/k4,-1,++/++/++/--,0,0,1
noiseless/fresh/k4,-1,++/++/++/-+,0,0,1
noiseless/fresh/k4,-1,++/++/++/+-,0,0,1
noiseless/fresh/k4,-1,++/++/++/++,0,0,1
noiseless/fresh/k4,1,--/--/--/--,1/4,1,4
noiseless/fresh/k4,1,--/--/--/-+,0,0,1
noiseless/fresh/k4,1,--/--/--/+-,0,0,1
noiseless/fresh/k4,1,--/--/--/++,0,0,1
noiseless/fresh/k4,1,--/--/-+/--,0,0,1
noiseless/fresh/k4,1,--/--/-+/-+,0,0,1
noiseless/fresh/k4,1,--/--/-+/+-,0,0,1
noiseless/fresh/k4,1,--/--/-+/++,0,0,1
noiseless/fresh/k4,1,--/--/+-/--,0,0,1
noiseless/fresh/k4,1,--/--/+-/-+,0,0,1
noiseless/fresh/k4,1,--/--/+-/+-,0,0,1
noiseless/fresh/k4,1,--/--/+-/++,0,0,1
noiseless/fresh/k4,1,--/--/++/--,0,0,1
noiseless/fresh/k4,1,--/--/++/-+,0,0,1
noiseless/fresh/k4,1,--/--/++/+-,0,0,1
noiseless/fresh/k4,1,--/--/++/++,0,0,1
noiseless/fresh/k4,1,--/-+/--/--,0,0,1
noiseless/fresh/k4,1,--/-+/--/-+,0,0,1
noiseless/fresh/k4,1,--/-+/--/+-,0,0,1
noiseless/fresh/k4,1,--/-+/--/++,0,0,1
noiseless/fresh/k4,1,--/-+/-+/--,0,0,1
noiseless/fresh/k4,1,--/-+/-+/-+,0,0,1
noiseless/fresh/k4,1,--/-+/-+/+-,0,0,1
noiseless/fresh/k4,1,--/-+/-+/++,0,0,1
noiseless/fresh/k4,1,--/-+/+-/--,0,0,1
noiseless/fresh/k4,1,--/-+/+-/-+,0,0,1
noiseless/fresh/k4,1,--/-+/+-/+-,0,0,1
noiseless/fresh/k4,1,--/-+/+-/++,0,0,1
noiseless/fresh/k4,1,--/-+/++/--,0,0,1
noiseless/fresh/k4,1,--/-+/++/-+,0,0,1
noiseless/fresh/k4,1,--/-+/++/+-,0,0,1
noiseless/fresh/k4,1,--/-+/++/++,0,0,1
noiseless/fresh/k4,1,--/+-/--/--,0,0,1
noiseless/fresh/k4,1,--/+-/--/-+,0,0,1
noiseless/fresh/k4,1,--/+-/--/+-,0,0,1
noiseless/fresh/k4,1,--/+-/--/++,0,0,1
noiseless/fresh/k4,1,--/+-/-+/--,0,0,1
noiseless/fresh/k4,1,--/+-/-+/-+,0,0,1
noiseless/fresh/k4,1,--/+-/-+/+-,0,0,1
noiseless/fresh/k4,1,--/+-/-+/++,0,0,1
noiseless/fresh/k4,1,--/+-/+-/--,0,0,1
noiseless/fresh/k4,1,--/+-/+-/-+,0,0,1
noiseless/fresh/k4,1,--/+-/+-/+-,0,0,1
noiseless/fresh/k4,1,--/+-/+-/++,0,0,1
noiseless/fresh/k4,1,--/+-/++/--,0,0,1
noiseless/fresh/k4,1,--/+-/++/-+,0,0,1
noiseless/fresh/k4,1,--/+-/++/+-,0,0,1
noiseless/fresh/k4,1,--/+-/++/++,0,0,1
noiseless/fresh/k4,1,--/++/--/--,0,0,1
noiseless/fresh/k4,1,--/++/--/-+,0,0,1
noiseless/fresh/k4,1,--/++/--/+-,0,0,1
noiseless/fresh/k4,1,--/++/--/++,0,0,1
noiseless/fresh/k4,1,--/++/-+/--,0,0,1
noiseless/fresh/k4,1,--/++/-+/-+,0,0,1
noiseless/fresh/k4,1,--/++/-+/+-,0,0,1
noiseless/fresh/k4,1,--/++/-+/++,0,0,1
noiseless/fresh/k4,1,--/++/+-/--,0,0,1
noiseless/fresh/k4,1,--/++/+-/-+,0,0,1
noiseless/fresh/k4,1,--/++/+-/+-,0,0,1
noiseless/fresh/k4,1,--/++/+-/++,0,0,1
noiseless/fresh/k4,1,--/++/++/--,0,0,1
noiseless/fresh/k4,1,--/++/++/-+,0,0,1
noiseless/fresh/k4,1,--/++/++/+-,0,0,1
noiseless/fresh/k4,1,--/++/++/++,0,0,1
noiseless/fresh/k4,1,-+/--/--/--,0,0,1
noiseless/fresh/k4,1,-+/--/--/-+,0,0,1
noiseless/fresh/k4,1,-+/--/--/+-,0,0,1
noiseless/fresh/k4,1,-+/--/--/++,0,0,1
noiseless/fresh/k4,1,-+/--/-+/--,0,0,1
noiseless/fresh/k4,1,-+/--/-+/-+,0,0,1
noiseless/fresh/k4,1,-+/--/-+/+-,0,0,1
noiseless/fresh/k4,1,-+/--/-+/++,0,0,1
noiseless/fresh/k4,1,-+/--/+-/--,0,0,1
noiseless/fresh/k4,1,-+/--/+-/-+,0,0,1
noiseless/fresh/k4,1,-+/--/+-/+-,0,0,1
noiseless/fresh/k4,1,-+/--/+-/++,0,0,1
noiseless/fresh/k4,1,-+/--/++/--,0,0,1
noiseless/fresh/k4,1,-+/--/++/-+,0,0,1
noiseless/fresh/k4,1,-+/--/++/+-,0,0,1
noiseless/fresh/k4,1,-+/--/++/++,0,0,1
noiseless/fresh/k4,1,-+/-+/--/--,0,0,1
noiseless/fresh/k4,1,-+/-+/--/-+,0,0,1
noiseless/fresh/k4,1,-+/-+/--/+-,0,0,1
noiseless/fresh/k4,1,-+/-+/--/++,0,0,1
noiseless/fresh/k4,1,-+/-+/-+/--,0,0,1
noiseless/fresh/k4,1,-+/-+/-+/-+,0,0,1
noiseless/fresh/k4,1,-+/-+/-+/+-,0,0,1
noiseless/fresh/k4,1,-+/-+/-+/++,0,0,1
noiseless/fresh/k4,1,-+/-+/+-/--,0,0,1
noiseless/fresh/k4,1,-+/-+/+-/-+,0,0,1
noiseless/fresh/k4,1,-+/-+/+-/+-,0,0,1
noiseless/fresh/k4,1,-+/-+/+-/++,0,0,1
noiseless/fresh/k4,1,-+/-+/++/--,0,0,1
noiseless/fresh/k4,1,-+/-+/++/-+,0,0,1
noiseless/fresh/k4,1,-+/-+/++/+-,0,0,1
noiseless/fresh/k4,1,-+/-+/++/++,0,0,1
noiseless/fresh/k4,1,-+/+-/--/--,0,0,1
noiseless/fresh/k4,1,-+/+-/--/-+,0,0,1
noiseless/fresh/k4,1,-+/+-/--/+-,0,0,1
noiseless/fresh/k4,1,-+/+-/--/++,0,0,1
noiseless/fresh/k4,1,-+/+-/-+/--,0,0,1
noiseless/fresh/k4,1,-+/+-/-+/-+,0,0,1
noiseless/fresh/k4,1,-+/+-/-+/+-,0,0,1
noiseless/fresh/k4,1,-+/+-/-+/++,0,0,1
noiseless/fresh/k4,1,-+/+-/+-/--,0,0,1
noiseless/fresh/k4,1,-+/+-/+-/-+,0,0,1
noiseless/fresh/k4,1,-+/+-/+-/+-,0,0,1
noiseless/fresh/k4,1,-+/+-/+-/++,0,0,1
noiseless/fresh/k4,1,-+/+-/++/--,0,0,1
