seed,release,target,split,audit_budget,independent_loss,independent_candidate,independent_epoch,pooled_loss,pooled_candidate,pooled_epoch,catchup_loss,catchup_candidate,catchup_epoch,saved_loss,saved_candidate,saved_epoch
0,S_F_D,SEX,validation_person_weighted,120,0.6593254902186247,mlp_0,30,0.6584673507766651,catchup,15,0.6584673507766651,catchup,15,0.6703648555639697,saved_adversary,0
0,S_F_D,SEX,validation_person_weighted,360,0.6593254902186247,mlp_0,30,0.6584673507766651,catchup,15,0.6584673507766651,catchup,15,0.6703648555639697,saved_adversary,0
0,S_F_D,SEX,development_evaluation_person_weighted,120,0.6769335716558349,mlp_0,30,0.6744328441156667,catchup,15,0.6744328441156667,catchup,15,0.6879312330165339,saved_adversary,0
0,S_F_D,SEX,development_evaluation_person_weighted,360,0.6769335716558349,mlp_0,30,0.6744328441156667,catchup,15,0.6744328441156667,catchup,15,0.6879312330165339,saved_adversary,0
0,S_F_D,RAC1P,validation,120,1.2279621535293161,logistic,,1.2126320171463074,catchup,5,1.2126320171463074,catchup,5,1.2155912663746482,saved_adversary,0
0,S_F_D,RAC1P,validation,360,1.2279621535293161,logistic,,1.2126320171463074,catchup,5,1.2126320171463074,catchup,5,1.2155912663746482,saved_adversary,0
0,S_F_D,RAC1P,development_evaluation,120,1.221304039709394,logistic,,1.211890920019821,catchup,5,1.211890920019821,catchup,5,1.2221053887734354,saved_adversary,0
0,S_F_D,RAC1P,development_evaluation,360,1.221304039709394,logistic,,1.211890920019821,catchup,5,1.211890920019821,catchup,5,1.2221053887734354,saved_adversary,0
0,S_F_D,RAC1P,validation_person_weighted,120,1.2382193155324104,logistic,,1.2246305936765896,catchup,5,1.2246305936765896,catchup,5,1.2380840197646867,saved_adversary,0
0,S_F_D,RAC1P,validation_person_weighted,360,1.2382193155324104,logistic,,1.2246305936765896,catchup,5,1.2246305936765896,catchup,5,1.2380840197646867,saved_adversary,0
0,S_F_D,RAC1P,development_evaluation_person_weighted,120,1.2027256470792431,logistic,,1.1900222044355937,catchup,5,1.1900222044355937,catchup,5,1.2022906983305306,saved_adversary,0
0,S_F_D,RAC1P,development_evaluation_person_weighted,360,1.2027256470792431,logistic,,1.1900222044355937,catchup,5,1.1900222044355937,catchup,5,1.2022906983305306,saved_adversary,0
0,S_K_C,SEX,validation,120,0.6635191353936915,mlp_1,45,0.6584347830315372,catchup,5,0.6584347830315372,catchup,5,0.6702150381208136,saved_adversary,0
0,S_K_C,SEX,validation,360,0.6635191353936915,mlp_1,45,0.6584347830315372,catchup,5,0.6584347830315372,catchup,5,0.6702150381208136,saved_adversary,0
0,S_K_C,SEX,development_evaluation,120,0.6759448511225805,mlp_1,45,0.6739058095029973,catchup,5,0.6739058095029973,catchup,5,0.6840711555104295,saved_adversary,0
0,S_K_C,SEX,development_evaluation,360,0.6759448511225805,mlp_1,45,0.6739058095029973,catchup,5,0.6739058095029973,catchup,5,0.6840711555104295,saved_adversary,0
