seed,comparison,left,right,target,split,left_minus_right,left_value,right_value
1,native_main_minus_equal_exposure_bank,S_F_D,S_bank,income_binary,development_evaluation_person_weighted,-0.02451959911242968,0.29690125065306877,0.32142084976549845
2,native_main_minus_equal_exposure_bank,S_F_D,S_bank,income_binary,development_evaluation_person_weighted,-0.003699958052519381,0.3141556547759177,0.3178556128284371
0,native_main_minus_equal_exposure_bank,S_F_D,S_bank,civilian_at_work,source_validation,-0.03776519363556152,0.2976668406019088,0.3354320342374703
1,native_main_minus_equal_exposure_bank,S_F_D,S_bank,civilian_at_work,source_validation,-0.04540623524345572,0.3227827145287559,0.3681889497722116
2,native_main_minus_equal_exposure_bank,S_F_D,S_bank,civilian_at_work,source_validation,-0.01900513805797832,0.30576402922820345,0.32476916728618177
0,native_main_minus_equal_exposure_bank,S_F_D,S_bank,civilian_at_work,source_validation_person_weighted,-0.033103449411734875,0.2953341452146103,0.3284375946263452
1,native_main_minus_equal_exposure_bank,S_F_D,S_bank,civilian_at_work,source_validation_person_weighted,-0.04150135513960229,0.3219273075997578,0.3634286627393601
2,native_main_minus_equal_exposure_bank,S_F_D,S_bank,civilian_at_work,source_validation_person_weighted,-0.016393686353829373,0.3034871155441544,0.3198808018979838
0,native_main_minus_equal_exposure_bank,S_F_D,S_bank,civilian_at_work,development_evaluation,-0.036570550631741194,0.2858477337659161,0.3224182843976573
1,native_main_minus_equal_exposure_bank,S_F_D,S_bank,civilian_at_work,development_evaluation,-0.048754633671269865,0.2855819620452564,0.33433659571652624
2,native_main_minus_equal_exposure_bank,S_F_D,S_bank,civilian_at_work,development_evaluation,-0.024433693646346566,0.3003576761658066,0.3247913698121532
0,native_main_minus_equal_exposure_bank,S_F_D,S_bank,civilian_at_work,development_evaluation_person_weighted,-0.03716407370917346,0.26700360349847996,0.3041676772076534
1,native_main_minus_equal_exposure_bank,S_F_D,S_bank,civilian_at_work,development_evaluation_person_weighted,-0.03852948434624848,0.2729152050765003,0.3114446894227488
2,native_main_minus_equal_exposure_bank,S_F_D,S_bank,civilian_at_work,development_evaluation_person_weighted,-0.013961490202062943,0.29812590060066824,0.3120873908027312
0,native_main_minus_equal_exposure_bank,S_F_D,S_bank,public_coverage,source_validation,-0.006028330335494325,0.49461634591782044,0.5006446762533148
1,native_main_minus_equal_exposure_bank,S_F_D,S_bank,public_coverage,source_validation,-0.015430800977125625,0.48083731384073464,0.49626811481786026
2,native_main_minus_equal_exposure_bank,S_F_D,S_bank,public_coverage,source_validation,-0.005124828447211016,0.49045852882013363,0.49558335726734465
0,native_main_minus_equal_exposure_bank,S_F_D,S_bank,public_coverage,source_validation_person_weighted,-0.0061940657239033525,0.4992372216588128,0.5054312873827161
1,native_main_minus_equal_exposure_bank,S_F_D,S_bank,public_coverage,source_validation_person_weighted,-0.013712711705119729,0.49004498475117303,0.5037576964562928
2,native_main_minus_equal_exposure_bank,S_F_D,S_bank,public_coverage,source_validation_person_weighted,-1.5728991590191477e-05,0.5103053487516034,0.5103210777431936
0,native_main_minus_equal_exposure_bank,S_F_D,S_bank,public_coverage,development_evaluation,0.007363264921480206,0.527822257326375,0.5204589924048948
1,native_main_minus_equal_exposure_bank,S_F_D,S_bank,public_coverage,development_evaluation,-0.013654507253655579,0.49159507736062513,0.5052495846142807
2,native_main_minus_equal_exposure_bank,S_F_D,S_bank,public_coverage,development_evaluation,-0.00688718871644306,0.49207301695643035,0.4989602056728734
0,native_main_minus_equal_exposure_bank,S_F_D,S_bank,public_coverage,development_evaluation_person_weighted,0.006143094213542755,0.5373920823120665,0.5312489880985237
1,native_main_minus_equal_exposure_bank,S_F_D,S_bank,public_coverage,development_evaluation_person_weighted,-0.015700421872976933,0.49506343275665043,0.5107638546296274
2,native_main_minus_equal_exposure_bank,S_F_D,S_bank,public_coverage,development_evaluation_person_weighted,-0.004419969970819282,0.5012664448201956,0.5056864147910148
0,native_main_minus_equal_exposure_bank,S_K_C,S_bank,income_binary,source_validation,0.007544651727787843,0.3084290962687837,0.30088444454099583
1,native_main_minus_equal_exposure_bank,S_K_C,S_bank,income_binary,source_validation,0.009569781084361406,0.32227836603098653,0.3127085849466251
2,native_main_minus_equal_exposure_bank,S_K_C,S_bank,income_binary,source_validation,-0.00019137874302166402,0.3292414966397703,0.329432875382792
0,native_main_minus_equal_exposure_bank,S_K_C,S_bank,income_binary,source_validation_person_weighted,0.008059926343478852,0.3007489779773948,0.29268905163391595
1,native_main_minus_equal_exposure_bank,S_K_C,S_bank,income_binary,source_validation_person_weighted,0.012558549522681317,0.3225354900086231,0.30997694048594177
2,native_main_minus_equal_exposure_bank,S_K_C,S_bank,income_binary,source_validation_person_weighted,9.394513502558599e-05,0.32109638595219336,0.3210024408171678
0,native_main_minus_equal_exposure_bank,S_K_C,S_bank,income_binary,development_evaluation,0.0021911823165966515,0.31359983386540374,0.3114086515488071
1,native_main_minus_equal_exposure_bank,S_K_C,S_bank,income_binary,development_evaluation,0.011129880953777427,0.32232845023566553,0.3111985692818881
2,native_main_minus_equal_exposure_bank,S_K_C,S_bank,income_binary,development_evaluation,0.003680908429697649,0.306529749718084,0.30284884128838635
0,native_main_minus_equal_exposure_bank,S_K_C,S_bank,income_binary,development_evaluation_person_weighted,0.00010492141226275953,0.323714369311465,0.32360944789920226
1,native_main_minus_equal_exposure_bank,S_K_C,S_bank,income_binary,development_evaluation_person_weighted,0.012908880529860944,0.3343297302953594,0.32142084976549845
2,native_main_minus_equal_exposure_bank,S_K_C,S_bank,income_binary,development_evaluation_person_weighted,0.004670389243163542,0.32252600207160065,0.3178556128284371
0,native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,source_validation,0.004804960877721476,0.3402369951151918,0.3354320342374703
1,native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,source_validation,-0.0011190530081304217,0.3670698967640812,0.3681889497722116
2,native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,source_validation,0.014673721493723257,0.339442888779905,0.32476916728618177
0,native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,source_validation_person_weighted,0.00823668275323991,0.3366742773795851,0.3284375946263452
1,native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,source_validation_person_weighted,0.0030770717851966167,0.3665057345245567,0.3634286627393601
2,native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,source_validation_person_weighted,0.011258331029033508,0.3311391329270173,0.3198808018979838
0,native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,development_evaluation,0.007303917391495884,0.3297222017891532,0.3224182843976573
1,native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,development_evaluation,0.006264360821551962,0.3406009565380782,0.33433659571652624
2,native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,development_evaluation,0.014804747633237858,0.33959611744539103,0.3247913698121532
0,native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,development_evaluation_person_weighted,0.009548574763049988,0.3137162519707034,0.3041676772076534
1,native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,development_evaluation_person_weighted,0.012649751867523151,0.32409444129027193,0.3114446894227488
2,native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,development_evaluation_person_weighted,0.017783278200249553,0.32987066900298073,0.3120873908027312
0,native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,source_validation,0.002674664152945927,0.5033193404062607,0.5006446762533148
1,native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,source_validation,0.0035112074570724516,0.4997793222749327,0.49626811481786026
2,native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,source_validation,0.0003944959052942232,0.49597785317263887,0.49558335726734465
0,native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,source_validation_person_weighted,0.00476418215550245,0.5101954695382186,0.5054312873827161
1,native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,source_validation_person_weighted,0.0019786901364569065,0.5057363865927497,0.5037576964562928
2,native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,source_validation_person_weighted,0.00016103566650438328,0.510482113409698,0.5103210777431936
0,native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,development_evaluation,0.007323596984822989,0.5277825893897178,0.5204589924048948
1,native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,development_evaluation,0.004474676506214581,0.5097242611204953,0.5052495846142807
2,native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,development_evaluation,-0.0008102735092588853,0.49814993216361453,0.4989602056728734
0,native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,development_evaluation_person_weighted,0.007637105153773693,0.5388860932522974,0.5312489880985237
1,native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,development_evaluation_person_weighted,3.74073646773887e-05,0.5108012619943048,0.5107638546296274
2,native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,development_evaluation_person_weighted,0.0017194225678476283,0.5074058373588625,0.5056864147910148
0,native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,source_validation,0.006553679669140111,0.30743812421013594,0.30088444454099583
1,native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,source_validation,0.010421750648669625,0.32313033559529475,0.3127085849466251
2,native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,source_validation,0.0012396295510938016,0.3306725049338858,0.329432875382792
0,native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,source_validation_person_weighted,0.006812998826266015,0.29950205046018197,0.29268905163391595
1,native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,source_validation_person_weighted,0.013298807742341545,0.3232757482282833,0.30997694048594177
2,native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,source_validation_person_weighted,0.001208441512040248,0.322210882329208,0.3210024408171678
0,native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,development_evaluation,0.0018087818701526537,0.31321743341895975,0.3114086515488071
1,native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,development_evaluation,0.011356783483976618,0.3225553527658647,0.3111985692818881
2,native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,development_evaluation,0.003762566118634847,0.3066114074070212,0.30284884128838635
0,native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,development_evaluation_person_weighted,0.0002668367106678504,0.3238762846098701,0.32360944789920226
1,native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,development_evaluation_person_weighted,0.013479129737320905,0.33489997950281936,0.32142084976549845
2,native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,development_evaluation_person_weighted,0.005058770086728004,0.3229143829151651,0.3178556128284371
0,native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,source_validation,0.005474263235669408,0.3409062974731397,0.3354320342374703
1,native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,source_validation,-0.0015944285564672422,0.3665945212157444,0.3681889497722116
2,native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,source_validation,0.013919257401855345,0.3386884246880371,0.32476916728618177
0,native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,source_validation_person_weighted,0.008834984929635914,0.3372725795559811,0.3284375946263452
1,native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,source_validation_person_weighted,0.0028302484601647193,0.3662589111995248,0.3634286627393601
2,native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,source_validation_person_weighted,0.010946295854848298,0.3308270977528321,0.3198808018979838
0,native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,development_evaluation,0.007745069148483719,0.330163353546141,0.3224182843976573
1,native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,development_evaluation,0.006219363146233781,0.34055595886276,0.33433659571652624
2,native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,development_evaluation,0.014326508211784272,0.33911787802393745,0.3247913698121532
0,native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,development_evaluation_person_weighted,0.010455052179713265,0.3146227293873667,0.3041676772076534
1,native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,development_evaluation_person_weighted,0.012598255818374426,0.3240429452411232,0.3114446894227488
2,native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,development_evaluation_person_weighted,0.017011342082574155,0.32909873288530533,0.3120873908027312
0,native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,source_validation,0.0030984833849801996,0.503743159638295,0.5006446762533148
1,native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,source_validation,0.004730060794510993,0.5009981756123713,0.49626811481786026
2,native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,source_validation,0.0012273816100594193,0.49681073887740407,0.49558335726734465
0,native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,source_validation_person_weighted,0.005572373107531781,0.5110036604902479,0.5054312873827161
1,native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,source_validation_person_weighted,0.0031041673134374337,0.5068618637697302,0.5037576964562928
2,native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,source_validation_person_weighted,0.0010157435894033728,0.511336821332597,0.5103210777431936
0,native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,development_evaluation,0.0076151530247179355,0.5280741454296127,0.5204589924048948
1,native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,development_evaluation,0.00523370042348692,0.5104832850377676,0.5052495846142807
2,native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,development_evaluation,-0.0008959150851855502,0.49806429058768786,0.4989602056728734
0,native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,development_evaluation_person_weighted,0.007821563324392988,0.5390705514229167,0.5312489880985237
1,native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,development_evaluation_person_weighted,0.0009346005294963433,0.5116984551591237,0.5107638546296274
2,native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,development_evaluation_person_weighted,0.0012790502042063778,0.5069654649952212,0.5056864147910148
