seed,role,release,target,candidate_id,family,selected,independent_selected,selected_within_family,auc_selected,audit_budget,reused_reference,diagnostic_only,fit_rows,fit_support,fit_coverage_complete,epoch,optimizer_steps,validation_log_loss,checkpoint_selected,evidence_audit_budget,origin_metrics,origin_release,validation_auroc,validation_coverage_complete
0,transfer,E_F_C,income_binary,mlp,mlp,False,False,True,False,,False,False,2048,"[1652,396]",True,25,200,0.30622933420702614,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,income_binary,mlp,mlp,False,False,True,False,,False,False,2048,"[1652,396]",True,30,240,0.3058309100467796,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,income_binary,mlp,mlp,False,False,True,False,,False,False,2048,"[1652,396]",True,35,280,0.3037906433143977,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,income_binary,mlp,mlp,False,False,True,False,,False,False,2048,"[1652,396]",True,40,320,0.30367848043135925,True,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,civilian_at_work,mlp,mlp,False,False,True,False,,False,False,2048,"[665,1383]",True,0,0,0.6765426073602002,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,civilian_at_work,mlp,mlp,False,False,True,False,,False,False,2048,"[665,1383]",True,5,40,0.4558500506529949,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,civilian_at_work,mlp,mlp,False,False,True,False,,False,False,2048,"[665,1383]",True,10,80,0.336880918553054,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,civilian_at_work,mlp,mlp,False,False,True,False,,False,False,2048,"[665,1383]",True,15,120,0.32279157064680897,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,civilian_at_work,mlp,mlp,False,False,True,False,,False,False,2048,"[665,1383]",True,20,160,0.32067854503308046,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,civilian_at_work,mlp,mlp,False,False,True,False,,False,False,2048,"[665,1383]",True,25,200,0.3200774153040111,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,civilian_at_work,mlp,mlp,False,False,True,False,,False,False,2048,"[665,1383]",True,30,240,0.3200534590095873,True,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,civilian_at_work,mlp,mlp,False,False,True,False,,False,False,2048,"[665,1383]",True,35,280,0.32045020685388115,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,civilian_at_work,mlp,mlp,False,False,True,False,,False,False,2048,"[665,1383]",True,40,320,0.32120131828596515,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
