comparison,left,right,target,split,n_seeds,n_defined,complete,mean,sample_sd,per_seed
native_main_minus_equal_exposure_bank,S_K_C,S_bank,income_binary,development_evaluation,3,3,True,0.005667323900023909,0.004788994481845639,"{""0"":0.0021911823165966515,""1"":0.011129880953777427,""2"":0.003680908429697649}"
native_main_minus_equal_exposure_bank,S_K_C,S_bank,income_binary,development_evaluation_person_weighted,3,3,True,0.005894730395095749,0.006489191067730818,"{""0"":0.00010492141226275953,""1"":0.012908880529860944,""2"":0.004670389243163542}"
native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,source_validation,3,3,True,0.006119876454438104,0.007978075196876684,"{""0"":0.004804960877721476,""1"":-0.0011190530081304217,""2"":0.014673721493723257}"
native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,source_validation_person_weighted,3,3,True,0.007524028522490012,0.004136926122517895,"{""0"":0.00823668275323991,""1"":0.0030770717851966167,""2"":0.011258331029033508}"
native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,development_evaluation,3,3,True,0.009457675282095235,0.004659780736450356,"{""0"":0.007303917391495884,""1"":0.006264360821551962,""2"":0.014804747633237858}"
native_main_minus_equal_exposure_bank,S_K_C,S_bank,civilian_at_work,development_evaluation_person_weighted,3,3,True,0.01332720161027423,0.0041589408255133554,"{""0"":0.009548574763049988,""1"":0.012649751867523151,""2"":0.017783278200249553}"
native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,source_validation,3,3,True,0.0021934558384375338,0.0016131161786154676,"{""0"":0.002674664152945927,""1"":0.0035112074570724516,""2"":0.0003944959052942232}"
native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,source_validation_person_weighted,3,3,True,0.0023013026528212466,0.0023184690048780048,"{""0"":0.00476418215550245,""1"":0.0019786901364569065,""2"":0.00016103566650438328}"
native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,development_evaluation,3,3,True,0.003662666660592895,0.004127285099876654,"{""0"":0.007323596984822989,""1"":0.004474676506214581,""2"":-0.0008102735092588853}"
native_main_minus_equal_exposure_bank,S_K_C,S_bank,public_coverage,development_evaluation_person_weighted,3,3,True,0.0031313116954329034,0.0039917320554921955,"{""0"":0.007637105153773693,""1"":3.74073646773887e-05,""2"":0.0017194225678476283}"
native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,source_validation,3,3,True,0.006071686622967846,0.004609997281458588,"{""0"":0.006553679669140111,""1"":0.010421750648669625,""2"":0.0012396295510938016}"
native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,source_validation_person_weighted,3,3,True,0.007106749360215936,0.006050533524231512,"{""0"":0.006812998826266015,""1"":0.013298807742341545,""2"":0.001208441512040248}"
native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,development_evaluation,3,3,True,0.0056427104909213726,0.005044035175321122,"{""0"":0.0018087818701526537,""1"":0.011356783483976618,""2"":0.003762566118634847}"
native_main_minus_equal_exposure_bank,S_K_D,S_bank,income_binary,development_evaluation_person_weighted,3,3,True,0.006268245511572253,0.006688669139523412,"{""0"":0.0002668367106678504,""1"":0.013479129737320905,""2"":0.005058770086728004}"
native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,source_validation,3,3,True,0.005933030693685837,0.007767011245567048,"{""0"":0.005474263235669408,""1"":-0.0015944285564672422,""2"":0.013919257401855345}"
native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,source_validation_person_weighted,3,3,True,0.007537176414882977,0.004210794050284512,"{""0"":0.008834984929635914,""1"":0.0028302484601647193,""2"":0.010946295854848298}"
native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,development_evaluation,3,3,True,0.009430313502167257,0.004308304385391846,"{""0"":0.007745069148483719,""1"":0.006219363146233781,""2"":0.014326508211784272}"
native_main_minus_equal_exposure_bank,S_K_D,S_bank,civilian_at_work,development_evaluation_person_weighted,3,3,True,0.013354883360220615,0.003342992409563484,"{""0"":0.010455052179713265,""1"":0.012598255818374426,""2"":0.017011342082574155}"
native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,source_validation,3,3,True,0.003018641929850204,0.0017527040140210615,"{""0"":0.0030984833849801996,""1"":0.004730060794510993,""2"":0.0012273816100594193}"
native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,source_validation_person_weighted,3,3,True,0.0032307613367908625,0.0022809510464785053,"{""0"":0.005572373107531781,""1"":0.0031041673134374337,""2"":0.0010157435894033728}"
native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,development_evaluation,3,3,True,0.0039843127876731015,0.004390933521615575,"{""0"":0.0076151530247179355,""1"":0.00523370042348692,""2"":-0.0008959150851855502}"
native_main_minus_equal_exposure_bank,S_K_D,S_bank,public_coverage,development_evaluation_person_weighted,3,3,True,0.00334507135269857,0.003880579425045363,"{""0"":0.007821563324392988,""1"":0.0009346005294963433,""2"":0.0012790502042063778}"
