comparison,left,right,role,target,audit_budget,selector,split,n_seeds,n_defined,complete,mean,sample_sd,per_seed
new_minus_beta0,E_K_C,C_init,audit,SEX,360,pooled,development_evaluation_person_weighted,3,3,True,0.017350208059595234,0.0036667916143728794,"{""0"":0.021581348293635783,""1"":0.015098807227536981,""2"":0.015370468657612935}"
new_minus_beta0,E_K_C,C_init,audit,RAC1P,360,pooled,validation,3,3,True,-0.001923989427871679,0.007390934367031991,"{""0"":0.006449428769717214,""1"":-0.004682303768908325,""2"":-0.007539093284423926}"
new_minus_beta0,E_K_C,C_init,audit,RAC1P,360,pooled,development_evaluation,3,3,True,-0.009472883315098843,0.015834487371055944,"{""0"":-0.02723864557917066,""1"":0.0031535601159367044,""2"":-0.0043335644820625685}"
new_minus_beta0,E_K_C,C_init,audit,RAC1P,360,pooled,validation_person_weighted,3,3,True,-0.0043620435097756855,0.0037737248432084957,"{""0"":-0.0005166751352176924,""1"":-0.008059792693107193,""2"":-0.004509662701002171}"
new_minus_beta0,E_K_C,C_init,audit,RAC1P,360,pooled,development_evaluation_person_weighted,3,3,True,-0.0090745811911049,0.01811243951972001,"{""0"":-0.029197847889185224,""1"":0.005921732330343987,""2"":-0.003947628014473459}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,same_residence,,primary,validation,3,3,True,0.00147127737220946,0.0005956493230315286,"{""0"":0.0019485212464344093,""1"":0.0008037302325103468,""2"":0.001661580637683624}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,same_residence,,primary,development_evaluation,3,3,True,0.0019767144781260106,0.0023900034145046376,"{""0"":0.0037968170317423944,""1"":0.002863197738164569,""2"":-0.000729871335528931}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,same_residence,,primary,validation_person_weighted,3,3,True,0.002175173081697309,0.0008832413145708696,"{""0"":0.001591205348726532,""1"":0.0017430357670937813,""2"":0.003191278129271613}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,same_residence,,primary,development_evaluation_person_weighted,3,3,True,0.0026232441051853295,0.00313621944801583,"{""0"":0.003131069355953253,""1"":0.005474562157565033,""2"":-0.0007358991979622975}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,commute_over20,,primary,validation,3,3,True,0.003594927627797414,0.0008716974066913459,"{""0"":0.0045746784523775785,""1"":0.002905245783845878,""2"":0.0033048586471687846}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,commute_over20,,primary,development_evaluation,3,3,True,0.0026800966526172956,0.003986294686479448,"{""0"":0.005632746673509881,""1"":0.004261865610322824,""2"":-0.0018543223259808173}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,commute_over20,,primary,validation_person_weighted,3,3,True,0.0033168658735431844,0.001768348616210943,"{""0"":0.005356116004171407,""1"":0.0022069578806915846,""2"":0.0023875237357665613}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,commute_over20,,primary,development_evaluation_person_weighted,3,3,True,0.0007385445868474486,0.0075778644674366165,"{""0"":0.006239178078137009,""1"":0.0038815548542502354,""2"":-0.007905099171844898}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,income_binary,,primary,validation,3,3,True,0.032463424795800534,0.014095095456150153,"{""0"":0.046259394213971516,""1"":0.03304375117797442,""2"":0.01808712899545567}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,income_binary,,primary,development_evaluation,3,3,True,0.03481700134220467,0.014876944846781062,"{""0"":0.04282565222723311,""1"":0.043973968435967625,""2"":0.017651383363413264}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,income_binary,,primary,validation_person_weighted,3,3,True,0.029035465135739808,0.010418866423783058,"{""0"":0.039929871908890247,""1"":0.028008296064923277,""2"":0.019168227433405904}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,income_binary,,primary,development_evaluation_person_weighted,3,3,True,0.03379722445781717,0.016036241402339144,"{""0"":0.03944281150967888,""1"":0.046247169666114196,""2"":0.015701692197658434}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,civilian_at_work,,primary,validation,3,3,True,0.06907059324749439,0.030553230929673304,"{""0"":0.098788666113591,""1"":0.07067749222929498,""2"":0.037745621399597196}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,civilian_at_work,,primary,development_evaluation,3,3,True,0.06479447547976434,0.03521747754788492,"{""0"":0.10358548912369303,""1"":0.05596843743315394,""2"":0.03482949988244605}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,civilian_at_work,,primary,validation_person_weighted,3,3,True,0.06268463670858176,0.03225197751172046,"{""0"":0.09739461267067118,""1"":0.05701738717215943,""2"":0.03364191028291469}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,civilian_at_work,,primary,development_evaluation_person_weighted,3,3,True,0.0607318072380578,0.035986208067058614,"{""0"":0.10131309128706895,""1"":0.04817916946178963,""2"":0.03270316096531484}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,public_coverage,,primary,validation,3,3,True,0.021672625469865276,0.009196844930011177,"{""0"":0.027079516638283452,""1"":0.02688474067351787,""2"":0.01105361909779451}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,public_coverage,,primary,development_evaluation,3,3,True,0.016630609790659594,0.005423575161957812,"{""0"":0.02233557874321701,""1"":0.016015347805590163,""2"":0.011540902823171606}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,public_coverage,,primary,validation_person_weighted,3,3,True,0.02022340891992915,0.007570962587776325,"{""0"":0.021053294430556257,""1"":0.027345238818407613,""2"":0.012271693510823578}"
new_minus_historical_selective,E_K_C,E_rho0_C,transfer,public_coverage,,primary,development_evaluation_person_weighted,3,3,True,0.013562270598812006,0.006393698240236944,"{""0"":0.02040066823675568,""1"":0.012552763771824571,""2"":0.007733379787855765}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,120,primary,validation,3,3,True,0.0073432012447494826,0.007460936295029797,"{""0"":0.014473393974205329,""1"":0.007965685820027879,""2"":-0.0004094760599847591}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,120,primary,development_evaluation,3,3,True,0.006776088321877001,0.0013717967129446163,"{""0"":0.008070998921839712,""1"":0.005338550035606349,""2"":0.006918716008184944}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,120,primary,validation_person_weighted,3,3,True,0.006878090608192815,0.004758129535810178,"{""0"":0.011731384402657863,""1"":0.006681679390883932,""2"":0.0022212080310366478}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,120,primary,development_evaluation_person_weighted,3,3,True,0.007571340222419305,0.0032695029019981993,"{""0"":0.011004597415392059,""1"":0.004494855747043447,""2"":0.007214567504822411}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,120,primary,validation,3,3,True,0.005563511148579152,0.006142558113428862,"{""0"":0.0035527618084809642,""1"":0.012459444832450428,""2"":0.000678326804806062}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,120,primary,development_evaluation,3,3,True,0.006336770361799138,0.007816335244108066,"{""0"":0.002786820034837989,""1"":0.01529808577295566,""2"":0.0009254052776037636}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,120,primary,validation_person_weighted,3,3,True,0.00625164979014962,0.0040026866999990866,"{""0"":0.005813610880591957,""1"":0.010455338899195254,""2"":0.0024859995906616472}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,120,primary,development_evaluation_person_weighted,3,3,True,0.008577756737686645,0.009371536034061875,"{""0"":0.0034229027455683347,""1"":0.019395104721090073,""2"":0.0029152627464015257}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,120,pooled,validation,3,3,True,0.004132226259595306,0.007982439073921729,"{""0"":0.013302447980360621,""1"":-0.0012588677041309726,""2"":0.0003530985025562705}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,120,pooled,development_evaluation,3,3,True,0.006257091723447387,0.005438941274100581,"{""0"":0.010334594818701248,""1"":8.160733887518923e-05,""2"":0.008355073012765724}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,120,pooled,validation_person_weighted,3,3,True,0.004963124143037012,0.009521954001237488,"{""0"":0.0142203253357841,""1"":-0.00480315857268121,""2"":0.005472205666008145}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,120,pooled,development_evaluation_person_weighted,3,3,True,0.005447112118771247,0.006462654093920899,"{""0"":0.011668111414079418,""1"":-0.0012327395377920158,""2"":0.005905964480026338}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,120,pooled,validation,3,3,True,0.0051766547857621985,0.004241144156108091,"{""0"":0.009267355672064825,""1"":0.005463026548833572,""2"":0.0007995821363881994}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,120,pooled,development_evaluation,3,3,True,-0.0049992171986835325,0.013448360338869803,"{""0"":-0.01770650343325242,""1"":0.009084371146003134,""2"":-0.006375519308801314}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,120,pooled,validation_person_weighted,3,3,True,0.0050823994575279014,0.006370424157758854,"{""0"":0.011908390660454682,""1"":0.00404357466351124,""2"":-0.0007047669513822186}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,120,pooled,development_evaluation_person_weighted,3,3,True,-0.0037460360054328103,0.015624063467455693,"{""0"":-0.01692637483545023,""1"":0.013512795953659618,""2"":-0.007824529134507818}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,360,primary,validation,3,3,True,0.0073432012447494826,0.007460936295029797,"{""0"":0.014473393974205329,""1"":0.007965685820027879,""2"":-0.0004094760599847591}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,360,primary,development_evaluation,3,3,True,0.006776088321877001,0.0013717967129446163,"{""0"":0.008070998921839712,""1"":0.005338550035606349,""2"":0.006918716008184944}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,360,primary,validation_person_weighted,3,3,True,0.006878090608192815,0.004758129535810178,"{""0"":0.011731384402657863,""1"":0.006681679390883932,""2"":0.0022212080310366478}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,360,primary,development_evaluation_person_weighted,3,3,True,0.007571340222419305,0.0032695029019981993,"{""0"":0.011004597415392059,""1"":0.004494855747043447,""2"":0.007214567504822411}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,360,primary,validation,3,3,True,0.005563511148579152,0.006142558113428862,"{""0"":0.0035527618084809642,""1"":0.012459444832450428,""2"":0.000678326804806062}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,360,primary,development_evaluation,3,3,True,0.006336770361799138,0.007816335244108066,"{""0"":0.002786820034837989,""1"":0.01529808577295566,""2"":0.0009254052776037636}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,360,primary,validation_person_weighted,3,3,True,0.00625164979014962,0.0040026866999990866,"{""0"":0.005813610880591957,""1"":0.010455338899195254,""2"":0.0024859995906616472}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,360,primary,development_evaluation_person_weighted,3,3,True,0.008577756737686645,0.009371536034061875,"{""0"":0.0034229027455683347,""1"":0.019395104721090073,""2"":0.0029152627464015257}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,360,pooled,validation,3,3,True,0.004132226259595306,0.007982439073921729,"{""0"":0.013302447980360621,""1"":-0.0012588677041309726,""2"":0.0003530985025562705}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,360,pooled,development_evaluation,3,3,True,0.006257091723447387,0.005438941274100581,"{""0"":0.010334594818701248,""1"":8.160733887518923e-05,""2"":0.008355073012765724}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,360,pooled,validation_person_weighted,3,3,True,0.004963124143037012,0.009521954001237488,"{""0"":0.0142203253357841,""1"":-0.00480315857268121,""2"":0.005472205666008145}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,SEX,360,pooled,development_evaluation_person_weighted,3,3,True,0.005447112118771247,0.006462654093920899,"{""0"":0.011668111414079418,""1"":-0.0012327395377920158,""2"":0.005905964480026338}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,360,pooled,validation,3,3,True,0.0051766547857621985,0.004241144156108091,"{""0"":0.009267355672064825,""1"":0.005463026548833572,""2"":0.0007995821363881994}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,360,pooled,development_evaluation,3,3,True,-0.0049992171986835325,0.013448360338869803,"{""0"":-0.01770650343325242,""1"":0.009084371146003134,""2"":-0.006375519308801314}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,360,pooled,validation_person_weighted,3,3,True,0.0050823994575279014,0.006370424157758854,"{""0"":0.011908390660454682,""1"":0.00404357466351124,""2"":-0.0007047669513822186}"
new_minus_historical_selective,E_K_C,E_rho0_C,audit,RAC1P,360,pooled,development_evaluation_person_weighted,3,3,True,-0.0037460360054328103,0.015624063467455693,"{""0"":-0.01692637483545023,""1"":0.013512795953659618,""2"":-0.007824529134507818}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,same_residence,,primary,validation,3,3,True,-0.0012402535072596106,0.0011363079686149758,"{""0"":-0.0006367443772072878,""1"":-0.0005330341643002834,""2"":-0.0025509819802712608}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,same_residence,,primary,development_evaluation,3,3,True,-0.0029529744123063897,0.0033874145767359065,"{""0"":0.0008447916771164854,""1"":-0.005662602214759227,""2"":-0.004041112699276428}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,same_residence,,primary,validation_person_weighted,3,3,True,-0.0012828602157970252,0.0022615109141833458,"{""0"":0.00017723183610807158,""1"":-0.0038878809122299685,""2"":-0.00013793157126917865}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,same_residence,,primary,development_evaluation_person_weighted,3,3,True,-0.003302772870670286,0.0034908052914576623,"{""0"":-8.658760833607504e-05,""1"":-0.0070151078480577556,""2"":-0.0028066231556170274}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,commute_over20,,primary,validation,3,3,True,-0.005043412148971638,0.0006048458479447361,"{""0"":-0.004348195025440371,""1"":-0.005333198888406332,""2"":-0.00544884253306821}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,commute_over20,,primary,development_evaluation,3,3,True,-6.649733361293227e-05,0.0003459617666841928,"{""0"":0.00027291780761895534,""1"":-0.0004186537064561069,""2"":-5.375610200164527e-05}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,commute_over20,,primary,validation_person_weighted,3,3,True,-0.004299219725825846,0.0005653362349963651,"{""0"":-0.003646870839833838,""1"":-0.004604519379994065,""2"":-0.004646268957649635}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,commute_over20,,primary,development_evaluation_person_weighted,3,3,True,-0.0008267433347692125,0.0006083163605716102,"{""0"":-0.00013422260720208357,""1"":-0.0010712192402277942,""2"":-0.0012747881568777597}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,income_binary,,primary,validation,3,3,True,-0.03181745509241821,0.019901549069920005,"{""0"":-0.016694210261767706,""1"":-0.05436364472627153,""2"":-0.02439451028921541}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,income_binary,,primary,development_evaluation,3,3,True,-0.03246450727952025,0.017257873346180373,"{""0"":-0.020260914461495916,""1"":-0.052209559684873674,""2"":-0.02492304769219117}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,income_binary,,primary,validation_person_weighted,3,3,True,-0.03575903311398062,0.02190729489841249,"{""0"":-0.020045679735962774,""1"":-0.060783920658496915,""2"":-0.026447498947482162}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,income_binary,,primary,development_evaluation_person_weighted,3,3,True,-0.035825271957208804,0.016492373857468778,"{""0"":-0.02959845737489003,""1"":-0.05452452156030585,""2"":-0.023352836936430532}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,civilian_at_work,,primary,validation,3,3,True,-0.059734608900537646,0.024272162539978503,"{""0"":-0.08454675100275666,""1"":-0.03604110777914182,""2"":-0.05861596791971446}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,civilian_at_work,,primary,development_evaluation,3,3,True,-0.05828992444349138,0.03233199670394524,"{""0"":-0.08768741930915586,""1"":-0.023661338010272093,""2"":-0.0635210160110462}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,civilian_at_work,,primary,validation_person_weighted,3,3,True,-0.061709522436502164,0.03097443317000449,"{""0"":-0.09591667948229327,""1"":-0.035560596195773286,""2"":-0.053651291631439946}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,civilian_at_work,,primary,development_evaluation_person_weighted,3,3,True,-0.055275814526569135,0.03621963955799611,"{""0"":-0.09246580764701817,""1"":-0.02011155128109654,""2"":-0.0532500846515927}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,public_coverage,,primary,validation,3,3,True,-0.01670849159354811,0.010196228434257564,"{""0"":-0.00498735491902369,""1"":-0.021607659610235475,""2"":-0.023530460251385166}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,public_coverage,,primary,development_evaluation,3,3,True,-0.016260305463262386,0.009323796164860511,"{""0"":-0.022105870062779087,""1"":-0.021167287260111634,""2"":-0.005507759066896434}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,public_coverage,,primary,validation_person_weighted,3,3,True,-0.01621387160785485,0.007956389463066019,"{""0"":-0.007051674751588521,""1"":-0.021382119815222866,""2"":-0.020207820256753162}"
K_minus_direct_teacher,E_K_C,E_direct,transfer,public_coverage,,primary,development_evaluation_person_weighted,3,3,True,-0.016954952949567725,0.0075435048535632395,"{""0"":-0.01963802176484697,""1"":-0.022790139365193363,""2"":-0.008436697718662844}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,120,primary,validation,3,3,True,-0.0018608397149285638,0.0023788304220643433,"{""0"":-0.0013554196944605135,""1"":0.00022466479218208324,""2"":-0.004451764242507261}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,120,primary,development_evaluation,3,3,True,-0.0013636465063090835,0.0015352495656335066,"{""0"":6.787491840221094e-05,""1"":-0.0029849739123556374,""2"":-0.0011738405249738237}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,120,primary,validation_person_weighted,3,3,True,-0.0011337390526283315,0.0028945516408554854,"{""0"":0.0013456642512492678,""1"":-0.0004323460020552172,""2"":-0.004314535407079045}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,120,primary,development_evaluation_person_weighted,3,3,True,-0.0011397674679658094,0.002447713054317328,"{""0"":0.001669620270166483,""1"":-0.0028124251385041044,""2"":-0.002276497535559807}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,120,primary,validation,3,3,True,-0.0022906805337014426,0.0020263114492775555,"{""0"":-0.003759110951658373,""1"":2.1103111252918083e-05,""2"":-0.0031340337606988733}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,120,primary,development_evaluation,3,3,True,-0.0030807687399351615,0.0022933588981201717,"{""0"":-0.000739497193491534,""1"":-0.003179802583825442,""2"":-0.005323006442488509}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,120,primary,validation_person_weighted,3,3,True,-0.0015803313515752777,0.0018417516375738143,"{""0"":-0.0037064301096925156,""1"":-0.0004745368259491123,""2"":-0.0005600271190842054}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,120,primary,development_evaluation_person_weighted,3,3,True,-0.0028441038428882828,0.00372637398928166,"{""0"":-0.0051189552965380525,""1"":0.0014563348867340231,""2"":-0.004869691118860819}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,120,pooled,validation,3,3,True,-0.011781685650181895,0.008482156214102938,"{""0"":-0.009820709706808373,""1"":-0.02107258300123005,""2"":-0.004451764242507261}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,120,pooled,development_evaluation,3,3,True,-0.009720608253100319,0.008509074310465076,"{""0"":-0.009796502787563277,""1"":-0.018191481446763857,""2"":-0.0011738405249738237}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,120,pooled,validation_person_weighted,3,3,True,-0.011243608658738746,0.009575149394653685,"{""0"":-0.007246614353533909,""1"":-0.022169676215603284,""2"":-0.004314535407079045}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,120,pooled,development_evaluation_person_weighted,3,3,True,-0.009084480278705823,0.007121099310999841,"{""0"":-0.008494903868972004,""1"":-0.01648203943158566,""2"":-0.002276497535559807}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,120,pooled,validation,3,3,True,-0.026831256919526963,0.0011994632587386024,"{""0"":-0.027790006858703586,""1"":-0.027217509482229785,""2"":-0.025486254417647514}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,120,pooled,development_evaluation,3,3,True,-0.02955802376988929,0.0027851486440902723,"{""0"":-0.03068944737295287,""1"":-0.02638521330461252,""2"":-0.031599410632102476}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,120,pooled,validation_person_weighted,3,3,True,-0.024857768275590903,0.003946712287057336,"{""0"":-0.02617934638394881,""1"":-0.02797409602585965,""2"":-0.020419862416964252}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,120,pooled,development_evaluation_person_weighted,3,3,True,-0.02710892797327576,0.01031199840688904,"{""0"":-0.03221751951271812,""1"":-0.015239911031880382,""2"":-0.03386935337522878}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,360,primary,validation,3,3,True,-0.0018608397149285638,0.0023788304220643433,"{""0"":-0.0013554196944605135,""1"":0.00022466479218208324,""2"":-0.004451764242507261}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,360,primary,development_evaluation,3,3,True,-0.0013636465063090835,0.0015352495656335066,"{""0"":6.787491840221094e-05,""1"":-0.0029849739123556374,""2"":-0.0011738405249738237}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,360,primary,validation_person_weighted,3,3,True,-0.0011337390526283315,0.0028945516408554854,"{""0"":0.0013456642512492678,""1"":-0.0004323460020552172,""2"":-0.004314535407079045}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,360,primary,development_evaluation_person_weighted,3,3,True,-0.0011397674679658094,0.002447713054317328,"{""0"":0.001669620270166483,""1"":-0.0028124251385041044,""2"":-0.002276497535559807}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,360,primary,validation,3,3,True,-0.0022906805337014426,0.0020263114492775555,"{""0"":-0.003759110951658373,""1"":2.1103111252918083e-05,""2"":-0.0031340337606988733}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,360,primary,development_evaluation,3,3,True,-0.0030807687399351615,0.0022933588981201717,"{""0"":-0.000739497193491534,""1"":-0.003179802583825442,""2"":-0.005323006442488509}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,360,primary,validation_person_weighted,3,3,True,-0.0015803313515752777,0.0018417516375738143,"{""0"":-0.0037064301096925156,""1"":-0.0004745368259491123,""2"":-0.0005600271190842054}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,360,primary,development_evaluation_person_weighted,3,3,True,-0.0028441038428882828,0.00372637398928166,"{""0"":-0.0051189552965380525,""1"":0.0014563348867340231,""2"":-0.004869691118860819}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,360,pooled,validation,3,3,True,-0.011781685650181895,0.008482156214102938,"{""0"":-0.009820709706808373,""1"":-0.02107258300123005,""2"":-0.004451764242507261}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,360,pooled,development_evaluation,3,3,True,-0.009720608253100319,0.008509074310465076,"{""0"":-0.009796502787563277,""1"":-0.018191481446763857,""2"":-0.0011738405249738237}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,360,pooled,validation_person_weighted,3,3,True,-0.011243608658738746,0.009575149394653685,"{""0"":-0.007246614353533909,""1"":-0.022169676215603284,""2"":-0.004314535407079045}"
K_minus_direct_teacher,E_K_C,E_direct,audit,SEX,360,pooled,development_evaluation_person_weighted,3,3,True,-0.009084480278705823,0.007121099310999841,"{""0"":-0.008494903868972004,""1"":-0.01648203943158566,""2"":-0.002276497535559807}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,360,pooled,validation,3,3,True,-0.026831256919526963,0.0011994632587386024,"{""0"":-0.027790006858703586,""1"":-0.027217509482229785,""2"":-0.025486254417647514}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,360,pooled,development_evaluation,3,3,True,-0.02955802376988929,0.0027851486440902723,"{""0"":-0.03068944737295287,""1"":-0.02638521330461252,""2"":-0.031599410632102476}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,360,pooled,validation_person_weighted,3,3,True,-0.024857768275590903,0.003946712287057336,"{""0"":-0.02617934638394881,""1"":-0.02797409602585965,""2"":-0.020419862416964252}"
K_minus_direct_teacher,E_K_C,E_direct,audit,RAC1P,360,pooled,development_evaluation_person_weighted,3,3,True,-0.02710892797327576,0.01031199840688904,"{""0"":-0.03221751951271812,""1"":-0.015239911031880382,""2"":-0.03386935337522878}"
final_minus_W,E_K_D,E_K_W,transfer,same_residence,,primary,validation,3,3,True,0.00018973111585555516,0.0021768992636710047,"{""0"":0.00160335461419292,""1"":0.001282958771222975,""2"":-0.0023171200378492296}"
final_minus_W,E_K_D,E_K_W,transfer,same_residence,,primary,development_evaluation,3,3,True,5.029606603571916e-06,0.0012190762542701936,"{""0"":0.0007667859199214089,""1"":0.0006493062690162699,""2"":-0.001401003369126963}"
final_minus_W,E_K_D,E_K_W,transfer,same_residence,,primary,validation_person_weighted,3,3,True,0.0011019612332590818,0.0010747792821415377,"{""0"":0.0022740877510349367,""1"":0.0008690835843068734,""2"":0.00016271236443543557}"
final_minus_W,E_K_D,E_K_W,transfer,same_residence,,primary,development_evaluation_person_weighted,3,3,True,0.00018806071501485203,0.0003633409281168387,"{""0"":-0.0001092688757203808,""1"":0.0005930709138905477,""2"":8.038010687438923e-05}"
final_minus_W,E_K_D,E_K_W,transfer,commute_over20,,primary,validation,3,3,True,-0.0002349460238016595,0.0008164801458640524,"{""0"":-0.00100205552815269,""1"":0.0006232634290151973,""2"":-0.0003260459722674858}"
final_minus_W,E_K_D,E_K_W,transfer,commute_over20,,primary,development_evaluation,3,3,True,0.0003524999541293372,0.0013382532342844343,"{""0"":-0.0011927738967224544,""1"":0.0011294104586179188,""2"":0.0011208633004925472}"
final_minus_W,E_K_D,E_K_W,transfer,commute_over20,,primary,validation_person_weighted,3,3,True,8.073246384025327e-05,0.00044722182277844177,"{""0"":-0.0004103636636062502,""1"":0.0004645766011684982,""2"":0.00018798445395851182}"
final_minus_W,E_K_D,E_K_W,transfer,commute_over20,,primary,development_evaluation_person_weighted,3,3,True,0.00012160359979525766,0.0005131648947949479,"{""0"":-0.0004664897674196977,""1"":0.00047848222454927036,""2"":0.00035281834225620035}"
final_minus_W,E_K_D,E_K_W,transfer,income_binary,,primary,validation,3,3,True,-0.005415909460583883,0.002910573700791731,"{""0"":-0.008707529290893024,""1"":-0.0031824189882579956,""2"":-0.004357780102600628}"
final_minus_W,E_K_D,E_K_W,transfer,income_binary,,primary,development_evaluation,3,3,True,-0.0059742173595835335,0.001180270241195324,"{""0"":-0.007322610388546147,""1"":-0.005128512764140891,""2"":-0.0054715289260635624}"
final_minus_W,E_K_D,E_K_W,transfer,income_binary,,primary,validation_person_weighted,3,3,True,-0.005572790842944948,0.001927565906313277,"{""0"":-0.007783980302627447,""1"":-0.004687403295600301,""2"":-0.0042469889306070985}"
