seed,comparison,left,right,role,target,audit_budget,selector,split,left_value,right_value,left_minus_right,signed_gain_left_minus_right
0,D_minus_C,E_F_D,E_F_C,audit,RAC1P,120,pooled,development_evaluation_person_weighted,1.2028837854049805,1.2053688429288785,-0.0024850575238979378,0.0024850575238979378
0,D_minus_C,E_F_D,E_F_C,audit,SEX,360,primary,validation,0.6758554457769218,0.6736821573001165,0.002173288476805313,-0.002173288476805313
0,D_minus_C,E_F_D,E_F_C,audit,SEX,360,primary,development_evaluation,0.6816838573897842,0.6812109668901247,0.00047289049965948404,-0.00047289049965948404
0,D_minus_C,E_F_D,E_F_C,audit,SEX,360,primary,validation_person_weighted,0.6730926898774319,0.6724362572637164,0.0006564326137155074,-0.0006564326137155074
0,D_minus_C,E_F_D,E_F_C,audit,SEX,360,primary,development_evaluation_person_weighted,0.6834332333085297,0.6847815142068717,-0.001348280898342047,0.001348280898342047
0,D_minus_C,E_F_D,E_F_C,audit,RAC1P,360,primary,validation,1.2487641825857096,1.2462505527254966,0.0025136298602130847,-0.0025136298602130847
0,D_minus_C,E_F_D,E_F_C,audit,RAC1P,360,primary,development_evaluation,1.2318067695594441,1.2308692561384535,0.0009375134209905767,-0.0009375134209905767
0,D_minus_C,E_F_D,E_F_C,audit,RAC1P,360,primary,validation_person_weighted,1.2581063565151662,1.2551885940234588,0.0029177624917073874,-0.0029177624917073874
0,D_minus_C,E_F_D,E_F_C,audit,RAC1P,360,primary,development_evaluation_person_weighted,1.2150538433352902,1.2136239833684748,0.0014298599668154388,-0.0014298599668154388
0,D_minus_C,E_F_D,E_F_C,audit,SEX,360,pooled,validation,0.6623720131017078,0.6597168715240799,0.0026551415776279175,-0.0026551415776279175
0,D_minus_C,E_F_D,E_F_C,audit,SEX,360,pooled,development_evaluation,0.6712540370450266,0.6690627973168664,0.002191239728160266,-0.002191239728160266
0,D_minus_C,E_F_D,E_F_C,audit,SEX,360,pooled,validation_person_weighted,0.6591917742819782,0.6606331120276733,-0.0014413377456951038,0.0014413377456951038
0,D_minus_C,E_F_D,E_F_C,audit,SEX,360,pooled,development_evaluation_person_weighted,0.6716379110130878,0.6716429527741451,-5.041761057311689e-06,5.041761057311689e-06
0,D_minus_C,E_F_D,E_F_C,audit,RAC1P,360,pooled,validation,1.2291893064086064,1.2214579202162996,0.007731386192306733,-0.007731386192306733
0,D_minus_C,E_F_D,E_F_C,audit,RAC1P,360,pooled,development_evaluation,1.2174342617050875,1.219496106810147,-0.0020618451050595787,0.0020618451050595787
0,D_minus_C,E_F_D,E_F_C,audit,RAC1P,360,pooled,validation_person_weighted,1.2380061945237018,1.2307355777717603,0.0072706167519414056,-0.0072706167519414056
0,D_minus_C,E_F_D,E_F_C,audit,RAC1P,360,pooled,development_evaluation_person_weighted,1.2028837854049805,1.2053688429288785,-0.0024850575238979378,0.0024850575238979378
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,same_residence,,primary,validation,0.5169547011872511,0.5203507923983103,-0.0033960912110592156,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,same_residence,,primary,development_evaluation,0.5066127224992658,0.5062425530673161,0.000370169431949674,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,same_residence,,primary,validation_person_weighted,0.4856919163237884,0.48877910493447874,-0.00308718861069035,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,same_residence,,primary,development_evaluation_person_weighted,0.49166493204550776,0.49221860088303276,-0.000553668837525001,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,commute_over20,,primary,validation,0.6833381840508113,0.6904241368577224,-0.0070859528069111555,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,commute_over20,,primary,development_evaluation,0.691605049518296,0.6917552423468185,-0.0001501928285224663,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,commute_over20,,primary,validation_person_weighted,0.6829004156773899,0.6906307780117733,-0.0077303623343834005,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,commute_over20,,primary,development_evaluation_person_weighted,0.6914730890281083,0.692605006125834,-0.0011319170977256432,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,income_binary,,primary,validation,0.30279673905465687,0.36182154794021876,-0.059024808885561886,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,income_binary,,primary,development_evaluation,0.2994194547057992,0.35843763570156006,-0.05901818099576084,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,income_binary,,primary,validation_person_weighted,0.2887769600162705,0.3441570528198044,-0.0553800928035339,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,income_binary,,primary,development_evaluation_person_weighted,0.3080256983818532,0.3717116285202458,-0.06368593013839263,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,civilian_at_work,,primary,validation,0.3074457448582482,0.4976715494559405,-0.19022580459769228,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,civilian_at_work,,primary,development_evaluation,0.2808752685411176,0.4761251929074017,-0.19524992436628408,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,civilian_at_work,,primary,validation_person_weighted,0.3058659355737805,0.5047474112308443,-0.19888147565706382,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,civilian_at_work,,primary,development_evaluation_person_weighted,0.26221899737560106,0.4626186717459945,-0.20039967437039347,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,public_coverage,,primary,validation,0.4927374695021941,0.5231717059315278,-0.03043423642933374,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,public_coverage,,primary,development_evaluation,0.5167995008583485,0.5546175353142732,-0.03781803445592469,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,public_coverage,,primary,validation_person_weighted,0.506517603073869,0.5359361466216791,-0.02941854354781015,
0,W_minus_teacher_reference,E_F_W,E_direct,transfer,public_coverage,,primary,development_evaluation_person_weighted,0.5260716088767972,0.5580593891899894,-0.03198778031319227,
0,final_minus_W,E_F_C,E_F_W,transfer,same_residence,,primary,validation,0.5169225362889904,0.5169547011872511,-3.2164898260633734e-05,
0,final_minus_W,E_F_C,E_F_W,transfer,same_residence,,primary,development_evaluation,0.5062237321102718,0.5066127224992658,-0.00038899038899398164,
0,final_minus_W,E_F_C,E_F_W,transfer,same_residence,,primary,validation_person_weighted,0.4871642317105253,0.4856919163237884,0.001472315386736922,
0,final_minus_W,E_F_C,E_F_W,transfer,same_residence,,primary,development_evaluation_person_weighted,0.491689139711262,0.49166493204550776,2.4207665754227836e-05,
