seed,release,role,target,selector,split,log_loss,prior_relative_gain,candidate,evidence_audit_budget
0,E_K_D,audit,RAC1P,pooled,development_evaluation,1.2089217957900915,0.07830651745449102,catchup,360
0,E_K_D,audit,RAC1P,pooled,validation_person_weighted,1.2430332102668953,0.04246839661316959,catchup,360
0,E_K_D,audit,RAC1P,pooled,development_evaluation_person_weighted,1.1959214610581375,0.0650386855588494,catchup,360
1,E_K_D,transfer,same_residence,primary,validation,0.5063757686043953,,logistic,
1,E_K_D,transfer,same_residence,primary,development_evaluation,0.5049663898291589,,logistic,
1,E_K_D,transfer,same_residence,primary,validation_person_weighted,0.4812829515931467,,logistic,
1,E_K_D,transfer,same_residence,primary,development_evaluation_person_weighted,0.47903032188172,,logistic,
1,E_K_D,transfer,commute_over20,primary,validation,0.6783131651063422,,logistic,
1,E_K_D,transfer,commute_over20,primary,development_evaluation,0.6851560373171394,,logistic,
1,E_K_D,transfer,commute_over20,primary,validation_person_weighted,0.6748748279177258,,logistic,
1,E_K_D,transfer,commute_over20,primary,development_evaluation_person_weighted,0.6859248721313135,,logistic,
1,E_K_D,transfer,income_binary,primary,validation,0.33757734638825543,,mlp,
1,E_K_D,transfer,income_binary,primary,development_evaluation,0.32182052356207624,,mlp,
1,E_K_D,transfer,income_binary,primary,validation_person_weighted,0.3280587460097455,,mlp,
1,E_K_D,transfer,income_binary,primary,development_evaluation_person_weighted,0.3338527397545397,,mlp,
1,E_K_D,transfer,civilian_at_work,primary,validation,0.3721667913404042,,logistic,
1,E_K_D,transfer,civilian_at_work,primary,development_evaluation,0.34623990299347407,,logistic,
1,E_K_D,transfer,civilian_at_work,primary,validation_person_weighted,0.361628994917436,,logistic,
1,E_K_D,transfer,civilian_at_work,primary,development_evaluation_person_weighted,0.33221074490402835,,logistic,
1,E_K_D,transfer,public_coverage,primary,validation,0.5091478404837724,,mlp,
1,E_K_D,transfer,public_coverage,primary,development_evaluation,0.5080985131582355,,mlp,
1,E_K_D,transfer,public_coverage,primary,validation_person_weighted,0.5180597814609323,,mlp,
1,E_K_D,transfer,public_coverage,primary,development_evaluation_person_weighted,0.5109592182176088,,mlp,
1,E_K_D,audit,SEX,primary,validation,0.6874609607892367,0.00469742378741278,mlp_1,360
1,E_K_D,audit,SEX,primary,development_evaluation,0.6798741452689006,0.012162540658455012,mlp_1,360
1,E_K_D,audit,SEX,primary,validation_person_weighted,0.6862129815719414,0.005832672996086474,mlp_1,360
1,E_K_D,audit,SEX,primary,development_evaluation_person_weighted,0.6822852958368589,0.008994850499506102,mlp_1,360
1,E_K_D,audit,RAC1P,primary,validation,1.2426473750922382,0.04609230971944189,mlp_1,360
1,E_K_D,audit,RAC1P,primary,development_evaluation,1.2683766727722952,0.0485598125031228,mlp_1,360
1,E_K_D,audit,RAC1P,primary,validation_person_weighted,1.2397727498456497,0.048960702312914384,mlp_1,360
1,E_K_D,audit,RAC1P,primary,development_evaluation_person_weighted,1.2942878455559126,0.03789301105526155,mlp_1,360
1,E_K_D,audit,SEX,pooled,validation,0.6681650044563113,0.023993380120338137,catchup,360
1,E_K_D,audit,SEX,pooled,development_evaluation,0.6657261989125826,0.02631048701477301,catchup,360
1,E_K_D,audit,SEX,pooled,validation_person_weighted,0.6665513844032277,0.025494270164800215,catchup,360
1,E_K_D,audit,SEX,pooled,development_evaluation_person_weighted,0.66799929838785,0.023280847948515038,catchup,360
1,E_K_D,audit,RAC1P,pooled,validation,1.2144990294019071,0.07424065540977298,catchup,360
1,E_K_D,audit,RAC1P,pooled,development_evaluation,1.2463283438955186,0.07060814137989935,catchup,360
1,E_K_D,audit,RAC1P,pooled,validation_person_weighted,1.2094184693166088,0.07931498284195526,catchup,360
1,E_K_D,audit,RAC1P,pooled,development_evaluation_person_weighted,1.2746964508859686,0.05748440572520552,catchup,360
2,E_K_D,transfer,same_residence,primary,validation,0.5144544337671724,,mlp,
2,E_K_D,transfer,same_residence,primary,development_evaluation,0.5047052551348975,,mlp,
2,E_K_D,transfer,same_residence,primary,validation_person_weighted,0.4972673818495773,,mlp,
2,E_K_D,transfer,same_residence,primary,development_evaluation_person_weighted,0.47804970204600067,,mlp,
2,E_K_D,transfer,commute_over20,primary,validation,0.6780724949933836,,logistic,
2,E_K_D,transfer,commute_over20,primary,development_evaluation,0.6845233652046824,,logistic,
2,E_K_D,transfer,commute_over20,primary,validation_person_weighted,0.680094198320233,,logistic,
2,E_K_D,transfer,commute_over20,primary,development_evaluation_person_weighted,0.6883488238473522,,logistic,
2,E_K_D,transfer,income_binary,primary,validation,0.3217381412339798,,mlp,
2,E_K_D,transfer,income_binary,primary,development_evaluation,0.3126319669462708,,mlp,
2,E_K_D,transfer,income_binary,primary,validation_person_weighted,0.3291195406705366,,mlp,
2,E_K_D,transfer,income_binary,primary,development_evaluation_person_weighted,0.3249441651508282,,mlp,
2,E_K_D,transfer,civilian_at_work,primary,validation,0.33180062275524963,,mlp,
2,E_K_D,transfer,civilian_at_work,primary,development_evaluation,0.33436678216615007,,mlp,
2,E_K_D,transfer,civilian_at_work,primary,validation_person_weighted,0.33081907358422635,,mlp,
2,E_K_D,transfer,civilian_at_work,primary,development_evaluation_person_weighted,0.3298206571083397,,mlp,
2,E_K_D,transfer,public_coverage,primary,validation,0.48840607121510626,,logistic,
2,E_K_D,transfer,public_coverage,primary,development_evaluation,0.4976324284802612,,logistic,
2,E_K_D,transfer,public_coverage,primary,validation_person_weighted,0.504224909611382,,logistic,
2,E_K_D,transfer,public_coverage,primary,development_evaluation_person_weighted,0.5049409895061463,,logistic,
2,E_K_D,audit,SEX,primary,validation,0.6732176159614958,0.018922467093161033,mlp_0,360
2,E_K_D,audit,SEX,primary,development_evaluation,0.6800540963489645,0.01306709672410089,mlp_0,360
2,E_K_D,audit,SEX,primary,validation_person_weighted,0.6797620024577674,0.012677259596423851,mlp_0,360
2,E_K_D,audit,SEX,primary,development_evaluation_person_weighted,0.6809126817421626,0.011363434033569209,mlp_0,360
2,E_K_D,audit,RAC1P,primary,validation,1.2253679112442861,0.059373904159420565,mlp_1,360
2,E_K_D,audit,RAC1P,primary,development_evaluation,1.210780731344435,0.05518241762776066,mlp_1,360
2,E_K_D,audit,RAC1P,primary,validation_person_weighted,1.2308797970736012,0.04899934025748043,mlp_1,360
2,E_K_D,audit,RAC1P,primary,development_evaluation_person_weighted,1.2148872786241687,0.05369748420430209,mlp_1,360
2,E_K_D,audit,SEX,pooled,validation,0.6732176159614958,0.018922467093161033,mlp_0,360
2,E_K_D,audit,SEX,pooled,development_evaluation,0.6800540963489645,0.01306709672410089,mlp_0,360
2,E_K_D,audit,SEX,pooled,validation_person_weighted,0.6797620024577674,0.012677259596423851,mlp_0,360
2,E_K_D,audit,SEX,pooled,development_evaluation_person_weighted,0.6809126817421626,0.011363434033569209,mlp_0,360
2,E_K_D,audit,RAC1P,pooled,validation,1.2025249080786857,0.08221690732502096,catchup,360
2,E_K_D,audit,RAC1P,pooled,development_evaluation,1.1890681017772136,0.07689504719498208,catchup,360
2,E_K_D,audit,RAC1P,pooled,validation_person_weighted,1.2135179508780964,0.06636118645298517,catchup,360
2,E_K_D,audit,RAC1P,pooled,development_evaluation_person_weighted,1.1892885896952756,0.07929617313319515,catchup,360
0,S_F_C,transfer,same_residence,primary,validation,0.5237735433097024,,mlp,
0,S_F_C,transfer,same_residence,primary,development_evaluation,0.515817946442879,,mlp,
0,S_F_C,transfer,same_residence,primary,validation_person_weighted,0.4918307579752988,,mlp,
0,S_F_C,transfer,same_residence,primary,development_evaluation_person_weighted,0.4978517838921929,,mlp,
0,S_F_C,transfer,commute_over20,primary,validation,0.6764024211114908,,mlp,
0,S_F_C,transfer,commute_over20,primary,development_evaluation,0.6900143925538141,,mlp,
0,S_F_C,transfer,commute_over20,primary,validation_person_weighted,0.6729021094965443,,mlp,
0,S_F_C,transfer,commute_over20,primary,development_evaluation_person_weighted,0.6883836352119128,,mlp,
0,S_F_C,transfer,income_binary,primary,validation,0.3006572660494829,,logistic,
0,S_F_C,transfer,income_binary,primary,development_evaluation,0.29833439756727653,,logistic,
0,S_F_C,transfer,income_binary,primary,validation_person_weighted,0.28668945457074596,,logistic,
0,S_F_C,transfer,income_binary,primary,development_evaluation_person_weighted,0.3102397531911583,,logistic,
0,S_F_C,transfer,civilian_at_work,primary,validation,0.3139331840819681,,mlp,
0,S_F_C,transfer,civilian_at_work,primary,development_evaluation,0.28828257647591493,,mlp,
0,S_F_C,transfer,civilian_at_work,primary,validation_person_weighted,0.30707826537848326,,mlp,
0,S_F_C,transfer,civilian_at_work,primary,development_evaluation_person_weighted,0.2709568130246034,,mlp,
0,S_F_C,transfer,public_coverage,primary,validation,0.48700759589275766,,logistic,
0,S_F_C,transfer,public_coverage,primary,development_evaluation,0.5100455040248397,,logistic,
0,S_F_C,transfer,public_coverage,primary,validation_person_weighted,0.5031745555836996,,logistic,
0,S_F_C,transfer,public_coverage,primary,development_evaluation_person_weighted,0.5174905440531061,,logistic,
0,S_F_C,audit,SEX,primary,validation,0.6621930496740007,0.03067133839515812,mlp_1,360
0,S_F_C,audit,SEX,primary,development_evaluation,0.6704934090078273,0.022408823261751754,mlp_1,360
0,S_F_C,audit,SEX,primary,validation_person_weighted,0.6583674167936244,0.034122706549710835,mlp_1,360
0,S_F_C,audit,SEX,primary,development_evaluation_person_weighted,0.6716086156442873,0.021175390703579544,mlp_1,360
0,S_F_C,audit,RAC1P,primary,validation,1.2248470696780205,0.052162590080760296,logistic,360
0,S_F_C,audit,RAC1P,primary,development_evaluation,1.216262470245854,0.07096584299872855,logistic,360
0,S_F_C,audit,RAC1P,primary,validation_person_weighted,1.2338153727931582,0.051686234086906646,logistic,360
0,S_F_C,audit,RAC1P,primary,development_evaluation_person_weighted,1.19751616114572,0.06344398547126695,logistic,360
0,S_F_C,audit,SEX,pooled,validation,0.65682541270438,0.03603897536477885,catchup,360
0,S_F_C,audit,SEX,pooled,development_evaluation,0.6708711526645388,0.02203107960504025,catchup,360
0,S_F_C,audit,SEX,pooled,validation_person_weighted,0.6533451000320348,0.03914502331130043,catchup,360
0,S_F_C,audit,SEX,pooled,development_evaluation_person_weighted,0.6728390516959329,0.01994495465193391,catchup,360
0,S_F_C,audit,RAC1P,pooled,validation,1.2072080344317377,0.06980162532704304,catchup,360
0,S_F_C,audit,RAC1P,pooled,development_evaluation,1.2014682308622475,0.08576008238233501,catchup,360
0,S_F_C,audit,RAC1P,pooled,validation_person_weighted,1.2214429644614404,0.06405864241862447,catchup,360
0,S_F_C,audit,RAC1P,pooled,development_evaluation_person_weighted,1.1825650048600647,0.0783951417569222,catchup,360
1,S_F_C,transfer,same_residence,primary,validation,0.510469973894504,,logistic,
1,S_F_C,transfer,same_residence,primary,development_evaluation,0.5116998029908623,,logistic,
1,S_F_C,transfer,same_residence,primary,validation_person_weighted,0.4841763077605636,,logistic,
1,S_F_C,transfer,same_residence,primary,development_evaluation_person_weighted,0.4845207663603403,,logistic,
1,S_F_C,transfer,commute_over20,primary,validation,0.678919220790018,,logistic,
1,S_F_C,transfer,commute_over20,primary,development_evaluation,0.6830619922285464,,logistic,
1,S_F_C,transfer,commute_over20,primary,validation_person_weighted,0.6794583486614608,,logistic,
1,S_F_C,transfer,commute_over20,primary,development_evaluation_person_weighted,0.6878067489589017,,logistic,
1,S_F_C,transfer,income_binary,primary,validation,0.3008585521182707,,logistic,
1,S_F_C,transfer,income_binary,primary,development_evaluation,0.28474904645765503,,logistic,
1,S_F_C,transfer,income_binary,primary,validation_person_weighted,0.29708790547873076,,logistic,
1,S_F_C,transfer,income_binary,primary,development_evaluation_person_weighted,0.29616427326816097,,logistic,
1,S_F_C,transfer,civilian_at_work,primary,validation,0.29375290056746656,,mlp,
1,S_F_C,transfer,civilian_at_work,primary,development_evaluation,0.2819115181374221,,mlp,
1,S_F_C,transfer,civilian_at_work,primary,validation_person_weighted,0.2970341014865676,,mlp,
1,S_F_C,transfer,civilian_at_work,primary,development_evaluation_person_weighted,0.27207634486865784,,mlp,
1,S_F_C,transfer,public_coverage,primary,validation,0.48654056352214703,,mlp,
1,S_F_C,transfer,public_coverage,primary,development_evaluation,0.4927232018140284,,mlp,
1,S_F_C,transfer,public_coverage,primary,validation_person_weighted,0.49751926861742907,,mlp,
1,S_F_C,transfer,public_coverage,primary,development_evaluation_person_weighted,0.49905385451160866,,mlp,
1,S_F_C,audit,SEX,primary,validation,0.6614795903371773,0.030678794239472174,mlp_0,360
1,S_F_C,audit,SEX,primary,development_evaluation,0.6647882137610069,0.027248472166348625,mlp_0,360
1,S_F_C,audit,SEX,primary,validation_person_weighted,0.6626799310506102,0.02936572351741773,mlp_0,360
1,S_F_C,audit,SEX,primary,development_evaluation_person_weighted,0.6695607291338461,0.02171941720251891,mlp_0,360
1,S_F_C,audit,RAC1P,primary,validation,1.2153657275848029,0.07337395722687723,logistic,360
1,S_F_C,audit,RAC1P,primary,development_evaluation,1.253336939509402,0.0635995457660159,logistic,360
1,S_F_C,audit,RAC1P,primary,validation_person_weighted,1.2161170424131271,0.07261640974543693,logistic,360
1,S_F_C,audit,RAC1P,primary,development_evaluation_person_weighted,1.2835297600090374,0.048651096602136734,logistic,360
1,S_F_C,audit,SEX,pooled,validation,0.6581306574189367,0.03402772715771274,catchup,360
1,S_F_C,audit,SEX,pooled,development_evaluation,0.668165901860495,0.023870784066860606,catchup,360
1,S_F_C,audit,SEX,pooled,validation_person_weighted,0.669778422926937,0.0222672316410909,catchup,360
1,S_F_C,audit,SEX,pooled,development_evaluation_person_weighted,0.6721365961478005,0.019143550188564507,catchup,360
1,S_F_C,audit,RAC1P,pooled,validation,1.2153657275848029,0.07337395722687723,logistic,360
1,S_F_C,audit,RAC1P,pooled,development_evaluation,1.253336939509402,0.0635995457660159,logistic,360
1,S_F_C,audit,RAC1P,pooled,validation_person_weighted,1.2161170424131271,0.07261640974543693,logistic,360
1,S_F_C,audit,RAC1P,pooled,development_evaluation_person_weighted,1.2835297600090374,0.048651096602136734,logistic,360
2,S_F_C,transfer,same_residence,primary,validation,0.5159850656680987,,mlp,
2,S_F_C,transfer,same_residence,primary,development_evaluation,0.5034063237537458,,mlp,
2,S_F_C,transfer,same_residence,primary,validation_person_weighted,0.5001789139813282,,mlp,
2,S_F_C,transfer,same_residence,primary,development_evaluation_person_weighted,0.47583069779319687,,mlp,
2,S_F_C,transfer,commute_over20,primary,validation,0.6727455274126556,,logistic,
2,S_F_C,transfer,commute_over20,primary,development_evaluation,0.6798534205748038,,logistic,
2,S_F_C,transfer,commute_over20,primary,validation_person_weighted,0.6749972743343842,,logistic,
2,S_F_C,transfer,commute_over20,primary,development_evaluation_person_weighted,0.6830657738278154,,logistic,
2,S_F_C,transfer,income_binary,primary,validation,0.2980535131641526,,mlp,
2,S_F_C,transfer,income_binary,primary,development_evaluation,0.2962718664787262,,mlp,
2,S_F_C,transfer,income_binary,primary,validation_person_weighted,0.3027283772831232,,mlp,
2,S_F_C,transfer,income_binary,primary,development_evaluation_person_weighted,0.3126490061791535,,mlp,
2,S_F_C,transfer,civilian_at_work,primary,validation,0.2876376391194393,,mlp,
2,S_F_C,transfer,civilian_at_work,primary,development_evaluation,0.2934244500439292,,mlp,
2,S_F_C,transfer,civilian_at_work,primary,validation_person_weighted,0.287230381585405,,mlp,
2,S_F_C,transfer,civilian_at_work,primary,development_evaluation_person_weighted,0.28967107760985533,,mlp,
2,S_F_C,transfer,public_coverage,primary,validation,0.48484626347038,,logistic,
2,S_F_C,transfer,public_coverage,primary,development_evaluation,0.49072514433054837,,logistic,
2,S_F_C,transfer,public_coverage,primary,validation_person_weighted,0.4963885922355134,,logistic,
2,S_F_C,transfer,public_coverage,primary,development_evaluation_person_weighted,0.5000475652653615,,logistic,
2,S_F_C,audit,SEX,primary,validation,0.6738622074160502,0.01827787563860661,mlp_0,360
2,S_F_C,audit,SEX,primary,development_evaluation,0.6755129733556267,0.017608219717438756,mlp_0,360
2,S_F_C,audit,SEX,primary,validation_person_weighted,0.675978675272777,0.016460586781414266,mlp_0,360
2,S_F_C,audit,SEX,primary,development_evaluation_person_weighted,0.6761068185475021,0.016169297228229684,mlp_0,360
2,S_F_C,audit,RAC1P,primary,validation,1.2271753633973745,0.05756645200633215,mlp_0,360
2,S_F_C,audit,RAC1P,primary,development_evaluation,1.2116522065121318,0.05431094246006385,mlp_0,360
2,S_F_C,audit,RAC1P,primary,validation_person_weighted,1.2326101540590464,0.047268983272035214,mlp_0,360
2,S_F_C,audit,RAC1P,primary,development_evaluation_person_weighted,1.213060106285165,0.05552465654330585,mlp_0,360
2,S_F_C,audit,SEX,pooled,validation,0.6738622074160502,0.01827787563860661,mlp_0,360
2,S_F_C,audit,SEX,pooled,development_evaluation,0.6755129733556267,0.017608219717438756,mlp_0,360
2,S_F_C,audit,SEX,pooled,validation_person_weighted,0.675978675272777,0.016460586781414266,mlp_0,360
2,S_F_C,audit,SEX,pooled,development_evaluation_person_weighted,0.6761068185475021,0.016169297228229684,mlp_0,360
2,S_F_C,audit,RAC1P,pooled,validation,1.2006261256636936,0.08411568974001304,catchup,360
2,S_F_C,audit,RAC1P,pooled,development_evaluation,1.1961748744625686,0.06978827450962699,catchup,360
2,S_F_C,audit,RAC1P,pooled,validation_person_weighted,1.2128403129138583,0.06703882441722331,catchup,360
2,S_F_C,audit,RAC1P,pooled,development_evaluation_person_weighted,1.1977057779454368,0.07087898488303401,catchup,360
0,S_F_D,transfer,same_residence,primary,validation,0.5245001457424837,,mlp,
0,S_F_D,transfer,same_residence,primary,development_evaluation,0.5160889406769796,,mlp,
0,S_F_D,transfer,same_residence,primary,validation_person_weighted,0.49306405693762595,,mlp,
0,S_F_D,transfer,same_residence,primary,development_evaluation_person_weighted,0.4982916035750655,,mlp,
0,S_F_D,transfer,commute_over20,primary,validation,0.6761427471091385,,mlp,
0,S_F_D,transfer,commute_over20,primary,development_evaluation,0.6897384414335875,,mlp,
0,S_F_D,transfer,commute_over20,primary,validation_person_weighted,0.6727068785097154,,mlp,
0,S_F_D,transfer,commute_over20,primary,development_evaluation_person_weighted,0.6882261614198032,,mlp,
0,S_F_D,transfer,income_binary,primary,validation,0.3017135246906419,,logistic,
0,S_F_D,transfer,income_binary,primary,development_evaluation,0.2991558237992289,,logistic,
0,S_F_D,transfer,income_binary,primary,validation_person_weighted,0.2879613259677116,,logistic,
0,S_F_D,transfer,income_binary,primary,development_evaluation_person_weighted,0.3102590036423152,,logistic,
0,S_F_D,transfer,civilian_at_work,primary,validation,0.3167850302540332,,mlp,
0,S_F_D,transfer,civilian_at_work,primary,development_evaluation,0.2891950307128424,,mlp,
0,S_F_D,transfer,civilian_at_work,primary,validation_person_weighted,0.30935803186607547,,mlp,
0,S_F_D,transfer,civilian_at_work,primary,development_evaluation_person_weighted,0.2719159071980653,,mlp,
0,S_F_D,transfer,public_coverage,primary,validation,0.4874328778121621,,logistic,
0,S_F_D,transfer,public_coverage,primary,development_evaluation,0.5100422381918772,,logistic,
0,S_F_D,transfer,public_coverage,primary,validation_person_weighted,0.5047441594201325,,logistic,
0,S_F_D,transfer,public_coverage,primary,development_evaluation_person_weighted,0.5184265452762947,,logistic,
0,S_F_D,audit,SEX,primary,validation,0.6631882343591036,0.029676153710055275,mlp_0,360
0,S_F_D,audit,SEX,primary,development_evaluation,0.6736102560407039,0.01929197622887513,mlp_0,360
0,S_F_D,audit,SEX,primary,validation_person_weighted,0.6593254902186247,0.03316463312471052,mlp_0,360
0,S_F_D,audit,SEX,primary,development_evaluation_person_weighted,0.6769335716558349,0.015850434692031956,mlp_0,360
0,S_F_D,audit,RAC1P,primary,validation,1.2279621535293161,0.04904750622946463,logistic,360
0,S_F_D,audit,RAC1P,primary,development_evaluation,1.221304039709394,0.0659242735351886,logistic,360
0,S_F_D,audit,RAC1P,primary,validation_person_weighted,1.2382193155324104,0.04728229134765449,logistic,360
0,S_F_D,audit,RAC1P,primary,development_evaluation_person_weighted,1.2027256470792431,0.058234499537743734,logistic,360
0,S_F_D,audit,SEX,pooled,validation,0.6597109172683756,0.033153470800783236,catchup,360
0,S_F_D,audit,SEX,pooled,development_evaluation,0.673813610328822,0.019088621940757,catchup,360
0,S_F_D,audit,SEX,pooled,validation_person_weighted,0.6584673507766651,0.03402277256667019,catchup,360
0,S_F_D,audit,SEX,pooled,development_evaluation_person_weighted,0.6744328441156667,0.018351162232200124,catchup,360
0,S_F_D,audit,RAC1P,pooled,validation,1.2126320171463074,0.06437764261247336,catchup,360
0,S_F_D,audit,RAC1P,pooled,development_evaluation,1.211890920019821,0.07533739322476163,catchup,360
0,S_F_D,audit,RAC1P,pooled,validation_person_weighted,1.2246305936765896,0.06087101320347532,catchup,360
0,S_F_D,audit,RAC1P,pooled,development_evaluation_person_weighted,1.1900222044355937,0.07093794218139315,catchup,360
1,S_F_D,transfer,same_residence,primary,validation,0.5099357662632626,,logistic,
1,S_F_D,transfer,same_residence,primary,development_evaluation,0.5115707265056864,,logistic,
1,S_F_D,transfer,same_residence,primary,validation_person_weighted,0.4841849108043311,,logistic,
1,S_F_D,transfer,same_residence,primary,development_evaluation_person_weighted,0.4842277251513254,,logistic,
1,S_F_D,transfer,commute_over20,primary,validation,0.6791936375243897,,logistic,
1,S_F_D,transfer,commute_over20,primary,development_evaluation,0.6837294182272791,,logistic,
1,S_F_D,transfer,commute_over20,primary,validation_person_weighted,0.679590204098303,,logistic,
1,S_F_D,transfer,commute_over20,primary,development_evaluation_person_weighted,0.6881161705686989,,logistic,
1,S_F_D,transfer,income_binary,primary,validation,0.3010871973697333,,logistic,
1,S_F_D,transfer,income_binary,primary,development_evaluation,0.2837142621830925,,logistic,
1,S_F_D,transfer,income_binary,primary,validation_person_weighted,0.2978284664700632,,logistic,
1,S_F_D,transfer,income_binary,primary,development_evaluation_person_weighted,0.2949684273838268,,logistic,
1,S_F_D,transfer,civilian_at_work,primary,validation,0.2943280998339498,,mlp,
1,S_F_D,transfer,civilian_at_work,primary,development_evaluation,0.2798184062034957,,mlp,
1,S_F_D,transfer,civilian_at_work,primary,validation_person_weighted,0.29758314982175676,,mlp,
1,S_F_D,transfer,civilian_at_work,primary,development_evaluation_person_weighted,0.269677728605896,,mlp,
1,S_F_D,transfer,public_coverage,primary,validation,0.48581410504089106,,mlp,
1,S_F_D,transfer,public_coverage,primary,development_evaluation,0.4916754828573967,,mlp,
1,S_F_D,transfer,public_coverage,primary,validation_person_weighted,0.496626021243703,,mlp,
1,S_F_D,transfer,public_coverage,primary,development_evaluation_person_weighted,0.4983496780416236,,mlp,
1,S_F_D,audit,SEX,primary,validation,0.6618026881936536,0.030355696382995845,mlp_0,360
1,S_F_D,audit,SEX,primary,development_evaluation,0.6650608274173101,0.02697585851004547,mlp_0,360
1,S_F_D,audit,SEX,primary,validation_person_weighted,0.6629248698527686,0.029120784715259362,mlp_0,360
1,S_F_D,audit,SEX,primary,development_evaluation_person_weighted,0.6690980686263079,0.02218207771005709,mlp_0,360
1,S_F_D,audit,RAC1P,primary,validation,1.2152726661880495,0.07346701862363059,logistic,360
1,S_F_D,audit,RAC1P,primary,development_evaluation,1.2543772402449094,0.06255924503050858,logistic,360
1,S_F_D,audit,RAC1P,primary,validation_person_weighted,1.2159852523398595,0.0727481998187045,logistic,360
1,S_F_D,audit,RAC1P,primary,development_evaluation_person_weighted,1.2858115078049002,0.04636934880627397,logistic,360
1,S_F_D,audit,SEX,pooled,validation,0.6558237883321308,0.036334596244518624,catchup,360
1,S_F_D,audit,SEX,pooled,development_evaluation,0.663460886157766,0.02857579976958957,catchup,360
1,S_F_D,audit,SEX,pooled,validation_person_weighted,0.662475337952312,0.029570316615715964,catchup,360
1,S_F_D,audit,SEX,pooled,development_evaluation_person_weighted,0.6691758759674743,0.022104270368890733,catchup,360
1,S_F_D,audit,RAC1P,pooled,validation,1.2152726661880495,0.07346701862363059,logistic,360
1,S_F_D,audit,RAC1P,pooled,development_evaluation,1.2543772402449094,0.06255924503050858,logistic,360
1,S_F_D,audit,RAC1P,pooled,validation_person_weighted,1.2159852523398595,0.0727481998187045,logistic,360
1,S_F_D,audit,RAC1P,pooled,development_evaluation_person_weighted,1.2858115078049002,0.04636934880627397,logistic,360
2,S_F_D,transfer,same_residence,primary,validation,0.5172308521341481,,mlp,
2,S_F_D,transfer,same_residence,primary,development_evaluation,0.503807096290663,,mlp,
2,S_F_D,transfer,same_residence,primary,validation_person_weighted,0.501084992337681,,mlp,
2,S_F_D,transfer,same_residence,primary,development_evaluation_person_weighted,0.47649790171034484,,mlp,
2,S_F_D,transfer,commute_over20,primary,validation,0.673409231266168,,logistic,
2,S_F_D,transfer,commute_over20,primary,development_evaluation,0.6812918762103147,,logistic,
2,S_F_D,transfer,commute_over20,primary,validation_person_weighted,0.6758261296055761,,logistic,
2,S_F_D,transfer,commute_over20,primary,development_evaluation_person_weighted,0.6850201013773536,,logistic,
2,S_F_D,transfer,income_binary,primary,validation,0.2980844516098677,,mlp,
2,S_F_D,transfer,income_binary,primary,development_evaluation,0.2958667933582057,,mlp,
2,S_F_D,transfer,income_binary,primary,validation_person_weighted,0.3028016136647916,,mlp,
2,S_F_D,transfer,income_binary,primary,development_evaluation_person_weighted,0.3118723831604872,,mlp,
2,S_F_D,transfer,civilian_at_work,primary,validation,0.28984492309479815,,mlp,
2,S_F_D,transfer,civilian_at_work,primary,development_evaluation,0.29371017718617637,,mlp,
2,S_F_D,transfer,civilian_at_work,primary,validation_person_weighted,0.28862034172691914,,mlp,
2,S_F_D,transfer,civilian_at_work,primary,development_evaluation_person_weighted,0.28957835826895495,,mlp,
2,S_F_D,transfer,public_coverage,primary,validation,0.48519341451931447,,logistic,
2,S_F_D,transfer,public_coverage,primary,development_evaluation,0.4929476733056046,,logistic,
2,S_F_D,transfer,public_coverage,primary,validation_person_weighted,0.4969066736368463,,logistic,
2,S_F_D,transfer,public_coverage,primary,development_evaluation_person_weighted,0.5017610582759648,,logistic,
2,S_F_D,audit,SEX,primary,validation,0.6749605987645103,0.017179484290146485,mlp_0,360
2,S_F_D,audit,SEX,primary,development_evaluation,0.6751686377169529,0.01795255535611251,mlp_0,360
2,S_F_D,audit,SEX,primary,validation_person_weighted,0.6771690824582209,0.015270179595970323,mlp_0,360
2,S_F_D,audit,SEX,primary,development_evaluation_person_weighted,0.6751383329525121,0.01713778282321965,mlp_0,360
2,S_F_D,audit,RAC1P,primary,validation,1.231886573136711,0.05285524226699567,mlp_0,360
2,S_F_D,audit,RAC1P,primary,development_evaluation,1.2117569647054678,0.05420618426672785,mlp_0,360
2,S_F_D,audit,RAC1P,primary,validation_person_weighted,1.2370430104173533,0.04283612691372829,mlp_0,360
2,S_F_D,audit,RAC1P,primary,development_evaluation_person_weighted,1.2131983881627215,0.05538637466574925,mlp_0,360
2,S_F_D,audit,SEX,pooled,validation,0.6749605987645103,0.017179484290146485,mlp_0,360
2,S_F_D,audit,SEX,pooled,development_evaluation,0.6751686377169529,0.01795255535611251,mlp_0,360
2,S_F_D,audit,SEX,pooled,validation_person_weighted,0.6771690824582209,0.015270179595970323,mlp_0,360
2,S_F_D,audit,SEX,pooled,development_evaluation_person_weighted,0.6751383329525121,0.01713778282321965,mlp_0,360
2,S_F_D,audit,RAC1P,pooled,validation,1.2046605702167834,0.08008124518692328,catchup,360
2,S_F_D,audit,RAC1P,pooled,development_evaluation,1.1983010221887096,0.06766212678348604,catchup,360
2,S_F_D,audit,RAC1P,pooled,validation_person_weighted,1.2142721090053603,0.0656070283257213,catchup,360
2,S_F_D,audit,RAC1P,pooled,development_evaluation_person_weighted,1.1998790744544034,0.06870568837406732,catchup,360
0,S_K_C,transfer,same_residence,primary,validation,0.5272901363459417,,mlp,
