unit,seed,release,split,target,mean_mse,per_coordinate_mse
R_rho0,0,R_rho0_W,source_validation,E,0.5881612108714952,"[0.7064251139742651,0.5531726652615957,0.6870731357045508,0.8903958242784145,0.6877034727209846,0.4711339071545553,0.7277199364898641,1.0239653455243998,0.5008968940030272,0.8143981182416692,0.20346947223108344,0.49285232660022404,0.5152025609866591,0.2929533824558097,0.4820005885600107,0.3612166297568104]"
R_rho0,0,R_rho0_W,source_validation,S,0.5901117483848171,"[0.3275997354278648,0.2361363889876341,0.8974067439558867,0.19614919285675644,0.7092351115172969,0.90873973597295,0.5942998434646841,0.8407203661467398,0.3502480203706596,0.7376571881807683,0.5500201515249528,0.6720059032666293,0.49016779741524363,0.48330772316042664,0.8372265810116195,0.6108674908969597]"
R_rho0,0,R_rho0_W,development_evaluation,R,0.012331193499485834,"[0.06518342921004489,0.014123231187837338,0.007936909889255092,0.030827830009209883,0.008587120846219739,0.00932120543941423,0.017602885007300353,0.015742916482618174,0.001812629606281341,0.014283884313460447,0.00012945918954600217,0.0016381978128224214,0.0008732988558764157,0.0062869199374410364,0.0009545737016830965,0.0019946045027628614]"
R_rho0,0,R_rho0_W,development_evaluation,E,0.5866136838967375,"[0.6007102033558339,0.506123944316042,0.7046719779770451,0.9042838535284482,0.6999637359982923,0.4705916005029141,0.7904152100021195,1.0508730220123,0.5105657294021397,0.8443196788820356,0.20383623583104432,0.48832909564049576,0.5185731179408937,0.28551527821452516,0.4634513860046997,0.34359487273897205]"
R_rho0,0,R_rho0_W,development_evaluation,S,0.5928152248321684,"[0.3346457800246848,0.23226142477872339,0.9113163985377635,0.20528881827951198,0.7229047550911972,0.9361647464098559,0.6337529037292818,0.8062834927776805,0.3384276404548931,0.7371149153108881,0.5265413788933309,0.7068492852499622,0.4777882323160264,0.49149315315983494,0.7974003264995868,0.6268103458014733]"
R_rho0,0,R_rho0_C,fit,R,0.008868504261177905,"[0.03264323993308393,0.0076144455374255226,0.0036326721704647803,0.024112886087074327,0.004518572926680288,0.005090305691977945,0.013895818049095818,0.015970334511799605,0.003407472652619864,0.015732751412253,0.00028932277108523034,0.003637850723409337,0.0007766079665249658,0.00803635986566741,0.0013069660900123772,0.0012304617896720953]"
R_rho0,0,R_rho0_C,fit,E,0.5718708663219929,"[0.6519195130578797,0.5671063336039034,0.6748129790488818,0.8146863405035091,0.6706908253868176,0.4610042948801148,0.7421686487851202,0.9220018037004561,0.5227646719158302,0.7956016755738247,0.20338741503589383,0.49031175770666413,0.4946903267626593,0.3076842902097726,0.4902861297411004,0.3408168552394582]"
R_rho0,0,R_rho0_C,fit,S,0.5725992508135284,"[0.27156251321574604,0.24625004667342854,0.9122421960298741,0.19785075856664036,0.6854368234446496,0.8896346580360505,0.6157757777172422,0.7314241634380261,0.33979671600837025,0.6988485769933831,0.5596680934947016,0.6755027279698361,0.45876646879837807,0.4704731114673347,0.8004592237337046,0.6078961574290874]"
R_rho0,0,R_rho0_C,source_validation,R,0.009614369049419928,"[0.03557422915570425,0.007806175206186564,0.003725170623395615,0.026832099542874986,0.00497537190191452,0.005580538856694836,0.015594643377349523,0.016770527490225236,0.003716642452092817,0.01706482064176265,0.0003033772495039001,0.003826028948084156,0.0008660131515794372,0.008472959473207423,0.0013954847181346544,0.001325822002008273]"
R_rho0,0,R_rho0_C,source_validation,E,0.5755188512901366,"[0.6975637886201678,0.5802494160029559,0.6785180547720195,0.7973318355411707,0.6873072712975322,0.4566800073080173,0.7263883491645008,0.9484360175139901,0.5044177652099601,0.7865524142607501,0.20572457017273107,0.49697200032879824,0.4981148547469267,0.2977325281851798,0.48959973734355616,0.3567130101739299]"
