unit,seed,release,teacher,target,split,metric,coordinate,value
static,0,E_direct,E,E,fit,per_coordinate_mse_over_prior,7,1.1586734997103744e-29
static,0,E_direct,E,E,fit,per_coordinate_mse_over_prior,8,1.298856612303483e-30
static,0,E_direct,E,E,fit,per_coordinate_mse_over_prior,9,2.311544171538837e-30
static,0,E_direct,E,E,fit,per_coordinate_mse_over_prior,10,7.912099879533244e-31
static,0,E_direct,E,E,fit,per_coordinate_mse_over_prior,11,6.240973418031932e-30
static,0,E_direct,E,E,fit,per_coordinate_mse_over_prior,12,8.527787275469953e-30
static,0,E_direct,E,E,fit,per_coordinate_mse_over_prior,13,2.05372089660823e-29
static,0,E_direct,E,E,fit,per_coordinate_mse_over_prior,14,2.5045185174952992e-30
static,0,E_direct,E,E,fit,per_coordinate_mse_over_prior,15,9.321694895967753e-30
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,0,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,1,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,2,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,3,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,4,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,5,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,6,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,7,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,8,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,9,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,10,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,11,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,12,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,13,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,14,True
static,0,E_direct,E,E,fit,per_coordinate_ratio_defined,15,True
static,0,E_direct,E,E,source_validation,per_coordinate_mse,0,9.281095175737506e-31
static,0,E_direct,E,E,source_validation,per_coordinate_mse,1,1.9327923325575215e-31
static,0,E_direct,E,E,source_validation,per_coordinate_mse,2,7.021253688168035e-31
static,0,E_direct,E,E,source_validation,per_coordinate_mse,3,7.010688590332583e-31
static,0,E_direct,E,E,source_validation,per_coordinate_mse,4,3.9706538107499005e-31
static,0,E_direct,E,E,source_validation,per_coordinate_mse,5,1.1006369353161996e-30
static,0,E_direct,E,E,source_validation,per_coordinate_mse,6,3.3847254235817125e-31
static,0,E_direct,E,E,source_validation,per_coordinate_mse,7,1.2626842525182094e-30
static,0,E_direct,E,E,source_validation,per_coordinate_mse,8,6.290108172462132e-31
static,0,E_direct,E,E,source_validation,per_coordinate_mse,9,6.187415681609228e-31
static,0,E_direct,E,E,source_validation,per_coordinate_mse,10,6.027813042423558e-31
static,0,E_direct,E,E,source_validation,per_coordinate_mse,11,3.107451129121288e-30
static,0,E_direct,E,E,source_validation,per_coordinate_mse,12,3.9899449659977856e-30
static,0,E_direct,E,E,source_validation,per_coordinate_mse,13,1.372685150562376e-29
static,0,E_direct,E,E,source_validation,per_coordinate_mse,14,1.2534160709652477e-30
static,0,E_direct,E,E,source_validation,per_coordinate_mse,15,5.815726784639697e-30
static,0,E_direct,E,E,source_validation,prior_per_coordinate_mse,0,0.33493744813687654
