unit,seed,stage,epoch,mapper_optimizer_steps,adversary_optimizer_steps,fit_base_loss,fit_source_ce,fit_source_losses,fit_reconstruction_mse,fit_adversary_ce,fit_normalized_adversary_ce,source_validation_base_loss,source_validation_ce,source_validation_losses,source_validation_reconstruction_mse,selection,fit_preservation_loss,preservation_coefficient,fit_applied_preservation,source_coefficient,reconstruction_coefficient,protection_coefficient,fit_applied_protection,fit_objective
R_rho0,0,C,0,2520,840,0.35524675250053406,0.35524675250053406,"{""income_binary"":0.2983444333076477,""civilian_at_work"":0.2862294614315033,""public_coverage"":0.48116636276245117}",1.0324623584747314,"{""SEX"":0.6372917890548706,""RAC1P"":1.1797046661376953}",0.9151854515075684,0.36465319991111755,0.36465319991111755,"{""income_binary"":0.3076235055923462,""civilian_at_work"":0.3007984459400177,""public_coverage"":0.48553764820098877}",1.0290099382400513,none; fixed final iterate,0.012141091749072075,1.0,0.012141091749072075,1.0,0.0,0.0,0.0,0.36738784424960613
R_rho0,0,C,5,2730,1470,0.3534753620624542,0.3534753620624542,"{""income_binary"":0.2938341796398163,""civilian_at_work"":0.28647494316101074,""public_coverage"":0.48011696338653564}",1.0321283340454102,"{""SEX"":0.6315765380859375,""RAC1P"":1.1726014614105225}",0.9083196520805359,0.36250928044319153,0.36250928044319153,"{""income_binary"":0.3023984134197235,""civilian_at_work"":0.3011300563812256,""public_coverage"":0.4839993715286255}",1.0286636352539062,none; fixed final iterate,0.011619985103607178,1.0,0.011619985103607178,1.0,0.0,0.0,0.0,0.3650953471660614
R_rho0,0,C,10,2940,2100,0.3511418402194977,0.3511418402194977,"{""income_binary"":0.292227178812027,""civilian_at_work"":0.2821686863899231,""public_coverage"":0.4790295958518982}",1.0320569276809692,"{""SEX"":0.633287250995636,""RAC1P"":1.1636435985565186}",0.9060973525047302,0.36106035113334656,0.36106035113334656,"{""income_binary"":0.3008430600166321,""civilian_at_work"":0.2976875305175781,""public_coverage"":0.4846504330635071}",1.0285972356796265,none; fixed final iterate,0.011799400672316551,1.0,0.011799400672316551,1.0,0.0,0.0,0.0,0.36294124089181423
R_rho0,0,C,15,3150,2730,0.34856879711151123,0.34856879711151123,"{""income_binary"":0.2889176905155182,""civilian_at_work"":0.2789662182331085,""public_coverage"":0.477822482585907}",1.032228946685791,"{""SEX"":0.6220807433128357,""RAC1P"":1.1591606140136719}",0.8962796926498413,0.3597618639469147,0.3597618639469147,"{""income_binary"":0.2991856038570404,""civilian_at_work"":0.29779571294784546,""public_coverage"":0.48230427503585815}",1.028767704963684,none; fixed final iterate,0.011843067593872547,1.0,0.011843067593872547,1.0,0.0,0.0,0.0,0.3604118647053838
R_rho0,0,C,20,3360,3360,0.3465866148471832,0.3465866148471832,"{""income_binary"":0.28553661704063416,""civilian_at_work"":0.27626553177833557,""public_coverage"":0.47795775532722473}",1.0319700241088867,"{""SEX"":0.6199278831481934,""RAC1P"":1.147704005241394}",0.8903048038482666,0.35849642753601074,0.35849642753601074,"{""income_binary"":0.2962675988674164,""civilian_at_work"":0.2958369255065918,""public_coverage"":0.48338472843170166}",1.0285245180130005,none; fixed final iterate,0.01160400826483965,1.0,0.01160400826483965,1.0,0.0,0.0,0.0,0.3581906231120229
R_rho0,0,C,25,3570,3990,0.34534215927124023,0.34534215927124023,"{""income_binary"":0.2857976257801056,""civilian_at_work"":0.27488788962364197,""public_coverage"":0.47534099221229553}",1.0318478345870972,"{""SEX"":0.6127450466156006,""RAC1P"":1.141222357749939}",0.8826197385787964,0.35756993293762207,0.35756993293762207,"{""income_binary"":0.2964792847633362,""civilian_at_work"":0.29409730434417725,""public_coverage"":0.4821332097053528}",1.0283727645874023,none; fixed final iterate,0.01027755718678236,1.0,0.01027755718678236,1.0,0.0,0.0,0.0,0.3556197164580226
R_rho0,0,C,30,3780,4620,0.34412527084350586,0.34412527084350586,"{""income_binary"":0.2831047475337982,""civilian_at_work"":0.27444231510162354,""public_coverage"":0.47482869029045105}",1.0317803621292114,"{""SEX"":0.6081809997558594,""RAC1P"":1.1398451328277588}",0.8787944316864014,0.35755860805511475,0.35755860805511475,"{""income_binary"":0.29435473680496216,""civilian_at_work"":0.29576441645622253,""public_coverage"":0.48255670070648193}",1.0283477306365967,none; fixed final iterate,0.010306992568075657,1.0,0.010306992568075657,1.0,0.0,0.0,0.0,0.3544322634115815
R_rho0,0,C,35,3990,5250,0.3429844379425049,0.3429844379425049,"{""income_binary"":0.2829393148422241,""civilian_at_work"":0.27151191234588623,""public_coverage"":0.4745021462440491}",1.0314526557922363,"{""SEX"":0.6051117181777954,""RAC1P"":1.1304590702056885}",0.8729571104049683,0.3571547567844391,0.3571547567844391,"{""income_binary"":0.2960812747478485,""civilian_at_work"":0.29248762130737305,""public_coverage"":0.4828954339027405}",1.0279663801193237,none; fixed final iterate,0.00931356381624937,1.0,0.00931356381624937,1.0,0.0,0.0,0.0,0.35229800175875425
R_rho0,0,C,40,4200,5880,0.34158217906951904,0.34158217906951904,"{""income_binary"":0.2815485894680023,""civilian_at_work"":0.2692459225654602,""public_coverage"":0.4739520251750946}",1.0312960147857666,"{""SEX"":0.602405309677124,""RAC1P"":1.1209232807159424}",0.8673239946365356,0.356390118598938,0.356390118598938,"{""income_binary"":0.29429376125335693,""civilian_at_work"":0.29150089621543884,""public_coverage"":0.4833756387233734}",1.0278774499893188,none; fixed final iterate,0.009434876963496208,1.0,0.009434876963496208,1.0,0.0,0.0,0.0,0.35101705603301525
R_rho0,0,C,45,4410,6510,0.3407881557941437,0.3407881557941437,"{""income_binary"":0.27891090512275696,""civilian_at_work"":0.2710787355899811,""public_coverage"":0.47237488627433777}",1.0309745073318481,"{""SEX"":0.6059069633483887,""RAC1P"":1.1171162128448486}",0.8683819770812988,0.35572049021720886,0.35572049021720886,"{""income_binary"":0.2931305170059204,""civilian_at_work"":0.29289039969444275,""public_coverage"":0.48114049434661865}",1.0275347232818604,none; fixed final iterate,0.010901886969804764,1.0,0.010901886969804764,1.0,0.0,0.0,0.0,0.35169004276394844
