seed,release,target,split,selector,loss_120,loss_360,loss_360_minus_120
0,R_rho0_C,RAC1P,development_evaluation_person_weighted,candidate:mlp_0,1.1896768625735001,1.1896768625735001,0.0
0,R_rho0_C,RAC1P,development_evaluation_person_weighted,candidate:mlp_1,1.1939914962370421,1.1939914962370421,0.0
0,R_rho0_C,RAC1P,development_evaluation_person_weighted,candidate:hist_gb_20,1.3989225035978554,1.3989225035978554,0.0
0,R_rho0_C,RAC1P,development_evaluation_person_weighted,candidate:hist_gb_5,1.3844378020277086,1.3844378020277086,0.0
0,R_rho0_C,RAC1P,development_evaluation_person_weighted,candidate:catchup,1.2153079643713447,1.2153079643713447,0.0
0,R_rho0_C,RAC1P,development_evaluation_person_weighted,candidate:saved_adversary,1.2322249107741465,1.2322249107741465,0.0
0,R_rho0_D,SEX,validation,primary,0.6508017174272097,0.6508017174272097,0.0
0,R_rho0_D,SEX,validation,pooled,0.6508017174272097,0.6508017174272097,0.0
0,R_rho0_D,SEX,validation,candidate:logistic,0.6676964593790354,0.6676964593790354,0.0
0,R_rho0_D,SEX,validation,candidate:mlp_0,0.6524548314542247,0.6524548314542247,0.0
0,R_rho0_D,SEX,validation,candidate:mlp_1,0.6508017174272097,0.6508017174272097,0.0
0,R_rho0_D,SEX,validation,candidate:hist_gb_20,0.6745210745336792,0.6745210745336792,0.0
0,R_rho0_D,SEX,validation,candidate:hist_gb_5,0.6765679538401402,0.6765679538401402,0.0
0,R_rho0_D,SEX,validation,candidate:catchup,0.6708370197017551,0.6708370197017551,0.0
0,R_rho0_D,SEX,validation,candidate:saved_adversary,0.6984593448304665,0.6984593448304665,0.0
0,R_rho0_D,SEX,development_evaluation,primary,0.6621468168983895,0.6621468168983895,0.0
0,R_rho0_D,SEX,development_evaluation,pooled,0.6621468168983895,0.6621468168983895,0.0
0,R_rho0_D,SEX,development_evaluation,candidate:logistic,0.6728460050159616,0.6728460050159616,0.0
0,R_rho0_D,SEX,development_evaluation,candidate:mlp_0,0.6588135425282323,0.6588135425282323,0.0
0,R_rho0_D,SEX,development_evaluation,candidate:mlp_1,0.6621468168983895,0.6621468168983895,0.0
0,R_rho0_D,SEX,development_evaluation,candidate:hist_gb_20,0.6898901490201761,0.6898901490201761,0.0
0,R_rho0_D,SEX,development_evaluation,candidate:hist_gb_5,0.6856970785614533,0.6856970785614533,0.0
0,R_rho0_D,SEX,development_evaluation,candidate:catchup,0.6827390646037342,0.6827390646037342,0.0
0,R_rho0_D,SEX,development_evaluation,candidate:saved_adversary,0.7073304721334965,0.7073304721334965,0.0
0,R_rho0_D,SEX,validation_person_weighted,primary,0.6451370785284208,0.6451370785284208,0.0
0,R_rho0_D,SEX,validation_person_weighted,pooled,0.6451370785284208,0.6451370785284208,0.0
0,R_rho0_D,SEX,validation_person_weighted,candidate:logistic,0.6615523363498084,0.6615523363498084,0.0
0,R_rho0_D,SEX,validation_person_weighted,candidate:mlp_0,0.6508155395976303,0.6508155395976303,0.0
0,R_rho0_D,SEX,validation_person_weighted,candidate:mlp_1,0.6451370785284208,0.6451370785284208,0.0
0,R_rho0_D,SEX,validation_person_weighted,candidate:hist_gb_20,0.6742118421870821,0.6742118421870821,0.0
0,R_rho0_D,SEX,validation_person_weighted,candidate:hist_gb_5,0.6767403379887,0.6767403379887,0.0
0,R_rho0_D,SEX,validation_person_weighted,candidate:catchup,0.6729321002840215,0.6729321002840215,0.0
0,R_rho0_D,SEX,validation_person_weighted,candidate:saved_adversary,0.6956548780893143,0.6956548780893143,0.0
0,R_rho0_D,SEX,development_evaluation_person_weighted,primary,0.6601873303406322,0.6601873303406322,0.0
0,R_rho0_D,SEX,development_evaluation_person_weighted,pooled,0.6601873303406322,0.6601873303406322,0.0
0,R_rho0_D,SEX,development_evaluation_person_weighted,candidate:logistic,0.6699799258796175,0.6699799258796175,0.0
0,R_rho0_D,SEX,development_evaluation_person_weighted,candidate:mlp_0,0.6576291195140958,0.6576291195140958,0.0
0,R_rho0_D,SEX,development_evaluation_person_weighted,candidate:mlp_1,0.6601873303406322,0.6601873303406322,0.0
0,R_rho0_D,SEX,development_evaluation_person_weighted,candidate:hist_gb_20,0.6850842561749205,0.6850842561749205,0.0
0,R_rho0_D,SEX,development_evaluation_person_weighted,candidate:hist_gb_5,0.6840153821760783,0.6840153821760783,0.0
0,R_rho0_D,SEX,development_evaluation_person_weighted,candidate:catchup,0.6799148875958988,0.6799148875958988,0.0
0,R_rho0_D,SEX,development_evaluation_person_weighted,candidate:saved_adversary,0.7002058363897663,0.7002058363897663,0.0
0,R_rho0_D,RAC1P,validation,primary,1.2201643562588627,1.2201643562588627,0.0
0,R_rho0_D,RAC1P,validation,pooled,1.2201643562588627,1.2201643562588627,0.0
