seed,role,target,audit_budget,selector,split,reference_teacher,arm,comparison,E_rho0,E_rho0p1,reference_rho0,reference_rho0p1,E_reconstruction_delta,reference_reconstruction_delta,left_minus_right,signed_gain_interaction
0,transfer,commute_over20,,primary,development_evaluation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,-0.003615292071320164,0.00016623980920549286,-0.003781531880525657,
0,transfer,commute_over20,,primary,development_evaluation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,-0.003615292071320164,-0.0011558949133192442,-0.00245939715800092,
0,transfer,commute_over20,,primary,validation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,-0.003791677555657791,-0.0001821272156093956,-0.0036095503400483953,
0,transfer,commute_over20,,primary,validation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,-0.003791677555657791,-0.0006324897483235281,-0.0031591878073342627,
0,transfer,commute_over20,,primary,development_evaluation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,-0.004042668939439276,0.0003884021636810786,-0.004431071103120354,
0,transfer,commute_over20,,primary,development_evaluation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,-0.004042668939439276,-0.0029437561347961383,-0.0010989128046431373,
0,transfer,income_binary,,primary,validation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.006111649367084637,0.001409203066446374,0.004702446300638263,
0,transfer,income_binary,,primary,validation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.006111649367084637,0.0009772658158076486,0.005134383551276989,
0,transfer,income_binary,,primary,development_evaluation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.0015078161996909811,0.0010548780938529623,0.00045293810583801886,
0,transfer,income_binary,,primary,development_evaluation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.0015078161996909811,0.003646053459020193,-0.002138237259329212,
0,transfer,income_binary,,primary,validation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.007258415291454934,0.0003540986475161767,0.006904316643938757,
0,transfer,income_binary,,primary,validation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.007258415291454934,0.0018243070695095343,0.0054341082219453996,
0,transfer,income_binary,,primary,development_evaluation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.0015120227400636788,0.000845338630383996,0.0006666841096796827,
0,transfer,income_binary,,primary,development_evaluation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.0015120227400636788,0.005219828114725211,-0.0037078053746615325,
0,transfer,civilian_at_work,,primary,validation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.004322557313304443,0.0011762768587270656,0.003146280454577377,
0,transfer,civilian_at_work,,primary,validation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.004322557313304443,0.003246317493138251,0.0010762398201661916,
0,transfer,civilian_at_work,,primary,development_evaluation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.0012615325423571688,0.0009824345790777067,0.0002790979632794621,
0,transfer,civilian_at_work,,primary,development_evaluation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.0012615325423571688,-0.003210883805769116,0.004472416348126285,
0,transfer,civilian_at_work,,primary,validation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.006351216351944355,0.0006064082380685121,0.005744808113875843,
0,transfer,civilian_at_work,,primary,validation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.006351216351944355,0.0033835035639848687,0.0029677127879594867,
0,transfer,civilian_at_work,,primary,development_evaluation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.0021202260547917295,-0.0005513719098960701,0.0026715979646877996,
0,transfer,civilian_at_work,,primary,development_evaluation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.0021202260547917295,-0.0032064482093075997,0.005326674264099329,
0,transfer,public_coverage,,primary,validation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.001089764662470627,0.00033955734666307746,0.0007502073158075495,
0,transfer,public_coverage,,primary,validation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.001089764662470627,-0.0005503089227303914,0.0016400735852010184,
0,transfer,public_coverage,,primary,development_evaluation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,-0.000567140862759663,0.00041164247659353226,-0.0009787833393531953,
0,transfer,public_coverage,,primary,development_evaluation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,-0.000567140862759663,0.0001616139735003408,-0.0007287548362600038,
0,transfer,public_coverage,,primary,validation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.0005414587906151791,0.0011309403611791113,-0.0005894815705639322,
0,transfer,public_coverage,,primary,validation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.0005414587906151791,-0.002644092363818351,0.00318555115443353,
0,transfer,public_coverage,,primary,development_evaluation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,-0.0019294192987047154,0.00011140621919303317,-0.0020408255178977486,
0,transfer,public_coverage,,primary,development_evaluation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,-0.0019294192987047154,-0.0010329009244005594,-0.000896518374304156,
0,audit,SEX,120,primary,validation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,-0.0018056425078296634,0.0019374434325287737,-0.003743085940358437,0.003743085940358437
0,audit,SEX,120,primary,validation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,-0.0018056425078296634,0.001639050806747644,-0.0034446933145773073,0.0034446933145773073
0,audit,SEX,120,primary,development_evaluation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.0020708896073676764,0.0015432958068444247,0.0005275938005232517,-0.0005275938005232517
0,audit,SEX,120,primary,development_evaluation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.0020708896073676764,-0.0008605851520389063,0.0029314747594065826,-0.0029314747594065826
0,audit,SEX,120,primary,validation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.0005006033354463257,-9.519519991396663e-06,0.0005101228554377224,-0.0005101228554377224
0,audit,SEX,120,primary,validation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.0005006033354463257,0.00215517843458668,-0.001654575099140354,0.001654575099140354
0,audit,SEX,120,primary,development_evaluation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,-0.00010921726575285895,0.0003508473000090051,-0.00046006456576186405,0.00046006456576186405
0,audit,SEX,120,primary,development_evaluation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,-0.00010921726575285895,-0.0007280235493846154,0.0006188062836317565,-0.0006188062836317565
0,audit,RAC1P,120,primary,validation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.0030660683266647837,0.0008954881162674955,0.002170580210397288,-0.002170580210397288
0,audit,RAC1P,120,primary,validation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.0030660683266647837,0.0008998514184683781,0.0021662169081964056,-0.0021662169081964056
0,audit,RAC1P,120,primary,development_evaluation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.0015109699306172786,-2.021705254895423e-05,0.0015311869831662328,-0.0015311869831662328
0,audit,RAC1P,120,primary,development_evaluation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.0015109699306172786,0.0029850600079082135,-0.0014740900772909349,0.0014740900772909349
0,audit,RAC1P,120,primary,validation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.00048390253719921006,0.00026252771440526956,0.0002213748227939405,-0.0002213748227939405
0,audit,RAC1P,120,primary,validation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.00048390253719921006,-0.0010368590111398124,0.0015207615483390224,-0.0015207615483390224
0,audit,RAC1P,120,primary,development_evaluation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,-0.0002360744729479336,0.00024992922280087093,-0.00048600369574880453,0.00048600369574880453
0,audit,RAC1P,120,primary,development_evaluation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,-0.0002360744729479336,0.003994092294705265,-0.0042301667676531984,0.0042301667676531984
0,audit,SEX,120,pooled,validation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.014225672607893869,0.0019374434325287737,0.012288229175365095,-0.012288229175365095
0,audit,SEX,120,pooled,validation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.014225672607893869,0.0005564843232200856,0.013669188284673783,-0.013669188284673783
0,audit,SEX,120,pooled,development_evaluation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.010462386013245895,0.0015432958068444247,0.00891909020640147,-0.00891909020640147
0,audit,SEX,120,pooled,development_evaluation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.010462386013245895,0.000899405723525093,0.009562980289720802,-0.009562980289720802
0,audit,SEX,120,pooled,validation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.009786941253408399,-9.519519991396663e-06,0.009796460773399795,-0.009796460773399795
0,audit,SEX,120,pooled,validation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.009786941253408399,-0.0002651378235514201,0.010052079076959819,-0.010052079076959819
0,audit,SEX,120,pooled,development_evaluation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.012109991425671263,0.0003508473000090051,0.011759144125662258,-0.011759144125662258
0,audit,SEX,120,pooled,development_evaluation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.012109991425671263,-0.004722853997850551,0.016832845423521814,-0.016832845423521814
0,audit,RAC1P,120,pooled,validation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.009817676792583052,0.0008954881162674955,0.008922188676315557,-0.008922188676315557
0,audit,RAC1P,120,pooled,validation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.009817676792583052,0.009037178536345891,0.000780498256237161,-0.000780498256237161
0,audit,RAC1P,120,pooled,development_evaluation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.006561358534991735,-2.021705254895423e-05,0.006581575587540689,-0.006581575587540689
0,audit,RAC1P,120,pooled,development_evaluation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.006561358534991735,0.00790182680593765,-0.001340468270945916,0.001340468270945916
0,audit,RAC1P,120,pooled,validation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.006552653374198414,0.00026252771440526956,0.006290125659793144,-0.006290125659793144
0,audit,RAC1P,120,pooled,validation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.006552653374198414,0.012155202015618816,-0.005602548641420402,0.005602548641420402
0,audit,RAC1P,120,pooled,development_evaluation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.008643462774411859,0.00024992922280087093,0.008393533551610988,-0.008393533551610988
0,audit,RAC1P,120,pooled,development_evaluation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.008643462774411859,0.00880965094709718,-0.00016618817268532204,0.00016618817268532204
0,audit,SEX,360,primary,validation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,-0.0018056425078296634,0.0019374434325287737,-0.003743085940358437,0.003743085940358437
0,audit,SEX,360,primary,validation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,-0.0018056425078296634,0.001639050806747644,-0.0034446933145773073,0.0034446933145773073
0,audit,SEX,360,primary,development_evaluation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.0020708896073676764,0.0015432958068444247,0.0005275938005232517,-0.0005275938005232517
0,audit,SEX,360,primary,development_evaluation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.0020708896073676764,-0.0008605851520389063,0.0029314747594065826,-0.0029314747594065826
0,audit,SEX,360,primary,validation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.0005006033354463257,-9.519519991396663e-06,0.0005101228554377224,-0.0005101228554377224
0,audit,SEX,360,primary,validation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.0005006033354463257,0.00215517843458668,-0.001654575099140354,0.001654575099140354
0,audit,SEX,360,primary,development_evaluation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,-0.00010921726575285895,0.0003508473000090051,-0.00046006456576186405,0.00046006456576186405
0,audit,SEX,360,primary,development_evaluation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,-0.00010921726575285895,-0.0007280235493846154,0.0006188062836317565,-0.0006188062836317565
0,audit,RAC1P,360,primary,validation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.0030660683266647837,0.0008954881162674955,0.002170580210397288,-0.002170580210397288
0,audit,RAC1P,360,primary,validation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.0030660683266647837,0.0008998514184683781,0.0021662169081964056,-0.0021662169081964056
0,audit,RAC1P,360,primary,development_evaluation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.0015109699306172786,-2.021705254895423e-05,0.0015311869831662328,-0.0015311869831662328
0,audit,RAC1P,360,primary,development_evaluation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.0015109699306172786,0.0029850600079082135,-0.0014740900772909349,0.0014740900772909349
0,audit,RAC1P,360,primary,validation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.00048390253719921006,0.00026252771440526956,0.0002213748227939405,-0.0002213748227939405
0,audit,RAC1P,360,primary,validation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.00048390253719921006,-0.0010368590111398124,0.0015207615483390224,-0.0015207615483390224
0,audit,RAC1P,360,primary,development_evaluation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,-0.0002360744729479336,0.00024992922280087093,-0.00048600369574880453,0.00048600369574880453
0,audit,RAC1P,360,primary,development_evaluation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,-0.0002360744729479336,0.003994092294705265,-0.0042301667676531984,0.0042301667676531984
0,audit,SEX,360,pooled,validation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.014225672607893869,0.0019374434325287737,0.012288229175365095,-0.012288229175365095
0,audit,SEX,360,pooled,validation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.014225672607893869,0.0005564843232200856,0.013669188284673783,-0.013669188284673783
0,audit,SEX,360,pooled,development_evaluation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.010462386013245895,0.0015432958068444247,0.00891909020640147,-0.00891909020640147
0,audit,SEX,360,pooled,development_evaluation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.010462386013245895,0.000899405723525093,0.009562980289720802,-0.009562980289720802
0,audit,SEX,360,pooled,validation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.009786941253408399,-9.519519991396663e-06,0.009796460773399795,-0.009796460773399795
0,audit,SEX,360,pooled,validation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.009786941253408399,-0.0002651378235514201,0.010052079076959819,-0.010052079076959819
0,audit,SEX,360,pooled,development_evaluation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.012109991425671263,0.0003508473000090051,0.011759144125662258,-0.011759144125662258
0,audit,SEX,360,pooled,development_evaluation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.012109991425671263,-0.004722853997850551,0.016832845423521814,-0.016832845423521814
0,audit,RAC1P,360,pooled,validation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.009817676792583052,0.0008954881162674955,0.008922188676315557,-0.008922188676315557
0,audit,RAC1P,360,pooled,validation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.009817676792583052,0.009037178536345891,0.000780498256237161,-0.000780498256237161
0,audit,RAC1P,360,pooled,development_evaluation,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.006561358534991735,-2.021705254895423e-05,0.006581575587540689,-0.006581575587540689
0,audit,RAC1P,360,pooled,development_evaluation,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.006561358534991735,0.00790182680593765,-0.001340468270945916,0.001340468270945916
0,audit,RAC1P,360,pooled,validation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.006552653374198414,0.00026252771440526956,0.006290125659793144,-0.006290125659793144
0,audit,RAC1P,360,pooled,validation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.006552653374198414,0.012155202015618816,-0.005602548641420402,0.005602548641420402
0,audit,RAC1P,360,pooled,development_evaluation_person_weighted,R,D,E_reconstruction_interaction_vs_R,E_rho0_D,E_rho0p1_D,R_rho0_D,R_rho0p1_D,0.008643462774411859,0.00024992922280087093,0.008393533551610988,-0.008393533551610988
0,audit,RAC1P,360,pooled,development_evaluation_person_weighted,S,D,E_reconstruction_interaction_vs_S,E_rho0_D,E_rho0p1_D,S_rho0_D,S_rho0p1_D,0.008643462774411859,0.00880965094709718,-0.00016618817268532204,0.00016618817268532204
1,transfer,same_residence,,primary,validation,R,C,E_reconstruction_interaction_vs_R,E_rho0_C,E_rho0p1_C,R_rho0_C,R_rho0p1_C,0.005098651401619025,0.0025691707745376102,0.002529480627081415,
1,transfer,same_residence,,primary,validation,S,C,E_reconstruction_interaction_vs_S,E_rho0_C,E_rho0p1_C,S_rho0_C,S_rho0p1_C,0.005098651401619025,0.005790295709556248,-0.0006916443079372225,
1,transfer,same_residence,,primary,development_evaluation,R,C,E_reconstruction_interaction_vs_R,E_rho0_C,E_rho0p1_C,R_rho0_C,R_rho0p1_C,0.0037410863120429516,0.0019978925931295466,0.001743193718913405,
1,transfer,same_residence,,primary,development_evaluation,S,C,E_reconstruction_interaction_vs_S,E_rho0_C,E_rho0p1_C,S_rho0_C,S_rho0p1_C,0.0037410863120429516,-0.0029369525453658563,0.006678038857408808,
1,transfer,same_residence,,primary,validation_person_weighted,R,C,E_reconstruction_interaction_vs_R,E_rho0_C,E_rho0p1_C,R_rho0_C,R_rho0p1_C,0.005278358929505789,0.0024477381601306636,0.002830620769375125,
1,transfer,same_residence,,primary,validation_person_weighted,S,C,E_reconstruction_interaction_vs_S,E_rho0_C,E_rho0p1_C,S_rho0_C,S_rho0p1_C,0.005278358929505789,0.007946385513586451,-0.0026680265840806627,
1,transfer,same_residence,,primary,development_evaluation_person_weighted,R,C,E_reconstruction_interaction_vs_R,E_rho0_C,E_rho0p1_C,R_rho0_C,R_rho0p1_C,0.003793594100257258,0.0022612165676660356,0.0015323775325912226,
1,transfer,same_residence,,primary,development_evaluation_person_weighted,S,C,E_reconstruction_interaction_vs_S,E_rho0_C,E_rho0p1_C,S_rho0_C,S_rho0p1_C,0.003793594100257258,3.5912166134188794e-05,0.0037576819341230694,
1,transfer,commute_over20,,primary,validation,R,C,E_reconstruction_interaction_vs_R,E_rho0_C,E_rho0p1_C,R_rho0_C,R_rho0p1_C,-0.0005949464902534896,0.00028966272767783074,-0.0008846092179313203,
1,transfer,commute_over20,,primary,validation,S,C,E_reconstruction_interaction_vs_S,E_rho0_C,E_rho0p1_C,S_rho0_C,S_rho0p1_C,-0.0005949464902534896,-0.0005052850632869532,-8.966142696653634e-05,
1,transfer,commute_over20,,primary,development_evaluation,R,C,E_reconstruction_interaction_vs_R,E_rho0_C,E_rho0p1_C,R_rho0_C,R_rho0p1_C,0.0003784697328351738,-0.0003893898537322693,0.0007678595865674431,
1,transfer,commute_over20,,primary,development_evaluation,S,C,E_reconstruction_interaction_vs_S,E_rho0_C,E_rho0p1_C,S_rho0_C,S_rho0p1_C,0.0003784697328351738,3.5941293121677376e-05,0.00034252843971349645,
1,transfer,commute_over20,,primary,validation_person_weighted,R,C,E_reconstruction_interaction_vs_R,E_rho0_C,E_rho0p1_C,R_rho0_C,R_rho0p1_C,-0.001447248249769717,-0.00021690218559400343,-0.0012303460641757136,
1,transfer,commute_over20,,primary,validation_person_weighted,S,C,E_reconstruction_interaction_vs_S,E_rho0_C,E_rho0p1_C,S_rho0_C,S_rho0p1_C,-0.001447248249769717,0.0001215869517197099,-0.001568835201489427,
1,transfer,commute_over20,,primary,development_evaluation_person_weighted,R,C,E_reconstruction_interaction_vs_R,E_rho0_C,E_rho0p1_C,R_rho0_C,R_rho0p1_C,0.0006667276677317924,-0.0008623711033856063,0.0015290987711173987,
1,transfer,commute_over20,,primary,development_evaluation_person_weighted,S,C,E_reconstruction_interaction_vs_S,E_rho0_C,E_rho0p1_C,S_rho0_C,S_rho0p1_C,0.0006667276677317924,-0.0013189729188826105,0.001985700586614403,
1,transfer,income_binary,,primary,validation,R,C,E_reconstruction_interaction_vs_R,E_rho0_C,E_rho0p1_C,R_rho0_C,R_rho0p1_C,-0.00032157905927021613,-0.002470155789653594,0.002148576730383378,
1,transfer,income_binary,,primary,validation,S,C,E_reconstruction_interaction_vs_S,E_rho0_C,E_rho0p1_C,S_rho0_C,S_rho0p1_C,-0.00032157905927021613,-0.0005179263170234649,0.0001963472577532488,
1,transfer,income_binary,,primary,development_evaluation,R,C,E_reconstruction_interaction_vs_R,E_rho0_C,E_rho0p1_C,R_rho0_C,R_rho0p1_C,-0.0008236036881859587,-0.0010562057484859722,0.0002326020603000134,
1,transfer,income_binary,,primary,development_evaluation,S,C,E_reconstruction_interaction_vs_S,E_rho0_C,E_rho0p1_C,S_rho0_C,S_rho0p1_C,-0.0008236036881859587,-0.0010896719852209746,0.0002660682970350159,
1,transfer,income_binary,,primary,validation_person_weighted,R,C,E_reconstruction_interaction_vs_R,E_rho0_C,E_rho0p1_C,R_rho0_C,R_rho0p1_C,-0.0015607234353268717,-0.0021922743178556248,0.000631550882528753,
1,transfer,income_binary,,primary,validation_person_weighted,S,C,E_reconstruction_interaction_vs_S,E_rho0_C,E_rho0p1_C,S_rho0_C,S_rho0p1_C,-0.0015607234353268717,0.00011536775014792111,-0.0016760911854747929,
1,transfer,income_binary,,primary,development_evaluation_person_weighted,R,C,E_reconstruction_interaction_vs_R,E_rho0_C,E_rho0p1_C,R_rho0_C,R_rho0p1_C,-0.0026041015895369446,0.0010986903822935434,-0.003702791971830488,
1,transfer,income_binary,,primary,development_evaluation_person_weighted,S,C,E_reconstruction_interaction_vs_S,E_rho0_C,E_rho0p1_C,S_rho0_C,S_rho0p1_C,-0.0026041015895369446,-0.000842036902598986,-0.0017620646869379586,
1,transfer,civilian_at_work,,primary,validation,R,C,E_reconstruction_interaction_vs_R,E_rho0_C,E_rho0p1_C,R_rho0_C,R_rho0p1_C,0.002063256372032418,0.00019316057425061706,0.0018700957977818011,
