seed,release,target,candidate,new_fitting,selected_epoch,last_epoch,last_minus_best_validation_loss
2,R_rho0_C,SEX,catchup,True,10,360,0.37367191960078516
2,R_rho0_C,RAC1P,mlp_0,True,25,360,0.37981808493574376
2,R_rho0_C,RAC1P,mlp_1,True,20,360,0.40275347041246023
2,R_rho0_C,RAC1P,catchup,True,15,360,0.30830375540737576
2,R_rho0_D,SEX,mlp_0,True,15,360,0.3242584092926435
2,R_rho0_D,SEX,mlp_1,True,15,360,0.3115344612514297
2,R_rho0_D,SEX,catchup,True,10,360,0.36867831179351296
2,R_rho0_D,RAC1P,mlp_0,True,20,360,0.35964834146159785
2,R_rho0_D,RAC1P,mlp_1,True,20,360,0.39632991706293486
2,R_rho0_D,RAC1P,catchup,True,15,360,0.2878504447620216
0,E_rho0p1_C,SEX,mlp_0,True,50,360,0.14434958014268018
0,E_rho0p1_C,SEX,mlp_1,True,40,360,0.1594863886099297
0,E_rho0p1_C,SEX,catchup,True,5,360,0.16515390427524035
0,E_rho0p1_C,RAC1P,mlp_0,True,30,360,0.17308088992922555
0,E_rho0p1_C,RAC1P,mlp_1,True,30,360,0.1800867909664816
0,E_rho0p1_C,RAC1P,catchup,True,5,360,0.18998793519002666
0,E_rho0p1_D,SEX,mlp_0,True,50,360,0.15042820200354023
0,E_rho0p1_D,SEX,mlp_1,True,40,360,0.1539064325956142
0,E_rho0p1_D,SEX,catchup,True,15,360,0.14951922019555963
0,E_rho0p1_D,RAC1P,mlp_0,True,30,360,0.18800396211758796
0,E_rho0p1_D,RAC1P,mlp_1,True,30,360,0.196105959017711
0,E_rho0p1_D,RAC1P,catchup,True,5,360,0.2080743808531238
1,E_rho0p1_C,SEX,mlp_0,True,25,360,0.1858566115072534
1,E_rho0p1_C,SEX,mlp_1,True,35,360,0.175310535653057
1,E_rho0p1_C,SEX,catchup,True,5,360,0.18102816907992025
1,E_rho0p1_C,RAC1P,mlp_0,True,50,360,0.19133310558903238
1,E_rho0p1_C,RAC1P,mlp_1,True,45,360,0.2539505957992687
1,E_rho0p1_C,RAC1P,catchup,True,5,360,0.1571877564839157
1,E_rho0p1_D,SEX,mlp_0,True,20,360,0.17541165673193537
1,E_rho0p1_D,SEX,mlp_1,True,25,360,0.1718865549440064
1,E_rho0p1_D,SEX,catchup,True,0,360,0.17682042395992292
1,E_rho0p1_D,RAC1P,mlp_0,True,50,360,0.20487932777701623
1,E_rho0p1_D,RAC1P,mlp_1,True,60,360,0.19864556753843843
1,E_rho0p1_D,RAC1P,catchup,True,5,360,0.1413199291616547
2,E_rho0p1_C,SEX,mlp_0,True,25,360,0.18755652197770922
2,E_rho0p1_C,SEX,mlp_1,True,30,360,0.18472821221986424
2,E_rho0p1_C,SEX,catchup,True,10,360,0.14834327155925553
2,E_rho0p1_C,RAC1P,mlp_0,True,35,360,0.23501498042917435
2,E_rho0p1_C,RAC1P,mlp_1,True,40,360,0.2380821776329758
2,E_rho0p1_C,RAC1P,catchup,True,5,360,0.12320727740073134
2,E_rho0p1_D,SEX,mlp_0,True,25,360,0.18558029753085192
2,E_rho0p1_D,SEX,mlp_1,True,20,360,0.2082354614782923
2,E_rho0p1_D,SEX,catchup,True,10,360,0.16365670764056195
2,E_rho0p1_D,RAC1P,mlp_0,True,35,360,0.20786949788839948
2,E_rho0p1_D,RAC1P,mlp_1,True,35,360,0.22135676929243675
2,E_rho0p1_D,RAC1P,catchup,True,5,360,0.13737858253452462
0,E_rho0_C,SEX,mlp_0,True,35,360,0.12622922917886703
0,E_rho0_C,SEX,mlp_1,True,40,360,0.12281506403510556
0,E_rho0_C,SEX,catchup,True,10,360,0.1597570078887649
0,E_rho0_C,RAC1P,mlp_0,True,25,360,0.1667944885888264
0,E_rho0_C,RAC1P,mlp_1,True,30,360,0.25419879049702265
0,E_rho0_C,RAC1P,catchup,True,5,360,0.17609943643568338
0,E_rho0_D,SEX,mlp_0,True,35,360,0.12881203351715187
0,E_rho0_D,SEX,mlp_1,True,40,360,0.14160949240946796
0,E_rho0_D,SEX,catchup,True,10,360,0.16615455719356442
0,E_rho0_D,RAC1P,mlp_0,True,25,360,0.15374897275375976
0,E_rho0_D,RAC1P,mlp_1,True,30,360,0.21130821499079566
0,E_rho0_D,RAC1P,catchup,True,5,360,0.17135898518565007
1,E_rho0_C,SEX,mlp_0,True,15,360,0.17024394819549638
1,E_rho0_C,SEX,mlp_1,True,25,360,0.177302238092376
1,E_rho0_C,SEX,catchup,True,0,360,0.18054014799625773
1,E_rho0_C,RAC1P,mlp_0,True,50,360,0.1726206022054304
1,E_rho0_C,RAC1P,mlp_1,True,45,360,0.20818667944539726
1,E_rho0_C,RAC1P,catchup,True,5,360,0.13389337670744506
1,E_rho0_D,SEX,mlp_0,True,15,360,0.15851735987654803
1,E_rho0_D,SEX,mlp_1,True,25,360,0.16374531966632433
1,E_rho0_D,SEX,catchup,True,0,360,0.15547185105024097
1,E_rho0_D,RAC1P,mlp_0,True,50,360,0.16826516543750025
1,E_rho0_D,RAC1P,mlp_1,True,35,360,0.20800912471115662
1,E_rho0_D,RAC1P,catchup,True,5,360,0.14640039469351307
2,E_rho0_C,SEX,mlp_0,True,15,360,0.18144561826550232
2,E_rho0_C,SEX,mlp_1,True,20,360,0.1562742567924924
2,E_rho0_C,SEX,catchup,True,20,360,0.14020307514194263
2,E_rho0_C,RAC1P,mlp_0,True,35,360,0.22995749718869796
2,E_rho0_C,RAC1P,mlp_1,True,40,360,0.21964790519253707
2,E_rho0_C,RAC1P,catchup,True,5,360,0.1425915723112574
2,E_rho0_D,SEX,mlp_0,True,15,360,0.16797355832192407
2,E_rho0_D,SEX,mlp_1,True,20,360,0.1730050614336639
2,E_rho0_D,SEX,catchup,True,10,360,0.15095584813175067
2,E_rho0_D,RAC1P,mlp_0,True,35,360,0.2284466620819019
2,E_rho0_D,RAC1P,mlp_1,True,35,360,0.25004977966908126
2,E_rho0_D,RAC1P,catchup,True,5,360,0.1534169933649041
0,S_rho0p1_C,SEX,mlp_0,True,25,360,0.17326136004768167
0,S_rho0p1_C,SEX,mlp_1,True,35,360,0.12469296885238901
0,S_rho0p1_C,SEX,catchup,True,5,360,0.16947680794929187
0,S_rho0p1_C,RAC1P,mlp_0,True,45,360,0.18795572200943278
0,S_rho0p1_C,RAC1P,mlp_1,True,40,360,0.2033893966518161
0,S_rho0p1_C,RAC1P,catchup,True,5,360,0.1451294026647194
0,S_rho0p1_D,SEX,mlp_0,True,25,360,0.16349189861930158
0,S_rho0p1_D,SEX,mlp_1,True,20,360,0.12699718954492178
0,S_rho0p1_D,SEX,catchup,True,5,360,0.16330485550462714
0,S_rho0p1_D,RAC1P,mlp_0,True,45,360,0.1572841482731
0,S_rho0p1_D,RAC1P,mlp_1,True,40,360,0.20783953126932997
0,S_rho0p1_D,RAC1P,catchup,True,5,360,0.15520657241627922
1,S_rho0p1_C,SEX,mlp_0,True,20,360,0.2198625738674882
1,S_rho0p1_C,SEX,mlp_1,True,25,360,0.21795149334628738
1,S_rho0p1_C,SEX,catchup,True,5,360,0.18425163203171457
1,S_rho0p1_C,RAC1P,mlp_0,True,40,360,0.19130442039877216
1,S_rho0p1_C,RAC1P,mlp_1,True,35,360,0.2324072242259947
