comparison,left,right,role,target,audit_budget,selector,split,n_seeds,n_defined,complete,mean,sample_sd,per_seed
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,RAC1P,120,pooled,validation_person_weighted,3,3,True,-0.0009436713405724569,0.010841447624885708,"{""0"":0.011344681876466423,""1"":-0.005018000608559836,""2"":-0.009157695289623957}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,RAC1P,120,pooled,development_evaluation_person_weighted,3,3,True,0.0016531482575117273,0.022691224503936916,"{""0"":0.022819156186314915,""1"":-0.022304897791176836,""2"":0.004445186377397103}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,SEX,360,primary,validation,3,3,True,0.007188261848055803,0.004414966670036068,"{""0"":0.007476563155548899,""1"":0.011452012334829842,""2"":0.002636210053788668}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,SEX,360,primary,development_evaluation,3,3,True,-0.00023264946677511075,0.0038364522268459055,"{""0"":-0.0019171004028309957,""1"":0.004157862132878387,""2"":-0.0029387101303727237}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,SEX,360,primary,validation_person_weighted,3,3,True,0.012672994695098527,0.005807226069251684,"{""0"":0.018181676975629335,""1"":0.013229950773223642,""2"":0.006607356336442605}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,SEX,360,primary,development_evaluation_person_weighted,3,3,True,0.00023329818363434138,0.003952462981518834,"{""0"":-0.0009863572051194147,""1"":0.004651838806257413,""2"":-0.0029655870502349746}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,RAC1P,360,primary,validation,3,3,True,0.016876358785994434,0.01577749466241075,"{""0"":0.03101192959042809,""1"":0.01976189274703688,""2"":-0.00014474597948166412}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,RAC1P,360,primary,development_evaluation,3,3,True,0.012144289779585593,0.010131431736657407,"{""0"":0.023826520021444253,""1"":0.005764628962636742,""2"":0.006841720354675784}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,RAC1P,360,primary,validation_person_weighted,3,3,True,0.01350549576496037,0.01574145845617738,"{""0"":0.028368816032361854,""1"":0.015135005384610878,""2"":-0.0029873341220916227}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,RAC1P,360,primary,development_evaluation_person_weighted,3,3,True,0.01035914748230756,0.013799820323072204,"{""0"":0.0242824189457449,""1"":-0.003313816341946163,""2"":0.01010883984312394}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,SEX,360,pooled,validation,3,3,True,0.0016103800230743426,0.0008896379466448327,"{""0"":0.0011444781672995674,""1"":0.0010504518481347924,""2"":0.002636210053788668}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,SEX,360,pooled,development_evaluation,3,3,True,-0.0035148755739213464,0.003831046924782737,"{""0"":-0.007601371856135408,""1"":-4.544735255906929e-06,""2"":-0.0029387101303727237}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,SEX,360,pooled,validation_person_weighted,3,3,True,0.0014751967994548105,0.005804850296567395,"{""0"":0.002643014569825297,""1"":-0.00482478050790347,""2"":0.006607356336442605}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,SEX,360,pooled,development_evaluation_person_weighted,3,3,True,-0.003520218305896846,0.004328615867287839,"{""0"":-0.008099417643710916,""1"":0.0005043497762553528,""2"":-0.0029655870502349746}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,RAC1P,360,pooled,validation,3,3,True,0.0003774345325693318,0.008648943005476367,"{""0"":0.010236633326604183,""1"":-0.0031732651339546614,""2"":-0.005931064594941526}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,RAC1P,360,pooled,development_evaluation,3,3,True,0.0018116753309191935,0.016902721039187912,"{""0"":0.01736100495276749,""1"":-0.01617894463661851,""2"":0.0042529656766086}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,RAC1P,360,pooled,validation_person_weighted,3,3,True,-0.0009436713405724569,0.010841447624885708,"{""0"":0.011344681876466423,""1"":-0.005018000608559836,""2"":-0.009157695289623957}"
E_minus_S,E_rho0p1_C,S_rho0p1_C,audit,RAC1P,360,pooled,development_evaluation_person_weighted,3,3,True,0.0016531482575117273,0.022691224503936916,"{""0"":0.022819156186314915,""1"":-0.022304897791176836,""2"":0.004445186377397103}"
E_minus_R,E_rho0p1_D,R_rho0p1_D,transfer,same_residence,,primary,validation,3,3,True,0.0056103919296986255,0.004325243642729332,"{""0"":0.008023370988499368,""1"":0.0006169667505528942,""2"":0.008190838050043614}"
E_minus_R,E_rho0p1_D,R_rho0p1_D,transfer,same_residence,,primary,development_evaluation,3,3,True,0.008389736490869493,0.0014923234040895258,"{""0"":0.010037621883994707,""1"":0.008002124449586534,""2"":0.007129463139027237}"
E_minus_R,E_rho0p1_D,R_rho0p1_D,transfer,same_residence,,primary,validation_person_weighted,3,3,True,0.005508102388541454,0.007157685734378802,"{""0"":0.010500946027710012,""1"":-0.0026923618018742657,""2"":0.008715722939788617}"
E_minus_R,E_rho0p1_D,R_rho0p1_D,transfer,same_residence,,primary,development_evaluation_person_weighted,3,3,True,0.005645230005051387,0.0005707657110225403,"{""0"":0.006281396128217653,""1"":0.005178006088298492,""2"":0.005476287798638013}"
E_minus_R,E_rho0p1_D,R_rho0p1_D,transfer,commute_over20,,primary,validation,3,3,True,0.003820924834375313,0.0037106104828872758,"{""0"":0.005122107245547625,""1"":-0.00036503387761732675,""2"":0.006705701135195641}"
E_minus_R,E_rho0p1_D,R_rho0p1_D,transfer,commute_over20,,primary,development_evaluation,3,3,True,-0.0015153136437291066,0.0037050182401546948,"{""0"":0.002205112044754931,""1"":-0.001546323196308319,""2"":-0.005204729779633932}"
E_minus_R,E_rho0p1_D,R_rho0p1_D,transfer,commute_over20,,primary,validation_person_weighted,3,3,True,0.005855506761464476,0.00440362578175349,"{""0"":0.008922250571430923,""1"":0.000809552924518897,""2"":0.007834716788443608}"
E_minus_R,E_rho0p1_D,R_rho0p1_D,transfer,commute_over20,,primary,development_evaluation_person_weighted,3,3,True,-0.0029059189508269245,0.006261603878686443,"{""0"":0.0041805913004352435,""1"":-0.005206711812383857,""2"":-0.00769163634053216}"
E_minus_R,E_rho0p1_D,R_rho0p1_D,transfer,income_binary,,primary,validation,3,3,True,0.0004904045654780717,0.0030974821569020503,"{""0"":-0.002426767066353197,""1"":0.00015679118343725484,""2"":0.003741189579350157}"
E_minus_R,E_rho0p1_D,R_rho0p1_D,transfer,income_binary,,primary,development_evaluation,3,3,True,-0.0025371837637905847,0.003051853784368866,"{""0"":0.0002799384555837725,""1"":-0.005779232894163211,""2"":-0.002112256852792316}"
E_minus_R,E_rho0p1_D,R_rho0p1_D,transfer,income_binary,,primary,validation_person_weighted,3,3,True,-0.0011217242743094176,0.003781772316814876,"{""0"":-0.0031244077407455717,""1"":-0.0034809994571016745,""2"":0.0032402343749189932}"
