seed,release,target,split,audit_budget,saved_loss,saved_candidate,fresh_loss,fresh_candidate,catchup_loss,catchup_candidate,pooled_loss,pooled_candidate
0,R_rho0p1_C,RAC1P,validation_person_weighted,120,1.2559612102635853,saved_adversary,1.2254502911476692,mlp_0,1.230840707274953,catchup,1.2254502911476692,mlp_0
0,R_rho0p1_C,RAC1P,validation_person_weighted,360,1.2559612102635853,saved_adversary,1.2254502911476692,mlp_0,1.230840707274953,catchup,1.2254502911476692,mlp_0
0,R_rho0p1_C,RAC1P,development_evaluation_person_weighted,120,1.2252504102493245,saved_adversary,1.1891142400070045,mlp_0,1.2104084272361975,catchup,1.1891142400070045,mlp_0
0,R_rho0p1_C,RAC1P,development_evaluation_person_weighted,360,1.2252504102493245,saved_adversary,1.1891142400070045,mlp_0,1.2104084272361975,catchup,1.1891142400070045,mlp_0
0,R_rho0p1_D,SEX,validation,120,0.6790375609555934,saved_adversary,0.6488642739946809,mlp_1,0.6613634789954262,catchup,0.6488642739946809,mlp_1
0,R_rho0p1_D,SEX,validation,360,0.6790375609555934,saved_adversary,0.6488642739946809,mlp_1,0.6613634789954262,catchup,0.6488642739946809,mlp_1
0,R_rho0p1_D,SEX,development_evaluation,120,0.6891953866451891,saved_adversary,0.6606035210915451,mlp_1,0.6677551723399113,catchup,0.6606035210915451,mlp_1
0,R_rho0p1_D,SEX,development_evaluation,360,0.6891953866451891,saved_adversary,0.6606035210915451,mlp_1,0.6677551723399113,catchup,0.6606035210915451,mlp_1
0,R_rho0p1_D,SEX,validation_person_weighted,120,0.6774695418872866,saved_adversary,0.6451465980484122,mlp_1,0.6624982113989877,catchup,0.6451465980484122,mlp_1
0,R_rho0p1_D,SEX,validation_person_weighted,360,0.6774695418872866,saved_adversary,0.6451465980484122,mlp_1,0.6624982113989877,catchup,0.6451465980484122,mlp_1
0,R_rho0p1_D,SEX,development_evaluation_person_weighted,120,0.6827109116730905,saved_adversary,0.6598364830406231,mlp_1,0.6662712265984362,catchup,0.6598364830406231,mlp_1
0,R_rho0p1_D,SEX,development_evaluation_person_weighted,360,0.6827109116730905,saved_adversary,0.6598364830406231,mlp_1,0.6662712265984362,catchup,0.6598364830406231,mlp_1
0,R_rho0p1_D,RAC1P,validation,120,1.2360214599910484,saved_adversary,1.2192688681425952,mlp_0,1.2266038441025584,catchup,1.2192688681425952,mlp_0
0,R_rho0p1_D,RAC1P,validation,360,1.2360214599910484,saved_adversary,1.2192688681425952,mlp_0,1.2266038441025584,catchup,1.2192688681425952,mlp_0
0,R_rho0p1_D,RAC1P,development_evaluation,120,1.2352826714614338,saved_adversary,1.2111194892839057,mlp_0,1.2239355027220684,catchup,1.2111194892839057,mlp_0
0,R_rho0p1_D,RAC1P,development_evaluation,360,1.2352826714614338,saved_adversary,1.2111194892839057,mlp_0,1.2239355027220684,catchup,1.2111194892839057,mlp_0
0,R_rho0p1_D,RAC1P,validation_person_weighted,120,1.2554175903582159,saved_adversary,1.2258115385304238,mlp_0,1.2362111300420533,catchup,1.2258115385304238,mlp_0
0,R_rho0p1_D,RAC1P,validation_person_weighted,360,1.2554175903582159,saved_adversary,1.2258115385304238,mlp_0,1.2362111300420533,catchup,1.2258115385304238,mlp_0
0,R_rho0p1_D,RAC1P,development_evaluation_person_weighted,120,1.2163818370605914,saved_adversary,1.1897687831488657,mlp_0,1.2014347235959688,catchup,1.1897687831488657,mlp_0
0,R_rho0p1_D,RAC1P,development_evaluation_person_weighted,360,1.2163818370605914,saved_adversary,1.1897687831488657,mlp_0,1.2014347235959688,catchup,1.1897687831488657,mlp_0
0,R_rho0_C,SEX,validation,120,0.6995694782944166,saved_adversary,0.6502939096400555,mlp_1,0.6688192519312368,catchup,0.6502939096400555,mlp_1
0,R_rho0_C,SEX,validation,360,0.6995694782944166,saved_adversary,0.6502939096400555,mlp_1,0.6688192519312368,catchup,0.6502939096400555,mlp_1
0,R_rho0_C,SEX,development_evaluation,120,0.7066952748318241,saved_adversary,0.6614342722774925,mlp_1,0.675441664001844,catchup,0.6614342722774925,mlp_1
0,R_rho0_C,SEX,development_evaluation,360,0.7066952748318241,saved_adversary,0.6614342722774925,mlp_1,0.675441664001844,catchup,0.6614342722774925,mlp_1
