comparison,reference_teacher,arm,role,target,audit_budget,selector,split,n_seeds,n_defined,complete,mean,sample_sd,per_seed
E_reconstruction_interaction_vs_R,R,D,transfer,commute_over20,,primary,validation,3,3,True,-0.002034129319939256,0.0019990314703750584,"{""0"":-0.0013122354719202756,""1"":-0.0004963190784075255,""2"":-0.004293833409489967}"
E_reconstruction_interaction_vs_S,S,D,transfer,commute_over20,,primary,validation,3,3,True,-0.001656097038848466,0.001549745254900714,"{""0"":-0.00313811853229351,""1"":-4.6512993657432666e-05,""2"":-0.0017836595905944552}"
E_reconstruction_interaction_vs_R,R,D,transfer,commute_over20,,primary,development_evaluation,3,3,True,0.0004581047705226604,0.0037650811848505125,"{""0"":-0.003781531880525657,""1"":0.0017442882066430743,""2"":0.003411557985450564}"
E_reconstruction_interaction_vs_S,S,D,transfer,commute_over20,,primary,development_evaluation,3,3,True,-0.00018901616728998297,0.0023578140974918416,"{""0"":-0.00245939715800092,""1"":-0.00035510002275185304,""2"":0.002247448678882824}"
E_reconstruction_interaction_vs_R,R,D,transfer,commute_over20,,primary,validation_person_weighted,3,3,True,-0.0020850646175542,0.0013208544610299102,"{""0"":-0.0036095503400483953,""1"":-0.0012826475275512506,""2"":-0.0013629959850629536}"
E_reconstruction_interaction_vs_S,S,D,transfer,commute_over20,,primary,validation_person_weighted,3,3,True,-0.0012171851214098546,0.0017263818108498071,"{""0"":-0.0031591878073342627,""1"":-0.0006358802407485653,""2"":0.0001435126838532641}"
E_reconstruction_interaction_vs_R,R,D,transfer,commute_over20,,primary,development_evaluation_person_weighted,3,3,True,0.0020791929848158475,0.006197041285455536,"{""0"":-0.004431071103120354,""1"":0.0027622311691752888,""2"":0.007906418888392608}"
E_reconstruction_interaction_vs_S,S,D,transfer,commute_over20,,primary,development_evaluation_person_weighted,3,3,True,0.0027193941349354933,0.0053344756450767,"{""0"":-0.0010989128046431373,""1"":0.0004426152719833043,""2"":0.008814479937466313}"
E_reconstruction_interaction_vs_R,R,D,transfer,income_binary,,primary,validation,3,3,True,0.0033931330338344092,0.0011548849278236418,"{""0"":0.004702446300638263,""1"":0.002519311454460771,""2"":0.002957641346404194}"
E_reconstruction_interaction_vs_S,S,D,transfer,income_binary,,primary,validation,3,3,True,0.0016146845721512852,0.0030679571957890985,"{""0"":0.005134383551276989,""1"":0.00020290214142942853,""2"":-0.0004932319762525617}"
E_reconstruction_interaction_vs_R,R,D,transfer,income_binary,,primary,development_evaluation,3,3,True,0.0014901025676153183,0.0017255537443563623,"{""0"":0.00045293810583801886,""1"":0.0005353372040504678,""2"":0.003482032392957468}"
E_reconstruction_interaction_vs_S,S,D,transfer,income_binary,,primary,development_evaluation,3,3,True,-0.00029484462170818276,0.0024052258471573716,"{""0"":-0.002138237259329212,""1"":-0.0011721866747806398,""2"":0.0024258900689853036}"
E_reconstruction_interaction_vs_R,R,D,transfer,income_binary,,primary,validation_person_weighted,3,3,True,0.0038829263104059133,0.002752407913417662,"{""0"":0.006904316643938757,""1"":0.0015183285372669109,""2"":0.0032261337500120724}"
E_reconstruction_interaction_vs_S,S,D,transfer,income_binary,,primary,validation_person_weighted,3,3,True,0.0012596350308566688,0.0036227888506802186,"{""0"":0.0054341082219453996,""1"":-0.0010619714417495763,""2"":-0.000593231687625817}"
E_reconstruction_interaction_vs_R,R,D,transfer,income_binary,,primary,development_evaluation_person_weighted,3,3,True,0.00022446192746751933,0.002737737268867273,"{""0"":0.0006666841096796827,""1"":-0.0027074673075785927,""2"":0.002714168980301468}"
E_reconstruction_interaction_vs_S,S,D,transfer,income_binary,,primary,development_evaluation_person_weighted,3,3,True,-0.0013208441714880521,0.0030804803033199126,"{""0"":-0.0037078053746615325,""1"":-0.002411257407199885,""2"":0.002156530267397261}"
E_reconstruction_interaction_vs_R,R,D,transfer,civilian_at_work,,primary,validation,3,3,True,0.0014513621468718225,0.002164002077976301,"{""0"":0.003146280454577377,""1"":0.0021939797022186847,""2"":-0.000986173716180594}"
E_reconstruction_interaction_vs_S,S,D,transfer,civilian_at_work,,primary,validation,3,3,True,6.0503920853697636e-05,0.0012242905097958638,"{""0"":0.0010762398201661916,""1"":0.0004041626528182296,""2"":-0.0012988907104233283}"
E_reconstruction_interaction_vs_R,R,D,transfer,civilian_at_work,,primary,development_evaluation,3,3,True,0.0020411271926720578,0.0022357707592897806,"{""0"":0.0002790979632794621,""1"":0.001288094490376035,""2"":0.004556189124360677}"
E_reconstruction_interaction_vs_S,S,D,transfer,civilian_at_work,,primary,development_evaluation,3,3,True,2.7908100919201335e-05,0.006071520612053597,"{""0"":0.004472416348126285,""1"":-0.00688988884252667,""2"":0.0025011967971579896}"
E_reconstruction_interaction_vs_R,R,D,transfer,civilian_at_work,,primary,validation_person_weighted,3,3,True,0.0028180650266797134,0.003999826830436133,"{""0"":0.005744808113875843,""1"":0.004448921310769682,""2"":-0.001739534344606386}"
E_reconstruction_interaction_vs_S,S,D,transfer,civilian_at_work,,primary,validation_person_weighted,3,3,True,0.00014014059263848613,0.003123348726452697,"{""0"":0.0029677127879594867,""1"":0.000665151513033091,""2"":-0.003212442523077119}"
E_reconstruction_interaction_vs_R,R,D,transfer,civilian_at_work,,primary,development_evaluation_person_weighted,3,3,True,0.002222661062637558,0.0025709957779497927,"{""0"":0.0026715979646877996,""1"":-0.00054323632379355,""2"":0.004539621547018424}"
E_reconstruction_interaction_vs_S,S,D,transfer,civilian_at_work,,primary,development_evaluation_person_weighted,3,3,True,-2.6549184299155354e-07,0.006378963475529346,"{""0"":0.005326674264099329,""1"":-0.00706929545334023,""2"":0.0017418247137119258}"
E_reconstruction_interaction_vs_R,R,D,transfer,public_coverage,,primary,validation,3,3,True,0.001354899830080451,0.0022429185003193398,"{""0"":0.0007502073158075495,""1"":0.003838173326136507,""2"":-0.000523681151702704}"
E_reconstruction_interaction_vs_S,S,D,transfer,public_coverage,,primary,validation,3,3,True,0.0017166857774250273,0.002101397253399179,"{""0"":0.0016400735852010184,""1"":0.0038553414505350103,""2"":-0.00034535770346094674}"
E_reconstruction_interaction_vs_R,R,D,transfer,public_coverage,,primary,development_evaluation,3,3,True,-0.0007075768761323394,0.0003512620331330758,"{""0"":-0.0009787833393531953,""1"":-0.0008331638178654122,""2"":-0.00031078347117841076}"
E_reconstruction_interaction_vs_S,S,D,transfer,public_coverage,,primary,development_evaluation,3,3,True,0.0006498463165651169,0.001471233840358151,"{""0"":-0.0007287548362600038,""1"":0.000479424170766074,""2"":0.0021988696151892806}"
E_reconstruction_interaction_vs_R,R,D,transfer,public_coverage,,primary,validation_person_weighted,3,3,True,0.0012520073599680919,0.0026648480065249226,"{""0"":-0.0005894815705639322,""1"":0.004307723437908584,""2"":3.778021255962383e-05}"
E_reconstruction_interaction_vs_S,S,D,transfer,public_coverage,,primary,validation_person_weighted,3,3,True,0.0013199380501482023,0.002117208046577754,"{""0"":0.00318555115443353,""1"":0.0017554098766013326,""2"":-0.0009811468805902557}"
E_reconstruction_interaction_vs_R,R,D,transfer,public_coverage,,primary,development_evaluation_person_weighted,3,3,True,-0.0014998204207165948,0.0005620223735037428,"{""0"":-0.0020408255178977486,""1"":-0.0009189080431308838,""2"":-0.0015397277011211519}"
E_reconstruction_interaction_vs_S,S,D,transfer,public_coverage,,primary,development_evaluation_person_weighted,3,3,True,0.001140370628923008,0.002187529004519409,"{""0"":-0.000896518374304156,""1"":0.0008651399251574099,""2"":0.00345249033591577}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,120,primary,validation,3,3,True,-0.0006609531799548485,0.002669715845479948,"{""0"":-0.003743085940358437,""1"":0.0008279027506996606,""2"":0.0009323236497942311}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,120,primary,validation,3,3,True,-0.0008548479802904888,0.002642107577742475,"{""0"":-0.0034446933145773073,""1"":0.001836591178240976,""2"":-0.0009564418045351353}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,120,primary,development_evaluation,3,3,True,0.0008402871717535879,0.0009514908628392029,"{""0"":0.0005275938005232517,""1"":0.0019087752958298898,""2"":8.449241890762238e-05}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,120,primary,development_evaluation,3,3,True,0.0017330901872184186,0.0010445874387753971,"{""0"":0.0029314747594065826,""1"":0.001252509578894223,""2"":0.0010152862233544502}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,120,primary,validation_person_weighted,3,3,True,0.0006193769729763154,0.0006862402407755525,"{""0"":0.0005101228554377224,""1"":-5.68216158947088e-06,""2"":0.0013536902250806948}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,120,primary,validation_person_weighted,3,3,True,-0.001353434667644704,0.0002669887846957337,"{""0"":-0.001654575099140354,""1"":-0.0011456906681995838,""2"":-0.0012600382355941742}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,120,primary,development_evaluation_person_weighted,3,3,True,0.0007451919591151915,0.0010825340523272,"{""0"":-0.00046006456576186405,""1"":0.001060770563168778,""2"":0.0016348698799386607}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,120,primary,development_evaluation_person_weighted,3,3,True,0.0011239256545270877,0.0013914439943383196,"{""0"":0.0006188062836317565,""1"":5.5592760981326705e-05,""2"":0.00269737791896818}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,120,primary,validation,3,3,True,0.002056945576063877,0.00011478865078602075,"{""0"":0.002170580210397288,""1"":0.0019410367048542376,""2"":0.002059219812940105}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,120,primary,validation,3,3,True,0.0012049593845337991,0.001799866562486329,"{""0"":0.0021662169081964056,""1"":0.002320108684545019,""2"":-0.0008714474391400273}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,120,primary,development_evaluation,3,3,True,0.0020989142685145326,0.0008089368406952931,"{""0"":0.0015311869831662328,""1"":0.0030251509409287003,""2"":0.001740404881448665}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,120,primary,development_evaluation,3,3,True,-0.0013196234852968687,0.00371739262129655,"{""0"":-0.0014740900772909349,""1"":0.002472594730567046,""2"":-0.004957375109166717}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,120,primary,validation_person_weighted,3,3,True,0.00046631578201357843,0.0032529084501852447,"{""0"":0.0002213748227939405,""1"":-0.0026571983856229497,""2"":0.0038347709088697446}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,120,primary,validation_person_weighted,3,3,True,0.001454116405443277,0.00039828890941304894,"{""0"":0.0015207615483390224,""1"":0.0010267089775777283,""2"":0.0018148786904130798}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,120,primary,development_evaluation_person_weighted,3,3,True,-0.0014056779460680513,0.0012517868885105275,"{""0"":-0.00048600369574880453,""1"":-0.0008997926115004162,""2"":-0.002831237530954933}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,120,primary,development_evaluation_person_weighted,3,3,True,-0.004384262443897151,0.0019934429178471535,"{""0"":-0.0042301667676531984,""1"":-0.00247233930218127,""2"":-0.006450281261856983}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,120,pooled,validation,3,3,True,0.004210220706849917,0.00737794011829834,"{""0"":0.012288229175365095,""1"":0.002515002891220086,""2"":-0.0021725699460354297}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,120,pooled,validation,3,3,True,0.005111616014541169,0.00888126602209927,"{""0"":0.013669188284673783,""1"":0.0057269951593145185,""2"":-0.004061335400364796}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,120,pooled,development_evaluation,3,3,True,0.000737643922612774,0.007573887153689925,"{""0"":0.00891909020640147,""1"":-0.0006769403690087827,""2"":-0.006029218069554365}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,120,pooled,development_evaluation,3,3,True,-0.002801797552639836,0.011391441799037495,"{""0"":0.009562980289720802,""1"":-0.012869948682532772,""2"":-0.005098424265107537}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,120,pooled,validation_person_weighted,3,3,True,0.002322355613012861,0.006717551114463904,"{""0"":0.009796460773399795,""1"":0.0003821911801572542,""2"":-0.003211585114518467}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,120,pooled,validation_person_weighted,3,3,True,0.0040407258774419015,0.008612017994647973,"{""0"":0.010052079076959819,""1"":0.00789541213055922,""2"":-0.005825313575193336}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,120,pooled,development_evaluation_person_weighted,3,3,True,0.0027854945858857283,0.00831936083517053,"{""0"":0.011759144125662258,""1"":-0.004670669362796476,""2"":0.001268008994791403}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,120,pooled,development_evaluation_person_weighted,3,3,True,0.002122292049793121,0.01481576332649043,"{""0"":0.016832845423521814,""1"":-0.012796486307963373,""2"":0.0023305170338209225}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,120,pooled,validation,3,3,True,0.0028990480723047143,0.008363858912127509,"{""0"":0.008922188676315557,""1"":-0.006650524130144886,""2"":0.0064254796707434725}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,120,pooled,validation,3,3,True,-0.002211931204715597,0.0036450671204087542,"{""0"":0.000780498256237161,""1"":-0.006271452150454104,""2"":-0.0011448397199298466}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,120,pooled,development_evaluation,3,3,True,0.0060461826123934985,0.0018632535485736722,"{""0"":0.006581575587540689,""1"":0.007583127240913257,""2"":0.003973845008726551}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,120,pooled,development_evaluation,3,3,True,0.003277476935387158,0.004252005448041103,"{""0"":-0.001340468270945916,""1"":0.007030571030551602,""2"":0.004142328046555788}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,120,pooled,validation_person_weighted,3,3,True,0.0009835068641166345,0.012111828075336369,"{""0"":0.006290125659793144,""1"":-0.012875882447970666,""2"":0.009536277380527425}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,120,pooled,validation_person_weighted,3,3,True,-0.005806984549293921,0.003287543361299938,"{""0"":-0.005602548641420402,""1"":-0.009191975084769988,""2"":-0.0026264299216913756}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,120,pooled,development_evaluation_person_weighted,3,3,True,0.004467182197368229,0.005779247251063353,"{""0"":0.008393533551610988,""1"":0.00717707003053647,""2"":-0.0021690569900427725}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,120,pooled,development_evaluation_person_weighted,3,3,True,0.0019659804842165527,0.0031665675833951437,"{""0"":-0.00016618817268532204,""1"":0.005604523339855616,""2"":0.00045960628547936366}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,360,primary,validation,3,3,True,-0.0006609531799548485,0.002669715845479948,"{""0"":-0.003743085940358437,""1"":0.0008279027506996606,""2"":0.0009323236497942311}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,360,primary,validation,3,3,True,-0.0008548479802904888,0.002642107577742475,"{""0"":-0.0034446933145773073,""1"":0.001836591178240976,""2"":-0.0009564418045351353}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,360,primary,development_evaluation,3,3,True,0.0008402871717535879,0.0009514908628392029,"{""0"":0.0005275938005232517,""1"":0.0019087752958298898,""2"":8.449241890762238e-05}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,360,primary,development_evaluation,3,3,True,0.0017330901872184186,0.0010445874387753971,"{""0"":0.0029314747594065826,""1"":0.001252509578894223,""2"":0.0010152862233544502}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,360,primary,validation_person_weighted,3,3,True,0.0006193769729763154,0.0006862402407755525,"{""0"":0.0005101228554377224,""1"":-5.68216158947088e-06,""2"":0.0013536902250806948}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,360,primary,validation_person_weighted,3,3,True,-0.001353434667644704,0.0002669887846957337,"{""0"":-0.001654575099140354,""1"":-0.0011456906681995838,""2"":-0.0012600382355941742}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,360,primary,development_evaluation_person_weighted,3,3,True,0.0007451919591151915,0.0010825340523272,"{""0"":-0.00046006456576186405,""1"":0.001060770563168778,""2"":0.0016348698799386607}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,360,primary,development_evaluation_person_weighted,3,3,True,0.0011239256545270877,0.0013914439943383196,"{""0"":0.0006188062836317565,""1"":5.5592760981326705e-05,""2"":0.00269737791896818}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,360,primary,validation,3,3,True,0.002056945576063877,0.00011478865078602075,"{""0"":0.002170580210397288,""1"":0.0019410367048542376,""2"":0.002059219812940105}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,360,primary,validation,3,3,True,0.0012049593845337991,0.001799866562486329,"{""0"":0.0021662169081964056,""1"":0.002320108684545019,""2"":-0.0008714474391400273}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,360,primary,development_evaluation,3,3,True,0.0020989142685145326,0.0008089368406952931,"{""0"":0.0015311869831662328,""1"":0.0030251509409287003,""2"":0.001740404881448665}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,360,primary,development_evaluation,3,3,True,-0.0013196234852968687,0.00371739262129655,"{""0"":-0.0014740900772909349,""1"":0.002472594730567046,""2"":-0.004957375109166717}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,360,primary,validation_person_weighted,3,3,True,0.00046631578201357843,0.0032529084501852447,"{""0"":0.0002213748227939405,""1"":-0.0026571983856229497,""2"":0.0038347709088697446}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,360,primary,validation_person_weighted,3,3,True,0.001454116405443277,0.00039828890941304894,"{""0"":0.0015207615483390224,""1"":0.0010267089775777283,""2"":0.0018148786904130798}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,360,primary,development_evaluation_person_weighted,3,3,True,-0.0014056779460680513,0.0012517868885105275,"{""0"":-0.00048600369574880453,""1"":-0.0008997926115004162,""2"":-0.002831237530954933}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,360,primary,development_evaluation_person_weighted,3,3,True,-0.004384262443897151,0.0019934429178471535,"{""0"":-0.0042301667676531984,""1"":-0.00247233930218127,""2"":-0.006450281261856983}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,360,pooled,validation,3,3,True,0.004210220706849917,0.00737794011829834,"{""0"":0.012288229175365095,""1"":0.002515002891220086,""2"":-0.0021725699460354297}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,360,pooled,validation,3,3,True,0.005111616014541169,0.00888126602209927,"{""0"":0.013669188284673783,""1"":0.0057269951593145185,""2"":-0.004061335400364796}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,360,pooled,development_evaluation,3,3,True,0.000737643922612774,0.007573887153689925,"{""0"":0.00891909020640147,""1"":-0.0006769403690087827,""2"":-0.006029218069554365}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,360,pooled,development_evaluation,3,3,True,-0.002801797552639836,0.011391441799037495,"{""0"":0.009562980289720802,""1"":-0.012869948682532772,""2"":-0.005098424265107537}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,360,pooled,validation_person_weighted,3,3,True,0.002322355613012861,0.006717551114463904,"{""0"":0.009796460773399795,""1"":0.0003821911801572542,""2"":-0.003211585114518467}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,360,pooled,validation_person_weighted,3,3,True,0.0040407258774419015,0.008612017994647973,"{""0"":0.010052079076959819,""1"":0.00789541213055922,""2"":-0.005825313575193336}"
E_reconstruction_interaction_vs_R,R,D,audit,SEX,360,pooled,development_evaluation_person_weighted,3,3,True,0.0027854945858857283,0.00831936083517053,"{""0"":0.011759144125662258,""1"":-0.004670669362796476,""2"":0.001268008994791403}"
E_reconstruction_interaction_vs_S,S,D,audit,SEX,360,pooled,development_evaluation_person_weighted,3,3,True,0.002122292049793121,0.01481576332649043,"{""0"":0.016832845423521814,""1"":-0.012796486307963373,""2"":0.0023305170338209225}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,360,pooled,validation,3,3,True,0.0028990480723047143,0.008363858912127509,"{""0"":0.008922188676315557,""1"":-0.006650524130144886,""2"":0.0064254796707434725}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,360,pooled,validation,3,3,True,-0.002211931204715597,0.0036450671204087542,"{""0"":0.000780498256237161,""1"":-0.006271452150454104,""2"":-0.0011448397199298466}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,360,pooled,development_evaluation,3,3,True,0.0060461826123934985,0.0018632535485736722,"{""0"":0.006581575587540689,""1"":0.007583127240913257,""2"":0.003973845008726551}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,360,pooled,development_evaluation,3,3,True,0.003277476935387158,0.004252005448041103,"{""0"":-0.001340468270945916,""1"":0.007030571030551602,""2"":0.004142328046555788}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,360,pooled,validation_person_weighted,3,3,True,0.0009835068641166345,0.012111828075336369,"{""0"":0.006290125659793144,""1"":-0.012875882447970666,""2"":0.009536277380527425}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,360,pooled,validation_person_weighted,3,3,True,-0.005806984549293921,0.003287543361299938,"{""0"":-0.005602548641420402,""1"":-0.009191975084769988,""2"":-0.0026264299216913756}"
E_reconstruction_interaction_vs_R,R,D,audit,RAC1P,360,pooled,development_evaluation_person_weighted,3,3,True,0.004467182197368229,0.005779247251063353,"{""0"":0.008393533551610988,""1"":0.00717707003053647,""2"":-0.0021690569900427725}"
E_reconstruction_interaction_vs_S,S,D,audit,RAC1P,360,pooled,development_evaluation_person_weighted,3,3,True,0.0019659804842165527,0.0031665675833951437,"{""0"":-0.00016618817268532204,""1"":0.005604523339855616,""2"":0.00045960628547936366}"
