seed,role,release,target,candidate_id,family,parent,erased,selected,selected_within_family,auc_selected,independent_selected,diagnostic_only,fit_rows,fit_support,fit_coverage_complete,reused_reference,split,n,n_classes,class_schema,weighted,weight_sum,support,weighted_support,prevalence,coverage_complete,raw_coverage_complete,valid_class_mask,log_loss,log_loss_probability_floor,accuracy,balanced_accuracy,observed_balanced_accuracy,auroc,macro_auroc,observed_macro_auroc,prior_log_loss,prior_relative_attribute_gain
0,audit,C_bottleneck,SEX,mlp_1,mlp,E_pca,False,True,True,False,True,False,2993,"[1512,1481]",True,False,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[1534,1448]","[173797.0,160344.0]","[0.520130723257547,0.47986927674245305]",True,True,"[true,true]",0.6604880463093247,1e-12,0.5913371899886575,0.5915946488193763,0.5915946488193763,0.6380415624068224,0.6380415624068223,0.6380415624068223,0.6927840063478669,0.03229596003854218
0,audit,C_bottleneck,SEX,hist_gb_20,histgb,E_pca,False,False,True,False,False,False,2993,"[1512,1481]",True,False,validation,2985,2,"[0,1]",False,2985.0,"[1541,1444]","[1541.0,1444.0]","[0.5162479061976549,0.4837520938023451]",True,True,"[true,true]",0.6790368938090643,1e-12,0.5912897822445561,0.5909231243517448,0.5909231243517448,0.6328478197953986,0.6328478197953985,0.6328478197953985,0.6928643880691588,0.013827494260094553
0,audit,C_bottleneck,SEX,hist_gb_20,histgb,E_pca,False,False,True,False,False,False,2993,"[1512,1481]",True,False,development_evaluation,2982,2,"[0,1]",False,2982.0,"[1534,1448]","[1534.0,1448.0]","[0.5144198524480215,0.48558014755197854]",True,True,"[true,true]",0.6958388782876176,1e-12,0.5761234071093226,0.5760222255036844,0.5760222255036844,0.6084573786079077,0.6084573786079077,0.6084573786079077,0.692902232269579,-0.002936646018038558
0,audit,C_bottleneck,SEX,hist_gb_20,histgb,E_pca,False,False,True,False,False,False,2993,"[1512,1481]",True,False,validation_person_weighted,2985,2,"[0,1]",True,339532.0,"[1541,1444]","[181421.0,158111.0]","[0.5343266614045216,0.4656733385954785]",True,True,"[true,true]",0.6770640883830292,1e-12,0.5878650613196988,0.5869919181670098,0.5869919181670098,0.6301512261646324,0.6301512261646325,0.6301512261646325,0.6924901233433353,0.015426034960306034
0,audit,C_bottleneck,SEX,hist_gb_20,histgb,E_pca,False,False,True,False,False,False,2993,"[1512,1481]",True,False,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[1534,1448]","[173797.0,160344.0]","[0.520130723257547,0.47986927674245305]",True,True,"[true,true]",0.7072995065202599,1e-12,0.5615473707207437,0.561454018148569,0.561454018148569,0.5900775262010248,0.5900775262010247,0.5900775262010247,0.6927840063478669,-0.014515500172393003
0,audit,C_bottleneck,SEX,hist_gb_5,histgb,E_pca,False,False,False,False,False,False,2993,"[1512,1481]",True,False,validation,2985,2,"[0,1]",False,2985.0,"[1541,1444]","[1541.0,1444.0]","[0.5162479061976549,0.4837520938023451]",True,True,"[true,true]",0.6815476569392749,1e-12,0.5862646566164154,0.5862959081504437,0.5862959081504437,0.6265331178624521,0.6265331178624522,0.6265331178624522,0.6928643880691588,0.011316731129883961
0,audit,C_bottleneck,SEX,hist_gb_5,histgb,E_pca,False,False,False,False,False,False,2993,"[1512,1481]",True,False,development_evaluation,2982,2,"[0,1]",False,2982.0,"[1534,1448]","[1534.0,1448.0]","[0.5144198524480215,0.48558014755197854]",True,True,"[true,true]",0.6886159395497099,1e-12,0.5814889336016097,0.581972977158622,0.581972977158622,0.6173357848257184,0.6173357848257184,0.6173357848257184,0.692902232269579,0.004286292719869134
0,audit,C_bottleneck,SEX,hist_gb_5,histgb,E_pca,False,False,False,False,False,False,2993,"[1512,1481]",True,False,validation_person_weighted,2985,2,"[0,1]",True,339532.0,"[1541,1444]","[181421.0,158111.0]","[0.5343266614045216,0.4656733385954785]",True,True,"[true,true]",0.6770749657821332,1e-12,0.5901181626474088,0.5902160142958698,0.5902160142958698,0.630499249794186,0.6304992497941861,0.6304992497941861,0.6924901233433353,0.015415157561202042
0,audit,C_bottleneck,SEX,hist_gb_5,histgb,E_pca,False,False,False,False,False,False,2993,"[1512,1481]",True,False,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[1534,1448]","[173797.0,160344.0]","[0.520130723257547,0.47986927674245305]",True,True,"[true,true]",0.6977012660030751,1e-12,0.5764123528689984,0.5771649000458206,0.5771649000458206,0.6028724201477327,0.6028724201477327,0.6028724201477327,0.6927840063478669,-0.004917259655208284
0,audit,C_bottleneck,SEX,catchup,catchup,E_pca,False,False,True,True,False,False,2993,"[1512,1481]",True,False,validation,2985,2,"[0,1]",False,2985.0,"[1541,1444]","[1541.0,1444.0]","[0.5162479061976549,0.4837520938023451]",True,True,"[true,true]",0.6702261526073753,1e-12,0.6083752093802345,0.6081246932865481,0.6081246932865481,0.6586859002590324,0.6586859002590324,0.6586859002590324,0.6928643880691588,0.022638235461783562
