seed,role,release,target,candidate_id,family,parent,erased,selected,selected_within_family,auc_selected,independent_selected,diagnostic_only,fit_rows,fit_support,fit_coverage_complete,reused_reference,selected_epoch,selected_optimizer_steps,optimizer_steps,boosting_iterations,training_row_exposures,row_exposure_min,row_exposure_max,initialization_seed,schedule_seed,schedule_hash,restart_index,restart_seed_offset,fit_runtime_seconds,fallback_reason,warnings,parameters,checkpoint_criterion,selection,audit_kind,provided_attacker_fit_rows,provided_attacker_fit_support,preprocessing,preprocessing_fit_rows,initial_fidelity_exact,inherited_fit_pool,inherited_fit_rows,inherited_fit_coverage,inherited_common_warm_adversary_optimizer_steps,inherited_common_warm_adversary_row_exposures,inherited_continuation_adversary_optimizer_steps,inherited_continuation_adversary_row_exposures,inherited_total_optimizer_steps,inherited_total_row_exposures,inherited_total_row_passes_equivalent,inherited_total_known_label_exposures,inherited_continuation_schedule_hash,inherited_fit_raw_row_sha256,inherited_training_label_sha256
0,audit,C_tree_bank_leace,SEX,hist_gb_5,histgb,C_tree_bank,True,False,True,False,False,False,2993,"[1512,1481]",True,True,,,0,150,,,,,,,,,0.11110054200980812,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,C_tree_bank_leace,RAC1P,logistic,logistic,C_tree_bank,True,False,True,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,,,111,,,,,,,,,,0.030673916917294264,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,C_tree_bank_leace,RAC1P,mlp_0,mlp,C_tree_bank,True,False,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,45,540,1440,,359160,120,120,1260001,1960001,4feb37a4ba2ffcb1e62967a4ec1573002807f789185042fa1b0662b8ef3dc580,0,0,0.42212191701401025,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",validation_log_loss,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,C_tree_bank_leace,RAC1P,mlp_1,mlp,C_tree_bank,True,True,True,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,45,540,1440,,359160,120,120,1270001,1970001,e0f315278fc37aac9cee4c2fa939bed733cd775615c4604ab2b9f2565ab9d981,1,10000,0.4069190419977531,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",validation_log_loss,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,C_tree_bank_leace,RAC1P,hist_gb_20,histgb,C_tree_bank,True,False,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,,,0,150,,,,,,,,,0.8002199999755248,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,C_tree_bank_leace,RAC1P,hist_gb_5,histgb,C_tree_bank,True,False,True,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,,,0,150,,,,,,,,,0.8831396669847891,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca,same_residence,logistic,logistic,E_pca,False,False,True,False,False,False,2048,"[500,1548]",True,True,,,7,,,,,,,,,,0.004157333984039724,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca,same_residence,mlp,mlp,E_pca,False,True,True,False,False,False,2048,"[500,1548]",True,True,10,80,320,,81920,40,40,1250000,1950000,ee8943e0edcf48411f3bceff950844d10bddb587d934cfe598206c2e39e4ebeb,,,0.08798812504392117,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca,commute_over20,logistic,logistic,E_pca,False,True,True,False,False,False,2048,"[997,1051]",True,True,,,14,,,,,,,,,,0.003026041085831821,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca,commute_over20,mlp,mlp,E_pca,False,False,True,False,False,False,2048,"[997,1051]",True,True,15,120,320,,81920,40,40,1250001,1950001,8805fac2d66d18ece39f39efbe46665308c5377a171fac16e4fc1d57a4cc355c,,,0.0815565410302952,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca,income_binary,logistic,logistic,E_pca,False,False,True,False,False,False,2048,"[1652,396]",True,True,,,15,,,,,,,,,,0.003080165944993496,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca,income_binary,mlp,mlp,E_pca,False,True,True,False,False,False,2048,"[1652,396]",True,True,20,160,320,,81920,40,40,1250002,1950002,d0246d72e4afef6aed82b4e92294b78ac1a27b6cf348120b32689bf0fff4986e,,,0.08532620908226818,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca,civilian_at_work,logistic,logistic,E_pca,False,True,True,False,False,False,2048,"[665,1383]",True,True,,,12,,,,,,,,,,0.002873208955861628,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca,civilian_at_work,mlp,mlp,E_pca,False,False,True,False,False,False,2048,"[665,1383]",True,True,20,160,320,,81920,40,40,1250003,1950003,c3edb72c9dc0b01d3bce341c953834c87a3758e43c71ce432f1e36c95017a8ba,,,0.08213641599286348,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca,public_coverage,logistic,logistic,E_pca,False,False,True,False,False,False,2048,"[1531,517]",True,True,,,7,,,,,,,,,,0.002532457932829857,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca,public_coverage,mlp,mlp,E_pca,False,True,True,False,False,False,2048,"[1531,517]",True,True,20,160,320,,81920,40,40,1250004,1950004,bc25b611873303f1cd65073a1c59a4016c970a12ca7d98a6b4d830db56209a35,,,0.0861262499820441,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,E_pca,SEX,logistic,logistic,E_pca,False,False,True,False,False,False,2993,"[1512,1481]",True,True,,,5,,,,,,,,,,0.0027099999133497477,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,E_pca,SEX,mlp_0,mlp,E_pca,False,True,True,True,True,False,2993,"[1512,1481]",True,True,15,180,1440,,359160,120,120,1260000,1960000,4e02cab1bd5ea9480b3c2e443a360dc8a4e394967aa6f9b970edfd56bd1a28dc,0,0,0.3492682909127325,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",validation_log_loss,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,E_pca,SEX,mlp_1,mlp,E_pca,False,False,False,False,False,False,2993,"[1512,1481]",True,True,15,180,1440,,359160,120,120,1270000,1970000,6cc769913b225cf3feac78e40446d9774de55b0659f45c7ea466d55141d30497,1,10000,0.3597917089937255,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",validation_log_loss,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,E_pca,SEX,hist_gb_20,histgb,E_pca,False,False,False,False,False,False,2993,"[1512,1481]",True,True,,,0,150,,,,,,,,,0.1366912079975009,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,E_pca,SEX,hist_gb_5,histgb,E_pca,False,False,True,False,False,False,2993,"[1512,1481]",True,True,,,0,150,,,,,,,,,0.1369309170404449,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,E_pca,RAC1P,logistic,logistic,E_pca,False,False,True,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,,,62,,,,,,,,,,0.020560167031362653,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,E_pca,RAC1P,mlp_0,mlp,E_pca,False,False,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,20,240,1440,,359160,120,120,1260001,1960001,4feb37a4ba2ffcb1e62967a4ec1573002807f789185042fa1b0662b8ef3dc580,0,0,0.4803837080253288,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",validation_log_loss,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,E_pca,RAC1P,mlp_1,mlp,E_pca,False,True,True,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,15,180,1440,,359160,120,120,1270001,1970001,e0f315278fc37aac9cee4c2fa939bed733cd775615c4604ab2b9f2565ab9d981,1,10000,0.43890433304477483,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",validation_log_loss,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,E_pca,RAC1P,hist_gb_20,histgb,E_pca,False,False,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,,,0,150,,,,,,,,,0.9715339160757139,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,E_pca,RAC1P,hist_gb_5,histgb,E_pca,False,False,True,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,,,0,150,,,,,,,,,1.0487817079992965,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca_leace,same_residence,logistic,logistic,E_pca,True,False,True,False,False,False,2048,"[500,1548]",True,True,,,7,,,,,,,,,,0.0027780410600826144,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca_leace,same_residence,mlp,mlp,E_pca,True,True,True,False,False,False,2048,"[500,1548]",True,True,15,120,320,,81920,40,40,1250000,1950000,ee8943e0edcf48411f3bceff950844d10bddb587d934cfe598206c2e39e4ebeb,,,0.08488158299587667,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca_leace,commute_over20,logistic,logistic,E_pca,True,False,True,False,False,False,2048,"[997,1051]",True,True,,,6,,,,,,,,,,0.0022523340303450823,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca_leace,commute_over20,mlp,mlp,E_pca,True,True,True,False,False,False,2048,"[997,1051]",True,True,15,120,320,,81920,40,40,1250001,1950001,8805fac2d66d18ece39f39efbe46665308c5377a171fac16e4fc1d57a4cc355c,,,0.08147816697601229,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca_leace,income_binary,logistic,logistic,E_pca,True,False,True,False,False,False,2048,"[1652,396]",True,True,,,10,,,,,,,,,,0.0028372079832479358,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca_leace,income_binary,mlp,mlp,E_pca,True,True,True,False,False,False,2048,"[1652,396]",True,True,25,200,320,,81920,40,40,1250002,1950002,d0246d72e4afef6aed82b4e92294b78ac1a27b6cf348120b32689bf0fff4986e,,,0.09032170905265957,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca_leace,civilian_at_work,logistic,logistic,E_pca,True,False,True,False,False,False,2048,"[665,1383]",True,True,,,9,,,,,,,,,,0.0026362088974565268,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca_leace,civilian_at_work,mlp,mlp,E_pca,True,True,True,False,False,False,2048,"[665,1383]",True,True,20,160,320,,81920,40,40,1250003,1950003,c3edb72c9dc0b01d3bce341c953834c87a3758e43c71ce432f1e36c95017a8ba,,,0.08502745907753706,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca_leace,public_coverage,logistic,logistic,E_pca,True,False,True,False,False,False,2048,"[1531,517]",True,True,,,7,,,,,,,,,,0.0025198330404236913,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,transfer,E_pca_leace,public_coverage,mlp,mlp,E_pca,True,True,True,False,False,False,2048,"[1531,517]",True,True,20,160,320,,81920,40,40,1250004,1950004,bc25b611873303f1cd65073a1c59a4016c970a12ca7d98a6b4d830db56209a35,,,0.08807087503373623,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,E_pca_leace,SEX,logistic,logistic,E_pca,True,False,True,False,False,False,2993,"[1512,1481]",True,True,,,5,,,,,,,,,,0.0026480830274522305,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,E_pca_leace,SEX,mlp_0,mlp,E_pca,True,False,False,False,False,False,2993,"[1512,1481]",True,True,20,240,1440,,359160,120,120,1260000,1960000,4e02cab1bd5ea9480b3c2e443a360dc8a4e394967aa6f9b970edfd56bd1a28dc,0,0,0.3391946660121903,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",validation_log_loss,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,E_pca_leace,SEX,mlp_1,mlp,E_pca,True,True,True,True,True,False,2993,"[1512,1481]",True,True,20,240,1440,,359160,120,120,1270000,1970000,6cc769913b225cf3feac78e40446d9774de55b0659f45c7ea466d55141d30497,1,10000,0.3493439999874681,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",validation_log_loss,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,E_pca_leace,SEX,hist_gb_20,histgb,E_pca,True,False,True,False,False,False,2993,"[1512,1481]",True,True,,,0,150,,,,,,,,,0.12127412494737655,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,E_pca_leace,SEX,hist_gb_5,histgb,E_pca,True,False,False,False,False,False,2993,"[1512,1481]",True,True,,,0,150,,,,,,,,,0.13784608303103596,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,E_pca_leace,RAC1P,logistic,logistic,E_pca,True,False,True,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,,,76,,,,,,,,,,0.021789000020362437,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,E_pca_leace,RAC1P,mlp_0,mlp,E_pca,True,False,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,25,300,1440,,359160,120,120,1260001,1960001,4feb37a4ba2ffcb1e62967a4ec1573002807f789185042fa1b0662b8ef3dc580,0,0,0.4247749999631196,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",validation_log_loss,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,E_pca_leace,RAC1P,mlp_1,mlp,E_pca,True,True,True,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,25,300,1440,,359160,120,120,1270001,1970001,e0f315278fc37aac9cee4c2fa939bed733cd775615c4604ab2b9f2565ab9d981,1,10000,0.4072581250220537,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",validation_log_loss,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,E_pca_leace,RAC1P,hist_gb_20,histgb,E_pca,True,False,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,,,0,150,,,,,,,,,0.9212744160322472,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,E_pca_leace,RAC1P,hist_gb_5,histgb,E_pca,True,False,True,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,,,0,150,,,,,,,,,1.0302397919585928,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,exposed,SEX,logistic,logistic,exposed,False,False,True,False,False,False,2993,"[1512,1481]",True,True,,,10,,,,,,,,,,0.002737125032581389,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,exposed,SEX,mlp_0,mlp,exposed,False,True,True,False,True,False,2993,"[1512,1481]",True,True,120,1440,1440,,359160,120,120,1260000,1960000,4e02cab1bd5ea9480b3c2e443a360dc8a4e394967aa6f9b970edfd56bd1a28dc,0,0,0.3264055419713259,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",validation_log_loss,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,exposed,SEX,mlp_1,mlp,exposed,False,False,False,False,False,False,2993,"[1512,1481]",True,True,120,1440,1440,,359160,120,120,1270000,1970000,6cc769913b225cf3feac78e40446d9774de55b0659f45c7ea466d55141d30497,1,10000,0.33323041698895395,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",validation_log_loss,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,exposed,SEX,hist_gb_20,histgb,exposed,False,False,True,True,False,False,2993,"[1512,1481]",True,True,,,0,150,,,,,,,,,0.015581166022457182,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,exposed,SEX,hist_gb_5,histgb,exposed,False,False,False,False,False,False,2993,"[1512,1481]",True,True,,,0,150,,,,,,,,,0.015437584021128714,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,exposed,RAC1P,logistic,logistic,exposed,False,False,True,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,,,13,,,,,,,,,,0.007610333035700023,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,exposed,RAC1P,mlp_0,mlp,exposed,False,True,True,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,120,1440,1440,,359160,120,120,1260001,1960001,4feb37a4ba2ffcb1e62967a4ec1573002807f789185042fa1b0662b8ef3dc580,0,0,0.381919291918166,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",validation_log_loss,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,exposed,RAC1P,mlp_1,mlp,exposed,False,False,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,120,1440,1440,,359160,120,120,1270001,1970001,e0f315278fc37aac9cee4c2fa939bed733cd775615c4604ab2b9f2565ab9d981,1,10000,0.3852955000475049,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",validation_log_loss,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
0,audit,exposed,RAC1P,hist_gb_20,histgb,exposed,False,False,False,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,,,0,150,,,,,,,,,0.23740112502127886,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,audit,exposed,RAC1P,hist_gb_5,histgb,exposed,False,False,True,False,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,,,0,150,,,,,,,,,0.21379537496250123,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}",fixed_configuration,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
0,transfer,prior,same_residence,prior,prior,prior,False,True,True,False,False,False,2048,"[500,1548]",True,True,,,0,,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,transfer,prior,commute_over20,prior,prior,prior,False,True,True,False,False,False,2048,"[997,1051]",True,True,,,0,,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,transfer,prior,income_binary,prior,prior,prior,False,True,True,False,False,False,2048,"[1652,396]",True,True,,,0,,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,transfer,prior,civilian_at_work,prior,prior,prior,False,True,True,False,False,False,2048,"[665,1383]",True,True,,,0,,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,transfer,prior,public_coverage,prior,prior,prior,False,True,True,False,False,False,2048,"[1531,517]",True,True,,,0,,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,audit,prior,SEX,prior,prior,prior,False,True,True,False,True,False,2993,"[1512,1481]",True,True,,,0,,2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,audit,prior,RAC1P,prior,prior,prior,False,True,True,False,True,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,True,,,0,,2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,transfer,C_bottleneck,same_residence,logistic,logistic,E_pca,False,False,True,False,False,False,2048,"[495,1553]",True,False,,,12,,,,,,,,,,0.0038546250434592366,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
1,transfer,C_bottleneck,same_residence,mlp,mlp,E_pca,False,True,True,True,False,False,2048,"[495,1553]",True,False,30,240,320,,81920,40,40,1250100,1950100,6b1e75abb198d2f7cef452ba2570f16f7049dffa1b49707bde1f5b0fb658de96,,,0.0879500419832766,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}",,"minimum validation log loss, then earliest epoch",,,,,,,,,,,,,,,,,,,,
1,transfer,C_bottleneck,commute_over20,logistic,logistic,E_pca,False,False,True,False,False,False,2048,"[990,1058]",True,False,,,7,,,,,,,,,,0.00224658299703151,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}",,one fixed configuration; validation does not alter fitting,,,,,,,,,,,,,,,,,,,,
