family,left,right,endpoint,weight,estimate,seed_0,seed_1,seed_2,se,unadjusted_low,unadjusted_high,one_sided_upper_95_percentile,degenerate,adjusted_low,adjusted_high,critical_value,one_sided_critical_value,one_sided_upper_95_simultaneous
F4_frozen_transfer,spectral_C1,spectral_L2,recovery/A/SEX,person_weighted,-0.0007594353350610303,-0.0010301903869399005,-0.0012270383755157883,-2.1077242727401968e-05,0.0007009477144368418,-0.0020828289578643227,0.0007161723359499629,0.00043634514074973596,False,-0.003006441393451011,0.0014875707233289502,3.205668571435856,3.007323882475076,0.001348541466931205
F4_frozen_transfer,spectral_C1,spectral_L2,recovery/AB/SEX,unweighted,-0.0010629802732057662,0.00017781243997744625,-0.000283118260520316,-0.003083634999074429,0.0006927875712977297,-0.0024007303053768044,0.000282857905947206,9.195572858408663e-05,False,-0.0032838276171962754,0.0011578670707847432,3.205668571435856,3.007323882475076,0.0010204563354398006
F4_frozen_transfer,spectral_C1,spectral_L2,recovery/AB/SEX,person_weighted,-0.0006346031164280464,-0.000698127988080343,7.803497668303072e-06,-0.0012134848588720992,0.0008581362684386999,-0.0022572249215735735,0.0010928786651520884,0.0008072396028533992,False,-0.003385503582171228,0.002116297349315135,3.205668571435856,3.007323882475076,0.001946090578065697
F4_frozen_transfer,spectral_C1,spectral_L2,recovery/A/RAC1P,unweighted,-0.00772151898074791,-0.00598927254557631,-0.009243398890975571,-0.00793188550569185,0.0009493801218182821,-0.009639397462736935,-0.005940370849464996,-0.006231066916607408,False,-0.010764916999606723,-0.004678120961889097,3.205668571435856,3.007323882475076,-0.004866425466856693
F4_frozen_transfer,spectral_C1,spectral_L2,recovery/A/RAC1P,person_weighted,-0.007520319562671331,-0.006879674607539549,-0.009495113135726388,-0.006186170944748055,0.0011188023286503935,-0.009742411622015511,-0.005405144370691967,-0.005742487259258611,False,-0.011106829025275145,-0.003933810100067516,3.205668571435856,3.007323882475076,-0.0041557185999522754
F4_frozen_transfer,spectral_C1,spectral_L2,recovery/AB/RAC1P,unweighted,-0.006126402720097429,-0.001253309632108221,-0.008199660750482271,-0.008926237777701795,0.000884134734332186,-0.007884864436778962,-0.004346103950525828,-0.00461138299734766,False,-0.008960645650860908,-0.0032921597893339496,3.205668571435856,3.007323882475076,-0.003467523218214489
F4_frozen_transfer,spectral_C1,spectral_L2,recovery/AB/RAC1P,person_weighted,-0.007868883940044938,-0.005262027033884717,-0.006944655205707591,-0.011399969580542506,0.0010827709008796342,-0.009986879189005211,-0.005795892468142069,-0.006080999633503274,False,-0.011339888587060067,-0.00439787929302981,3.205668571435856,3.007323882475076,-0.004612641150580564
F4_frozen_transfer,J,L025,utility/same_residence,unweighted,-0.0014754561300222011,0.002055756707760592,-0.006566973051894354,8.484795406715762e-05,0.0007460345999985587,-0.002957195986139707,-0.00010479349296748217,-0.000300348238796581,False,-0.0038669958004413007,0.0009160835403968983,3.205668571435856,3.007323882475076,0.0007681115397062041
F4_frozen_transfer,J,L025,utility/same_residence,person_weighted,-0.0005333736432875565,0.003672392423584303,-0.005831730773531885,0.000559217420084912,0.0009608154402129473,-0.002417719921297608,0.0013545823592759356,0.0010152663317367638,False,-0.003613429502928509,0.002546682216353396,3.205668571435856,3.007323882475076,0.002356109576715644
F4_frozen_transfer,J,L025,recovery/A/SEX,unweighted,-0.0035059771361584946,-0.007495639973333424,0.0,-0.0030222914351420594,0.0009716264653556471,-0.005431575515561473,-0.0016044598028716129,-0.001883912374051817,False,-0.0066206895593244,-0.0003912647129925887,3.205668571435856,3.007323882475076,-0.0005839816620496164
