service_task,development_2018_unweighted,transport_2017_unweighted,change_2017_minus_2018
civilian_at_work,0.28840714026201003,0.3021991901669822,0.013792049904972218
income_binary,0.2985783851339483,0.28403728266717265,-0.014541102466775646
public_coverage,0.5046232959833368,0.4979478306542961,-0.006675465329040693
