mode,scope,budget,weight,interface,residence_gain_vs_H,residence_gain_low,residence_gain_high,absolute/A/SEX,H_baseline/A/SEX,additional/A/SEX,absolute/AB/SEX,H_baseline/AB/SEX,additional/AB/SEX,absolute/A/RAC1P,H_baseline/A/RAC1P,additional/A/RAC1P,absolute/AB/RAC1P,H_baseline/AB/RAC1P,additional/AB/RAC1P,absolute/B/SEX,H_baseline/B/SEX,additional/B/SEX,absolute/B/RAC1P,H_baseline/B/RAC1P,additional/B/RAC1P
B,transport_all,360,unweighted,spectral_L1,0.028491173569185624,0.02303174406718591,0.03391939948863102,0.025004608466494105,0.010121246182419908,0.014883362284074197,0.028752755535081498,0.01414662953204579,0.014606126003035708,0.07544146574944652,0.01646583353299036,0.05897563221645616,0.07895274360445918,0.030890090484781224,0.04806265311967796,0.000626118125882111,0.000626118125882111,0.0,0.021133703074294925,0.021133703074294925,0.0
B,transport_all,360,unweighted,spectral_C025,0.029498003263688823,0.023755168942047402,0.03504226997833073,0.029122910613119873,0.010121246182419908,0.019001664430699963,0.030092058130210333,0.01414662953204579,0.015945428598164543,0.07565776734029989,0.01646583353299036,0.05919193380730953,0.08099775518518425,0.030890090484781224,0.05010766470040302,0.000626118125882111,0.000626118125882111,0.0,0.021133703074294925,0.021133703074294925,0.0
B,transport_all,360,unweighted,spectral_C1,0.028201474185656474,0.022838305261730727,0.033674311267428064,0.022180653019945786,0.010121246182419908,0.012059406837525878,0.022826621215393944,0.01414662953204579,0.008679991683348154,0.06174660050643979,0.01646583353299036,0.04528076697344943,0.07103750159176402,0.030890090484781224,0.04014741110698279,0.000626118125882111,0.000626118125882111,0.0,0.021133703074294925,0.021133703074294925,0.0
B,transport_all,360,unweighted,spectral_L2,0.02879274986088827,0.023476613573664422,0.03406324633567545,0.0247601942997816,0.010121246182419908,0.014638948117361694,0.02754612111281936,0.01414662953204579,0.013399491580773571,0.06915645165296438,0.01646583353299036,0.052690618119974025,0.07406201974031328,0.030890090484781224,0.04317192925553205,0.000626118125882111,0.000626118125882111,0.0,0.021133703074294925,0.021133703074294925,0.0
B,transport_all,360,person_weighted,H,0.0,0.0,0.0,0.008601067541502158,0.008601067541502158,0.0,0.011377648765817282,0.011377648765817282,0.0,0.01843121686108552,0.01843121686108552,0.0,0.03192325042422799,0.03192325042422799,0.0,-0.00017115333208154993,-0.00017115333208154993,0.0,0.021856285524503808,0.021856285524503808,0.0
B,transport_all,360,person_weighted,E,0.02193491234578628,0.015985321832102765,0.02810445462791116,0.025435557353127903,0.008601067541502158,0.016834489811625747,0.027386538180894617,0.011377648765817282,0.016008889415077335,0.07685501159242751,0.01843121686108552,0.05842379473134199,0.0808445496053125,0.03192325042422799,0.0489212991810845,-0.00017115333208154993,-0.00017115333208154993,0.0,0.021856285524503808,0.021856285524503808,0.0
B,transport_all,360,person_weighted,A0,0.026578214166797308,0.02144087939217775,0.031797424444022664,0.033625945493137695,0.008601067541502158,0.025024877951635535,0.03548367036277989,0.011377648765817282,0.02410602159696261,0.07909948542553406,0.01843121686108552,0.06066826856444854,0.08224191573430184,0.03192325042422799,0.05031866531007385,-0.00017115333208154993,-0.00017115333208154993,0.0,0.021856285524503808,0.021856285524503808,0.0
B,transport_all,360,person_weighted,L025,0.01596528754409876,0.012982684317448197,0.01891522215608292,0.008073135722475146,0.008601067541502158,-0.0005279318190270117,0.014671134508911771,0.011377648765817282,0.0032934857430944892,0.026796852423188352,0.01843121686108552,0.008365635562102833,0.04427320786942327,0.03192325042422799,0.012349957445195278,-0.00017115333208154993,-0.00017115333208154993,0.0,0.021856285524503808,0.021856285524503808,0.0
B,transport_all,360,person_weighted,L20,0.015828927662412805,0.012259686398806861,0.01962861969015484,0.007783009389685125,0.008601067541502158,-0.0008180581518170329,0.01781802521915493,0.011377648765817282,0.00644037645333765,0.027059684471419567,0.01843121686108552,0.008628467610334048,0.04543857846765558,0.03192325042422799,0.013515328043427588,-0.00017115333208154993,-0.00017115333208154993,0.0,0.021856285524503808,0.021856285524503808,0.0
B,transport_all,360,person_weighted,J,0.017115676366541287,0.014041913543644919,0.02023856937310202,0.005320512756883407,0.008601067541502158,-0.003280554784618751,0.01171136426971716,0.011377648765817282,0.0003337155038998785,0.023926550486236185,0.01843121686108552,0.005495333625150665,0.03827709306072567,0.03192325042422799,0.006353842636497679,-0.00017115333208154993,-0.00017115333208154993,0.0,0.021856285524503808,0.021856285524503808,0.0
