mode,condition,seed,weight,residence_gain_vs_H,residence_loss,pca32_residence_loss,best_bank_residence_loss,half_headroom_pass,source_excess_income_binary,source_excess_civilian_at_work,source_excess_public_coverage,source_allowance_pass
A,L025,0,unweighted,0.01886715677301931,0.5248811173328237,0.5003832056376404,0.5164956842414223,False,-0.003299106401385532,-0.009828663185990516,0.005791310668137817,True
A,L025,0,person_weighted,0.017996961920442867,0.5061250037038703,0.4845925136468352,0.49930324019597977,False,-0.003661446490794862,-0.008185023349201292,0.005533935488115205,True
A,L025,1,unweighted,0.01924736582399944,0.523968217815872,0.49937202910128053,0.5290456778070517,False,-0.0009085319391889946,-0.012133358893445467,0.00648179690056766,True
A,L025,1,person_weighted,0.016857083932357075,0.5034194118659228,0.48282756933708343,0.5095792472930558,False,-0.0005250377198613987,-0.011022663767845609,0.007117011386177929,True
A,L025,2,unweighted,0.01866195142833338,0.529104558671926,0.5014214436967052,0.5224158226702662,False,0.0011209184656175153,-0.010870901597733573,0.0074968031684421454,True
A,L025,2,person_weighted,0.01664405919820522,0.5104786033371129,0.48628121473696917,0.5037730745855304,False,0.0010234897418118227,-0.011451438418401405,0.007921571829084484,True
A,L20,0,unweighted,0.020979301154721353,0.5227689729511217,0.5003832056376404,0.5164956842414223,False,-0.0023686354656078934,-0.00904020421986379,0.005791310668137817,True
A,L20,0,person_weighted,0.01838654165514242,0.5057354239691707,0.4845925136468352,0.49930324019597977,False,-0.0021082949891628733,-0.007530066971797256,0.005533935488115205,True
A,L20,1,unweighted,0.016624127615132767,0.5265914560247387,0.49937202910128053,0.5290456778070517,False,0.0006026523985198096,-0.01276912905936295,0.00648179690056766,True
A,L20,1,person_weighted,0.013676915947348434,0.5065995798509314,0.48282756933708343,0.5095792472930558,False,0.0012995281524452174,-0.011911417554319181,0.007117011386177929,True
A,L20,2,unweighted,0.019795484385968898,0.5279710257142904,0.5014214436967052,0.5224158226702662,False,0.000767619156134991,-0.009563453358998386,0.0074968031684421454,True
