mode,scope,seed,condition,endpoint,weight,selected_minus_routed_H_selected
B,common_fresh,0,spectral_M1,AB/SEX,unweighted,-0.024257862998342428
B,common_fresh,0,spectral_M1,AB/SEX,person_weighted,-0.023555122194779066
B,common_fresh,0,spectral_M1,AB/RAC1P,unweighted,-0.04273039946565915
B,common_fresh,0,spectral_M1,AB/RAC1P,person_weighted,-0.039597005328043
B,common_fresh,0,spectral_L025,A/SEX,unweighted,-0.025861620193865953
B,common_fresh,0,spectral_L025,A/SEX,person_weighted,-0.026706581007216235
B,common_fresh,0,spectral_L025,A/RAC1P,unweighted,-0.06583259641139594
B,common_fresh,0,spectral_L025,A/RAC1P,person_weighted,-0.06033563377553586
B,common_fresh,0,spectral_L025,AB/SEX,unweighted,-0.025861620193865953
B,common_fresh,0,spectral_L025,AB/SEX,person_weighted,-0.026706581007216235
B,common_fresh,0,spectral_L025,AB/RAC1P,unweighted,-0.047516751816163216
B,common_fresh,0,spectral_L025,AB/RAC1P,person_weighted,-0.044468757554678495
B,common_fresh,0,spectral_L1,A/SEX,unweighted,-0.019786659144653607
B,common_fresh,0,spectral_L1,A/SEX,person_weighted,-0.021514684936904338
B,common_fresh,0,spectral_L1,A/RAC1P,unweighted,-0.05979667855675408
B,common_fresh,0,spectral_L1,A/RAC1P,person_weighted,-0.05521591739982368
B,common_fresh,0,spectral_L1,AB/SEX,unweighted,-0.019786659144653607
B,common_fresh,0,spectral_L1,AB/SEX,person_weighted,-0.021514684936904338
B,common_fresh,0,spectral_L1,AB/RAC1P,unweighted,-0.04451690421322674
B,common_fresh,0,spectral_L1,AB/RAC1P,person_weighted,-0.04063900874782145
B,common_fresh,0,spectral_C025,A/SEX,unweighted,-0.02291640462198663
B,common_fresh,0,spectral_C025,A/SEX,person_weighted,-0.02323366627058121
B,common_fresh,0,spectral_C025,A/RAC1P,unweighted,-0.05758072764528577
B,common_fresh,0,spectral_C025,A/RAC1P,person_weighted,-0.051587315004950174
B,common_fresh,0,spectral_C025,AB/SEX,unweighted,-0.02291640462198663
B,common_fresh,0,spectral_C025,AB/SEX,person_weighted,-0.02323366627058121
B,common_fresh,0,spectral_C025,AB/RAC1P,unweighted,-0.04449245188888584
B,common_fresh,0,spectral_C025,AB/RAC1P,person_weighted,-0.04032604654077643
B,common_fresh,0,spectral_C1,A/SEX,unweighted,-0.015143419972630578
B,common_fresh,0,spectral_C1,A/SEX,person_weighted,-0.01653318833636408
B,common_fresh,0,spectral_C1,A/RAC1P,unweighted,-0.04532462131545878
B,common_fresh,0,spectral_C1,A/RAC1P,person_weighted,-0.041734391259899084
B,common_fresh,0,spectral_C1,AB/SEX,unweighted,-0.015143419972630578
B,common_fresh,0,spectral_C1,AB/SEX,person_weighted,-0.01653318833636408
B,common_fresh,0,spectral_C1,AB/RAC1P,unweighted,-0.03915088051825544
B,common_fresh,0,spectral_C1,AB/RAC1P,person_weighted,-0.03505567835960499
B,common_fresh,0,spectral_L2,A/SEX,unweighted,-0.01712556813435917
B,common_fresh,0,spectral_L2,A/SEX,person_weighted,-0.017652666490664215
B,common_fresh,0,spectral_L2,A/RAC1P,unweighted,-0.05072338102853435
B,common_fresh,0,spectral_L2,A/RAC1P,person_weighted,-0.04682308541121838
B,common_fresh,0,spectral_L2,AB/SEX,unweighted,-0.020956887599125618
B,common_fresh,0,spectral_L2,AB/SEX,person_weighted,-0.022132603354324876
B,common_fresh,0,spectral_L2,AB/RAC1P,unweighted,-0.03876202878810364
B,common_fresh,0,spectral_L2,AB/RAC1P,person_weighted,-0.03549342517435172
B,common_fresh,1,E,A/SEX,unweighted,-0.015382926196192748
B,common_fresh,1,E,A/SEX,person_weighted,-0.013787319645204077
B,common_fresh,1,E,A/RAC1P,unweighted,-0.044197551703061055
B,common_fresh,1,E,A/RAC1P,person_weighted,-0.04020941482740037
B,common_fresh,1,E,AB/SEX,unweighted,-0.017343780582263046
B,common_fresh,1,E,AB/SEX,person_weighted,-0.014744969734945101
B,common_fresh,1,E,AB/RAC1P,unweighted,-0.0420618666494863
B,common_fresh,1,E,AB/RAC1P,person_weighted,-0.039541565524690236
B,common_fresh,1,A0,A/SEX,unweighted,-0.032447655134149045
B,common_fresh,1,A0,A/SEX,person_weighted,-0.028562585774638438
B,common_fresh,1,A0,A/RAC1P,unweighted,-0.0616065322298307
B,common_fresh,1,A0,A/RAC1P,person_weighted,-0.0599132659235746
B,common_fresh,1,A0,AB/SEX,unweighted,-0.032447655134149045
B,common_fresh,1,A0,AB/SEX,person_weighted,-0.028562585774638438
B,common_fresh,1,A0,AB/RAC1P,unweighted,-0.0644050755997625
B,common_fresh,1,A0,AB/RAC1P,person_weighted,-0.060398793573955833
B,common_fresh,1,L025,A/SEX,unweighted,0.0
B,common_fresh,1,L025,A/SEX,person_weighted,0.0
B,common_fresh,1,L025,A/RAC1P,unweighted,-0.0054223499048318136
B,common_fresh,1,L025,A/RAC1P,person_weighted,-0.006358808429536733
B,common_fresh,1,L025,AB/SEX,unweighted,-0.009554337061734364
B,common_fresh,1,L025,AB/SEX,person_weighted,-0.0049548147967507505
B,common_fresh,1,L025,AB/RAC1P,unweighted,-0.006609062774147745
B,common_fresh,1,L025,AB/RAC1P,person_weighted,-0.00548348051979608
B,common_fresh,1,L20,A/SEX,unweighted,-0.0040476880032048745
B,common_fresh,1,L20,A/SEX,person_weighted,-0.0013727130201697246
B,common_fresh,1,L20,A/RAC1P,unweighted,-0.002766762981386117
B,common_fresh,1,L20,A/RAC1P,person_weighted,-0.002761375357154039
B,common_fresh,1,L20,AB/SEX,unweighted,-0.008284676014791104
B,common_fresh,1,L20,AB/SEX,person_weighted,-0.004392259035559731
B,common_fresh,1,L20,AB/RAC1P,unweighted,-0.0030336090714602193
B,common_fresh,1,L20,AB/RAC1P,person_weighted,-0.0013033468357248612
B,common_fresh,1,J,A/SEX,unweighted,0.0
B,common_fresh,1,J,A/SEX,person_weighted,0.0
B,common_fresh,1,J,A/RAC1P,unweighted,-0.0022794504386836056
B,common_fresh,1,J,A/RAC1P,person_weighted,-0.002710236571461744
B,common_fresh,1,J,AB/SEX,unweighted,-0.0096811176752849
B,common_fresh,1,J,AB/SEX,person_weighted,-0.0056948012149505844
B,common_fresh,1,J,AB/RAC1P,unweighted,-0.004074834032916419
B,common_fresh,1,J,AB/RAC1P,person_weighted,-0.002828060246784281
B,common_fresh,1,spectral_S0,A/SEX,unweighted,-0.034475553305717055
B,common_fresh,1,spectral_S0,A/SEX,person_weighted,-0.0318832773616744
B,common_fresh,1,spectral_S0,A/RAC1P,unweighted,-0.07952602760917071
B,common_fresh,1,spectral_S0,A/RAC1P,person_weighted,-0.07255531050554653
B,common_fresh,1,spectral_S0,AB/SEX,unweighted,-0.03530326204187206
B,common_fresh,1,spectral_S0,AB/SEX,person_weighted,-0.03296851886943719
B,common_fresh,1,spectral_S0,AB/RAC1P,unweighted,-0.07466980179690785
B,common_fresh,1,spectral_S0,AB/RAC1P,person_weighted,-0.0667344105837131
B,common_fresh,1,spectral_M025,A/SEX,unweighted,-0.02650813573147104
B,common_fresh,1,spectral_M025,A/SEX,person_weighted,-0.02456366233443852
B,common_fresh,1,spectral_M025,A/RAC1P,unweighted,-0.06995442922692274
B,common_fresh,1,spectral_M025,A/RAC1P,person_weighted,-0.062223784877461163
B,common_fresh,1,spectral_M025,AB/SEX,unweighted,-0.02669545012458363
B,common_fresh,1,spectral_M025,AB/SEX,person_weighted,-0.02254318081589235
B,common_fresh,1,spectral_M025,AB/RAC1P,unweighted,-0.06190652881191028
B,common_fresh,1,spectral_M025,AB/RAC1P,person_weighted,-0.053818613876626786
B,common_fresh,1,spectral_M1,A/SEX,unweighted,-0.026093798157574954
B,common_fresh,1,spectral_M1,A/SEX,person_weighted,-0.022308565062781005
B,common_fresh,1,spectral_M1,A/RAC1P,unweighted,-0.06938619184702088
B,common_fresh,1,spectral_M1,A/RAC1P,person_weighted,-0.06296470466200743
B,common_fresh,1,spectral_M1,AB/SEX,unweighted,-0.025691605180373056
B,common_fresh,1,spectral_M1,AB/SEX,person_weighted,-0.02027273100930438
B,common_fresh,1,spectral_M1,AB/RAC1P,unweighted,-0.06133829143200842
B,common_fresh,1,spectral_M1,AB/RAC1P,person_weighted,-0.054559533661173054
B,common_fresh,1,spectral_L025,A/SEX,unweighted,-0.02554455538288458
B,common_fresh,1,spectral_L025,A/SEX,person_weighted,-0.024724306809203567
B,common_fresh,1,spectral_L025,A/RAC1P,unweighted,-0.06976140234226946
B,common_fresh,1,spectral_L025,A/RAC1P,person_weighted,-0.06546132694327689
B,common_fresh,1,spectral_L025,AB/SEX,unweighted,-0.02799632098512561
B,common_fresh,1,spectral_L025,AB/SEX,person_weighted,-0.026627872957130205
B,common_fresh,1,spectral_L025,AB/RAC1P,unweighted,-0.06692259681299495
B,common_fresh,1,spectral_L025,AB/RAC1P,person_weighted,-0.06118593611509349
B,common_fresh,1,spectral_L1,A/SEX,unweighted,-0.01709590529681071
B,common_fresh,1,spectral_L1,A/SEX,person_weighted,-0.016402166232207582
B,common_fresh,1,spectral_L1,A/RAC1P,unweighted,-0.06144760543231165
B,common_fresh,1,spectral_L1,A/RAC1P,person_weighted,-0.05769320177481663
B,common_fresh,1,spectral_L1,AB/SEX,unweighted,-0.02287067010079502
B,common_fresh,1,spectral_L1,AB/SEX,person_weighted,-0.02267795252908833
B,common_fresh,1,spectral_L1,AB/RAC1P,unweighted,-0.05717637844724299
B,common_fresh,1,spectral_L1,AB/RAC1P,person_weighted,-0.049287160524230655
B,common_fresh,1,spectral_C025,A/SEX,unweighted,-0.022929018958480762
B,common_fresh,1,spectral_C025,A/SEX,person_weighted,-0.02253032273424227
B,common_fresh,1,spectral_C025,A/RAC1P,unweighted,-0.0616605069995948
B,common_fresh,1,spectral_C025,A/RAC1P,person_weighted,-0.05584538552657059
B,common_fresh,1,spectral_C025,AB/SEX,unweighted,-0.025233764492781363
B,common_fresh,1,spectral_C025,AB/SEX,person_weighted,-0.024167890155282756
B,common_fresh,1,spectral_C025,AB/RAC1P,unweighted,-0.062196906043471945
B,common_fresh,1,spectral_C025,AB/RAC1P,person_weighted,-0.05518129256738846
B,common_fresh,1,spectral_C1,A/SEX,unweighted,-0.011553175395877746
B,common_fresh,1,spectral_C1,A/SEX,person_weighted,-0.005608155563660011
B,common_fresh,1,spectral_C1,A/RAC1P,unweighted,-0.04850642610431133
B,common_fresh,1,spectral_C1,A/RAC1P,person_weighted,-0.04090691317854822
B,common_fresh,1,spectral_C1,AB/SEX,unweighted,-0.01349107998222221
B,common_fresh,1,spectral_C1,AB/SEX,person_weighted,-0.008378003151802038
B,common_fresh,1,spectral_C1,AB/RAC1P,unweighted,-0.0462707127642914
B,common_fresh,1,spectral_C1,AB/RAC1P,person_weighted,-0.04118931945756943
B,common_fresh,1,spectral_L2,A/SEX,unweighted,-0.016632755152329093
B,common_fresh,1,spectral_L2,A/SEX,person_weighted,-0.016014402416039353
B,common_fresh,1,spectral_L2,A/RAC1P,unweighted,-0.055886270622179435
B,common_fresh,1,spectral_L2,A/RAC1P,person_weighted,-0.05006521649955453
B,common_fresh,1,spectral_L2,AB/SEX,unweighted,-0.019468649237433966
B,common_fresh,1,spectral_L2,AB/SEX,person_weighted,-0.01635533603840289
B,common_fresh,1,spectral_L2,AB/RAC1P,unweighted,-0.05013740950458789
B,common_fresh,1,spectral_L2,AB/RAC1P,person_weighted,-0.044613848698371594
B,common_fresh,2,E,A/SEX,unweighted,-0.02635493333092287
B,common_fresh,2,E,A/SEX,person_weighted,-0.022186435051893882
B,common_fresh,2,E,A/RAC1P,unweighted,-0.05735647740306282
B,common_fresh,2,E,A/RAC1P,person_weighted,-0.05153264778158939
B,common_fresh,2,E,AB/SEX,unweighted,-0.01775145825952862
B,common_fresh,2,E,AB/SEX,person_weighted,-0.016593713060614634
B,common_fresh,2,E,AB/RAC1P,unweighted,-0.04720282810002874
B,common_fresh,2,E,AB/RAC1P,person_weighted,-0.0424543757004201
B,common_fresh,2,A0,A/SEX,unweighted,-0.037315137342271654
B,common_fresh,2,A0,A/SEX,person_weighted,-0.030545883888124847
B,common_fresh,2,A0,A/RAC1P,unweighted,-0.06372000434210956
B,common_fresh,2,A0,A/RAC1P,person_weighted,-0.059443770028582144
B,common_fresh,2,A0,AB/SEX,unweighted,-0.030989888050241388
B,common_fresh,2,A0,AB/SEX,person_weighted,-0.028048430622717002
B,common_fresh,2,A0,AB/RAC1P,unweighted,-0.05445895069160778
B,common_fresh,2,A0,AB/RAC1P,person_weighted,-0.04829128126584581
B,common_fresh,2,L025,A/SEX,unweighted,-0.0071542352727897995
B,common_fresh,2,L025,A/SEX,person_weighted,-0.003927857609367091
B,common_fresh,2,L025,A/RAC1P,unweighted,-0.009811749569103245
B,common_fresh,2,L025,A/RAC1P,person_weighted,-0.009509284257522177
B,common_fresh,2,L025,AB/SEX,unweighted,-0.007541646981146788
B,common_fresh,2,L025,AB/SEX,person_weighted,-0.005120612583497275
B,common_fresh,2,L025,AB/RAC1P,unweighted,-0.00598791553904654
B,common_fresh,2,L025,AB/RAC1P,person_weighted,-0.003302749924015025
B,common_fresh,2,L20,A/SEX,unweighted,-0.01181567709611353
B,common_fresh,2,L20,A/SEX,person_weighted,-0.004894522125697298
B,common_fresh,2,L20,A/RAC1P,unweighted,0.0013061487888383905
B,common_fresh,2,L20,A/RAC1P,person_weighted,0.005224546900737259
B,common_fresh,2,L20,AB/SEX,unweighted,-0.008258090905220339
B,common_fresh,2,L20,AB/SEX,person_weighted,-0.0042125366446299495
B,common_fresh,2,L20,AB/RAC1P,unweighted,0.0012083476120146042
B,common_fresh,2,L20,AB/RAC1P,person_weighted,0.002668137427240813
B,common_fresh,2,J,A/SEX,unweighted,-0.008829298505971916
B,common_fresh,2,J,A/SEX,person_weighted,-0.003950756053692772
B,common_fresh,2,J,A/RAC1P,unweighted,-0.006903042135527615
B,common_fresh,2,J,A/RAC1P,person_weighted,-0.0034447191361663965
B,common_fresh,2,J,AB/SEX,unweighted,-0.0050401155813832865
B,common_fresh,2,J,AB/SEX,person_weighted,-0.0016597446204574817
B,common_fresh,2,J,AB/RAC1P,unweighted,0.00023901761757882944
B,common_fresh,2,J,AB/RAC1P,person_weighted,0.0013705984759218026
B,common_fresh,2,spectral_S0,A/SEX,unweighted,-0.038451792077960234
B,common_fresh,2,spectral_S0,A/SEX,person_weighted,-0.03489603640273309
B,common_fresh,2,spectral_S0,A/RAC1P,unweighted,-0.07423203108608356
B,common_fresh,2,spectral_S0,A/RAC1P,person_weighted,-0.0696759090129051
B,common_fresh,2,spectral_S0,AB/SEX,unweighted,-0.030616410753431023
B,common_fresh,2,spectral_S0,AB/SEX,person_weighted,-0.029712599497670134
B,common_fresh,2,spectral_S0,AB/RAC1P,unweighted,-0.06436404259421202
B,common_fresh,2,spectral_S0,AB/RAC1P,person_weighted,-0.05792536967874029
B,common_fresh,2,spectral_M025,A/SEX,unweighted,-0.029631222850487915
B,common_fresh,2,spectral_M025,A/SEX,person_weighted,-0.02722776637977975
B,common_fresh,2,spectral_M025,A/RAC1P,unweighted,-0.06712944507562613
B,common_fresh,2,spectral_M025,A/RAC1P,person_weighted,-0.06322386981689454
B,common_fresh,2,spectral_M025,AB/SEX,unweighted,-0.023699985034211335
B,common_fresh,2,spectral_M025,AB/SEX,person_weighted,-0.021460101400470166
B,common_fresh,2,spectral_M025,AB/RAC1P,unweighted,-0.05752147610604097
B,common_fresh,2,spectral_M025,AB/RAC1P,person_weighted,-0.050482773571190576
B,common_fresh,2,spectral_M1,A/SEX,unweighted,-0.03391165292816545
B,common_fresh,2,spectral_M1,A/SEX,person_weighted,-0.027784264514053802
B,common_fresh,2,spectral_M1,A/RAC1P,unweighted,-0.0647002111409154
B,common_fresh,2,spectral_M1,A/RAC1P,person_weighted,-0.05673456232125185
B,common_fresh,2,spectral_M1,AB/SEX,unweighted,-0.024184031746877332
B,common_fresh,2,spectral_M1,AB/SEX,person_weighted,-0.020326113870067664
B,common_fresh,2,spectral_M1,AB/RAC1P,unweighted,-0.058125425327917535
B,common_fresh,2,spectral_M1,AB/RAC1P,person_weighted,-0.051373598031261514
B,common_fresh,2,spectral_L025,A/SEX,unweighted,-0.029798312066104837
B,common_fresh,2,spectral_L025,A/SEX,person_weighted,-0.02610697645869109
B,common_fresh,2,spectral_L025,A/RAC1P,unweighted,-0.06894062743321827
B,common_fresh,2,spectral_L025,A/RAC1P,person_weighted,-0.06421112723021083
B,common_fresh,2,spectral_L025,AB/SEX,unweighted,-0.021194836994710586
B,common_fresh,2,spectral_L025,AB/SEX,person_weighted,-0.02051425446741184
B,common_fresh,2,spectral_L025,AB/RAC1P,unweighted,-0.05989603863186321
B,common_fresh,2,spectral_L025,AB/RAC1P,person_weighted,-0.05508644666442586
B,common_fresh,2,spectral_L1,A/SEX,unweighted,-0.02264848660872254
B,common_fresh,2,spectral_L1,A/SEX,person_weighted,-0.02058153902206017
B,common_fresh,2,spectral_L1,A/RAC1P,unweighted,-0.06114086510701
B,common_fresh,2,spectral_L1,A/RAC1P,person_weighted,-0.0582764299852403
B,common_fresh,2,spectral_L1,AB/SEX,unweighted,-0.019514687939105935
B,common_fresh,2,spectral_L1,AB/SEX,person_weighted,-0.017175756364087524
B,common_fresh,2,spectral_L1,AB/RAC1P,unweighted,-0.05283630220549673
B,common_fresh,2,spectral_L1,AB/RAC1P,person_weighted,-0.0470564003157905
B,common_fresh,2,spectral_C025,A/SEX,unweighted,-0.026040533909596708
B,common_fresh,2,spectral_C025,A/SEX,person_weighted,-0.02314219425010522
B,common_fresh,2,spectral_C025,A/RAC1P,unweighted,-0.06379281922375535
B,common_fresh,2,spectral_C025,A/RAC1P,person_weighted,-0.05891280482490724
B,common_fresh,2,spectral_C025,AB/SEX,unweighted,-0.018039755855173034
B,common_fresh,2,spectral_C025,AB/SEX,person_weighted,-0.019060228027446224
B,common_fresh,2,spectral_C025,AB/RAC1P,unweighted,-0.053975261675783814
B,common_fresh,2,spectral_C025,AB/RAC1P,person_weighted,-0.047437269694020845
B,common_fresh,2,spectral_C1,A/SEX,unweighted,-0.024362589342033503
B,common_fresh,2,spectral_C1,A/SEX,person_weighted,-0.021420207414226233
B,common_fresh,2,spectral_C1,A/RAC1P,unweighted,-0.047469505947285384
B,common_fresh,2,spectral_C1,A/RAC1P,person_weighted,-0.04097361862370108
B,common_fresh,2,spectral_C1,AB/SEX,unweighted,-0.015759114270639252
B,common_fresh,2,spectral_C1,AB/SEX,person_weighted,-0.015827485422946985
B,common_fresh,2,spectral_C1,AB/RAC1P,unweighted,-0.04536226554533407
B,common_fresh,2,spectral_C1,AB/RAC1P,person_weighted,-0.03775166967110688
B,common_fresh,2,spectral_L2,A/SEX,unweighted,-0.025039485263361194
B,common_fresh,2,spectral_L2,A/SEX,person_weighted,-0.02182297357212082
B,common_fresh,2,spectral_L2,A/RAC1P,unweighted,-0.05692045515591526
B,common_fresh,2,spectral_L2,A/RAC1P,person_weighted,-0.05371267151849635
B,common_fresh,2,spectral_L2,AB/SEX,unweighted,-0.018126577081208683
B,common_fresh,2,spectral_L2,AB/SEX,person_weighted,-0.016491950691186807
B,common_fresh,2,spectral_L2,AB/RAC1P,unweighted,-0.05095797498083776
B,common_fresh,2,spectral_L2,AB/RAC1P,person_weighted,-0.04488073055512265
