left,right,comparison_family,weight,endpoint,estimate,bootstrap_se,critical_value,adjusted_low,adjusted_high,unadjusted_low,unadjusted_high,degenerate,significantly_better,significantly_worse
leace_A0,J,external_vs_J,unweighted,utility/same_residence,-0.0004896622815208085,0.0030606592140513707,2.5949320860436775,-0.008431865080507934,0.007452540517466317,-0.006508546852839965,0.005420421778127535,False,False,False
leace_A0,J,external_vs_J,unweighted,recovery/A/SEX,0.005475827860788485,0.002352674304913885,2.5949320860436775,-0.0006292021810430613,0.01158085790262003,0.0009382664770128744,0.010161714813942641,False,False,False
leace_A0,J,external_vs_J,unweighted,recovery/AB/SEX,-0.0020043139852726766,0.0015265594837829367,2.5949320860436775,-0.005965632170995292,0.001957004200449939,-0.004985477258597529,0.0010437877873124212,False,False,False
leace_A0,J,external_vs_J,unweighted,recovery/A/RAC1P,0.0018681432211473672,0.0038250496071426995,2.5949320860436775,-0.008057600735135987,0.01179388717743072,-0.005582590330105337,0.009565276698988535,False,False,False
leace_A0,J,external_vs_J,unweighted,recovery/AB/RAC1P,-0.002204574887183508,0.0029469882156886564,2.5949320860436775,-0.009851809165266609,0.005442659390899592,-0.007826376792164599,0.003340663569231195,False,False,False
leace_A0,J,external_vs_J,person_weighted,utility/same_residence,-0.0009982433167751528,0.003564680103440954,2.5907489463850912,-0.010233434538964702,0.008236947905414398,-0.008319740785692187,0.006035061784607652,False,False,False
leace_A0,J,external_vs_J,person_weighted,recovery/A/SEX,0.005573619065263472,0.0025421453279806734,2.5907489463850912,-0.00101244126476024,0.012159679395287185,0.0007050031311195517,0.010602389706923824,False,False,False
leace_A0,J,external_vs_J,person_weighted,recovery/AB/SEX,-0.0015961769487861839,0.001717788994286334,2.5907489463850912,-0.00604653697584541,0.0028541830782730423,-0.004912129896436362,0.0016931752947931243,False,False,False
leace_A0,J,external_vs_J,person_weighted,recovery/A/RAC1P,0.0034158428176720435,0.004523795167195843,2.5907489463850912,-0.008304174745402553,0.01513586038074664,-0.005102830915629673,0.01259199487361389,False,False,False
leace_A0,J,external_vs_J,person_weighted,recovery/AB/RAC1P,-0.0027227039040615963,0.003919730244082374,2.5907489463850912,-0.012877740904031782,0.007432333095908589,-0.010313989338610368,0.0051198757000287115,False,False,False
splince_A0,J,external_vs_J,unweighted,utility/same_residence,0.00482331342827665,0.0026597763051138612,2.5848613454931058,-0.0020518395304706463,0.011698466387023947,-0.00019853015495239408,0.010242387969651141,False,False,False
splince_A0,J,external_vs_J,unweighted,recovery/A/SEX,0.004718821859603817,0.002410690100029687,2.5848613454931058,-0.0015124777959258295,0.010950121515133464,0.00016047892606272287,0.009535661921327673,False,False,False
splince_A0,J,external_vs_J,unweighted,recovery/AB/SEX,-0.0011094862597694395,0.00142304579744074,2.5848613454931058,-0.00478786233444042,0.0025688898149015408,-0.00386297084372499,0.0017100114287339628,False,False,False
splince_A0,J,external_vs_J,unweighted,recovery/A/RAC1P,-0.003397083003050083,0.003245106642064857,2.5848613454931058,-0.011785233724126465,0.004991067718026298,-0.009669389770564408,0.0028508485328259127,False,False,False
splince_A0,J,external_vs_J,unweighted,recovery/AB/RAC1P,-0.0028347962958301665,0.0022385072753827212,2.5848613454931058,-0.008621027223572053,0.00295143463191172,-0.007172698913535645,0.001498892465622002,False,False,False
splince_A0,J,external_vs_J,person_weighted,utility/same_residence,0.004120246537832735,0.002985186530390676,2.611609253834045,-0.0036758942293563003,0.01191638730502177,-0.0014156715212547226,0.009903373136358142,False,False,False
splince_A0,J,external_vs_J,person_weighted,recovery/A/SEX,0.0052448776750156165,0.0026254100469698767,2.611609253834045,-0.0016116674987597876,0.01210142284879102,0.0002580316831184483,0.010646486573050708,False,False,False
splince_A0,J,external_vs_J,person_weighted,recovery/AB/SEX,-0.000740133270525319,0.001719038719173965,2.611609253834045,-0.00522959069721907,0.0037493241561684324,-0.003970916213781644,0.0026620388866348045,False,False,False
splince_A0,J,external_vs_J,person_weighted,recovery/A/RAC1P,-0.0013161652411715075,0.0035608595098600825,2.611609253834045,-0.01061573888872506,0.007983408406382045,-0.008268480651526008,0.005910578089265384,False,False,False
splince_A0,J,external_vs_J,person_weighted,recovery/AB/RAC1P,-0.0024519422459967632,0.002628183449922101,2.611609253834045,-0.009315730464586808,0.004411845972593281,-0.007715673961532105,0.0025855863460105175,False,False,False
optnet16_L1,J,external_vs_J,unweighted,utility/same_residence,0.0016714406334188412,0.0030778563990761145,2.558049587798892,-0.006201868659541995,0.009544749926379678,-0.004073623096011341,0.007504561996771567,False,False,False
optnet16_L1,J,external_vs_J,unweighted,recovery/A/SEX,0.010377372218588993,0.003084775022831052,2.558049587798892,0.0024863647429837037,0.018268379694194283,0.004420912444686375,0.016558079135057784,False,False,True
optnet16_L1,J,external_vs_J,unweighted,recovery/AB/SEX,0.0017487931154817429,0.0028244268542182045,2.558049587798892,-0.005476230834719256,0.008973817065682742,-0.0037719099844937616,0.007307477240413935,False,False,False
optnet16_L1,J,external_vs_J,unweighted,recovery/A/RAC1P,0.009345832478997229,0.0054309655755170215,2.558049587798892,-0.004546846772804059,0.023238511730798515,-0.0012944555156604628,0.020190488490676478,False,False,False
optnet16_L1,J,external_vs_J,unweighted,recovery/AB/RAC1P,0.007682357115466424,0.004230285263459475,2.558049587798892,-0.003138922358997813,0.01850363658993066,-0.0007358323137425496,0.016281583935901955,False,False,False
optnet16_L1,J,external_vs_J,person_weighted,utility/same_residence,-0.0003693938899067737,0.0032482062949090477,2.531804435200329,-0.008593216993803129,0.00785442921398958,-0.006407519667037159,0.0063563202986568765,False,False,False
