ce_mean_over_anchors,ce_per_anchor,family,fixed_decoder_ce_mean,frozen_release,independent_probe_ce_mean,recovery_increment_over_J_point,recovery_over_H,recovery_over_H_ci95_unadjusted,role,rows_per_anchor,selection_per_anchor,task_minus_H,task_minus_H_ci95_unadjusted,task_minus_J,task_minus_J_ci95_unadjusted,weighting
1.225781612217884,"[1.2197825621962217, 1.2309065013010851, 1.2266557731563452]",D17,,T0_U_unconstrained_a17,,-0.024616771113730933,0.002572456552912067,"[0.0012459938156980004, 0.003898919290126134]",attack:AB/RAC1P,"[23684, 23684, 23684]","[""hist_gb_5"", ""hist_gb_5"", ""hist_gb_5""]",,,,,unweighted
1.2374889378979332,"[1.2327144482466557, 1.242131677933598, 1.2376206875135458]",D17,,T0_U_unconstrained_a17,,-0.02796830707399048,0.0020323216003950207,"[0.00033641390682012683, 0.003728229293969915]",attack:AB/RAC1P,"[23684, 23684, 23684]","[""hist_gb_5"", ""hist_gb_5"", ""hist_gb_5""]",,,,,PWGTP
0.48979907729938965,"[0.48852286072739604, 0.48922264048955916, 0.4916517306812138]",D17,0.4957826043102827,T0_U_unconstrained_a17,0.48979907729938965,,,,utility:A/same_residence,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_5"", ""hist_gb_20""]",-0.02772872411559003,"[-0.030944466785079117, -0.024512981446100944]",-0.004741877291169793,"[-0.006570590429756381, -0.002913164152583206]",unweighted
0.4864090051002181,"[0.4858088629349554, 0.48571970693575, 0.48769844542994883]",D17,0.4915234723319988,T0_U_unconstrained_a17,0.4864090051002181,,,,utility:A/same_residence,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_5"", ""hist_gb_20""]",-0.026622119868254076,"[-0.030701644836889315, -0.022542594899618837]",-0.0051420700685698905,"[-0.007332644068353548, -0.0029514960687862337]",PWGTP
0.6645269174845886,"[0.6623209063173428, 0.6662184484229157, 0.6650413977135075]",D33,,T0_U_unconstrained_a33,,-0.012468606485900247,0.005068215628747867,"[0.003979381285109008, 0.006157049972386726]",attack:A/SEX,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_20"", ""hist_gb_20""]",,,,,unweighted
0.6688244566923908,"[0.667515436981243, 0.6698796363387016, 0.6690782967572276]",D33,,T0_U_unconstrained_a33,,-0.012237035187219886,0.0053643786270059475,"[0.003983539600531742, 0.006745217653480153]",attack:A/SEX,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_20"", ""hist_gb_20""]",,,,,PWGTP
1.2414653684924712,"[1.2388784966612596, 1.2466024567302423, 1.2389151520859123]",D33,,T0_U_unconstrained_a33,,-0.037908869488730484,0.005760825027372691,"[0.004139376158046041, 0.007382273896699341]",attack:A/RAC1P,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_5"", ""hist_gb_5""]",,,,,unweighted
1.2504447000029775,"[1.2491043455198054, 1.2538722895204293, 1.248357464968698]",D33,,T0_U_unconstrained_a33,,-0.036992716818118686,0.005615019137979827,"[0.003651827368352514, 0.00757821090760714]",attack:A/RAC1P,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_5"", ""hist_gb_5""]",,,,,PWGTP
0.660982776955861,"[0.6586888363703491, 0.662977554778322, 0.661281939718912]",D33,,T0_U_unconstrained_a33,,-0.009766113522741027,0.0029273804637090944,"[0.002052203208167375, 0.0038025577192508137]",attack:AB/SEX,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_20"", ""hist_gb_5""]",,,,,unweighted
0.665202633375664,"[0.6634856838554625, 0.6667587301450597, 0.6653634861264697]",D33,,T0_U_unconstrained_a33,,-0.010088742426331851,0.0027204432808115545,"[0.0015999987190541954, 0.0038408878425689134]",attack:AB/SEX,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_20"", ""hist_gb_5""]",,,,,PWGTP
1.2265700017607744,"[1.2223553097718267, 1.2310805808377467, 1.2262741146727498]",D33,,T0_U_unconstrained_a33,,-0.025405160656621267,0.0017840670100217344,"[0.0005984191211412377, 0.0029697148989022313]",attack:AB/RAC1P,"[23684, 23684, 23684]","[""H__hist_gb_5"", ""hist_gb_20"", ""hist_gb_5""]",,,,,unweighted
1.2381876491648003,"[1.2356904591580533, 1.241436679999885, 1.2374358083364625]",D33,,T0_U_unconstrained_a33,,-0.02866701834085742,0.0013336103335280837,"[-6.71489188604471e-05, 0.0027343695859166142]",attack:AB/RAC1P,"[23684, 23684, 23684]","[""H__hist_gb_5"", ""hist_gb_20"", ""hist_gb_5""]",,,,,PWGTP
0.48949308907490807,"[0.48863258663875636, 0.48852764268209514, 0.4913190379038727]",D33,0.49459532796101136,T0_U_unconstrained_a33,0.48949308907490807,,,,utility:A/same_residence,"[23684, 23684, 23684]","[""hist_gb_5"", ""hist_gb_5"", ""hist_gb_5""]",-0.028034712340071696,"[-0.031251443561058315, -0.024817981119085078]",-0.005047865515651467,"[-0.006882555009123119, -0.003213176022179815]",unweighted
0.4862760899899052,"[0.48583237396236767, 0.4852852928052469, 0.487710603202101]",D33,0.490444781504153,T0_U_unconstrained_a33,0.4862760899899052,,,,utility:A/same_residence,"[23684, 23684, 23684]","[""hist_gb_5"", ""hist_gb_5"", ""hist_gb_5""]",-0.026755034978566936,"[-0.030876480396581054, -0.02263358956055282]",-0.005274985178882755,"[-0.007458907166518579, -0.0030910631912469313]",PWGTP
0.6603387403702893,"[0.6569282359765535, 0.6620495986383638, 0.6620383864959507]",C,,continuous_task,,-0.008280429371600945,0.00925639274304717,"[0.00781979865410202, 0.010692986831992319]",attack:A/SEX,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_5"", ""hist_gb_20""]",,,,,unweighted
0.6653989122076439,"[0.6630165367523625, 0.6670250852127368, 0.6661551146578322]",C,,continuous_task,,-0.00881149070247291,0.008789923111752923,"[0.006952512335561833, 0.010627333887944013]",attack:A/SEX,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_5"", ""hist_gb_20""]",,,,,PWGTP
1.2374316899589786,"[1.2378883241988494, 1.2415774559019754, 1.2328292897761108]",C,,continuous_task,,-0.03387519095523764,0.009794503560865538,"[0.007719049490704974, 0.011869957631026102]",attack:A/RAC1P,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_20"", ""hist_gb_5""]",,,,,unweighted
1.2475578302739787,"[1.248647266097571, 1.2511773072336407, 1.2428489174907247]",C,,continuous_task,,-0.034105847089119755,0.00850188886697876,"[0.005875846365064073, 0.011127931368893448]",attack:A/RAC1P,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_20"", ""hist_gb_5""]",,,,,PWGTP
0.6561344924016668,"[0.6541728278666434, 0.6574340121009574, 0.6567966372373996]",C,,continuous_task,,-0.004917828968546793,0.007775665017903328,"[0.006530913981986087, 0.00902041605382057]",attack:AB/SEX,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_20"", ""hist_gb_20""]",,,,,unweighted
