seed,role,release,parent,erased,target,candidate_id,family,selected,selected_within_family,auc_selected,fit_support,fit_rows,fit_coverage_complete,selected_epoch,selected_optimizer_steps,optimizer_steps,boosting_iterations,training_row_exposures,row_exposure_min,row_exposure_max,initialization_seed,schedule_seed,schedule_hash,restart_index,restart_seed_offset,fit_runtime_seconds,fallback_reason,warnings,parameters
0,audit,D_compressed_leace,D_compressed,True,RAC1P,mlp_1,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,30,360,1440,,359160,120,120,1270001,1970001,e0f315278fc37aac9cee4c2fa939bed733cd775615c4604ab2b9f2565ab9d981,1,10000,0.4022140000015497,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,D_compressed_leace,D_compressed,True,RAC1P,hist_gb_20,histgb,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,0,150,,,,,,,,,0.8160529169254005,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}"
0,audit,D_compressed_leace,D_compressed,True,RAC1P,hist_gb_5,histgb,False,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,0,150,,,,,,,,,0.9207607080461457,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}"
0,transfer,E_pca,E_pca,False,same_residence,logistic,logistic,False,True,False,"[500,1548]",2048,True,,,7,,,,,,,,,,0.004157333984039724,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,E_pca,E_pca,False,same_residence,mlp,mlp,True,True,False,"[500,1548]",2048,True,10,80,320,,81920,40,40,1250000,1950000,ee8943e0edcf48411f3bceff950844d10bddb587d934cfe598206c2e39e4ebeb,,,0.08798812504392117,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,transfer,E_pca,E_pca,False,commute_over20,logistic,logistic,True,True,False,"[997,1051]",2048,True,,,14,,,,,,,,,,0.003026041085831821,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,E_pca,E_pca,False,commute_over20,mlp,mlp,False,True,False,"[997,1051]",2048,True,15,120,320,,81920,40,40,1250001,1950001,8805fac2d66d18ece39f39efbe46665308c5377a171fac16e4fc1d57a4cc355c,,,0.0815565410302952,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,transfer,E_pca,E_pca,False,income_binary,logistic,logistic,False,True,False,"[1652,396]",2048,True,,,15,,,,,,,,,,0.003080165944993496,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,E_pca,E_pca,False,income_binary,mlp,mlp,True,True,False,"[1652,396]",2048,True,20,160,320,,81920,40,40,1250002,1950002,d0246d72e4afef6aed82b4e92294b78ac1a27b6cf348120b32689bf0fff4986e,,,0.08532620908226818,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,transfer,E_pca,E_pca,False,civilian_at_work,logistic,logistic,True,True,False,"[665,1383]",2048,True,,,12,,,,,,,,,,0.002873208955861628,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,E_pca,E_pca,False,civilian_at_work,mlp,mlp,False,True,False,"[665,1383]",2048,True,20,160,320,,81920,40,40,1250003,1950003,c3edb72c9dc0b01d3bce341c953834c87a3758e43c71ce432f1e36c95017a8ba,,,0.08213641599286348,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,transfer,E_pca,E_pca,False,public_coverage,logistic,logistic,False,True,False,"[1531,517]",2048,True,,,7,,,,,,,,,,0.002532457932829857,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,E_pca,E_pca,False,public_coverage,mlp,mlp,True,True,False,"[1531,517]",2048,True,20,160,320,,81920,40,40,1250004,1950004,bc25b611873303f1cd65073a1c59a4016c970a12ca7d98a6b4d830db56209a35,,,0.0861262499820441,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,E_pca,E_pca,False,SEX,logistic,logistic,False,True,False,"[1512,1481]",2993,True,,,5,,,,,,,,,,0.0027099999133497477,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,audit,E_pca,E_pca,False,SEX,mlp_0,mlp,True,True,True,"[1512,1481]",2993,True,15,180,1440,,359160,120,120,1260000,1960000,4e02cab1bd5ea9480b3c2e443a360dc8a4e394967aa6f9b970edfd56bd1a28dc,0,0,0.3492682909127325,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,E_pca,E_pca,False,SEX,mlp_1,mlp,False,False,False,"[1512,1481]",2993,True,15,180,1440,,359160,120,120,1270000,1970000,6cc769913b225cf3feac78e40446d9774de55b0659f45c7ea466d55141d30497,1,10000,0.3597917089937255,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,E_pca,E_pca,False,SEX,hist_gb_20,histgb,False,False,False,"[1512,1481]",2993,True,,,0,150,,,,,,,,,0.1366912079975009,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}"
0,audit,E_pca,E_pca,False,SEX,hist_gb_5,histgb,False,True,False,"[1512,1481]",2993,True,,,0,150,,,,,,,,,0.1369309170404449,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}"
0,audit,E_pca,E_pca,False,RAC1P,logistic,logistic,False,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,62,,,,,,,,,,0.020560167031362653,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,audit,E_pca,E_pca,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,20,240,1440,,359160,120,120,1260001,1960001,4feb37a4ba2ffcb1e62967a4ec1573002807f789185042fa1b0662b8ef3dc580,0,0,0.4803837080253288,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,E_pca,E_pca,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,15,180,1440,,359160,120,120,1270001,1970001,e0f315278fc37aac9cee4c2fa939bed733cd775615c4604ab2b9f2565ab9d981,1,10000,0.43890433304477483,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,E_pca,E_pca,False,RAC1P,hist_gb_20,histgb,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,0,150,,,,,,,,,0.9715339160757139,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}"
0,audit,E_pca,E_pca,False,RAC1P,hist_gb_5,histgb,False,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,0,150,,,,,,,,,1.0487817079992965,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}"
0,transfer,E_pca_leace,E_pca,True,same_residence,logistic,logistic,False,True,False,"[500,1548]",2048,True,,,7,,,,,,,,,,0.0027780410600826144,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,E_pca_leace,E_pca,True,same_residence,mlp,mlp,True,True,False,"[500,1548]",2048,True,15,120,320,,81920,40,40,1250000,1950000,ee8943e0edcf48411f3bceff950844d10bddb587d934cfe598206c2e39e4ebeb,,,0.08488158299587667,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,transfer,E_pca_leace,E_pca,True,commute_over20,logistic,logistic,False,True,False,"[997,1051]",2048,True,,,6,,,,,,,,,,0.0022523340303450823,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,E_pca_leace,E_pca,True,commute_over20,mlp,mlp,True,True,False,"[997,1051]",2048,True,15,120,320,,81920,40,40,1250001,1950001,8805fac2d66d18ece39f39efbe46665308c5377a171fac16e4fc1d57a4cc355c,,,0.08147816697601229,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,transfer,E_pca_leace,E_pca,True,income_binary,logistic,logistic,False,True,False,"[1652,396]",2048,True,,,10,,,,,,,,,,0.0028372079832479358,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,E_pca_leace,E_pca,True,income_binary,mlp,mlp,True,True,False,"[1652,396]",2048,True,25,200,320,,81920,40,40,1250002,1950002,d0246d72e4afef6aed82b4e92294b78ac1a27b6cf348120b32689bf0fff4986e,,,0.09032170905265957,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,transfer,E_pca_leace,E_pca,True,civilian_at_work,logistic,logistic,False,True,False,"[665,1383]",2048,True,,,9,,,,,,,,,,0.0026362088974565268,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,E_pca_leace,E_pca,True,civilian_at_work,mlp,mlp,True,True,False,"[665,1383]",2048,True,20,160,320,,81920,40,40,1250003,1950003,c3edb72c9dc0b01d3bce341c953834c87a3758e43c71ce432f1e36c95017a8ba,,,0.08502745907753706,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,transfer,E_pca_leace,E_pca,True,public_coverage,logistic,logistic,False,True,False,"[1531,517]",2048,True,,,7,,,,,,,,,,0.0025198330404236913,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,E_pca_leace,E_pca,True,public_coverage,mlp,mlp,True,True,False,"[1531,517]",2048,True,20,160,320,,81920,40,40,1250004,1950004,bc25b611873303f1cd65073a1c59a4016c970a12ca7d98a6b4d830db56209a35,,,0.08807087503373623,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,E_pca_leace,E_pca,True,SEX,logistic,logistic,False,True,False,"[1512,1481]",2993,True,,,5,,,,,,,,,,0.0026480830274522305,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,audit,E_pca_leace,E_pca,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,20,240,1440,,359160,120,120,1260000,1960000,4e02cab1bd5ea9480b3c2e443a360dc8a4e394967aa6f9b970edfd56bd1a28dc,0,0,0.3391946660121903,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,E_pca_leace,E_pca,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,20,240,1440,,359160,120,120,1270000,1970000,6cc769913b225cf3feac78e40446d9774de55b0659f45c7ea466d55141d30497,1,10000,0.3493439999874681,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,E_pca_leace,E_pca,True,SEX,hist_gb_20,histgb,False,True,False,"[1512,1481]",2993,True,,,0,150,,,,,,,,,0.12127412494737655,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}"
0,audit,E_pca_leace,E_pca,True,SEX,hist_gb_5,histgb,False,False,False,"[1512,1481]",2993,True,,,0,150,,,,,,,,,0.13784608303103596,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}"
0,audit,E_pca_leace,E_pca,True,RAC1P,logistic,logistic,False,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,76,,,,,,,,,,0.021789000020362437,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,audit,E_pca_leace,E_pca,True,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,25,300,1440,,359160,120,120,1260001,1960001,4feb37a4ba2ffcb1e62967a4ec1573002807f789185042fa1b0662b8ef3dc580,0,0,0.4247749999631196,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,E_pca_leace,E_pca,True,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,25,300,1440,,359160,120,120,1270001,1970001,e0f315278fc37aac9cee4c2fa939bed733cd775615c4604ab2b9f2565ab9d981,1,10000,0.4072581250220537,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,E_pca_leace,E_pca,True,RAC1P,hist_gb_20,histgb,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,0,150,,,,,,,,,0.9212744160322472,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}"
0,audit,E_pca_leace,E_pca,True,RAC1P,hist_gb_5,histgb,False,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,0,150,,,,,,,,,1.0302397919585928,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}"
0,transfer,F_covariates,F_covariates,False,same_residence,logistic,logistic,False,True,False,"[500,1548]",2048,True,,,16,,,,,,,,,,0.003752416931092739,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,F_covariates,F_covariates,False,same_residence,mlp,mlp,True,True,False,"[500,1548]",2048,True,10,80,320,,81920,40,40,1250000,1950000,ee8943e0edcf48411f3bceff950844d10bddb587d934cfe598206c2e39e4ebeb,,,0.09287233301438391,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,transfer,F_covariates,F_covariates,False,commute_over20,logistic,logistic,False,True,False,"[997,1051]",2048,True,,,15,,,,,,,,,,0.0030144170159474015,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,F_covariates,F_covariates,False,commute_over20,mlp,mlp,True,True,False,"[997,1051]",2048,True,5,40,320,,81920,40,40,1250001,1950001,8805fac2d66d18ece39f39efbe46665308c5377a171fac16e4fc1d57a4cc355c,,,0.08995845809113234,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,transfer,F_covariates,F_covariates,False,income_binary,logistic,logistic,True,True,False,"[1652,396]",2048,True,,,20,,,,,,,,,,0.003782082931138575,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,F_covariates,F_covariates,False,income_binary,mlp,mlp,False,True,False,"[1652,396]",2048,True,20,160,320,,81920,40,40,1250002,1950002,d0246d72e4afef6aed82b4e92294b78ac1a27b6cf348120b32689bf0fff4986e,,,0.08808729099109769,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,transfer,F_covariates,F_covariates,False,civilian_at_work,logistic,logistic,True,True,False,"[665,1383]",2048,True,,,19,,,,,,,,,,0.003676332999020815,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,F_covariates,F_covariates,False,civilian_at_work,mlp,mlp,False,True,False,"[665,1383]",2048,True,15,120,320,,81920,40,40,1250003,1950003,c3edb72c9dc0b01d3bce341c953834c87a3758e43c71ce432f1e36c95017a8ba,,,0.09154162497725338,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,transfer,F_covariates,F_covariates,False,public_coverage,logistic,logistic,False,True,False,"[1531,517]",2048,True,,,19,,,,,,,,,,0.0037192089948803186,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,transfer,F_covariates,F_covariates,False,public_coverage,mlp,mlp,True,True,False,"[1531,517]",2048,True,10,80,320,,81920,40,40,1250004,1950004,bc25b611873303f1cd65073a1c59a4016c970a12ca7d98a6b4d830db56209a35,,,0.09036100003868341,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,F_covariates,F_covariates,False,SEX,logistic,logistic,False,True,False,"[1512,1481]",2993,True,,,18,,,,,,,,,,0.004151541972532868,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,audit,F_covariates,F_covariates,False,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,10,120,1440,,359160,120,120,1260000,1960000,4e02cab1bd5ea9480b3c2e443a360dc8a4e394967aa6f9b970edfd56bd1a28dc,0,0,0.37199079198762774,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,F_covariates,F_covariates,False,SEX,mlp_1,mlp,False,True,False,"[1512,1481]",2993,True,10,120,1440,,359160,120,120,1270000,1970000,6cc769913b225cf3feac78e40446d9774de55b0659f45c7ea466d55141d30497,1,10000,0.36437512503471226,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,F_covariates,F_covariates,False,SEX,hist_gb_20,histgb,False,False,False,"[1512,1481]",2993,True,,,0,150,,,,,,,,,0.22957237507216632,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}"
0,audit,F_covariates,F_covariates,False,SEX,hist_gb_5,histgb,True,True,True,"[1512,1481]",2993,True,,,0,150,,,,,,,,,0.21884295798372477,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}"
0,audit,F_covariates,F_covariates,False,RAC1P,logistic,logistic,False,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,100,,,,,,,,,,0.03411354194395244,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,audit,F_covariates,F_covariates,False,RAC1P,mlp_0,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,15,180,1440,,359160,120,120,1260001,1960001,4feb37a4ba2ffcb1e62967a4ec1573002807f789185042fa1b0662b8ef3dc580,0,0,0.43629441608209163,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,F_covariates,F_covariates,False,RAC1P,mlp_1,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,15,180,1440,,359160,120,120,1270001,1970001,e0f315278fc37aac9cee4c2fa939bed733cd775615c4604ab2b9f2565ab9d981,1,10000,0.4456853329902515,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,F_covariates,F_covariates,False,RAC1P,hist_gb_20,histgb,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,0,150,,,,,,,,,1.9571380829438567,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}"
0,audit,F_covariates,F_covariates,False,RAC1P,hist_gb_5,histgb,False,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,0,150,,,,,,,,,1.8147482089698315,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}"
0,audit,exposed,exposed,False,SEX,logistic,logistic,False,True,False,"[1512,1481]",2993,True,,,10,,,,,,,,,,0.002737125032581389,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,audit,exposed,exposed,False,SEX,mlp_0,mlp,True,True,False,"[1512,1481]",2993,True,120,1440,1440,,359160,120,120,1260000,1960000,4e02cab1bd5ea9480b3c2e443a360dc8a4e394967aa6f9b970edfd56bd1a28dc,0,0,0.3264055419713259,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,exposed,exposed,False,SEX,mlp_1,mlp,False,False,False,"[1512,1481]",2993,True,120,1440,1440,,359160,120,120,1270000,1970000,6cc769913b225cf3feac78e40446d9774de55b0659f45c7ea466d55141d30497,1,10000,0.33323041698895395,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,exposed,exposed,False,SEX,hist_gb_20,histgb,False,True,True,"[1512,1481]",2993,True,,,0,150,,,,,,,,,0.015581166022457182,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}"
0,audit,exposed,exposed,False,SEX,hist_gb_5,histgb,False,False,False,"[1512,1481]",2993,True,,,0,150,,,,,,,,,0.015437584021128714,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}"
0,audit,exposed,exposed,False,RAC1P,logistic,logistic,False,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,13,,,,,,,,,,0.007610333035700023,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
0,audit,exposed,exposed,False,RAC1P,mlp_0,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,120,1440,1440,,359160,120,120,1260001,1960001,4feb37a4ba2ffcb1e62967a4ec1573002807f789185042fa1b0662b8ef3dc580,0,0,0.381919291918166,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,exposed,exposed,False,RAC1P,mlp_1,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,120,1440,1440,,359160,120,120,1270001,1970001,e0f315278fc37aac9cee4c2fa939bed733cd775615c4604ab2b9f2565ab9d981,1,10000,0.3852955000475049,,,"{""hidden"":[64,32],""epochs"":120,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
0,audit,exposed,exposed,False,RAC1P,hist_gb_20,histgb,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,0,150,,,,,,,,,0.23740112502127886,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":20,""early_stopping"":false}"
0,audit,exposed,exposed,False,RAC1P,hist_gb_5,histgb,False,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,0,150,,,,,,,,,0.21379537496250123,,,"{""max_iter"":150,""max_leaf_nodes"":15,""learning_rate"":0.1,""l2_regularization"":1.0,""min_samples_leaf"":5,""early_stopping"":false}"
0,transfer,prior,prior,False,same_residence,prior,prior,True,True,False,"[500,1548]",2048,True,,,0,,2048,,,,,,,,,,,
0,transfer,prior,prior,False,commute_over20,prior,prior,True,True,False,"[997,1051]",2048,True,,,0,,2048,,,,,,,,,,,
0,transfer,prior,prior,False,income_binary,prior,prior,True,True,False,"[1652,396]",2048,True,,,0,,2048,,,,,,,,,,,
0,transfer,prior,prior,False,civilian_at_work,prior,prior,True,True,False,"[665,1383]",2048,True,,,0,,2048,,,,,,,,,,,
0,transfer,prior,prior,False,public_coverage,prior,prior,True,True,False,"[1531,517]",2048,True,,,0,,2048,,,,,,,,,,,
0,audit,prior,prior,False,SEX,prior,prior,True,True,False,"[1512,1481]",2993,True,,,0,,2993,,,,,,,,,,,
0,audit,prior,prior,False,RAC1P,prior,prior,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,,,0,,2993,,,,,,,,,,,
1,transfer,A_binary_bank,A_binary_bank,False,same_residence,logistic,logistic,False,True,False,"[495,1553]",2048,True,,,8,,,,,,,,,,0.007734167040325701,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
1,transfer,A_binary_bank,A_binary_bank,False,same_residence,mlp,mlp,True,True,False,"[495,1553]",2048,True,25,200,320,,81920,40,40,1250100,1950100,6b1e75abb198d2f7cef452ba2570f16f7049dffa1b49707bde1f5b0fb658de96,,,0.5364944579778239,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
1,transfer,A_binary_bank,A_binary_bank,False,commute_over20,logistic,logistic,False,True,False,"[990,1058]",2048,True,,,6,,,,,,,,,,0.002380958991125226,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
1,transfer,A_binary_bank,A_binary_bank,False,commute_over20,mlp,mlp,True,True,False,"[990,1058]",2048,True,20,160,320,,81920,40,40,1250101,1950101,b9823f972d06f8fabd262240445f0416f789909b1baec490b144f2dde90943f9,,,0.08780116704292595,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
1,transfer,A_binary_bank,A_binary_bank,False,income_binary,logistic,logistic,False,True,False,"[1658,390]",2048,True,,,10,,,,,,,,,,0.002561875036917627,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
1,transfer,A_binary_bank,A_binary_bank,False,income_binary,mlp,mlp,True,True,False,"[1658,390]",2048,True,40,320,320,,81920,40,40,1250102,1950102,935db9724668407519c4e9274b01bc4d80435c883f2ee697ceac61625ef78cd1,,,0.08482629200443625,,,"{""hidden"":[64,32],""epochs"":40,""batch_size"":256,""lr"":0.001,""validation_interval"":5,""weight_decay"":0.0}"
1,transfer,A_binary_bank,A_binary_bank,False,civilian_at_work,logistic,logistic,False,True,False,"[671,1377]",2048,True,,,8,,,,,,,,,,0.002666749991476536,,,"{""C"":1.0,""max_iter"":500,""solver"":""lbfgs"",""tol"":0.0001}"
