seed,role,release,parent,erased,target,candidate_id,family,selected,selected_within_family,auc_selected,fit_support,fit_rows,fit_coverage_complete,epoch,optimizer_steps,validation_log_loss,checkpoint_selected,total_optimizer_steps,total_training_row_exposures
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,0,0,0.6970263903598508,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,5,60,0.6707240856211315,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,10,120,0.6669505656638826,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,15,180,0.6655785444626072,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,20,240,0.6640463250909563,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,25,300,0.6623848821944442,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,30,360,0.6616296201082686,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,35,420,0.6613440903222239,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,40,480,0.6606893253256755,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,45,540,0.6587933286753941,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,50,600,0.6610722563577014,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,55,660,0.6602339046691834,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,60,720,0.6590770246318589,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,65,780,0.6613357889734413,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,70,840,0.6582273670140363,True,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,75,900,0.6607249853748353,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,80,960,0.6593611196560195,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,85,1020,0.6598402510556058,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,90,1080,0.6619411699954876,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,95,1140,0.6621102810613287,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,100,1200,0.6642587284466668,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,105,1260,0.6614485122174568,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,110,1320,0.6663853437948637,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,115,1380,0.6649561939519016,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,120,1440,0.6651655254403045,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,0,0,2.154139339613687,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,5,60,1.2890015650944466,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,10,120,1.2510076225341142,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,15,180,1.243169947530279,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,20,240,1.2422909046291781,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,25,300,1.2421001338684796,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,30,360,1.2417514122097586,True,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,35,420,1.2427824783841228,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,40,480,1.243677104644112,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,45,540,1.2430262276230917,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,50,600,1.244932387869334,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,55,660,1.2445527941544368,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,60,720,1.2448012088066724,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,65,780,1.2462225797076671,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,70,840,1.2474074289278656,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,75,900,1.245913364108896,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,80,960,1.2497797366171681,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,85,1020,1.2503452060475488,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,90,1080,1.2505307358320938,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,95,1140,1.2519185181050783,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,100,1200,1.2534195396400791,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,105,1260,1.2542155511574233,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,110,1320,1.2551255693068906,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,115,1380,1.256643610321049,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_0,mlp,False,False,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,120,1440,1.2569769740759846,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,0,0,2.233361333223738,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,5,60,1.283650590635814,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,10,120,1.2531369408441666,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,15,180,1.2438084494842754,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,20,240,1.2415833241449044,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,25,300,1.241035202907767,True,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,30,360,1.2428433272091806,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,35,420,1.2436430280556914,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,40,480,1.2429355164991778,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,45,540,1.2445211612774467,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,50,600,1.2462319499272787,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,55,660,1.247550235153025,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,60,720,1.2461575520359411,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,65,780,1.247122606712671,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,70,840,1.2479131914294501,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,75,900,1.24654533835531,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,80,960,1.2470711814068833,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,85,1020,1.2482895375288585,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,90,1080,1.2492299552173618,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,95,1140,1.2482162187824173,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,100,1200,1.2504748147075344,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,105,1260,1.2521586594778031,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,110,1320,1.2514818356095812,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,115,1380,1.251050811473921,False,1440,359160
0,audit,B_rich_bank,B_rich_bank,False,RAC1P,mlp_1,mlp,True,True,False,"[1704,173,17,0,4,461,22,424,188]",2993,False,120,1440,1.2539750334060085,False,1440,359160
0,transfer,B_rich_bank_leace,B_rich_bank,True,same_residence,mlp,mlp,True,True,False,"[500,1548]",2048,True,0,0,0.7086361429324636,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,same_residence,mlp,mlp,True,True,False,"[500,1548]",2048,True,5,40,0.5539196124704268,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,same_residence,mlp,mlp,True,True,False,"[500,1548]",2048,True,10,80,0.5424536268230925,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,same_residence,mlp,mlp,True,True,False,"[500,1548]",2048,True,15,120,0.5366189754348195,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,same_residence,mlp,mlp,True,True,False,"[500,1548]",2048,True,20,160,0.5341908314394871,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,same_residence,mlp,mlp,True,True,False,"[500,1548]",2048,True,25,200,0.531805783533394,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,same_residence,mlp,mlp,True,True,False,"[500,1548]",2048,True,30,240,0.5291407244701868,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,same_residence,mlp,mlp,True,True,False,"[500,1548]",2048,True,35,280,0.5294954666506815,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,same_residence,mlp,mlp,True,True,False,"[500,1548]",2048,True,40,320,0.5276890690791642,True,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,commute_over20,mlp,mlp,False,True,False,"[997,1051]",2048,True,0,0,0.6925382261510068,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,commute_over20,mlp,mlp,False,True,False,"[997,1051]",2048,True,5,40,0.6766403761022165,True,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,commute_over20,mlp,mlp,False,True,False,"[997,1051]",2048,True,10,80,0.6775433957680563,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,commute_over20,mlp,mlp,False,True,False,"[997,1051]",2048,True,15,120,0.6792168461102487,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,commute_over20,mlp,mlp,False,True,False,"[997,1051]",2048,True,20,160,0.680897232649079,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,commute_over20,mlp,mlp,False,True,False,"[997,1051]",2048,True,25,200,0.6824802449490383,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,commute_over20,mlp,mlp,False,True,False,"[997,1051]",2048,True,30,240,0.6863649405075015,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,commute_over20,mlp,mlp,False,True,False,"[997,1051]",2048,True,35,280,0.6883176666518507,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,commute_over20,mlp,mlp,False,True,False,"[997,1051]",2048,True,40,320,0.6912182119967357,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,income_binary,mlp,mlp,True,True,False,"[1652,396]",2048,True,0,0,0.6822585317139205,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,income_binary,mlp,mlp,True,True,False,"[1652,396]",2048,True,5,40,0.40631806585460906,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,income_binary,mlp,mlp,True,True,False,"[1652,396]",2048,True,10,80,0.36819356314598445,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,income_binary,mlp,mlp,True,True,False,"[1652,396]",2048,True,15,120,0.34543743114020026,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,income_binary,mlp,mlp,True,True,False,"[1652,396]",2048,True,20,160,0.330839392163245,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,income_binary,mlp,mlp,True,True,False,"[1652,396]",2048,True,25,200,0.3257181519756747,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,income_binary,mlp,mlp,True,True,False,"[1652,396]",2048,True,30,240,0.32484504558617483,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,income_binary,mlp,mlp,True,True,False,"[1652,396]",2048,True,35,280,0.32341901534907214,True,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,income_binary,mlp,mlp,True,True,False,"[1652,396]",2048,True,40,320,0.3254166452370551,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,civilian_at_work,mlp,mlp,True,True,False,"[665,1383]",2048,True,0,0,0.6682069179702009,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,civilian_at_work,mlp,mlp,True,True,False,"[665,1383]",2048,True,5,40,0.4575549388843068,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,civilian_at_work,mlp,mlp,True,True,False,"[665,1383]",2048,True,10,80,0.40122156079634946,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,civilian_at_work,mlp,mlp,True,True,False,"[665,1383]",2048,True,15,120,0.362030667521683,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,civilian_at_work,mlp,mlp,True,True,False,"[665,1383]",2048,True,20,160,0.33885950373813906,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,civilian_at_work,mlp,mlp,True,True,False,"[665,1383]",2048,True,25,200,0.32893738208118833,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,civilian_at_work,mlp,mlp,True,True,False,"[665,1383]",2048,True,30,240,0.3233057253518564,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,civilian_at_work,mlp,mlp,True,True,False,"[665,1383]",2048,True,35,280,0.3219479656656541,True,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,civilian_at_work,mlp,mlp,True,True,False,"[665,1383]",2048,True,40,320,0.32292557456821686,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,public_coverage,mlp,mlp,True,True,False,"[1531,517]",2048,True,0,0,0.7233745213228898,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,public_coverage,mlp,mlp,True,True,False,"[1531,517]",2048,True,5,40,0.5394633133036426,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,public_coverage,mlp,mlp,True,True,False,"[1531,517]",2048,True,10,80,0.5196001351905597,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,public_coverage,mlp,mlp,True,True,False,"[1531,517]",2048,True,15,120,0.5078540288574553,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,public_coverage,mlp,mlp,True,True,False,"[1531,517]",2048,True,20,160,0.5047026768796217,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,public_coverage,mlp,mlp,True,True,False,"[1531,517]",2048,True,25,200,0.5005085196941073,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,public_coverage,mlp,mlp,True,True,False,"[1531,517]",2048,True,30,240,0.5004693489924213,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,public_coverage,mlp,mlp,True,True,False,"[1531,517]",2048,True,35,280,0.5018598572083861,False,320,81920
0,transfer,B_rich_bank_leace,B_rich_bank,True,public_coverage,mlp,mlp,True,True,False,"[1531,517]",2048,True,40,320,0.49994703365454274,True,320,81920
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,0,0,0.7060117965967146,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,5,60,0.682727678118017,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,10,120,0.6770807776658849,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,15,180,0.6735318292892404,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,20,240,0.6705768913811481,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,25,300,0.6696039382242918,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,30,360,0.6681946194613883,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,35,420,0.6665258918043553,True,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,40,480,0.6675313202136569,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,45,540,0.6693293581489194,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,50,600,0.6678721036716151,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,55,660,0.6690858745314587,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,60,720,0.6712595934626407,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,65,780,0.6734928859578151,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,70,840,0.6747725514800849,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,75,900,0.6728184168155309,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,80,960,0.6769638124992365,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,85,1020,0.6790050443773312,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,90,1080,0.6810015559671727,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,95,1140,0.6773622433041754,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,100,1200,0.6796045944642339,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,105,1260,0.6830543691794737,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,110,1320,0.6881852871205526,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,115,1380,0.6887184384218537,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_0,mlp,False,False,False,"[1512,1481]",2993,True,120,1440,0.6901592668495288,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,0,0,0.6959995164955516,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,5,60,0.6813148261768605,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,10,120,0.6757397584942095,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,15,180,0.6716872536317864,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,20,240,0.6686365865437892,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,25,300,0.6672824854825518,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,30,360,0.6651238994792383,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,35,420,0.6646643394364794,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,40,480,0.6651721236719657,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,45,540,0.6671803953162063,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,50,600,0.6640844888240889,True,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,55,660,0.6656552265091242,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,60,720,0.6666892218450402,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,65,780,0.6774978127530262,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,70,840,0.6697501885881361,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,75,900,0.6747972963624078,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,80,960,0.6726015359781023,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,85,1020,0.6795068046116455,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,90,1080,0.6831130375944818,False,1440,359160
0,audit,B_rich_bank_leace,B_rich_bank,True,SEX,mlp_1,mlp,True,True,True,"[1512,1481]",2993,True,95,1140,0.6798415302442139,False,1440,359160
