beta,seed,release,split,rank,rank_tolerance,metric,coordinate,value
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,8,0.005654023878944306
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,9,0.015687890215145762
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,10,0.0014527869373029217
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,11,0.002878613452956865
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,12,0.002778460810519863
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,13,0.010918729386036427
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,14,0.0033520613018244096
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,15,0.004241033942984067
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,0,0.026309332958620257
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,1,0.009243815884595285
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,2,0.008167536462323653
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,3,0.01929863948246457
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,4,0.004361921182929931
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,5,0.006555990795812895
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,6,0.01540260596714664
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,7,0.009306293387376027
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,8,0.005464146573192608
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,9,0.012690644998997622
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,10,0.0012180274551801104
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,11,0.0025825476175219226
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,12,0.0022702783342093444
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,13,0.007496761551574346
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,14,0.002381966758787755
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,15,0.003863893645955316
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,0,0.9666730334081245
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,1,0.9435062783509133
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,2,0.9873216129667592
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,3,0.9925555780962078
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,4,1.044258129344549
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,5,1.0236653347668045
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,6,1.0679651065678362
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,7,1.0806579563629453
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,8,0.9687130459546909
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,9,0.9482935594688389
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,10,0.978818291217424
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,11,0.9899654376961231
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,12,0.9671955917190032
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,13,0.9552218191135088
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,14,0.9023413553578735
beta_1,1,beta_1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,15,0.9803798784725839
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,0,0.028194391892498075
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,1,0.010924560831098986
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,2,0.009673688982598837
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,3,0.0239057484543583
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,4,0.006451202917420476
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,5,0.008650228033131764
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,6,0.019663836354056507
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,7,0.01246752951024168
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,8,0.005831391857673828
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,9,0.01661772177173337
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,10,0.0014416704531190776
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,11,0.002880087998752198
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,12,0.0027213708140512716
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,13,0.01052765145873
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,14,0.003330224439891792
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,15,0.004315626720168735
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,0,0.02473389830645611
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,1,0.009850796942937648
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,2,0.008820475598169007
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,3,0.01810722292336342
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,4,0.00427791382080116
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,5,0.00655055500166269
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,6,0.014940325698031264
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,7,0.010040685533030582
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,8,0.00571560976159929
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,9,0.013545929490921151
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,10,0.0011744338344494359
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,11,0.0025569191261109884
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,12,0.002188413372186366
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,13,0.0072322320088597306
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,14,0.0023049549959943683
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,15,0.0040209282018257055
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,0,0.9827370442117084
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,1,0.9483627662285004
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,2,0.9984008672952664
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,3,1.0202799044638642
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,4,0.9684387796900373
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,5,0.999104214387971
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,6,0.9940367404347259
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,7,0.985325079939561
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,8,0.9868157139971203
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,9,0.936742780045826
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,10,0.9848355661000218
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,11,0.9426094489543602
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,12,0.9630328249625375
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,13,0.9976952716603565
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,14,0.9713255148779364
beta_1,1,beta_1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,15,0.9589983898404832
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,0,0.030389270024657904
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,1,0.01002812941852524
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,2,0.00980608360059177
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,3,0.02588803242933838
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,4,0.0070726492526029874
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,5,0.009794137125608737
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,6,0.02074243165905813
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,7,0.012262303702160138
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,8,0.0049824041707574405
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,9,0.016159046992371143
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,10,0.004399072031944625
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,11,0.0033312967886175455
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,12,0.0026625982619537967
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,13,0.00899766584115343
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,14,0.0047199517691211825
beta_1,1,beta_1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,15,0.004578946282766537
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,0,0.026671741594413795
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,1,0.008997833884367201
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,2,0.009204092788293403
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,3,0.019766396298395134
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,4,0.0045405611379604515
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,5,0.007000811809327102
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,6,0.015600358574957833
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,7,0.010025555169736989
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,8,0.0046357209700081834
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,9,0.012917739238972308
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,10,0.0013808604966151139
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,11,0.002792854340181481
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,12,0.002253327363603842
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,13,0.006573892823562137
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,14,0.002142718102924133
beta_1,1,beta_1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,15,0.004138102840622642
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,0,1.0000000000000013
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,1,1.000000000000001
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,2,0.9999999999999893
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,3,1.000000000000003
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,4,1.0000000000000069
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,5,1.0000000000000093
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,6,0.9999999999999954
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,7,0.9999999999999902
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,8,0.9999999999999986
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,9,1.0000000000000047
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,10,0.9999999999999937
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,11,1.0000000000000075
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,12,1.0000000000000004
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,13,0.999999999999997
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,14,0.999999999999997
beta_1,1,beta_1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,15,0.9999999999999969
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,0,0.02984394082591761
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,1,0.010180303993423385
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,2,0.009332502481165236
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,3,0.02486020398996556
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,4,0.00662300447197563
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,5,0.009208019933413653
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,6,0.019385363027280528
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,7,0.011480269162556863
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,8,0.005192928877114141
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,9,0.015683420187357154
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,10,0.004206788933949114
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,11,0.0031768401019540062
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,12,0.002527640261427866
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,13,0.009125645690668335
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,14,0.004778105637283293
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,15,0.00418803874803518
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,0,0.026318930989241537
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,1,0.009053844188420633
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,2,0.00855442465647937
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,3,0.019168454141337256
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,4,0.004416874827199105
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,5,0.006641472377321938
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,6,0.01458493195564683
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,7,0.009241316785501457
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,8,0.004783513675472788
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,9,0.012564515635657143
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,10,0.0013206472992034382
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,11,0.002779785577575132
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,12,0.0021961826534539087
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,13,0.006819032292935831
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,14,0.0021051021851058423
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,15,0.00361610844150224
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,0,0.9666730334081245
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,1,0.9435062783509133
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,2,0.9873216129667592
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,3,0.9925555780962078
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,4,1.044258129344549
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,5,1.0236653347668045
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,6,1.0679651065678362
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,7,1.0806579563629453
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,8,0.9687130459546909
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,9,0.9482935594688389
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,10,0.978818291217424
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,11,0.9899654376961231
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,12,0.9671955917190032
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,13,0.9552218191135088
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,14,0.9023413553578735
beta_1,1,beta_1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,15,0.9803798784725839
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,0,0.027846166605062082
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,1,0.01089627735708283
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,2,0.009982603244667505
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,3,0.023911178554398928
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,4,0.006689100508080654
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,5,0.009547842969352722
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,6,0.01952171141409546
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,7,0.012657979070730319
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,8,0.005246307843604279
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,9,0.01647028992237187
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,10,0.004271581231949146
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,11,0.003170703358902193
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,12,0.002576860663077449
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,13,0.008921955816715316
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,14,0.004730406817290971
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,15,0.004193129230177296
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,0,0.024631863676281198
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,1,0.009672735777957644
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,2,0.009378026055956671
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,3,0.018098098138487045
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,4,0.004288274531021148
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,5,0.006724224603003885
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,6,0.014387677272082292
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,7,0.010182168131918069
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,8,0.004880934522852133
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,9,0.013239762873342007
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,10,0.001281507302667021
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,11,0.0027390077437770876
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,12,0.0021478385977879906
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,13,0.006596638233021449
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,14,0.0020967330614754557
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,15,0.0038317377048081662
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,0,0.9827370442117084
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,1,0.9483627662285004
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,2,0.9984008672952664
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,3,1.0202799044638642
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,4,0.9684387796900373
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,5,0.999104214387971
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,6,0.9940367404347259
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,7,0.985325079939561
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,8,0.9868157139971203
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,9,0.936742780045826
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,10,0.9848355661000218
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,11,0.9426094489543602
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,12,0.9630328249625375
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,13,0.9976952716603565
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,14,0.9713255148779364
beta_1,1,beta_1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,15,0.9589983898404832
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,0,0.06779790651932081
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,1,0.016582514663353087
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,2,0.007782643835509059
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,3,0.03932790507861477
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,4,0.003321593406900096
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,5,0.01068175597570386
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,6,0.01793622645210422
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,7,0.015882427691330907
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,8,0.009129037565189277
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,9,0.013808679654751728
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,10,0.0011645008001010648
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,11,0.0017999905493437068
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,12,0.0027100304396478385
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,13,0.007741430815102715
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,14,0.0014221720196072938
beta_1,2,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,15,0.004013443850628374
beta_1,2,beta_1_W,fit,17,1e-12,affine_per_coordinate_mse,0,0.028291753536113556
beta_1,2,beta_1_W,fit,17,1e-12,affine_per_coordinate_mse,1,0.00829328561747814
beta_1,2,beta_1_W,fit,17,1e-12,affine_per_coordinate_mse,2,0.005525648678085587
beta_1,2,beta_1_W,fit,17,1e-12,affine_per_coordinate_mse,3,0.0173545471703585
beta_1,2,beta_1_W,fit,17,1e-12,affine_per_coordinate_mse,4,0.001693007723770554
beta_1,2,beta_1_W,fit,17,1e-12,affine_per_coordinate_mse,5,0.003702811462195852
beta_1,2,beta_1_W,fit,17,1e-12,affine_per_coordinate_mse,6,0.00884975268440406
beta_1,2,beta_1_W,fit,17,1e-12,affine_per_coordinate_mse,7,0.005813547090562613
beta_1,2,beta_1_W,fit,17,1e-12,affine_per_coordinate_mse,8,0.00476890140049042
beta_1,2,beta_1_W,fit,17,1e-12,affine_per_coordinate_mse,9,0.005255536912770991
beta_1,2,beta_1_W,fit,17,1e-12,affine_per_coordinate_mse,10,0.0007025695575256419
