beta,seed,release,split,rank,rank_tolerance,metric,coordinate,value
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,1,0.40607536299581015
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,2,0.24441720564325764
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,3,0.38138151357648675
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,4,0.2440525661093413
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,5,0.07890102548499169
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,6,0.2513017339204612
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,7,0.18639239579811143
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,8,0.06263814826977732
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,9,0.15514721850349336
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,10,0.05518974815408051
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,11,0.0610081511558608
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,12,0.09012993908231783
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,13,0.058292840136042356
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,14,0.057491485134768684
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,15,0.051748114537583365
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,0,0.15195100854621912
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,1,0.2910257359805794
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,2,0.18457615053020518
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,3,0.3022742918547734
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,4,0.214798159286758
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,5,0.07148346803522511
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,6,0.20343090770647865
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,7,0.12410018069602433
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,8,0.049846819530316264
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,9,0.0916771029084358
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,10,0.04764482362373808
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,11,0.05172143544819995
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,12,0.07123825164756857
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,13,0.05406116916036372
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,14,0.05413141657137627
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,15,0.04515104224233513
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,0,0.9550203339797398
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,1,0.959698676715441
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,2,1.0152728694883875
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,3,0.9494723695191853
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,4,1.0605257513904214
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,5,1.0181820921777558
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,6,1.0772781553741217
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,7,1.046307267602392
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,8,0.9857328381959477
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,9,1.0532985840987015
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,10,1.0033313716106878
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,11,1.0244540302042826
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,12,1.0166150195757857
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,13,0.9412144551957943
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,14,1.0166748977511841
beta_0p1,0,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,15,1.0061772810145502
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,0,4.220380328864316e-15
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,1,3.386704047460243e-16
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,2,1.7323959628785138e-15
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,3,1.5881138513167356e-15
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,4,1.865199477148646e-15
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,5,9.74462970828317e-16
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,6,2.4392698624946614e-16
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,7,2.750571024481039e-15
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,8,1.326619634520928e-15
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,9,6.08758402467694e-16
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,10,8.01963084548666e-16
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,11,6.199987700956338e-16
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,12,2.0600467028273195e-15
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,13,1.1568654545829823e-15
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,14,1.9949476649337556e-15
beta_0p1,1,I,fit,17,1e-12,direct_per_coordinate_mse,15,2.5639387186441965e-16
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,0,1.8482179598540484e-15
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,1,3.3417400440680276e-16
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,2,1.2489378293849949e-15
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,3,1.2406861377116878e-15
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,4,1.400954823535482e-15
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,5,8.563146247621621e-16
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,6,2.427883539069134e-16
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,7,1.6988737806375405e-15
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,8,1.0302886524885212e-15
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,9,5.9985088141346215e-16
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,10,7.683781888763544e-16
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,11,6.190061527251765e-16
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,12,1.4709033864004155e-15
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,13,9.398194581475596e-16
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,14,1.4128698172159174e-15
beta_0p1,1,I,fit,17,1e-12,affine_per_coordinate_mse,15,2.5405452778063493e-16
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,0,1.0000000000000013
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,1,1.000000000000001
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,2,0.9999999999999893
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,3,1.000000000000003
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,4,1.0000000000000069
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,5,1.0000000000000093
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,6,0.9999999999999954
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,7,0.9999999999999902
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,8,0.9999999999999986
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,9,1.0000000000000047
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,10,0.9999999999999937
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,11,1.0000000000000075
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,12,1.0000000000000004
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,13,0.999999999999997
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,14,0.999999999999997
beta_0p1,1,I,fit,17,1e-12,prior_per_coordinate_mse,15,0.9999999999999969
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,0,3.974266800385389e-15
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,1,3.1375878814250055e-16
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,2,1.6264891571780247e-15
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,3,1.4970947969091003e-15
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,4,1.806941488801814e-15
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,5,1.1403004139726626e-15
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,6,2.568248899272151e-16
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,7,2.9647656885304762e-15
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,8,1.270567279332953e-15
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,9,4.47120828236137e-16
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,10,7.383105589156931e-16
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,11,6.277178487730736e-16
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,12,2.1593801433073853e-15
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,13,1.3117618743389806e-15
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,14,1.4913591832928742e-15
beta_0p1,1,I,source_validation,17,1e-12,direct_per_coordinate_mse,15,2.5257510411938027e-16
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,0,1.787638980643932e-15
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,1,3.0971266309692096e-16
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,2,1.1974331111088762e-15
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,3,1.1829533119869253e-15
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,4,1.390773670191844e-15
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,5,9.956767503887024e-16
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,6,2.565525211023597e-16
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,7,1.8685318928724004e-15
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,8,9.896997435783136e-16
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,9,4.469899601264024e-16
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,10,7.087678293807136e-16
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,11,6.284140528018348e-16
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,12,1.5108936142160806e-15
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,13,1.0532374841095634e-15
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,14,1.13763950716145e-15
beta_0p1,1,I,source_validation,17,1e-12,affine_per_coordinate_mse,15,2.497141287806271e-16
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,0,0.9666730334081245
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,1,0.9435062783509133
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,2,0.9873216129667592
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,3,0.9925555780962078
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,4,1.044258129344549
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,5,1.0236653347668045
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,6,1.0679651065678362
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,7,1.0806579563629453
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,8,0.9687130459546909
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,9,0.9482935594688389
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,10,0.978818291217424
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,11,0.9899654376961231
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,12,0.9671955917190032
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,13,0.9552218191135088
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,14,0.9023413553578735
beta_0p1,1,I,source_validation,17,1e-12,prior_per_coordinate_mse,15,0.9803798784725839
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,0,4.072495201011352e-15
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,1,2.8467779000515923e-16
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,2,1.6982684537158835e-15
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,3,1.4650860156064838e-15
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,4,1.7177752160959086e-15
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,5,9.767745181591803e-16
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,6,1.9690811254080696e-16
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,7,2.810364702882234e-15
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,8,1.5100389350218205e-15
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,9,6.437212365797955e-16
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,10,8.238352806330287e-16
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,11,5.671240784488483e-16
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,12,2.023213282686833e-15
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,13,1.2210377213264529e-15
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,14,1.8031590266318835e-15
beta_0p1,1,I,development_evaluation,17,1e-12,direct_per_coordinate_mse,15,1.9682752872113448e-16
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,0,1.847426088112368e-15
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,1,2.847579018213202e-16
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,2,1.2337562399292804e-15
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,3,1.164896391007858e-15
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,4,1.3130126674055336e-15
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,5,8.673354127501472e-16
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,6,1.9671706270218757e-16
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,7,1.7107206973818702e-15
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,8,1.1492208014339042e-15
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,9,6.358067499412616e-16
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,10,8.013554664027457e-16
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,11,5.675644567380354e-16
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,12,1.4416260342181231e-15
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,13,9.795846891426685e-16
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,14,1.2951234707344137e-15
beta_0p1,1,I,development_evaluation,17,1e-12,affine_per_coordinate_mse,15,1.9505571522271253e-16
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,0,0.9827370442117084
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,1,0.9483627662285004
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,2,0.9984008672952664
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,3,1.0202799044638642
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,4,0.9684387796900373
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,5,0.999104214387971
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,6,0.9940367404347259
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,7,0.985325079939561
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,8,0.9868157139971203
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,9,0.936742780045826
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,10,0.9848355661000218
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,11,0.9426094489543602
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,12,0.9630328249625375
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,13,0.9976952716603565
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,14,0.9713255148779364
beta_0p1,1,I,development_evaluation,17,1e-12,prior_per_coordinate_mse,15,0.9589983898404832
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,0,0.8351601854596288
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,1,0.8790676023627637
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,2,0.33974420104890857
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,3,0.1785281743287654
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,4,0.13949053385058283
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,5,0.10095730462645564
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,6,0.12416270083063259
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,7,0.35457185384700474
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,8,0.11718867590582879
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,9,0.07519916972318651
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,10,0.031719024854738175
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,11,0.06254092323673709
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,12,0.022741889247914596
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,13,0.11538046273054511
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,14,0.046126293144947546
beta_0p1,1,beta_0p1_W,fit,17,1e-12,direct_per_coordinate_mse,15,0.08857588035286872
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,0,0.18570664283579835
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,1,0.2984297422900838
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,2,0.16960935475037078
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,3,0.10538897852495882
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,4,0.09076690283261081
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,5,0.053873085248620535
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,6,0.09940098135821351
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,7,0.24257688341998193
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,8,0.08982645636129834
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,9,0.04391278380617958
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,10,0.01833931734097467
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,11,0.051200178923161525
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,12,0.019211441386152297
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,13,0.0920808646972426
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,14,0.04132521512468344
beta_0p1,1,beta_0p1_W,fit,17,1e-12,affine_per_coordinate_mse,15,0.07477021831515666
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,0,1.0000000000000013
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,1,1.000000000000001
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,2,0.9999999999999893
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,3,1.000000000000003
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,4,1.0000000000000069
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,5,1.0000000000000093
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,6,0.9999999999999954
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,7,0.9999999999999902
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,8,0.9999999999999986
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,9,1.0000000000000047
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,10,0.9999999999999937
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,11,1.0000000000000075
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,12,1.0000000000000004
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,13,0.999999999999997
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,14,0.999999999999997
beta_0p1,1,beta_0p1_W,fit,17,1e-12,prior_per_coordinate_mse,15,0.9999999999999969
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,0,0.8036235747320443
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,1,0.9167226571844493
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,2,0.32330292003323496
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,3,0.1778530007581361
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,4,0.13665305760767024
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,5,0.1019776066087533
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,6,0.11966241745109404
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,7,0.34928399850137815
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,8,0.12631240208651912
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,9,0.07422383424460455
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,10,0.031357591193786
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,11,0.06674045040921264
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,12,0.022250138048187314
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,13,0.11153115056017243
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,14,0.049390910097204324
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,direct_per_coordinate_mse,15,0.08606716967546797
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,affine_per_coordinate_mse,0,0.16776661444718233
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,affine_per_coordinate_mse,1,0.3022737116453044
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,affine_per_coordinate_mse,2,0.16834714065778658
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,affine_per_coordinate_mse,3,0.1012676956901786
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,affine_per_coordinate_mse,4,0.08941904270031391
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,affine_per_coordinate_mse,5,0.05182251872211719
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,affine_per_coordinate_mse,6,0.09222838920757252
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,affine_per_coordinate_mse,7,0.24860295279967842
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,affine_per_coordinate_mse,8,0.0956315977226498
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,affine_per_coordinate_mse,9,0.043137875971093864
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,affine_per_coordinate_mse,10,0.017751810732910177
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,affine_per_coordinate_mse,11,0.054696870040614576
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,affine_per_coordinate_mse,12,0.01921064964023298
beta_0p1,1,beta_0p1_W,source_validation,17,1e-12,affine_per_coordinate_mse,13,0.09007785098951962
