seed,role,release,target,candidate_id,family,selected,independent_selected,selected_within_family,auc_selected,audit_budget,reused_reference,diagnostic_only,fit_rows,fit_support,fit_coverage_complete,epoch,optimizer_steps,validation_log_loss,checkpoint_selected,validation_auroc,validation_coverage_complete
0,audit,beta_0p1_C_warmup_only,SEX,catchup,catchup,False,False,True,True,120,False,False,2993,"[1512,1481]",True,90,1080,0.7087593042362426,False,0.6432621458526948,True
0,audit,beta_0p1_C_warmup_only,SEX,catchup,catchup,False,False,True,True,120,False,False,2993,"[1512,1481]",True,95,1140,0.7116729062126356,False,0.6431542905729093,True
0,audit,beta_0p1_C_warmup_only,SEX,catchup,catchup,False,False,True,True,120,False,False,2993,"[1512,1481]",True,100,1200,0.7175545101739534,False,0.6405909300900052,True
0,audit,beta_0p1_C_warmup_only,SEX,catchup,catchup,False,False,True,True,120,False,False,2993,"[1512,1481]",True,105,1260,0.7223584390288894,False,0.6416133082629727,True
0,audit,beta_0p1_C_warmup_only,SEX,catchup,catchup,False,False,True,True,120,False,False,2993,"[1512,1481]",True,110,1320,0.7249996270265788,False,0.6394624942252486,True
0,audit,beta_0p1_C_warmup_only,SEX,catchup,catchup,False,False,True,True,120,False,False,2993,"[1512,1481]",True,115,1380,0.7302150946730378,False,0.6398988587113811,True
0,audit,beta_0p1_C_warmup_only,SEX,catchup,catchup,False,False,True,True,120,False,False,2993,"[1512,1481]",True,120,1440,0.7343311132426472,False,0.6380495900600575,True
0,audit,beta_0p1_C_warmup_only,RAC1P,mlp_0,mlp,True,True,True,False,120,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,0,0,2.1263391686945354,False,,
0,audit,beta_0p1_C_warmup_only,RAC1P,mlp_0,mlp,True,True,True,False,120,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,5,60,1.3010580957436952,False,,
0,audit,beta_0p1_C_warmup_only,RAC1P,mlp_0,mlp,True,True,True,False,120,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,10,120,1.2428027216439566,False,,
0,audit,beta_0p1_C_warmup_only,RAC1P,mlp_0,mlp,True,True,True,False,120,False,False,2993,"[1704,173,17,0,4,461,22,424,188]",False,15,180,1.2305734673052708,True,,
