comparison,left,right,role,target,selector,split,metric,n_seeds,n_defined,complete,mean,sample_sd,per_seed
warmup,beta_0p1_W,I,transfer,income_binary,family:logistic,validation,log_loss,3,3,True,-0.01679247654405608,0.004302730232100368,"{""0"":-0.020952235639345285,""1"":-0.01706542309540382,""2"":-0.012359770897419131}"
warmup,beta_0p1_W,I,transfer,income_binary,family:logistic,development_evaluation,log_loss,3,3,True,-0.011625738650403042,0.0002839501482997185,"{""0"":-0.011325279636944297,""1"":-0.011662297700799296,""2"":-0.011889638613465536}"
warmup,beta_0p1_W,I,transfer,income_binary,family:logistic,validation_person_weighted,log_loss,3,3,True,-0.018926358842122293,0.0039787141627313635,"{""0"":-0.02120634008271749,""1"":-0.021240558509811103,""2"":-0.014332177933838286}"
warmup,beta_0p1_W,I,transfer,income_binary,family:logistic,development_evaluation_person_weighted,log_loss,3,3,True,-0.010645022661809203,0.0004238257199367847,"{""0"":-0.010571947969048645,""1"":-0.011100634354622663,""2"":-0.010262485661756304}"
warmup,beta_0p1_W,I,transfer,income_binary,family:mlp,validation,log_loss,3,3,True,-0.006573072700527334,0.005044723358815353,"{""0"":-0.01216941334917837,""1"":-0.005174888902983177,""2"":-0.002374915849420456}"
warmup,beta_0p1_W,I,transfer,income_binary,family:mlp,development_evaluation,log_loss,3,3,True,-0.004848015999429041,0.0012636655518551137,"{""0"":-0.003394156575072693,""1"":-0.005682510611100311,""2"":-0.00546738081211412}"
warmup,beta_0p1_W,I,transfer,income_binary,family:mlp,validation_person_weighted,log_loss,3,3,True,-0.00893745331893401,0.006402438816146905,"{""0"":-0.01552010766263251,""1"":-0.008560353169477675,""2"":-0.00273189912469185}"
warmup,beta_0p1_W,I,transfer,income_binary,family:mlp,development_evaluation_person_weighted,log_loss,3,3,True,-0.0032080556214602964,0.001719229586604633,"{""0"":-0.0017373742142285376,""1"":-0.005098200429794308,""2"":-0.0027885922203580438}"
warmup,beta_0p1_W,I,transfer,civilian_at_work,primary,validation,log_loss,3,3,True,-0.009937351152755939,0.0031172966989442548,"{""0"":-0.011435857729994336,""1"":-0.006353773034882215,""2"":-0.012022422693391266}"
warmup,beta_0p1_W,I,transfer,civilian_at_work,primary,development_evaluation,log_loss,3,3,True,-0.010627033818332668,0.004372356875708943,"{""0"":-0.014198950548483136,""1"":-0.005751000566913633,""2"":-0.011931150339601237}"
warmup,beta_0p1_W,I,transfer,civilian_at_work,primary,validation_person_weighted,log_loss,3,3,True,-0.00695380932302897,0.004568039994056806,"{""0"":-0.006960967422150521,""1"":-0.002382194485679834,""2"":-0.011518266061256555}"
warmup,beta_0p1_W,I,transfer,civilian_at_work,primary,development_evaluation_person_weighted,log_loss,3,3,True,-0.007495977491037716,0.00690153273865225,"{""0"":-0.013651569904682415,""1"":-3.495579714551944e-05,""2"":-0.008801406771285214}"
warmup,beta_0p1_W,I,transfer,civilian_at_work,family:logistic,validation,log_loss,3,3,True,-0.020496184177913435,0.0006990144930149513,"{""0"":-0.021299310294818352,""1"":-0.020164353405411395,""2"":-0.020024888833510557}"
warmup,beta_0p1_W,I,transfer,civilian_at_work,family:logistic,development_evaluation,log_loss,3,3,True,-0.01556573979564091,0.0032752092294294484,"{""0"":-0.018870359683665294,""1"":-0.012320755671736572,""2"":-0.015506104031520862}"
warmup,beta_0p1_W,I,transfer,civilian_at_work,family:logistic,validation_person_weighted,log_loss,3,3,True,-0.015182866661830404,0.004830338245762026,"{""0"":-0.015432871488610889,""1"":-0.01023238077438171,""2"":-0.019883347722498612}"
warmup,beta_0p1_W,I,transfer,civilian_at_work,family:logistic,development_evaluation_person_weighted,log_loss,3,3,True,-0.009810497448445496,0.007457088540785848,"{""0"":-0.015452994912868778,""1"":-0.0013563244065966096,""2"":-0.012622173025871097}"
warmup,beta_0p1_W,I,transfer,civilian_at_work,family:mlp,validation,log_loss,3,3,True,-0.008297010512175537,0.0018905715851780056,"{""0"":-0.009554546946019593,""1"":-0.00612285803661472,""2"":-0.009213626553892296}"
warmup,beta_0p1_W,I,transfer,civilian_at_work,family:mlp,development_evaluation,log_loss,3,3,True,-0.010162112151326766,0.003524215195722451,"{""0"":-0.013686510383179196,""1"":-0.0066380800202576196,""2"":-0.010161746050543485}"
warmup,beta_0p1_W,I,transfer,civilian_at_work,family:mlp,validation_person_weighted,log_loss,3,3,True,-0.0045988301649471834,0.0026074554928293015,"{""0"":-0.004799974602502033,""1"":-0.001896627720039179,""2"":-0.007099888172300339}"
warmup,beta_0p1_W,I,transfer,civilian_at_work,family:mlp,development_evaluation_person_weighted,log_loss,3,3,True,-0.005385184233616909,0.005089603454759187,"{""0"":-0.010465292827411266,""1"":-0.0002861387618347533,""2"":-0.005404121111604709}"
warmup,beta_0p1_W,I,transfer,public_coverage,primary,validation,log_loss,3,3,True,-0.009842178439735763,0.005108332636671275,"{""0"":-0.00770024334394348,""1"":-0.006153508621094317,""2"":-0.015672783354169495}"
warmup,beta_0p1_W,I,transfer,public_coverage,primary,development_evaluation,log_loss,3,3,True,-0.011440918793350666,0.005818280348573653,"{""0"":-0.008719489211094,""1"":-0.007482070445816946,""2"":-0.018121196723141053}"
warmup,beta_0p1_W,I,transfer,public_coverage,primary,validation_person_weighted,log_loss,3,3,True,-0.009693932624414037,0.005832398077073497,"{""0"":-0.00327975130002367,""1"":-0.011123222458948256,""2"":-0.014678824114270184}"
warmup,beta_0p1_W,I,transfer,public_coverage,primary,development_evaluation_person_weighted,log_loss,3,3,True,-0.009979757320656904,0.004104545079374169,"{""0"":-0.007278199017920928,""1"":-0.007958077819750053,""2"":-0.014702995124299734}"
warmup,beta_0p1_W,I,transfer,public_coverage,family:logistic,validation,log_loss,3,3,True,-0.01627283389970084,0.001466091972935336,"{""0"":-0.0152019542960396,""1"":-0.017943764048893418,""2"":-0.015672783354169495}"
warmup,beta_0p1_W,I,transfer,public_coverage,family:logistic,development_evaluation,log_loss,3,3,True,-0.015887048649525504,0.002058336091521288,"{""0"":-0.014067703828383737,""1"":-0.01547224539705172,""2"":-0.018121196723141053}"
warmup,beta_0p1_W,I,transfer,public_coverage,family:logistic,validation_person_weighted,log_loss,3,3,True,-0.01539399718796299,0.005596573787549627,"{""0"":-0.010189386877745621,""1"":-0.021313780571873164,""2"":-0.014678824114270184}"
warmup,beta_0p1_W,I,transfer,public_coverage,family:logistic,development_evaluation_person_weighted,log_loss,3,3,True,-0.01366201723979967,0.0009801414975018315,"{""0"":-0.013526172468324993,""1"":-0.012756884126774282,""2"":-0.014702995124299734}"
warmup,beta_0p1_W,I,transfer,public_coverage,family:mlp,validation,log_loss,3,3,True,-0.006786412242104578,0.005378978661914289,"{""0"":-0.006978258580869534,""1"":-0.0013140769157110599,""2"":-0.01206690122973314}"
warmup,beta_0p1_W,I,transfer,public_coverage,family:mlp,development_evaluation,log_loss,3,3,True,-0.009517097852394222,0.0025604807717759183,"{""0"":-0.008253134332138812,""1"":-0.007834374675120215,""2"":-0.01246378454992364}"
warmup,beta_0p1_W,I,transfer,public_coverage,family:mlp,validation_person_weighted,log_loss,3,3,True,-0.006287145990566512,0.006213180387840081,"{""0"":-0.003807479487834109,""1"":-0.001696709003062069,""2"":-0.013357249480803357}"
warmup,beta_0p1_W,I,transfer,public_coverage,family:mlp,development_evaluation_person_weighted,log_loss,3,3,True,-0.007634147611753239,0.0015620316652252893,"{""0"":-0.008807535777317965,""1"":-0.005861151256002062,""2"":-0.00823375580193969}"
