seed,role,release,target,candidate_id,family,selected,independent_selected,selected_within_family,auc_selected,audit_budget,reused_reference,diagnostic_only,fit_rows,fit_support,fit_coverage_complete,split,class_index,support,weighted_support,prevalence,predicted_support,predicted_weight,precision,recall,f1,auroc,recall_defined,auroc_defined,original_census_code,fit_class_support,schema_coverage_complete
0,transfer,beta_0p1_W,civilian_at_work,mlp,mlp,False,False,True,False,,False,False,2048,"[665,1383]",True,validation_person_weighted,0,981,112512.0,0.3229484198742788,740,82667.0,0.9618469280365805,0.7067068401592719,0.8147700316120075,0.8867988268510121,True,True,,665,True
0,transfer,beta_0p1_W,civilian_at_work,mlp,mlp,False,False,True,False,,False,False,2048,"[665,1383]",True,validation_person_weighted,1,2003,235878.0,0.6770515801257212,2244,265723.0,0.8758142878109911,0.9866286809282765,0.9279247848389457,0.886798983525471,True,True,,1383,True
0,transfer,beta_0p1_W,civilian_at_work,mlp,mlp,False,False,True,False,,False,False,2048,"[665,1383]",True,development_evaluation_person_weighted,0,972,100734.0,0.3014715344719744,760,78212.0,0.966220017388636,0.7501935791291917,0.844612341153197,0.9030621756463338,True,True,,665,True
0,transfer,beta_0p1_W,civilian_at_work,mlp,mlp,False,False,True,False,,False,False,2048,"[665,1383]",True,development_evaluation_person_weighted,1,2010,233407.0,0.6985284655280256,2222,255929.0,0.9016758554130248,0.9886807165166426,0.9431760589860546,0.9030621756463337,True,True,,1383,True
0,transfer,beta_0p1_W,public_coverage,logistic,logistic,True,True,True,False,,False,False,2048,"[1531,517]",True,validation,0,2275,2275.0,0.7623994638069705,2677,2677.0,0.8061262607396339,0.9485714285714286,0.8715670436187399,0.7270249073916212,True,True,,1531,True
0,transfer,beta_0p1_W,public_coverage,logistic,logistic,True,True,True,False,,False,False,2048,"[1531,517]",True,validation,1,709,709.0,0.23760053619302948,307,307.0,0.6188925081433225,0.2679830747531735,0.37401574803149606,0.7270249073916211,True,True,,517,True
0,transfer,beta_0p1_W,public_coverage,logistic,logistic,True,True,True,False,,False,False,2048,"[1531,517]",True,development_evaluation,0,2199,2199.0,0.7374245472837022,2662,2662.0,0.7791134485349361,0.943155979990905,0.8533223616539807,0.7322302544347047,True,True,,1531,True
0,transfer,beta_0p1_W,public_coverage,logistic,logistic,True,True,True,False,,False,False,2048,"[1531,517]",True,development_evaluation,1,783,783.0,0.2625754527162978,320,320.0,0.609375,0.24904214559386972,0.3535811423390752,0.7322302544347047,True,True,,517,True
0,transfer,beta_0p1_W,public_coverage,logistic,logistic,True,True,True,False,,False,False,2048,"[1531,517]",True,validation_person_weighted,0,2275,263229.0,0.7555584259020064,2677,312827.0,0.7959511167514313,0.9459254109539602,0.864481925368367,0.7119844367380851,True,True,,1531,True
0,transfer,beta_0p1_W,public_coverage,logistic,logistic,True,True,True,False,,False,False,2048,"[1531,517]",True,validation_person_weighted,1,709,85161.0,0.24444157409799364,307,35563.0,0.5997525518094649,0.25045502049060014,0.353351446274146,0.7119844367380852,True,True,,517,True
0,transfer,beta_0p1_W,public_coverage,logistic,logistic,True,True,True,False,,False,False,2048,"[1531,517]",True,development_evaluation_person_weighted,0,2199,244261.0,0.7310117585091324,2662,300217.0,0.7669019409293945,0.9425860043150565,0.8457164476801634,0.7287358032698675,True,True,,1531,True
0,transfer,beta_0p1_W,public_coverage,logistic,logistic,True,True,True,False,,False,False,2048,"[1531,517]",True,development_evaluation_person_weighted,1,783,89880.0,0.26898824149086764,320,33924.0,0.5866053531423181,0.22140631953716067,0.3214758812316242,0.7287358032698675,True,True,,517,True
0,transfer,beta_0p1_W,public_coverage,mlp,mlp,False,False,True,True,,False,False,2048,"[1531,517]",True,validation,0,2275,2275.0,0.7623994638069705,2628,2628.0,0.806697108066971,0.9318681318681319,0.8647766673465226,0.7293299648165656,True,True,,1531,True
0,transfer,beta_0p1_W,public_coverage,mlp,mlp,False,False,True,True,,False,False,2048,"[1531,517]",True,validation,1,709,709.0,0.23760053619302948,356,356.0,0.5646067415730337,0.2834978843441467,0.37746478873239436,0.7293299648165656,True,True,,517,True
0,transfer,beta_0p1_W,public_coverage,mlp,mlp,False,False,True,True,,False,False,2048,"[1531,517]",True,development_evaluation,0,2199,2199.0,0.7374245472837022,2599,2599.0,0.782608695652174,0.9249658935879945,0.8478532721967487,0.7330279582557263,True,True,,1531,True
0,transfer,beta_0p1_W,public_coverage,mlp,mlp,False,False,True,True,,False,False,2048,"[1531,517]",True,development_evaluation,1,783,783.0,0.2625754527162978,383,383.0,0.5691906005221932,0.2784163473818646,0.37392795883361923,0.7330276678648195,True,True,,517,True
0,transfer,beta_0p1_W,public_coverage,mlp,mlp,False,False,True,True,,False,False,2048,"[1531,517]",True,validation_person_weighted,0,2275,263229.0,0.7555584259020064,2628,306553.0,0.7973825080817999,0.9286210865824054,0.8580123626228979,0.7149521597333939,True,True,,1531,True
0,transfer,beta_0p1_W,public_coverage,mlp,mlp,False,False,True,True,,False,False,2048,"[1531,517]",True,validation_person_weighted,1,709,85161.0,0.24444157409799364,356,41837.0,0.5508999211224515,0.2706403165768368,0.3629663459267075,0.7149521597333939,True,True,,517,True
0,transfer,beta_0p1_W,public_coverage,mlp,mlp,False,False,True,True,,False,False,2048,"[1531,517]",True,development_evaluation_person_weighted,0,2199,244261.0,0.7310117585091324,2599,292168.0,0.7715458229511788,0.9228693897101871,0.8404504603591528,0.7320406206833332,True,True,,1531,True
0,transfer,beta_0p1_W,public_coverage,mlp,mlp,False,False,True,True,,False,False,2048,"[1531,517]",True,development_evaluation_person_weighted,1,783,89880.0,0.26898824149086764,383,41973.0,0.551140018583375,0.2573765020026702,0.3508907647152511,0.732040517650556,True,True,,517,True
0,transfer,beta_0p1_C_warmup_only,same_residence,logistic,logistic,False,False,True,False,,False,False,2048,"[500,1548]",True,validation,0,700,700.0,0.23458445040214476,158,158.0,0.4240506329113924,0.09571428571428571,0.1561771561771562,0.6721162747060296,True,True,,500,True
0,transfer,beta_0p1_C_warmup_only,same_residence,logistic,logistic,False,False,True,False,,False,False,2048,"[500,1548]",True,validation,1,2284,2284.0,0.7654155495978552,2826,2826.0,0.7760084925690022,0.9601576182136602,0.8583170254403131,0.6721162747060295,True,True,,1548,True
0,transfer,beta_0p1_C_warmup_only,same_residence,logistic,logistic,False,False,True,False,,False,False,2048,"[500,1548]",True,development_evaluation,0,660,660.0,0.22132796780684105,123,123.0,0.43089430894308944,0.0803030303030303,0.13537675606641125,0.6766580534022394,True,True,,500,True
0,transfer,beta_0p1_C_warmup_only,same_residence,logistic,logistic,False,False,True,False,,False,False,2048,"[500,1548]",True,development_evaluation,1,2322,2322.0,0.778672032193159,2859,2859.0,0.7876880027981812,0.9698535745047373,0.8693302451264234,0.6766580534022395,True,True,,1548,True
0,transfer,beta_0p1_C_warmup_only,same_residence,logistic,logistic,False,False,True,False,,False,False,2048,"[500,1548]",True,validation_person_weighted,0,700,71960.0,0.20655013060076352,158,13241.0,0.3703647760743146,0.06814897165091717,0.11511601976502624,0.6740650916512622,True,True,,500,True
0,transfer,beta_0p1_C_warmup_only,same_residence,logistic,logistic,False,False,True,False,,False,False,2048,"[500,1548]",True,validation_person_weighted,1,2284,276430.0,0.7934498693992365,2826,335149.0,0.7999218258147869,0.9698404659407445,0.8767240209359707,0.6740650916512623,True,True,,1548,True
0,transfer,beta_0p1_C_warmup_only,same_residence,logistic,logistic,False,False,True,False,,False,False,2048,"[500,1548]",True,development_evaluation_person_weighted,0,660,69119.0,0.20685578842464708,123,9343.0,0.483142459595419,0.0653076578075493,0.11506206826234355,0.6694407062477781,True,True,,500,True
0,transfer,beta_0p1_C_warmup_only,same_residence,logistic,logistic,False,False,True,False,,False,False,2048,"[500,1548]",True,development_evaluation_person_weighted,1,2322,265022.0,0.793144211575353,2859,324798.0,0.8010917554911052,0.9817788711880523,0.8822793394594961,0.6694407062477781,True,True,,1548,True
0,transfer,beta_0p1_C_warmup_only,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,validation,0,700,700.0,0.23458445040214476,283,283.0,0.5265017667844523,0.21285714285714286,0.3031536113936928,0.6936048911683763,True,True,,500,True
0,transfer,beta_0p1_C_warmup_only,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,validation,1,2284,2284.0,0.7654155495978552,2701,2701.0,0.7960014809329878,0.9413309982486865,0.8625877632898696,0.6936048911683763,True,True,,1548,True
0,transfer,beta_0p1_C_warmup_only,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,development_evaluation,0,660,660.0,0.22132796780684105,237,237.0,0.45147679324894513,0.1621212121212121,0.23857302118171683,0.7018668598125963,True,True,,500,True
0,transfer,beta_0p1_C_warmup_only,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,development_evaluation,1,2322,2322.0,0.778672032193159,2745,2745.0,0.7985428051001822,0.9440137812230835,0.8652062364318137,0.7018668598125963,True,True,,1548,True
0,transfer,beta_0p1_C_warmup_only,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,validation_person_weighted,0,700,71960.0,0.20655013060076352,283,28961.0,0.5124132453989848,0.20622568093385213,0.29409141803985295,0.7036697542579988,True,True,,500,True
0,transfer,beta_0p1_C_warmup_only,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,validation_person_weighted,1,2284,276430.0,0.7934498693992365,2701,319429.0,0.8211809197035961,0.9489165430669609,0.8804398355986903,0.7036697542579989,True,True,,1548,True
0,transfer,beta_0p1_C_warmup_only,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,development_evaluation_person_weighted,0,660,69119.0,0.20685578842464708,237,21952.0,0.47266763848396504,0.15011791258554089,0.22786617035060558,0.7042122527089709,True,True,,500,True
0,transfer,beta_0p1_C_warmup_only,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,development_evaluation_person_weighted,1,2322,265022.0,0.793144211575353,2745,312189.0,0.8118351383296657,0.9563206073458053,0.8781745323633818,0.7042122527089708,True,True,,1548,True
0,transfer,beta_0p1_C_warmup_only,commute_over20,logistic,logistic,True,True,True,True,,False,False,2048,"[997,1051]",True,validation,0,1009,1009.0,0.5085685483870968,841,841.0,0.5992865636147443,0.49950445986124875,0.5448648648648649,0.6030967446824731,True,True,,997,True
