seed,split,release,selector,target,n_classes,class_schema,complete,limitations,fit_support,validation_support,evaluation_support,exposed_primary_recall,exposed_candidate,audit_candidate,limitation_census_codes
1,validation,beta_1_D_persistent,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_0p1_C_warmup_only,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_0,{}
1,development_evaluation,beta_0p1_C_warmup_only,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,logistic,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_0p1_D_warmup_only,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_0,{}
1,development_evaluation,beta_0p1_D_warmup_only,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_0,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_0p1_C_persistent,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_1,{}
1,development_evaluation,beta_0p1_C_persistent,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_0p1_D_persistent,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_1,{}
1,development_evaluation,beta_0p1_D_persistent,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_1_C_warmup_only,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_1,{}
1,development_evaluation,beta_1_C_warmup_only,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_1_D_warmup_only,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_0,{}
1,development_evaluation,beta_1_D_warmup_only,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_1_C_persistent,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_0,{}
1,development_evaluation,beta_1_C_persistent,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_1_D_persistent,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_0,{}
1,development_evaluation,beta_1_D_persistent,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_0p1_C_warmup_only,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_0,{}
1,development_evaluation,beta_0p1_C_warmup_only,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,logistic,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_0p1_D_warmup_only,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,catchup,{}
1,development_evaluation,beta_0p1_D_warmup_only,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,catchup,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_0p1_C_persistent,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_1,{}
1,development_evaluation,beta_0p1_C_persistent,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_0p1_D_persistent,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_1,{}
1,development_evaluation,beta_0p1_D_persistent,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_1_C_warmup_only,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_1,{}
1,development_evaluation,beta_1_C_warmup_only,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_1_D_warmup_only,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_0,{}
1,development_evaluation,beta_1_D_warmup_only,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_1_C_persistent,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_0,{}
1,development_evaluation,beta_1_C_persistent,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation,beta_1_D_persistent,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_0,{}
1,development_evaluation,beta_1_D_persistent,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_0p1_C_warmup_only,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_0,{}
1,validation_person_weighted,beta_0p1_C_warmup_only,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,logistic,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_0p1_D_warmup_only,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_0,{}
1,validation_person_weighted,beta_0p1_D_warmup_only,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_0,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_0p1_C_persistent,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_1,{}
1,validation_person_weighted,beta_0p1_C_persistent,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_0p1_D_persistent,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_1,{}
1,validation_person_weighted,beta_0p1_D_persistent,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_1_C_warmup_only,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_1,{}
1,validation_person_weighted,beta_1_C_warmup_only,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_1_D_warmup_only,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_0,{}
1,validation_person_weighted,beta_1_D_warmup_only,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_1_C_persistent,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_0,{}
1,validation_person_weighted,beta_1_C_persistent,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_1_D_persistent,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_0,{}
1,validation_person_weighted,beta_1_D_persistent,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_0p1_C_warmup_only,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_0,{}
1,validation_person_weighted,beta_0p1_C_warmup_only,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,logistic,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_0p1_D_warmup_only,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,catchup,{}
1,validation_person_weighted,beta_0p1_D_warmup_only,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,catchup,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_0p1_C_persistent,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_1,{}
1,validation_person_weighted,beta_0p1_C_persistent,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_0p1_D_persistent,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_1,{}
1,validation_person_weighted,beta_0p1_D_persistent,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_1_C_warmup_only,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_1,{}
1,validation_person_weighted,beta_1_C_warmup_only,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_1_D_warmup_only,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_0,{}
1,validation_person_weighted,beta_1_D_warmup_only,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_1_C_persistent,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_0,{}
1,validation_person_weighted,beta_1_C_persistent,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,validation_person_weighted,beta_1_D_persistent,catchup_inclusive,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1548,1416]","[1.0,1.0]",mlp_0,mlp_0,{}
1,validation_person_weighted,beta_1_D_persistent,catchup_inclusive,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1713,163,25,0,9,407,9,455,183]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation_person_weighted,beta_0p1_C_warmup_only,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_0,{}
1,development_evaluation_person_weighted,beta_0p1_C_warmup_only,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,logistic,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation_person_weighted,beta_0p1_D_warmup_only,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_0,{}
1,development_evaluation_person_weighted,beta_0p1_D_warmup_only,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_0,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation_person_weighted,beta_0p1_C_persistent,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_1,{}
1,development_evaluation_person_weighted,beta_0p1_C_persistent,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation_person_weighted,beta_0p1_D_persistent,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_1,{}
1,development_evaluation_person_weighted,beta_0p1_D_persistent,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation_person_weighted,beta_1_C_warmup_only,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_1,{}
1,development_evaluation_person_weighted,beta_1_C_warmup_only,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation_person_weighted,beta_1_D_warmup_only,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_0,{}
1,development_evaluation_person_weighted,beta_1_D_warmup_only,primary,RAC1P,9,"[0,1,2,3,4,5,6,7,8]",False,"{""fit"":[3],""validation"":[3],""evaluation"":[3],""exposed_recall"":[3]}","[1694,181,30,0,2,476,11,469,158]","[1713,163,25,0,9,407,9,455,183]","[1680,158,14,0,13,455,15,491,189]","[1.0,1.0,1.0,null,1.0,1.0,1.0,1.0,1.0]",mlp_0,mlp_1,"{""fit"":[4],""validation"":[4],""evaluation"":[4],""exposed_recall"":[4]}"
1,development_evaluation_person_weighted,beta_1_C_persistent,primary,SEX,2,"[0,1]",True,{},"[1574,1447]","[1548,1416]","[1579,1436]","[1.0,1.0]",mlp_0,mlp_0,{}
