release,role,target,selector,split,metric,n_seeds,n_defined,complete,mean,sample_sd
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,development_evaluation,observed_balanced_accuracy,3,3,True,0.5936852399571841,0.008560156722418645
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,development_evaluation,observed_macro_auroc,3,3,True,0.6374390366213142,0.010481420006729447
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,development_evaluation,signed_prior_relative_gain,3,3,True,0.03354648844848115,0.005220056450190554
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,validation_person_weighted,log_loss,3,3,True,0.6643498798799015,0.0103614426364596
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,validation_person_weighted,auroc,3,3,True,0.6255972151847293,0.021321813484778535
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,validation_person_weighted,macro_auroc,3,3,True,0.6255972151847293,0.021321813484778535
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,validation_person_weighted,accuracy,3,3,True,0.5891150878104636,0.02156737738828265
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,validation_person_weighted,balanced_accuracy,3,3,True,0.5854930168714481,0.02136777805345436
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,validation_person_weighted,observed_balanced_accuracy,3,3,True,0.5854930168714481,0.02136777805345436
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,validation_person_weighted,observed_macro_auroc,3,3,True,0.6255972151847293,0.021321813484778535
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,validation_person_weighted,signed_prior_relative_gain,3,3,True,0.02797513344194998,0.010370465582930415
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,development_evaluation_person_weighted,log_loss,3,3,True,0.6637886913103315,0.003638484308401089
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,development_evaluation_person_weighted,auroc,3,3,True,0.6262251009278753,0.009200753456203399
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,development_evaluation_person_weighted,macro_auroc,3,3,True,0.6262251009278753,0.009200753456203399
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,development_evaluation_person_weighted,accuracy,3,3,True,0.5907388641865151,0.012845457938489997
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,development_evaluation_person_weighted,balanced_accuracy,3,3,True,0.586332633505094,0.011388442551804679
beta_0p1_C_warmup_only,audit,SEX,catchup_inclusive,development_evaluation_person_weighted,observed_balanced_accuracy,3,3,True,0.586332633505094,0.011388442551804679
