seed,release,target,selector,split,loss_120,candidate_120,loss_360,candidate_360,loss_360_minus_120
0,beta_0p1_C_persistent,RAC1P,candidate:mlp_1,validation_person_weighted,1.2287285329440782,mlp_1,1.2287285329440782,mlp_1,0.0
0,beta_0p1_C_persistent,RAC1P,candidate:mlp_1,development_evaluation_person_weighted,1.195445987800513,mlp_1,1.195445987800513,mlp_1,0.0
0,beta_0p1_C_persistent,RAC1P,candidate:catchup,validation,1.2189194180827938,catchup,1.2189194180827938,catchup,0.0
0,beta_0p1_C_persistent,RAC1P,candidate:catchup,development_evaluation,1.2245152693212373,catchup,1.2245152693212373,catchup,0.0
0,beta_0p1_C_persistent,RAC1P,candidate:catchup,validation_person_weighted,1.227689476542363,catchup,1.227689476542363,catchup,0.0
0,beta_0p1_C_persistent,RAC1P,candidate:catchup,development_evaluation_person_weighted,1.2118530296114705,catchup,1.2118530296114705,catchup,0.0
0,beta_0p1_D_persistent,SEX,candidate:mlp_0,validation,0.6533536397147053,mlp_0,0.6533536397147053,mlp_0,0.0
0,beta_0p1_D_persistent,SEX,candidate:mlp_0,development_evaluation,0.6569417027096134,mlp_0,0.6569417027096134,mlp_0,0.0
0,beta_0p1_D_persistent,SEX,candidate:mlp_0,validation_person_weighted,0.6538260472649088,mlp_0,0.6538260472649088,mlp_0,0.0
0,beta_0p1_D_persistent,SEX,candidate:mlp_0,development_evaluation_person_weighted,0.660198360529322,mlp_0,0.660198360529322,mlp_0,0.0
0,beta_0p1_D_persistent,SEX,candidate:mlp_1,validation,0.6520147562902648,mlp_1,0.6520147562902648,mlp_1,0.0
0,beta_0p1_D_persistent,SEX,candidate:mlp_1,development_evaluation,0.660472189647291,mlp_1,0.660472189647291,mlp_1,0.0
0,beta_0p1_D_persistent,SEX,candidate:mlp_1,validation_person_weighted,0.6506147993599567,mlp_1,0.6506147993599567,mlp_1,0.0
0,beta_0p1_D_persistent,SEX,candidate:mlp_1,development_evaluation_person_weighted,0.6622922788083876,mlp_1,0.6622922788083876,mlp_1,0.0
0,beta_0p1_D_persistent,SEX,family:mlp,validation,0.6520147562902648,mlp_1,0.6520147562902648,mlp_1,0.0
0,beta_0p1_D_persistent,SEX,family:mlp,development_evaluation,0.660472189647291,mlp_1,0.660472189647291,mlp_1,0.0
0,beta_0p1_D_persistent,SEX,family:mlp,validation_person_weighted,0.6506147993599567,mlp_1,0.6506147993599567,mlp_1,0.0
0,beta_0p1_D_persistent,SEX,family:mlp,development_evaluation_person_weighted,0.6622922788083876,mlp_1,0.6622922788083876,mlp_1,0.0
0,beta_0p1_D_persistent,SEX,candidate:catchup,validation,0.6545275925581926,catchup,0.6545275925581926,catchup,0.0
0,beta_0p1_D_persistent,SEX,candidate:catchup,development_evaluation,0.6668424490153758,catchup,0.6668424490153758,catchup,0.0
0,beta_0p1_D_persistent,SEX,candidate:catchup,validation_person_weighted,0.6561303242156685,catchup,0.6561303242156685,catchup,0.0
0,beta_0p1_D_persistent,SEX,candidate:catchup,development_evaluation_person_weighted,0.6630109233006829,catchup,0.6630109233006829,catchup,0.0
0,beta_0p1_D_persistent,RAC1P,candidate:mlp_0,validation,1.2262469970427028,mlp_0,1.2262469970427028,mlp_0,0.0
0,beta_0p1_D_persistent,RAC1P,candidate:mlp_0,development_evaluation,1.2169176074837516,mlp_0,1.2169176074837516,mlp_0,0.0
0,beta_0p1_D_persistent,RAC1P,candidate:mlp_0,validation_person_weighted,1.2276081845281832,mlp_0,1.2276081845281832,mlp_0,0.0
0,beta_0p1_D_persistent,RAC1P,candidate:mlp_0,development_evaluation_person_weighted,1.193544533564643,mlp_0,1.193544533564643,mlp_0,0.0
0,beta_0p1_D_persistent,RAC1P,family:mlp,validation,1.2262469970427028,mlp_0,1.2262469970427028,mlp_0,0.0
0,beta_0p1_D_persistent,RAC1P,family:mlp,development_evaluation,1.2169176074837516,mlp_0,1.2169176074837516,mlp_0,0.0
0,beta_0p1_D_persistent,RAC1P,family:mlp,validation_person_weighted,1.2276081845281832,mlp_0,1.2276081845281832,mlp_0,0.0
0,beta_0p1_D_persistent,RAC1P,family:mlp,development_evaluation_person_weighted,1.193544533564643,mlp_0,1.193544533564643,mlp_0,0.0
0,beta_0p1_D_persistent,RAC1P,candidate:mlp_1,validation,1.2263785475314877,mlp_1,1.2263785475314877,mlp_1,0.0
0,beta_0p1_D_persistent,RAC1P,candidate:mlp_1,development_evaluation,1.2196243461250862,mlp_1,1.2196243461250862,mlp_1,0.0
0,beta_0p1_D_persistent,RAC1P,candidate:mlp_1,validation_person_weighted,1.2307224876858658,mlp_1,1.2307224876858658,mlp_1,0.0
0,beta_0p1_D_persistent,RAC1P,candidate:mlp_1,development_evaluation_person_weighted,1.1976043045027827,mlp_1,1.1976043045027827,mlp_1,0.0
0,beta_0p1_D_persistent,RAC1P,candidate:catchup,validation,1.2191807613429297,catchup,1.2191807613429297,catchup,0.0
0,beta_0p1_D_persistent,RAC1P,candidate:catchup,development_evaluation,1.2238363442697084,catchup,1.2238363442697084,catchup,0.0
0,beta_0p1_D_persistent,RAC1P,candidate:catchup,validation_person_weighted,1.2253628006684272,catchup,1.2253628006684272,catchup,0.0
0,beta_0p1_D_persistent,RAC1P,candidate:catchup,development_evaluation_person_weighted,1.2100502403360367,catchup,1.2100502403360367,catchup,0.0
0,beta_1_C_warmup_only,SEX,candidate:mlp_0,validation,0.6545205658890335,mlp_0,0.6545205658890335,mlp_0,0.0
0,beta_1_C_warmup_only,SEX,candidate:mlp_0,development_evaluation,0.6610393220934524,mlp_0,0.6610393220934524,mlp_0,0.0
0,beta_1_C_warmup_only,SEX,candidate:mlp_0,validation_person_weighted,0.6519182248022191,mlp_0,0.6519182248022191,mlp_0,0.0
0,beta_1_C_warmup_only,SEX,candidate:mlp_0,development_evaluation_person_weighted,0.6639702865744284,mlp_0,0.6639702865744284,mlp_0,0.0
0,beta_1_C_warmup_only,SEX,candidate:mlp_1,validation,0.6508818608204316,mlp_1,0.6508818608204316,mlp_1,0.0
0,beta_1_C_warmup_only,SEX,candidate:mlp_1,development_evaluation,0.6621086176104138,mlp_1,0.6621086176104138,mlp_1,0.0
0,beta_1_C_warmup_only,SEX,candidate:mlp_1,validation_person_weighted,0.6468895774552594,mlp_1,0.6468895774552594,mlp_1,0.0
0,beta_1_C_warmup_only,SEX,candidate:mlp_1,development_evaluation_person_weighted,0.6660674794064616,mlp_1,0.6660674794064616,mlp_1,0.0
0,beta_1_C_warmup_only,SEX,family:mlp,validation,0.6508818608204316,mlp_1,0.6508818608204316,mlp_1,0.0
0,beta_1_C_warmup_only,SEX,family:mlp,development_evaluation,0.6621086176104138,mlp_1,0.6621086176104138,mlp_1,0.0
0,beta_1_C_warmup_only,SEX,family:mlp,validation_person_weighted,0.6468895774552594,mlp_1,0.6468895774552594,mlp_1,0.0
0,beta_1_C_warmup_only,SEX,family:mlp,development_evaluation_person_weighted,0.6660674794064616,mlp_1,0.6660674794064616,mlp_1,0.0
0,beta_1_C_warmup_only,SEX,candidate:catchup,validation,0.6700522703056364,catchup,0.6700522703056364,catchup,0.0
0,beta_1_C_warmup_only,SEX,candidate:catchup,development_evaluation,0.6852308046455624,catchup,0.6852308046455624,catchup,0.0
0,beta_1_C_warmup_only,SEX,candidate:catchup,validation_person_weighted,0.6680626802300381,catchup,0.6680626802300381,catchup,0.0
0,beta_1_C_warmup_only,SEX,candidate:catchup,development_evaluation_person_weighted,0.6829339360796619,catchup,0.6829339360796619,catchup,0.0
0,beta_1_C_warmup_only,RAC1P,candidate:mlp_0,validation,1.2217553963965249,mlp_0,1.2217553963965249,mlp_0,0.0
0,beta_1_C_warmup_only,RAC1P,candidate:mlp_0,development_evaluation,1.2213614885972142,mlp_0,1.2213614885972142,mlp_0,0.0
0,beta_1_C_warmup_only,RAC1P,candidate:mlp_0,validation_person_weighted,1.2299554976454379,mlp_0,1.2299554976454379,mlp_0,0.0
0,beta_1_C_warmup_only,RAC1P,candidate:mlp_0,development_evaluation_person_weighted,1.2019531270202468,mlp_0,1.2019531270202468,mlp_0,0.0
0,beta_1_C_warmup_only,RAC1P,family:mlp,validation,1.2217553963965249,mlp_0,1.2217553963965249,mlp_0,0.0
0,beta_1_C_warmup_only,RAC1P,family:mlp,development_evaluation,1.2213614885972142,mlp_0,1.2213614885972142,mlp_0,0.0
0,beta_1_C_warmup_only,RAC1P,family:mlp,validation_person_weighted,1.2299554976454379,mlp_0,1.2299554976454379,mlp_0,0.0
0,beta_1_C_warmup_only,RAC1P,family:mlp,development_evaluation_person_weighted,1.2019531270202468,mlp_0,1.2019531270202468,mlp_0,0.0
0,beta_1_C_warmup_only,RAC1P,candidate:mlp_1,validation,1.2262655778053413,mlp_1,1.2262655778053413,mlp_1,0.0
0,beta_1_C_warmup_only,RAC1P,candidate:mlp_1,development_evaluation,1.2195412714034601,mlp_1,1.2195412714034601,mlp_1,0.0
0,beta_1_C_warmup_only,RAC1P,candidate:mlp_1,validation_person_weighted,1.2305045875801308,mlp_1,1.2305045875801308,mlp_1,0.0
0,beta_1_C_warmup_only,RAC1P,candidate:mlp_1,development_evaluation_person_weighted,1.2014180361271052,mlp_1,1.2014180361271052,mlp_1,0.0
0,beta_1_C_warmup_only,RAC1P,candidate:catchup,validation,1.2383629751338772,catchup,1.2383629751338772,catchup,0.0
0,beta_1_C_warmup_only,RAC1P,candidate:catchup,development_evaluation,1.2320125270342515,catchup,1.2320125270342515,catchup,0.0
0,beta_1_C_warmup_only,RAC1P,candidate:catchup,validation_person_weighted,1.2470396724905233,catchup,1.2470396724905233,catchup,0.0
0,beta_1_C_warmup_only,RAC1P,candidate:catchup,development_evaluation_person_weighted,1.2137029586365873,catchup,1.2137029586365873,catchup,0.0
0,beta_1_D_warmup_only,SEX,candidate:mlp_0,validation,0.6585404397122547,mlp_0,0.6585404397122547,mlp_0,0.0
0,beta_1_D_warmup_only,SEX,candidate:mlp_0,development_evaluation,0.6656922268232822,mlp_0,0.6656922268232822,mlp_0,0.0
0,beta_1_D_warmup_only,SEX,candidate:mlp_0,validation_person_weighted,0.657021580197199,mlp_0,0.657021580197199,mlp_0,0.0
0,beta_1_D_warmup_only,SEX,candidate:mlp_0,development_evaluation_person_weighted,0.670751816422436,mlp_0,0.670751816422436,mlp_0,0.0
0,beta_1_D_warmup_only,SEX,candidate:mlp_1,validation,0.6543030814735227,mlp_1,0.6543030814735227,mlp_1,0.0
0,beta_1_D_warmup_only,SEX,candidate:mlp_1,development_evaluation,0.6678072557298373,mlp_1,0.6678072557298373,mlp_1,0.0
0,beta_1_D_warmup_only,SEX,candidate:mlp_1,validation_person_weighted,0.6527825669150339,mlp_1,0.6527825669150339,mlp_1,0.0
0,beta_1_D_warmup_only,SEX,candidate:mlp_1,development_evaluation_person_weighted,0.6730225633884043,mlp_1,0.6730225633884043,mlp_1,0.0
0,beta_1_D_warmup_only,SEX,family:mlp,validation,0.6543030814735227,mlp_1,0.6543030814735227,mlp_1,0.0
0,beta_1_D_warmup_only,SEX,family:mlp,development_evaluation,0.6678072557298373,mlp_1,0.6678072557298373,mlp_1,0.0
0,beta_1_D_warmup_only,SEX,family:mlp,validation_person_weighted,0.6527825669150339,mlp_1,0.6527825669150339,mlp_1,0.0
0,beta_1_D_warmup_only,SEX,family:mlp,development_evaluation_person_weighted,0.6730225633884043,mlp_1,0.6730225633884043,mlp_1,0.0
0,beta_1_D_warmup_only,SEX,candidate:catchup,validation,0.6569120020420552,catchup,0.6569120020420552,catchup,0.0
0,beta_1_D_warmup_only,SEX,candidate:catchup,development_evaluation,0.6631312020997393,catchup,0.6631312020997393,catchup,0.0
0,beta_1_D_warmup_only,SEX,candidate:catchup,validation_person_weighted,0.6582442122053721,catchup,0.6582442122053721,catchup,0.0
0,beta_1_D_warmup_only,SEX,candidate:catchup,development_evaluation_person_weighted,0.6647285590276123,catchup,0.6647285590276123,catchup,0.0
0,beta_1_D_warmup_only,RAC1P,candidate:mlp_0,validation,1.2385772520348695,mlp_0,1.2385772520348695,mlp_0,0.0
0,beta_1_D_warmup_only,RAC1P,candidate:mlp_0,development_evaluation,1.243708056197585,mlp_0,1.243708056197585,mlp_0,0.0
0,beta_1_D_warmup_only,RAC1P,candidate:mlp_0,validation_person_weighted,1.2505977522008591,mlp_0,1.2505977522008591,mlp_0,0.0
0,beta_1_D_warmup_only,RAC1P,candidate:mlp_0,development_evaluation_person_weighted,1.2149069889208075,mlp_0,1.2149069889208075,mlp_0,0.0
0,beta_1_D_warmup_only,RAC1P,family:mlp,validation,1.2385772520348695,mlp_0,1.2385772520348695,mlp_0,0.0
0,beta_1_D_warmup_only,RAC1P,family:mlp,development_evaluation,1.243708056197585,mlp_0,1.243708056197585,mlp_0,0.0
0,beta_1_D_warmup_only,RAC1P,family:mlp,validation_person_weighted,1.2505977522008591,mlp_0,1.2505977522008591,mlp_0,0.0
0,beta_1_D_warmup_only,RAC1P,family:mlp,development_evaluation_person_weighted,1.2149069889208075,mlp_0,1.2149069889208075,mlp_0,0.0
0,beta_1_D_warmup_only,RAC1P,candidate:mlp_1,validation,1.2462154089326667,mlp_1,1.2462154089326667,mlp_1,0.0
0,beta_1_D_warmup_only,RAC1P,candidate:mlp_1,development_evaluation,1.2389606976687337,mlp_1,1.2389606976687337,mlp_1,0.0
