family,id,candidate,candidate_release,arm,comparator,role,weighting,clause,threshold,estimate,bootstrap_se,lower,upper,passed_upper_bound,point_screen_passed,demonstrated_adverse,exact_zero_same_route,anchor_estimate_0,anchor_estimate_1,anchor_estimate_2
secondary,secondary|R1|D17|attack:A/RAC1P|U,R1,R1,P,D17,attack:A/RAC1P,U,guard,0.001,0.0,0.0,0.0,0.0,True,True,False,True,0.0,0.0,0.0
secondary,secondary|R1|D17|attack:A/RAC1P|PWGTP,R1,R1,P,D17,attack:A/RAC1P,PWGTP,guard,0.001,0.0,0.0,0.0,0.0,True,True,False,True,0.0,0.0,0.0
secondary,secondary|R1|D17|attack:AB/SEX|U,R1,R1,P,D17,attack:AB/SEX,U,target,-0.002,-0.0012596702657508472,0.0008776040941370944,-0.004314396336898995,0.0017950558053973003,False,False,False,False,0.0003216254562531527,0.0,-0.004100636253505694
secondary,secondary|R1|D17|attack:AB/SEX|PWGTP,R1,R1,P,D17,attack:AB/SEX,PWGTP,target,-0.002,-0.0017710579405135283,0.0010718102122249443,-0.005501768200959176,0.001959652319932119,False,False,False,False,0.0012220556865965887,0.0,-0.006535229508137174
secondary,secondary|R1|D17|attack:AB/RAC1P|U,R1,R1,P,D17,attack:AB/RAC1P,U,guard,0.001,0.0,0.0,0.0,0.0,True,True,False,True,0.0,0.0,0.0
secondary,secondary|R1|D17|attack:AB/RAC1P|PWGTP,R1,R1,P,D17,attack:AB/RAC1P,PWGTP,guard,0.001,0.0,0.0,0.0,0.0,True,True,False,True,0.0,0.0,0.0
secondary,secondary|DET_SEL4|D17|utility:A/same_residence|U,DET_SEL4,DET_SEL4,P,D17,utility:A/same_residence,U,task,0.001,-0.0001665914435086379,0.0009419418659417832,-0.003445261625907321,0.003112078738890045,False,True,False,False,1.1082111891481857e-05,0.0,-0.0005108564424173955
secondary,secondary|DET_SEL4|D17|utility:A/same_residence|PWGTP,DET_SEL4,DET_SEL4,P,D17,utility:A/same_residence,PWGTP,task,0.001,0.0004051335809808958,0.0009966826687429348,-0.0030640760013469484,0.0038743431633087404,False,True,False,False,0.0012121646112291141,0.0,3.2361317135731664e-06
secondary,secondary|DET_SEL4|D17|attack:A/SEX|U,DET_SEL4,DET_SEL4,P,D17,attack:A/SEX,U,guard,0.001,-0.00043636242216896903,0.0010179898662511352,-0.003979737168682151,0.0031070123243442135,False,True,False,False,-0.0012355114205301037,0.0,-7.357584597680333e-05
secondary,secondary|DET_SEL4|D17|attack:A/SEX|PWGTP,DET_SEL4,DET_SEL4,P,D17,attack:A/SEX,PWGTP,guard,0.001,-0.00011475864191219794,0.0010976605411570678,-0.003935447600342791,0.003705930316518395,False,True,False,False,-0.00015523487551904523,0.0,-0.00018904105021754858
secondary,secondary|DET_SEL4|D17|attack:A/RAC1P|U,DET_SEL4,DET_SEL4,P,D17,attack:A/RAC1P,U,guard,0.001,0.0,0.0,0.0,0.0,True,True,False,True,0.0,0.0,0.0
secondary,secondary|DET_SEL4|D17|attack:A/RAC1P|PWGTP,DET_SEL4,DET_SEL4,P,D17,attack:A/RAC1P,PWGTP,guard,0.001,0.0,0.0,0.0,0.0,True,True,False,True,0.0,0.0,0.0
secondary,secondary|DET_SEL4|D17|attack:AB/SEX|U,DET_SEL4,DET_SEL4,P,D17,attack:AB/SEX,U,target,-0.002,-0.003629173431474068,0.0014927400037604848,-0.008825037759587165,0.0015666908966390281,False,True,False,False,-0.006786884040916511,0.0,-0.004100636253505694
secondary,secondary|DET_SEL4|D17|attack:AB/SEX|PWGTP,DET_SEL4,DET_SEL4,P,D17,attack:AB/SEX,PWGTP,target,-0.002,-0.003399591186218151,0.0017278646561513526,-0.009413867153960438,0.002614684781524135,False,True,False,False,-0.003663544050517279,0.0,-0.006535229508137174
secondary,secondary|DET_SEL4|D17|attack:AB/RAC1P|U,DET_SEL4,DET_SEL4,P,D17,attack:AB/RAC1P,U,guard,0.001,-0.0020419656162529226,0.0009315393048138827,-0.0052844270173840625,0.0012004957848782177,False,True,False,False,-0.006125896848758768,0.0,0.0
secondary,secondary|DET_SEL4|D17|attack:AB/RAC1P|PWGTP,DET_SEL4,DET_SEL4,P,D17,attack:AB/RAC1P,PWGTP,guard,0.001,-0.0020072698155786627,0.0010823268773625164,-0.005774586025554279,0.0017600463943969534,False,True,False,False,-0.006021809446735988,0.0,0.0
secondary,secondary|TASK_SEL4|D17|utility:A/same_residence|U,TASK_SEL4,TASK_SEL4,P,D17,utility:A/same_residence,U,task,0.001,-0.0001665914435086379,0.0009419418659417832,-0.003445261625907321,0.003112078738890045,False,True,False,False,1.1082111891481857e-05,0.0,-0.0005108564424173955
secondary,secondary|TASK_SEL4|D17|utility:A/same_residence|PWGTP,TASK_SEL4,TASK_SEL4,P,D17,utility:A/same_residence,PWGTP,task,0.001,0.0004051335809808958,0.0009966826687429348,-0.0030640760013469484,0.0038743431633087404,False,True,False,False,0.0012121646112291141,0.0,3.2361317135731664e-06
secondary,secondary|TASK_SEL4|D17|attack:A/SEX|U,TASK_SEL4,TASK_SEL4,P,D17,attack:A/SEX,U,guard,0.001,-0.00043636242216896903,0.0010179898662511352,-0.003979737168682151,0.0031070123243442135,False,True,False,False,-0.0012355114205301037,0.0,-7.357584597680333e-05
secondary,secondary|TASK_SEL4|D17|attack:A/SEX|PWGTP,TASK_SEL4,TASK_SEL4,P,D17,attack:A/SEX,PWGTP,guard,0.001,-0.00011475864191219794,0.0010976605411570678,-0.003935447600342791,0.003705930316518395,False,True,False,False,-0.00015523487551904523,0.0,-0.00018904105021754858
secondary,secondary|TASK_SEL4|D17|attack:A/RAC1P|U,TASK_SEL4,TASK_SEL4,P,D17,attack:A/RAC1P,U,guard,0.001,0.0,0.0,0.0,0.0,True,True,False,True,0.0,0.0,0.0
secondary,secondary|TASK_SEL4|D17|attack:A/RAC1P|PWGTP,TASK_SEL4,TASK_SEL4,P,D17,attack:A/RAC1P,PWGTP,guard,0.001,0.0,0.0,0.0,0.0,True,True,False,True,0.0,0.0,0.0
secondary,secondary|TASK_SEL4|D17|attack:AB/SEX|U,TASK_SEL4,TASK_SEL4,P,D17,attack:AB/SEX,U,target,-0.002,-0.003629173431474068,0.0014927400037604848,-0.008825037759587165,0.0015666908966390281,False,True,False,False,-0.006786884040916511,0.0,-0.004100636253505694
secondary,secondary|TASK_SEL4|D17|attack:AB/SEX|PWGTP,TASK_SEL4,TASK_SEL4,P,D17,attack:AB/SEX,PWGTP,target,-0.002,-0.003399591186218151,0.0017278646561513526,-0.009413867153960438,0.002614684781524135,False,True,False,False,-0.003663544050517279,0.0,-0.006535229508137174
secondary,secondary|TASK_SEL4|D17|attack:AB/RAC1P|U,TASK_SEL4,TASK_SEL4,P,D17,attack:AB/RAC1P,U,guard,0.001,-0.0020419656162529226,0.0009315393048138827,-0.0052844270173840625,0.0012004957848782177,False,True,False,False,-0.006125896848758768,0.0,0.0
secondary,secondary|TASK_SEL4|D17|attack:AB/RAC1P|PWGTP,TASK_SEL4,TASK_SEL4,P,D17,attack:AB/RAC1P,PWGTP,guard,0.001,-0.0020072698155786627,0.0010823268773625164,-0.005774586025554279,0.0017600463943969534,False,True,False,False,-0.006021809446735988,0.0,0.0
capability,capability|D|H|utility:A/same_residence|U,D,D4,P,H,utility:A/same_residence,U,capability,-0.01,-0.03495364285136369,0.004571462087439145,-0.046371808733229054,-0.02353547696949832,True,True,False,False,-0.031870824327492484,-0.038441920539018876,-0.034548183687579705
capability,capability|D|H|utility:A/same_residence|PWGTP,D,D4,P,H,utility:A/same_residence,PWGTP,capability,-0.01,-0.03699275542649994,0.00584578828469886,-0.051593812827448,-0.022391698025551885,True,True,False,False,-0.03705626363287706,-0.040405698865030884,-0.03351630378159187
capability,capability|R|H|utility:A/same_residence|U,R,R4,P,H,utility:A/same_residence,U,capability,-0.01,-0.03667233833514472,0.004837001553767211,-0.04875374359573024,-0.02459093307455921,True,True,False,False,-0.03407737835591984,-0.038441920539018876,-0.03749771611049547
capability,capability|R|H|utility:A/same_residence|PWGTP,R,R4,P,H,utility:A/same_residence,PWGTP,capability,-0.01,-0.03827373026381132,0.006134482421611305,-0.05359586059095635,-0.022951599936666293,True,True,False,False,-0.03852217782476012,-0.040405698865030884,-0.035893314101642954
