seed,role,release,target,family,selected,effective_family,fallback_reason,fit_rows,fit_support,fit_coverage_complete,split,eligible_n,missing_or_inapplicable,n,n_classes,class_schema,weighted,weight_sum,support,weighted_support,prevalence,coverage_complete,raw_coverage_complete,valid_class_mask,log_loss,log_loss_probability_floor,accuracy,balanced_accuracy,observed_balanced_accuracy,auroc,macro_auroc,observed_macro_auroc
0,audit,D_features,RAC1P,mlp,True,mlp,,2993,"[1704,173,17,0,4,461,22,424,188]",False,test,2982,0,2982,9,"[0,1,2,3,4,5,6,7,8]",False,2982.0,"[1685,130,22,0,9,486,7,465,178]","[1685.0,130.0,22.0,0.0,9.0,486.0,7.0,465.0,178.0]","[0.5650570087189806,0.043594902749832326,0.007377598926894702,0.0,0.0030181086519114686,0.16297786720321933,0.002347417840375587,0.15593561368209255,0.059691482226693494]",False,False,"[true,true,true,false,true,true,true,true,true]",1.2410593265717562,1e-12,0.5720992622401073,,0.13369555262483057,,,0.5738392214258212
0,audit,D_features,RAC1P,mlp,True,mlp,,2993,"[1704,173,17,0,4,461,22,424,188]",False,test_person_weighted,2982,0,2982,9,"[0,1,2,3,4,5,6,7,8]",True,334141.0,"[1685,130,22,0,9,486,7,465,178]","[192470.0,16914.0,1406.0,0.0,1091.0,48866.0,581.0,56173.0,16640.0]","[0.5760143173091599,0.05061934931660586,0.004207804489721405,0.0,0.0032650886901038783,0.14624365163209543,0.0017387869192945493,0.16811166543465184,0.04979933620836713]",False,False,"[true,true,true,false,true,true,true,true,true]",1.2096898951726271,1e-12,0.582786907323555,,0.13530445202337876,,,0.5594306715221324
0,audit,D_features,RAC1P,histgb,False,histgb,,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,2985,0,2985,9,"[0,1,2,3,4,5,6,7,8]",False,2985.0,"[1737,144,18,0,11,468,16,409,182]","[1737.0,144.0,18.0,0.0,11.0,468.0,16.0,409.0,182.0]","[0.5819095477386935,0.04824120603015075,0.006030150753768844,0.0,0.0036850921273031824,0.15678391959798996,0.005360134003350084,0.13701842546063653,0.060971524288107204]",False,False,"[true,true,true,false,true,true,true,true,true]",1.4574967840987716,1e-12,0.5323283082077052,,0.15519648389096494,,,0.5734162606374047
0,audit,D_features,RAC1P,histgb,False,histgb,,2993,"[1704,173,17,0,4,461,22,424,188]",False,test,2982,0,2982,9,"[0,1,2,3,4,5,6,7,8]",False,2982.0,"[1685,130,22,0,9,486,7,465,178]","[1685.0,130.0,22.0,0.0,9.0,486.0,7.0,465.0,178.0]","[0.5650570087189806,0.043594902749832326,0.007377598926894702,0.0,0.0030181086519114686,0.16297786720321933,0.002347417840375587,0.15593561368209255,0.059691482226693494]",False,False,"[true,true,true,false,true,true,true,true,true]",1.4746516473487465,1e-12,0.5147551978537894,,0.15335946220694627,,,0.5821779425438627
0,audit,D_features,RAC1P,histgb,False,histgb,,2993,"[1704,173,17,0,4,461,22,424,188]",False,test_person_weighted,2982,0,2982,9,"[0,1,2,3,4,5,6,7,8]",True,334141.0,"[1685,130,22,0,9,486,7,465,178]","[192470.0,16914.0,1406.0,0.0,1091.0,48866.0,581.0,56173.0,16640.0]","[0.5760143173091599,0.05061934931660586,0.004207804489721405,0.0,0.0032650886901038783,0.14624365163209543,0.0017387869192945493,0.16811166543465184,0.04979933620836713]",False,False,"[true,true,true,false,true,true,true,true,true]",1.4294558705172853,1e-12,0.5193526086292912,,0.15350126765194116,,,0.5772655854390856
0,transfer,E_pca,same_residence,logistic,False,logistic,,2048,"[500,1548]",True,validation,2984,0,2984,2,"[0,1]",False,2984.0,"[700,2284]","[700.0,2284.0]","[0.23458445040214476,0.7654155495978552]",True,True,"[true,true]",0.5062790072912401,1e-12,0.7607238605898123,0.5648011008256192,0.5648011008256192,0.6974615336502377,0.6974615336502377,0.6974615336502377
0,transfer,E_pca,same_residence,logistic,False,logistic,,2048,"[500,1548]",True,test,2982,0,2982,2,"[0,1]",False,2982.0,"[660,2322]","[660.0,2322.0]","[0.22132796780684105,0.778672032193159]",True,True,"[true,true]",0.49092547377771634,1e-12,0.7706237424547284,0.5571901182366299,0.5571901182366299,0.7000404562420066,0.7000404562420066,0.7000404562420066
0,transfer,E_pca,same_residence,logistic,False,logistic,,2048,"[500,1548]",True,test_person_weighted,2982,0,2982,2,"[0,1]",True,334141.0,"[660,2322]","[69119.0,265022.0]","[0.20685578842464708,0.793144211575353]",True,True,"[true,true]",0.4738138255475428,1e-12,0.7887239219371462,0.5542847995844533,0.5542847995844533,0.6980608195902029,0.6980608195902029,0.6980608195902029
0,transfer,E_pca,same_residence,mlp,True,mlp,,2048,"[500,1548]",True,validation,2984,0,2984,2,"[0,1]",False,2984.0,"[700,2284]","[700.0,2284.0]","[0.23458445040214476,0.7654155495978552]",True,True,"[true,true]",0.503561232894474,1e-12,0.7623994638069705,0.5267613209907431,0.5267613209907431,0.6936467975981986,0.6936467975981986,0.6936467975981986
0,transfer,E_pca,same_residence,mlp,True,mlp,,2048,"[500,1548]",True,test,2982,0,2982,2,"[0,1]",False,2982.0,"[660,2322]","[660.0,2322.0]","[0.22132796780684105,0.778672032193159]",True,True,"[true,true]",0.4924030236699547,1e-12,0.778672032193159,0.5347036254012998,0.5347036254012998,0.6888184167253935,0.6888184167253935,0.6888184167253935
0,transfer,E_pca,same_residence,mlp,True,mlp,,2048,"[500,1548]",True,test_person_weighted,2982,0,2982,2,"[0,1]",True,334141.0,"[660,2322]","[69119.0,265022.0]","[0.20685578842464708,0.793144211575353]",True,True,"[true,true]",0.4773771037611872,1e-12,0.7965200319625547,0.534778526077516,0.534778526077516,0.683529349353895,0.683529349353895,0.683529349353895
0,transfer,E_pca,commute_over20,logistic,True,logistic,,2048,"[997,1051]",True,validation,1984,1000,1984,2,"[0,1]",False,1984.0,"[1009,975]","[1009.0,975.0]","[0.5085685483870968,0.49143145161290325]",True,True,"[true,true]",0.6793320753197857,1e-12,0.5549395161290323,0.5563035246880639,0.5563035246880639,0.5931818759370792,0.5931818759370792,0.5931818759370792
0,transfer,E_pca,commute_over20,logistic,True,logistic,,2048,"[997,1051]",True,test,1971,1011,1971,2,"[0,1]",False,1971.0,"[959,1012]","[959.0,1012.0]","[0.4865550481988838,0.5134449518011162]",True,True,"[true,true]",0.6937296760377784,1e-12,0.5509893455098934,0.5478929591512898,0.5478929591512898,0.5656635493988715,0.5656635493988715,0.5656635493988715
0,transfer,E_pca,commute_over20,logistic,True,logistic,,2048,"[997,1051]",True,test_person_weighted,1971,1011,1971,2,"[0,1]",True,226551.0,"[959,1012]","[110010.0,116541.0]","[0.48558602698730086,0.5144139730126991]",True,True,"[true,true]",0.6920983959338728,1e-12,0.5512268760676404,0.5479846069591743,0.5479846069591743,0.5651655612346557,0.5651655612346558,0.5651655612346558
0,transfer,E_pca,commute_over20,mlp,False,mlp,,2048,"[997,1051]",True,validation,1984,1000,1984,2,"[0,1]",False,1984.0,"[1009,975]","[1009.0,975.0]","[0.5085685483870968,0.49143145161290325]",True,True,"[true,true]",0.6803719668839422,1e-12,0.5655241935483871,0.5666234657314935,0.5666234657314935,0.5951924982846688,0.5951927524078169,0.5951927524078169
0,transfer,E_pca,commute_over20,mlp,False,mlp,,2048,"[997,1051]",True,test,1971,1011,1971,2,"[0,1]",False,1971.0,"[959,1012]","[959.0,1012.0]","[0.4865550481988838,0.5134449518011162]",True,True,"[true,true]",0.6980322346629638,1e-12,0.547945205479452,0.5453381115869215,0.5453381115869215,0.5625141678378747,0.5625144254349269,0.5625144254349269
0,transfer,E_pca,commute_over20,mlp,False,mlp,,2048,"[997,1051]",True,test_person_weighted,1971,1011,1971,2,"[0,1]",True,226551.0,"[959,1012]","[110010.0,116541.0]","[0.48558602698730086,0.5144139730126991]",True,True,"[true,true]",0.6936322617253805,1e-12,0.5564442443423335,0.5535636669316473,0.5535636669316473,0.5667551042071035,0.5667553923159497,0.5667553923159497
0,audit,E_pca,SEX,logistic,False,logistic,,2993,"[1512,1481]",True,validation,2985,0,2985,2,"[0,1]",False,2985.0,"[1541,1444]","[1541.0,1444.0]","[0.5162479061976549,0.4837520938023451]",True,True,"[true,true]",0.6586834472538233,1e-12,0.5855946398659967,0.5857559576560172,0.5857559576560172,0.6435573996811079,0.6435573996811079,0.6435573996811079
0,audit,E_pca,SEX,logistic,False,logistic,,2993,"[1512,1481]",True,test,2982,0,2982,2,"[0,1]",False,2982.0,"[1534,1448]","[1534.0,1448.0]","[0.5144198524480215,0.48558014755197854]",True,True,"[true,true]",0.6612282147674311,1e-12,0.5999329309188464,0.5999580413032047,0.5999580413032047,0.6418248971741807,0.6418248971741808,0.6418248971741808
0,audit,E_pca,SEX,logistic,False,logistic,,2993,"[1512,1481]",True,test_person_weighted,2982,0,2982,2,"[0,1]",True,334141.0,"[1534,1448]","[173797.0,160344.0]","[0.520130723257547,0.47986927674245305]",True,True,"[true,true]",0.6638236746299169,1e-12,0.5975232012832906,0.5974176571511374,0.5974176571511374,0.6373549883660933,0.6373549883660933,0.6373549883660933
0,audit,E_pca,SEX,mlp,True,mlp,,2993,"[1512,1481]",True,validation,2985,0,2985,2,"[0,1]",False,2985.0,"[1541,1444]","[1541.0,1444.0]","[0.5162479061976549,0.4837520938023451]",True,True,"[true,true]",0.6509409117683247,1e-12,0.6050251256281407,0.6054031450599586,0.6054031450599586,0.661571478390296,0.661571478390296,0.661571478390296
0,audit,E_pca,SEX,mlp,True,mlp,,2993,"[1512,1481]",True,test,2982,0,2982,2,"[0,1]",False,2982.0,"[1534,1448]","[1534.0,1448.0]","[0.5144198524480215,0.48558014755197854]",True,True,"[true,true]",0.6595765398447443,1e-12,0.5969148222669349,0.5976440101709322,0.5976440101709322,0.6494418412844765,0.6494418412844765,0.6494418412844765
0,audit,E_pca,SEX,mlp,True,mlp,,2993,"[1512,1481]",True,test_person_weighted,2982,0,2982,2,"[0,1]",True,334141.0,"[1534,1448]","[173797.0,160344.0]","[0.520130723257547,0.47986927674245305]",True,True,"[true,true]",0.6618136427894876,1e-12,0.5919566889426918,0.5926084758584764,0.5926084758584764,0.6425085896555108,0.6425085896555109,0.6425085896555109
0,audit,E_pca,SEX,histgb,False,histgb,,2993,"[1512,1481]",True,validation,2985,0,2985,2,"[0,1]",False,2985.0,"[1541,1444]","[1541.0,1444.0]","[0.5162479061976549,0.4837520938023451]",True,True,"[true,true]",0.6828128385136453,1e-12,0.5939698492462312,0.5939983480166313,0.5939983480166313,0.6431653007993874,0.6431653007993874,0.6431653007993874
0,audit,E_pca,SEX,histgb,False,histgb,,2993,"[1512,1481]",True,test,2982,0,2982,2,"[0,1]",False,2982.0,"[1534,1448]","[1534.0,1448.0]","[0.5144198524480215,0.48558014755197854]",True,True,"[true,true]",0.700656411310648,1e-12,0.5744466800804829,0.5751281270934329,0.5751281270934329,0.6237358366888286,0.6237358366888286,0.6237358366888286
0,audit,E_pca,SEX,histgb,False,histgb,,2993,"[1512,1481]",True,test_person_weighted,2982,0,2982,2,"[0,1]",True,334141.0,"[1534,1448]","[173797.0,160344.0]","[0.520130723257547,0.47986927674245305]",True,True,"[true,true]",0.7030300124991197,1e-12,0.5576687685737458,0.5584892441046798,0.5584892441046798,0.6107899547551272,0.6107899547551272,0.6107899547551272
0,audit,E_pca,RAC1P,logistic,False,logistic,,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,2985,0,2985,9,"[0,1,2,3,4,5,6,7,8]",False,2985.0,"[1737,144,18,0,11,468,16,409,182]","[1737.0,144.0,18.0,0.0,11.0,468.0,16.0,409.0,182.0]","[0.5819095477386935,0.04824120603015075,0.006030150753768844,0.0,0.0036850921273031824,0.15678391959798996,0.005360134003350084,0.13701842546063653,0.060971524288107204]",False,False,"[true,true,true,false,true,true,true,true,true]",1.2408789029249148,1e-12,0.5963149078726968,,0.16410250979521807,,,0.5644089414906948
0,audit,E_pca,RAC1P,logistic,False,logistic,,2993,"[1704,173,17,0,4,461,22,424,188]",False,test,2982,0,2982,9,"[0,1,2,3,4,5,6,7,8]",False,2982.0,"[1685,130,22,0,9,486,7,465,178]","[1685.0,130.0,22.0,0.0,9.0,486.0,7.0,465.0,178.0]","[0.5650570087189806,0.043594902749832326,0.007377598926894702,0.0,0.0030181086519114686,0.16297786720321933,0.002347417840375587,0.15593561368209255,0.059691482226693494]",False,False,"[true,true,true,false,true,true,true,true,true]",1.223499183003168,1e-12,0.57981220657277,,0.16147902627394944,,,0.6152296058564148
0,audit,E_pca,RAC1P,logistic,False,logistic,,2993,"[1704,173,17,0,4,461,22,424,188]",False,test_person_weighted,2982,0,2982,9,"[0,1,2,3,4,5,6,7,8]",True,334141.0,"[1685,130,22,0,9,486,7,465,178]","[192470.0,16914.0,1406.0,0.0,1091.0,48866.0,581.0,56173.0,16640.0]","[0.5760143173091599,0.05061934931660586,0.004207804489721405,0.0,0.0032650886901038783,0.14624365163209543,0.0017387869192945493,0.16811166543465184,0.04979933620836713]",False,False,"[true,true,true,false,true,true,true,true,true]",1.2023619290185186,1e-12,0.582185364860942,,0.1622668647681031,,,0.6000763538045675
0,audit,E_pca,RAC1P,mlp,True,mlp,,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,2985,0,2985,9,"[0,1,2,3,4,5,6,7,8]",False,2985.0,"[1737,144,18,0,11,468,16,409,182]","[1737.0,144.0,18.0,0.0,11.0,468.0,16.0,409.0,182.0]","[0.5819095477386935,0.04824120603015075,0.006030150753768844,0.0,0.0036850921273031824,0.15678391959798996,0.005360134003350084,0.13701842546063653,0.060971524288107204]",False,False,"[true,true,true,false,true,true,true,true,true]",1.215802057617139,1e-12,0.6,,0.1563994619370267,,,0.572451567534227
0,audit,E_pca,RAC1P,mlp,True,mlp,,2993,"[1704,173,17,0,4,461,22,424,188]",False,test,2982,0,2982,9,"[0,1,2,3,4,5,6,7,8]",False,2982.0,"[1685,130,22,0,9,486,7,465,178]","[1685.0,130.0,22.0,0.0,9.0,486.0,7.0,465.0,178.0]","[0.5650570087189806,0.043594902749832326,0.007377598926894702,0.0,0.0030181086519114686,0.16297786720321933,0.002347417840375587,0.15593561368209255,0.059691482226693494]",False,False,"[true,true,true,false,true,true,true,true,true]",1.2022445194636535,1e-12,0.5878604963112005,,0.15878990010718416,,,0.6681863851052638
0,audit,E_pca,RAC1P,mlp,True,mlp,,2993,"[1704,173,17,0,4,461,22,424,188]",False,test_person_weighted,2982,0,2982,9,"[0,1,2,3,4,5,6,7,8]",True,334141.0,"[1685,130,22,0,9,486,7,465,178]","[192470.0,16914.0,1406.0,0.0,1091.0,48866.0,581.0,56173.0,16640.0]","[0.5760143173091599,0.05061934931660586,0.004207804489721405,0.0,0.0032650886901038783,0.14624365163209543,0.0017387869192945493,0.16811166543465184,0.04979933620836713]",False,False,"[true,true,true,false,true,true,true,true,true]",1.1799519971499066,1e-12,0.5873448633959916,,0.15849434677253746,,,0.6707880372886966
0,audit,E_pca,RAC1P,histgb,False,histgb,,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,2985,0,2985,9,"[0,1,2,3,4,5,6,7,8]",False,2985.0,"[1737,144,18,0,11,468,16,409,182]","[1737.0,144.0,18.0,0.0,11.0,468.0,16.0,409.0,182.0]","[0.5819095477386935,0.04824120603015075,0.006030150753768844,0.0,0.0036850921273031824,0.15678391959798996,0.005360134003350084,0.13701842546063653,0.060971524288107204]",False,False,"[true,true,true,false,true,true,true,true,true]",1.5120368555397357,1e-12,0.5360134003350083,,0.16499915803553517,,,0.5700056300337903
0,audit,E_pca,RAC1P,histgb,False,histgb,,2993,"[1704,173,17,0,4,461,22,424,188]",False,test,2982,0,2982,9,"[0,1,2,3,4,5,6,7,8]",False,2982.0,"[1685,130,22,0,9,486,7,465,178]","[1685.0,130.0,22.0,0.0,9.0,486.0,7.0,465.0,178.0]","[0.5650570087189806,0.043594902749832326,0.007377598926894702,0.0,0.0030181086519114686,0.16297786720321933,0.002347417840375587,0.15593561368209255,0.059691482226693494]",False,False,"[true,true,true,false,true,true,true,true,true]",1.468997432113018,1e-12,0.53420523138833,,0.16292737440864954,,,0.5973816777380443
0,audit,E_pca,RAC1P,histgb,False,histgb,,2993,"[1704,173,17,0,4,461,22,424,188]",False,test_person_weighted,2982,0,2982,9,"[0,1,2,3,4,5,6,7,8]",True,334141.0,"[1685,130,22,0,9,486,7,465,178]","[192470.0,16914.0,1406.0,0.0,1091.0,48866.0,581.0,56173.0,16640.0]","[0.5760143173091599,0.05061934931660586,0.004207804489721405,0.0,0.0032650886901038783,0.14624365163209543,0.0017387869192945493,0.16811166543465184,0.04979933620836713]",False,False,"[true,true,true,false,true,true,true,true,true]",1.4326097057504288,1e-12,0.5421124615057715,,0.16421581078212466,,,0.5908488466226596
0,transfer,F_covariates,same_residence,logistic,False,logistic,,2048,"[500,1548]",True,validation,2984,0,2984,2,"[0,1]",False,2984.0,"[700,2284]","[700.0,2284.0]","[0.23458445040214476,0.7654155495978552]",True,True,"[true,true]",0.513709529015906,1e-12,0.7637399463806971,0.5751926444833625,0.5751926444833625,0.702662309231924,0.702662309231924,0.702662309231924
0,transfer,F_covariates,same_residence,logistic,False,logistic,,2048,"[500,1548]",True,test,2982,0,2982,2,"[0,1]",False,2982.0,"[660,2322]","[660.0,2322.0]","[0.22132796780684105,0.778672032193159]",True,True,"[true,true]",0.49398903704466607,1e-12,0.7746478873239436,0.5662810273275389,0.5662810273275389,0.7053160807036776,0.7053160807036776,0.7053160807036776
0,transfer,F_covariates,same_residence,logistic,False,logistic,,2048,"[500,1548]",True,test_person_weighted,2982,0,2982,2,"[0,1]",True,334141.0,"[660,2322]","[69119.0,265022.0]","[0.20685578842464708,0.793144211575353]",True,True,"[true,true]",0.478219841556304,1e-12,0.7911031570504667,0.5599715836609052,0.5599715836609052,0.7022424515055864,0.7022424515055865,0.7022424515055865
0,transfer,F_covariates,same_residence,mlp,True,mlp,,2048,"[500,1548]",True,validation,2984,0,2984,2,"[0,1]",False,2984.0,"[700,2284]","[700.0,2284.0]","[0.23458445040214476,0.7654155495978552]",True,True,"[true,true]",0.5058683909907971,1e-12,0.7657506702412868,0.5012096572429322,0.5012096572429322,0.6936680635476608,0.6936680635476608,0.6936680635476608
0,transfer,F_covariates,same_residence,mlp,True,mlp,,2048,"[500,1548]",True,test,2982,0,2982,2,"[0,1]",False,2982.0,"[660,2322]","[660.0,2322.0]","[0.22132796780684105,0.778672032193159]",True,True,"[true,true]",0.48686314819652726,1e-12,0.7793427230046949,0.5020573956620469,0.5020573956620469,0.7042211520893692,0.7042211520893691,0.7042211520893691
0,transfer,F_covariates,same_residence,mlp,True,mlp,,2048,"[500,1548]",True,test_person_weighted,2982,0,2982,2,"[0,1]",True,334141.0,"[660,2322]","[69119.0,265022.0]","[0.20685578842464708,0.793144211575353]",True,True,"[true,true]",0.4716899079642639,1e-12,0.7933507112266978,0.500579348142691,0.500579348142691,0.7006803571110327,0.7006803571110327,0.7006803571110327
0,transfer,F_covariates,commute_over20,logistic,False,logistic,,2048,"[997,1051]",True,validation,1984,1000,1984,2,"[0,1]",False,1984.0,"[1009,975]","[1009.0,975.0]","[0.5085685483870968,0.49143145161290325]",True,True,"[true,true]",0.6965602794398479,1e-12,0.5559475806451613,0.5572600442174278,0.5572600442174278,0.5914436736042286,0.5914436736042286,0.5914436736042286
0,transfer,F_covariates,commute_over20,logistic,False,logistic,,2048,"[997,1051]",True,test,1971,1011,1971,2,"[0,1]",False,1971.0,"[959,1012]","[959.0,1012.0]","[0.4865550481988838,0.5134449518011162]",True,True,"[true,true]",0.7268619419108924,1e-12,0.5423642820903095,0.5394118338025035,0.5394118338025035,0.5547878018522258,0.5547878018522259,0.5547878018522259
0,transfer,F_covariates,commute_over20,logistic,False,logistic,,2048,"[997,1051]",True,test_person_weighted,1971,1011,1971,2,"[0,1]",True,226551.0,"[959,1012]","[110010.0,116541.0]","[0.48558602698730086,0.5144139730126991]",True,True,"[true,true]",0.7410355248758232,1e-12,0.5423061474016888,0.5391864858467702,0.5391864858467702,0.5529770065756622,0.5529770065756621,0.5529770065756621
0,transfer,F_covariates,commute_over20,mlp,True,mlp,,2048,"[997,1051]",True,validation,1984,1000,1984,2,"[0,1]",False,1984.0,"[1009,975]","[1009.0,975.0]","[0.5085685483870968,0.49143145161290325]",True,True,"[true,true]",0.6837500204088807,1e-12,0.5574596774193549,0.5585047393967116,0.5585047393967116,0.5829132677695611,0.5829132677695611,0.5829132677695611
0,transfer,F_covariates,commute_over20,mlp,True,mlp,,2048,"[997,1051]",True,test,1971,1011,1971,2,"[0,1]",False,1971.0,"[959,1012]","[959.0,1012.0]","[0.4865550481988838,0.5134449518011162]",True,True,"[true,true]",0.696178368565106,1e-12,0.5372907153729072,0.5348260910780747,0.5348260910780747,0.5380965432536363,0.5380965432536362,0.5380965432536362
0,transfer,F_covariates,commute_over20,mlp,True,mlp,,2048,"[997,1051]",True,test_person_weighted,1971,1011,1971,2,"[0,1]",True,226551.0,"[959,1012]","[110010.0,116541.0]","[0.48558602698730086,0.5144139730126991]",True,True,"[true,true]",0.7022126903319051,1e-12,0.5273382152363044,0.5249446236077824,0.5249446236077824,0.526004599277192,0.526004599277192,0.526004599277192
0,audit,F_covariates,SEX,logistic,False,logistic,,2993,"[1512,1481]",True,validation,2985,0,2985,2,"[0,1]",False,2985.0,"[1541,1444]","[1541.0,1444.0]","[0.5162479061976549,0.4837520938023451]",True,True,"[true,true]",0.658620748715543,1e-12,0.5876046901172529,0.5877899284739736,0.5877899284739736,0.6472869453766936,0.6472869453766936,0.6472869453766936
0,audit,F_covariates,SEX,logistic,False,logistic,,2993,"[1512,1481]",True,test,2982,0,2982,2,"[0,1]",False,2982.0,"[1534,1448]","[1534.0,1448.0]","[0.5144198524480215,0.48558014755197854]",True,True,"[true,true]",0.6667912198803563,1e-12,0.5925553319919518,0.5926130183609817,0.5926130183609817,0.6390917292745648,0.6390917292745648,0.6390917292745648
0,audit,F_covariates,SEX,logistic,False,logistic,,2993,"[1512,1481]",True,test_person_weighted,2982,0,2982,2,"[0,1]",True,334141.0,"[1534,1448]","[173797.0,160344.0]","[0.520130723257547,0.47986927674245305]",True,True,"[true,true]",0.6669451647581086,1e-12,0.5916065373599768,0.5913802331717362,0.5913802331717362,0.6340061041059001,0.6340061041059001,0.6340061041059001
0,audit,F_covariates,SEX,mlp,False,mlp,,2993,"[1512,1481]",True,validation,2985,0,2985,2,"[0,1]",False,2985.0,"[1541,1444]","[1541.0,1444.0]","[0.5162479061976549,0.4837520938023451]",True,True,"[true,true]",0.6559428490573612,1e-12,0.5993299832495812,0.6000398165741208,0.6000398165741208,0.6537250067858946,0.6537250067858946,0.6537250067858946
0,audit,F_covariates,SEX,mlp,False,mlp,,2993,"[1512,1481]",True,test,2982,0,2982,2,"[0,1]",False,2982.0,"[1534,1448]","[1534.0,1448.0]","[0.5144198524480215,0.48558014755197854]",True,True,"[true,true]",0.6652903919278411,1e-12,0.6002682763246143,0.6014067868642268,0.6014067868642268,0.6470985471125934,0.6470985471125934,0.6470985471125934
0,audit,F_covariates,SEX,mlp,False,mlp,,2993,"[1512,1481]",True,test_person_weighted,2982,0,2982,2,"[0,1]",True,334141.0,"[1534,1448]","[173797.0,160344.0]","[0.520130723257547,0.47986927674245305]",True,True,"[true,true]",0.6648161768420612,1e-12,0.5957754361182854,0.5968949342007315,0.5968949342007315,0.6428128586418593,0.6428128586418593,0.6428128586418593
0,audit,F_covariates,SEX,histgb,True,histgb,,2993,"[1512,1481]",True,validation,2985,0,2985,2,"[0,1]",False,2985.0,"[1541,1444]","[1541.0,1444.0]","[0.5162479061976549,0.4837520938023451]",True,True,"[true,true]",0.6552733255881185,1e-12,0.6067001675041876,0.6059356805038999,0.6059356805038999,0.6610616374948095,0.6610616374948095,0.6610616374948095
0,audit,F_covariates,SEX,histgb,True,histgb,,2993,"[1512,1481]",True,test,2982,0,2982,2,"[0,1]",False,2982.0,"[1534,1448]","[1534.0,1448.0]","[0.5144198524480215,0.48558014755197854]",True,True,"[true,true]",0.6638356666324845,1e-12,0.6106639839034205,0.6105044407788109,0.6105044407788109,0.6491104936359642,0.6491104936359642,0.6491104936359642
0,audit,F_covariates,SEX,histgb,True,histgb,,2993,"[1512,1481]",True,test_person_weighted,2982,0,2982,2,"[0,1]",True,334141.0,"[1534,1448]","[173797.0,160344.0]","[0.520130723257547,0.47986927674245305]",True,True,"[true,true]",0.6629027575060171,1e-12,0.6133548412197246,0.6132151403325408,0.6132151403325408,0.6485850316868705,0.6485850316868704,0.6485850316868704
0,audit,F_covariates,RAC1P,logistic,False,logistic,,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,2985,0,2985,9,"[0,1,2,3,4,5,6,7,8]",False,2985.0,"[1737,144,18,0,11,468,16,409,182]","[1737.0,144.0,18.0,0.0,11.0,468.0,16.0,409.0,182.0]","[0.5819095477386935,0.04824120603015075,0.006030150753768844,0.0,0.0036850921273031824,0.15678391959798996,0.005360134003350084,0.13701842546063653,0.060971524288107204]",False,False,"[true,true,true,false,true,true,true,true,true]",1.261678389038516,1e-12,0.5979899497487438,,0.1665931961022904,,,0.559730154438113
0,audit,F_covariates,RAC1P,logistic,False,logistic,,2993,"[1704,173,17,0,4,461,22,424,188]",False,test,2982,0,2982,9,"[0,1,2,3,4,5,6,7,8]",False,2982.0,"[1685,130,22,0,9,486,7,465,178]","[1685.0,130.0,22.0,0.0,9.0,486.0,7.0,465.0,178.0]","[0.5650570087189806,0.043594902749832326,0.007377598926894702,0.0,0.0030181086519114686,0.16297786720321933,0.002347417840375587,0.15593561368209255,0.059691482226693494]",False,False,"[true,true,true,false,true,true,true,true,true]",1.255888537202288,1e-12,0.5818242790073777,,0.16519751577423636,,,0.6136902521173182
0,audit,F_covariates,RAC1P,logistic,False,logistic,,2993,"[1704,173,17,0,4,461,22,424,188]",False,test_person_weighted,2982,0,2982,9,"[0,1,2,3,4,5,6,7,8]",True,334141.0,"[1685,130,22,0,9,486,7,465,178]","[192470.0,16914.0,1406.0,0.0,1091.0,48866.0,581.0,56173.0,16640.0]","[0.5760143173091599,0.05061934931660586,0.004207804489721405,0.0,0.0032650886901038783,0.14624365163209543,0.0017387869192945493,0.16811166543465184,0.04979933620836713]",False,False,"[true,true,true,false,true,true,true,true,true]",1.2477320849953646,1e-12,0.5799348179361408,,0.1655252083578758,,,0.6280882393136032
0,audit,F_covariates,RAC1P,mlp,True,mlp,,2993,"[1704,173,17,0,4,461,22,424,188]",False,validation,2985,0,2985,9,"[0,1,2,3,4,5,6,7,8]",False,2985.0,"[1737,144,18,0,11,468,16,409,182]","[1737.0,144.0,18.0,0.0,11.0,468.0,16.0,409.0,182.0]","[0.5819095477386935,0.04824120603015075,0.006030150753768844,0.0,0.0036850921273031824,0.15678391959798996,0.005360134003350084,0.13701842546063653,0.060971524288107204]",False,False,"[true,true,true,false,true,true,true,true,true]",1.2109235108610479,1e-12,0.6010050251256281,,0.16117793655418597,,,0.5633405706409886
0,audit,F_covariates,RAC1P,mlp,True,mlp,,2993,"[1704,173,17,0,4,461,22,424,188]",False,test,2982,0,2982,9,"[0,1,2,3,4,5,6,7,8]",False,2982.0,"[1685,130,22,0,9,486,7,465,178]","[1685.0,130.0,22.0,0.0,9.0,486.0,7.0,465.0,178.0]","[0.5650570087189806,0.043594902749832326,0.007377598926894702,0.0,0.0030181086519114686,0.16297786720321933,0.002347417840375587,0.15593561368209255,0.059691482226693494]",False,False,"[true,true,true,false,true,true,true,true,true]",1.2037028539626105,1e-12,0.5875251509054326,,0.16373850212379082,,,0.643660445862734
