dataset,attribute,needed_by,forbidden_by,num_classes,task_accuracy,entropy_a_bits,mi_lower_bits,sr_min_leak,min_reps
adult,income,income_prediction,education_assessment,2,0.83,1.0,0.3423,0.6339,2
